inventory_movement_id,movement_datetime,plant_id,item_id,product_id,movement_type,quantity,uom,location_code,source_system
IM-0003883,2026-03-31 02:40:00,P03,PRD-042,PRD-042,FG_RECEIPT,357,EA,FG-02,WMS
IM-0003884,2026-07-01 01:30:00,P03,MAT-004,PRD-032,RM_RECEIPT,1689,EA,WIP-01,WMS
IM-0003885,2026-07-10 04:24:00,P02,PRD-071,PRD-071,FG_RECEIPT,2276,EA,WIP-01,WMS
IM-0003886,2025-09-09 15:07:00,P01,MAT-008,PRD-065,RM_RECEIPT,2710,EA,FG-01,WMS
IM-0003887,2025-09-18 16:49:00,P02,MAT-012,PRD-006,RM_RECEIPT,3741,EA,FG-02,WMS
IM-0003888,2025-08-02 12:32:00,P02,MAT-037,PRD-051,RM_RECEIPT,1043,EA,RM-B,WMS
IM-0003889,2025-12-20 04:38:00,P03,MAT-035,PRD-066,RM_RECEIPT,2463,EA,RM-A,WMS
IM-0003890,2026-05-21 03:55:00,P02,PRD-017,PRD-017,FG_RECEIPT,1823,EA,FG-02,WMS
IM-0003891,2026-05-12 09:45:00,P02,PRD-043,PRD-043,FG_SHIP,-2344,EA,RM-A,WMS
IM-0003892,2026-03-12 19:40:00,P01,MAT-017,PRD-019,RM_RECEIPT,3806,EA,FG-02,WMS
IM-0003893,2025-09-26 03:44:00,P03,MAT-019,PRD-004,RM_RECEIPT,1410,EA,RM-B,WMS
IM-0003894,2026-06-03 12:43:00,P01,MAT-015,PRD-034,RM_RECEIPT,1749,EA,FG-01,WMS
IM-0003895,2025-10-12 12:53:00,P03,PRD-060,PRD-060,FG_RECEIPT,2274,EA,WIP-01,WMS
IM-0003896,2026-06-27 18:58:00,P02,MAT-018,PRD-078,RM_RECEIPT,4868,EA,WIP-01,WMS
IM-0003897,2025-12-09 15:43:00,P02,PRD-028,PRD-028,ADJUSTMENT,4985,EA,WIP-01,WMS
IM-0003898,2026-04-27 01:37:00,P02,MAT-032,PRD-038,RM_RECEIPT,2327,EA,WIP-01,WMS
IM-0003899,2025-12-27 08:03:00,P03,PRD-068,PRD-068,FG_RECEIPT,6564,EA,RM-B,WMS
IM-0003900,2025-10-25 05:17:00,P02,MAT-037,PRD-051,RM_RECEIPT,724,EA,RM-A,WMS
IM-0003901,2026-05-08 21:01:00,P02,PRD-079,PRD-079,FG_SHIP,-866,EA,FG-01,WMS
IM-0003902,2025-12-08 00:45:00,P01,MAT-035,PRD-066,RM_RECEIPT,6183,EA,FG-02,WMS
IM-0003903,2025-11-11 11:53:00,P02,PRD-070,PRD-070,FG_SHIP,-2784,EA,RM-B,WMS
IM-0003904,2025-10-16 17:29:00,P02,MAT-030,PRD-060,RM_RECEIPT,2879,EA,RM-A,WMS
IM-0003905,2026-04-04 12:41:00,P03,PRD-064,PRD-064,FG_SHIP,-656,EA,FG-01,WMS
IM-0003906,2025-09-16 18:31:00,P02,MAT-018,PRD-002,RM_ISSUE,-2475,EA,RM-A,WMS
IM-0003907,2026-04-14 12:51:00,P03,MAT-006,PRD-001,RM_RECEIPT,701,EA,RM-B,WMS
IM-0003908,2026-05-05 19:48:00,P03,MAT-029,PRD-045,RM_RECEIPT,7771,EA,FG-02,WMS
IM-0003909,2026-04-26 10:21:00,P03,PRD-057,PRD-057,FG_RECEIPT,1846,EA,WIP-01,WMS
IM-0003910,2025-12-23 21:34:00,P02,PRD-044,PRD-044,FG_SHIP,-1034,EA,WIP-01,WMS
IM-0003911,2026-02-16 01:53:00,P01,MAT-033,PRD-022,RM_RECEIPT,4951,EA,WIP-01,WMS
IM-0003912,2025-11-20 12:52:00,P03,MAT-005,PRD-021,RM_RECEIPT,2229,EA,FG-02,WMS
IM-0003913,2025-12-02 15:53:00,P03,PRD-047,PRD-047,FG_RECEIPT,2577,EA,WIP-01,WMS
IM-0003914,2026-02-01 20:38:00,P03,PRD-059,PRD-059,FG_SHIP,-6169,EA,RM-B,WMS
IM-0003915,2025-08-20 12:45:00,P01,PRD-075,PRD-075,FG_SHIP,-14329,EA,WIP-01,WMS
IM-0003916,2026-05-20 03:30:00,P02,MAT-037,PRD-018,RM_ISSUE,-3106,EA,WIP-01,WMS
IM-0003917,2025-11-11 04:00:00,P02,PRD-041,PRD-041,FG_SHIP,-841,EA,FG-02,WMS
IM-0003918,2025-11-17 20:33:00,P01,PRD-009,PRD-009,FG_SHIP,-1434,EA,WIP-01,WMS
IM-0003919,2025-08-05 05:56:00,P01,MAT-019,PRD-071,RM_ISSUE,-1595,EA,RM-B,WMS
IM-0003920,2026-06-13 00:16:00,P01,MAT-035,PRD-016,RM_RECEIPT,1976,EA,RM-B,WMS
IM-0003921,2026-03-12 09:13:00,P03,PRD-010,PRD-010,FG_RECEIPT,5038,EA,RM-B,WMS
IM-0003922,2026-07-29 20:11:00,P02,PRD-038,PRD-038,FG_RECEIPT,1165,EA,WIP-01,WMS
IM-0003923,2026-06-10 17:43:00,P03,MAT-007,PRD-055,RM_ISSUE,-3398,EA,FG-02,WMS
IM-0003924,2026-07-19 06:26:00,P03,PRD-050,PRD-050,FG_SHIP,-1584,EA,WIP-01,WMS
IM-0003925,2025-11-09 21:09:00,P01,PRD-036,PRD-036,FG_RECEIPT,13526,EA,RM-B,WMS
IM-0003926,2025-12-01 07:26:00,P03,PRD-053,PRD-053,FG_RECEIPT,2162,EA,WIP-01,WMS
IM-0003927,2025-12-07 02:19:00,P01,PRD-058,PRD-058,FG_SHIP,-2563,EA,RM-B,WMS
IM-0003928,2026-06-19 04:02:00,P01,MAT-003,PRD-049,RM_RECEIPT,1798,EA,RM-A,WMS
IM-0003929,2026-02-26 22:29:00,P02,PRD-042,PRD-042,FG_SHIP,-2706,EA,FG-02,WMS
IM-0003930,2025-08-23 12:54:00,P03,PRD-067,PRD-067,FG_RECEIPT,1959,EA,RM-A,WMS
IM-0003931,2026-04-06 23:07:00,P03,PRD-068,PRD-068,FG_RECEIPT,1567,EA,FG-01,WMS
IM-0003932,2026-01-19 02:29:00,P01,MAT-008,PRD-036,RM_RECEIPT,601,EA,FG-02,WMS
IM-0003933,2025-11-19 08:12:00,P01,PRD-053,PRD-053,FG_RECEIPT,3437,EA,RM-B,WMS
IM-0003934,2026-07-22 16:22:00,P01,PRD-073,PRD-073,FG_RECEIPT,2616,EA,WIP-01,WMS
IM-0003935,2026-04-15 13:17:00,P02,MAT-002,PRD-069,RM_ISSUE,-860,EA,FG-01,WMS
IM-0003936,2025-08-25 23:08:00,P02,PRD-060,PRD-060,FG_RECEIPT,2842,EA,RM-A,WMS
IM-0003937,2025-12-04 04:05:00,P03,MAT-030,PRD-009,RM_RECEIPT,1199,EA,FG-01,WMS
IM-0003938,2025-11-21 00:40:00,P02,MAT-003,PRD-049,RM_RECEIPT,2502,EA,RM-B,WMS
IM-0003939,2025-10-31 03:50:00,P01,MAT-037,PRD-018,RM_ISSUE,-437,EA,RM-B,WMS
IM-0003940,2026-07-12 08:01:00,P01,PRD-001,PRD-001,ADJUSTMENT,1298,EA,FG-02,WMS
IM-0003941,2026-03-28 00:49:00,P02,MAT-020,PRD-010,RM_ISSUE,-1210,EA,FG-02,WMS
IM-0003942,2026-04-17 01:31:00,P01,PRD-059,PRD-059,FG_SHIP,-1567,EA,FG-01,WMS
IM-0003943,2026-04-07 23:20:00,P03,PRD-068,PRD-068,FG_SHIP,-532,EA,RM-A,WMS
IM-0003944,2025-10-05 21:09:00,P02,PRD-044,PRD-044,FG_SHIP,-3278,EA,FG-02,WMS
IM-0003945,2025-08-29 10:10:00,P01,MAT-004,PRD-032,RM_ISSUE,-313,EA,RM-B,WMS
IM-0003946,2026-03-31 06:35:00,P02,MAT-019,PRD-004,RM_ISSUE,-1340,EA,RM-A,WMS
IM-0003947,2026-04-06 09:48:00,P02,MAT-010,PRD-027,RM_RECEIPT,411,EA,RM-A,WMS
IM-0003948,2026-06-06 17:20:00,P03,PRD-064,PRD-064,FG_RECEIPT,1182,EA,RM-B,WMS
IM-0003949,2025-08-26 15:23:00,P01,PRD-015,PRD-015,FG_SHIP,-3925,EA,RM-B,WMS
IM-0003950,2025-12-20 10:15:00,P03,PRD-050,PRD-050,FG_RECEIPT,1005,EA,RM-B,WMS
IM-0003951,2025-12-06 16:22:00,P03,PRD-075,PRD-075,FG_RECEIPT,1277,EA,FG-02,WMS
IM-0003952,2025-10-06 21:03:00,P01,MAT-018,PRD-050,RM_ISSUE,-1148,EA,FG-01,WMS
IM-0003953,2026-02-16 03:40:00,P02,PRD-058,PRD-058,FG_RECEIPT,896,EA,WIP-01,WMS
IM-0003954,2025-08-19 17:24:00,P01,MAT-032,PRD-038,RM_ISSUE,-1394,EA,RM-B,WMS
IM-0003955,2025-11-15 04:34:00,P02,MAT-033,PRD-076,RM_RECEIPT,1086,EA,FG-02,WMS
IM-0003956,2026-03-17 09:46:00,P02,MAT-037,PRD-051,RM_RECEIPT,1638,EA,RM-B,WMS
IM-0003957,2026-07-29 22:25:00,P02,PRD-011,PRD-011,FG_RECEIPT,1220,EA,RM-A,WMS
IM-0003958,2026-05-09 23:58:00,P02,PRD-012,PRD-012,FG_SHIP,-527,EA,RM-B,WMS
IM-0003959,2026-01-12 21:43:00,P01,PRD-032,PRD-032,FG_SHIP,-1333,EA,RM-A,WMS
IM-0003960,2025-10-27 02:19:00,P01,PRD-038,PRD-038,FG_SHIP,-1801,EA,RM-B,WMS
IM-0003961,2026-02-12 13:49:00,P03,MAT-023,PRD-007,RM_ISSUE,-795,EA,RM-A,WMS
IM-0003962,2025-11-01 02:30:00,P02,PRD-072,PRD-072,FG_RECEIPT,4200,EA,WIP-01,WMS
IM-0003963,2025-11-20 11:19:00,P03,MAT-005,PRD-024,RM_ISSUE,-2379,EA,WIP-01,WMS
IM-0003964,2025-10-11 05:38:00,P03,PRD-019,PRD-019,FG_SHIP,-1329,EA,WIP-01,WMS
IM-0003965,2026-05-04 01:26:00,P01,PRD-062,PRD-062,FG_RECEIPT,11194,EA,WIP-01,WMS
IM-0003966,2026-01-20 14:59:00,P02,MAT-001,PRD-039,RM_ISSUE,-1281,EA,RM-A,WMS
IM-0003967,2026-02-05 13:47:00,P02,MAT-022,PRD-042,RM_RECEIPT,1185,EA,WIP-01,WMS
IM-0003968,2026-01-24 14:54:00,P02,MAT-002,PRD-069,RM_RECEIPT,980,EA,WIP-01,WMS
IM-0003969,2026-01-23 17:35:00,P02,PRD-023,PRD-023,FG_SHIP,-547,EA,WIP-01,WMS
IM-0003970,2025-12-11 08:44:00,P03,MAT-015,PRD-034,RM_ISSUE,-1750,EA,RM-B,WMS
IM-0003971,2026-02-21 01:05:00,P01,PRD-008,PRD-008,FG_SHIP,-9964,EA,RM-A,WMS
IM-0003972,2025-11-30 07:10:00,P01,MAT-035,PRD-053,RM_RECEIPT,3748,EA,FG-01,WMS
IM-0003973,2025-12-03 14:52:00,P03,MAT-037,PRD-080,RM_RECEIPT,701,EA,WIP-01,WMS
IM-0003974,2025-09-17 03:29:00,P01,MAT-015,PRD-025,RM_RECEIPT,1533,EA,FG-01,WMS
IM-0003975,2026-05-05 12:16:00,P03,MAT-033,PRD-044,RM_RECEIPT,1406,EA,RM-A,WMS
IM-0003976,2025-09-19 17:51:00,P01,PRD-070,PRD-070,ADJUSTMENT,2621,EA,RM-B,WMS
IM-0003977,2026-03-16 21:42:00,P01,PRD-021,PRD-021,FG_SHIP,-1917,EA,RM-A,WMS
IM-0003978,2026-04-02 07:35:00,P03,PRD-069,PRD-069,FG_SHIP,-2741,EA,FG-01,WMS
IM-0003979,2026-03-10 21:55:00,P02,MAT-023,PRD-007,RM_RECEIPT,2247,EA,FG-02,WMS
IM-0003980,2026-02-24 02:04:00,P02,MAT-018,PRD-050,RM_ISSUE,-1663,EA,RM-B,WMS
IM-0003981,2025-09-26 01:02:00,P02,MAT-018,PRD-030,RM_RECEIPT,1619,EA,WIP-01,WMS
IM-0003982,2025-09-25 02:49:00,P03,MAT-017,PRD-019,RM_RECEIPT,1651,EA,FG-01,WMS
IM-0003983,2026-02-06 16:25:00,P03,MAT-035,PRD-053,RM_ISSUE,-4700,EA,WIP-01,WMS
IM-0003984,2026-06-11 15:31:00,P02,MAT-022,PRD-042,RM_ISSUE,-2528,EA,RM-B,WMS
IM-0003985,2026-03-18 22:43:00,P02,PRD-018,PRD-018,FG_RECEIPT,3675,EA,FG-02,WMS
IM-0003986,2026-07-03 11:17:00,P03,PRD-026,PRD-026,FG_RECEIPT,2997,EA,WIP-01,WMS
IM-0003987,2025-10-16 04:44:00,P01,MAT-025,PRD-035,RM_RECEIPT,486,EA,FG-01,WMS
IM-0003988,2026-02-27 00:54:00,P01,MAT-014,PRD-068,RM_RECEIPT,3738,EA,RM-A,WMS
IM-0003989,2025-10-30 11:18:00,P01,MAT-008,PRD-065,RM_RECEIPT,3206,EA,FG-01,WMS
IM-0003990,2025-08-30 02:15:00,P03,PRD-057,PRD-057,FG_RECEIPT,3395,EA,WIP-01,WMS
IM-0003991,2026-05-19 23:14:00,P03,PRD-042,PRD-042,FG_SHIP,-2062,EA,FG-01,WMS
IM-0003992,2026-01-08 18:13:00,P01,MAT-030,PRD-009,RM_RECEIPT,9082,EA,FG-02,WMS
IM-0003993,2026-05-01 12:55:00,P02,MAT-005,PRD-058,RM_ISSUE,-609,EA,RM-A,WMS
IM-0003994,2025-11-04 01:53:00,P03,PRD-009,PRD-009,FG_SHIP,-5400,EA,FG-02,WMS
IM-0003995,2026-06-25 21:30:00,P03,PRD-035,PRD-035,FG_RECEIPT,882,EA,FG-01,WMS
IM-0003996,2026-01-02 12:05:00,P01,PRD-025,PRD-025,FG_RECEIPT,1712,EA,RM-B,WMS
IM-0003997,2026-02-20 07:00:00,P02,MAT-026,PRD-059,RM_RECEIPT,3741,EA,WIP-01,WMS
IM-0003998,2025-09-22 01:20:00,P02,MAT-033,PRD-017,RM_RECEIPT,7495,EA,FG-01,WMS
IM-0003999,2026-02-26 10:11:00,P01,MAT-014,PRD-068,RM_ISSUE,-1778,EA,WIP-01,WMS
IM-0004000,2025-11-21 17:30:00,P03,PRD-015,PRD-015,FG_SHIP,-6743,EA,FG-01,WMS
IM-0004001,2025-11-07 03:05:00,P02,MAT-013,PRD-075,RM_RECEIPT,3209,EA,WIP-01,WMS
IM-0004002,2026-02-27 14:04:00,P01,MAT-032,PRD-077,RM_RECEIPT,4460,EA,RM-A,WMS
IM-0004003,2026-04-06 21:58:00,P01,PRD-069,PRD-069,FG_RECEIPT,4151,EA,RM-B,WMS
IM-0004004,2026-01-08 23:30:00,P01,MAT-010,PRD-037,RM_ISSUE,-9882,EA,FG-01,WMS
IM-0004005,2026-07-26 16:54:00,P03,MAT-018,PRD-054,RM_ISSUE,-1218,EA,RM-B,WMS
IM-0004006,2026-03-23 10:54:00,P02,MAT-014,PRD-068,RM_RECEIPT,836,EA,FG-02,WMS
IM-0004007,2025-12-29 12:05:00,P02,PRD-036,PRD-036,FG_SHIP,-784,EA,WIP-01,WMS
IM-0004008,2026-03-25 01:07:00,P02,MAT-033,PRD-076,RM_ISSUE,-1236,EA,RM-B,WMS
IM-0004009,2025-11-29 03:47:00,P03,PRD-018,PRD-018,ADJUSTMENT,8323,EA,FG-02,WMS
IM-0004010,2026-05-15 15:16:00,P02,PRD-071,PRD-071,FG_SHIP,-12058,EA,RM-B,WMS
IM-0004011,2026-03-18 07:47:00,P03,MAT-005,PRD-033,RM_RECEIPT,827,EA,WIP-01,WMS
IM-0004012,2026-04-14 05:40:00,P03,PRD-050,PRD-050,FG_SHIP,-5520,EA,RM-A,WMS
IM-0004013,2025-09-06 15:22:00,P03,PRD-005,PRD-005,ADJUSTMENT,11233,EA,RM-B,WMS
IM-0004014,2026-04-14 17:56:00,P03,MAT-026,PRD-028,RM_RECEIPT,3585,EA,RM-B,WMS
IM-0004015,2025-11-21 14:11:00,P01,MAT-004,PRD-040,RM_ISSUE,-1498,EA,FG-01,WMS
IM-0004016,2026-02-08 01:15:00,P02,MAT-037,PRD-018,RM_ISSUE,-2278,EA,FG-02,WMS
IM-0004017,2026-05-01 11:51:00,P02,MAT-014,PRD-070,RM_ISSUE,-3821,EA,RM-B,WMS
IM-0004018,2026-01-02 07:26:00,P02,PRD-063,PRD-063,FG_RECEIPT,2807,EA,RM-B,WMS
IM-0004019,2025-09-06 14:37:00,P01,MAT-001,PRD-056,RM_RECEIPT,4489,EA,FG-01,WMS
IM-0004020,2026-07-29 01:44:00,P02,MAT-016,PRD-029,RM_RECEIPT,1317,EA,WIP-01,WMS
IM-0004021,2025-11-19 07:25:00,P02,MAT-007,PRD-055,RM_RECEIPT,2738,EA,WIP-01,WMS
IM-0004022,2025-12-30 12:25:00,P02,PRD-003,PRD-003,FG_SHIP,-2225,EA,FG-02,WMS
IM-0004023,2026-07-23 03:22:00,P03,MAT-008,PRD-036,RM_ISSUE,-3003,EA,RM-B,WMS
IM-0004024,2025-12-22 20:24:00,P02,MAT-010,PRD-037,RM_RECEIPT,1830,EA,FG-02,WMS
IM-0004025,2025-11-24 06:27:00,P01,PRD-010,PRD-010,FG_SHIP,-541,EA,FG-01,WMS
IM-0004026,2026-02-11 22:47:00,P02,MAT-001,PRD-039,RM_ISSUE,-245,EA,WIP-01,WMS
IM-0004027,2026-01-19 20:06:00,P02,MAT-024,PRD-003,RM_RECEIPT,2007,EA,FG-02,WMS
IM-0004028,2026-04-16 23:42:00,P02,MAT-024,PRD-013,RM_RECEIPT,3258,EA,RM-B,WMS
IM-0004029,2025-09-08 21:36:00,P03,PRD-018,PRD-018,FG_SHIP,-7294,EA,RM-B,WMS
IM-0004030,2025-10-04 13:51:00,P03,PRD-011,PRD-011,FG_SHIP,-3954,EA,WIP-01,WMS
IM-0004031,2025-12-01 00:20:00,P03,PRD-050,PRD-050,FG_SHIP,-366,EA,WIP-01,WMS
IM-0004032,2026-01-10 20:36:00,P03,MAT-035,PRD-053,RM_ISSUE,-2419,EA,FG-01,WMS
IM-0004033,2025-12-08 17:49:00,P03,PRD-030,PRD-030,FG_RECEIPT,2612,EA,FG-01,WMS
IM-0004034,2025-12-29 18:58:00,P03,PRD-053,PRD-053,ADJUSTMENT,1799,EA,RM-B,WMS
IM-0004035,2026-06-22 00:36:00,P03,MAT-022,PRD-047,RM_RECEIPT,3371,EA,RM-B,WMS
IM-0004036,2026-07-17 09:24:00,P02,MAT-020,PRD-010,RM_RECEIPT,6043,EA,RM-A,WMS
IM-0004037,2025-10-28 03:20:00,P03,MAT-030,PRD-064,RM_RECEIPT,5729,EA,FG-01,WMS
IM-0004038,2025-09-10 19:59:00,P03,PRD-026,PRD-026,FG_SHIP,-490,EA,RM-A,WMS
IM-0004039,2026-07-21 08:54:00,P03,PRD-029,PRD-029,FG_RECEIPT,5482,EA,FG-02,WMS
IM-0004040,2026-01-14 11:33:00,P02,PRD-010,PRD-010,FG_RECEIPT,993,EA,RM-A,WMS
IM-0004041,2026-03-15 12:51:00,P03,PRD-052,PRD-052,FG_RECEIPT,7490,EA,RM-B,WMS
IM-0004042,2026-05-10 04:38:00,P01,MAT-015,PRD-034,RM_ISSUE,-20430,EA,WIP-01,WMS
IM-0004043,2026-06-29 22:41:00,P03,PRD-037,PRD-037,ADJUSTMENT,1504,EA,FG-01,WMS
IM-0004044,2026-03-16 02:31:00,P03,MAT-036,PRD-020,RM_RECEIPT,669,EA,WIP-01,WMS
IM-0004045,2026-05-25 11:47:00,P02,PRD-010,PRD-010,FG_RECEIPT,7613,EA,RM-B,WMS
IM-0004046,2026-04-19 21:56:00,P02,PRD-013,PRD-013,FG_RECEIPT,9298,EA,RM-A,WMS
IM-0004047,2026-05-31 07:50:00,P02,PRD-044,PRD-044,FG_RECEIPT,5672,EA,RM-A,WMS
IM-0004048,2026-02-18 16:12:00,P02,MAT-017,PRD-019,RM_ISSUE,-2281,EA,RM-A,WMS
IM-0004049,2026-05-06 12:13:00,P03,PRD-080,PRD-080,FG_RECEIPT,2358,EA,RM-A,WMS
IM-0004050,2026-01-02 10:06:00,P02,PRD-001,PRD-001,FG_RECEIPT,1259,EA,FG-01,WMS
IM-0004051,2025-11-25 06:19:00,P01,MAT-032,PRD-077,RM_ISSUE,-491,EA,RM-B,WMS
IM-0004052,2026-01-03 21:45:00,P03,MAT-030,PRD-064,RM_ISSUE,-1135,EA,WIP-01,WMS
IM-0004053,2026-02-27 03:53:00,P03,PRD-065,PRD-065,FG_SHIP,-3181,EA,WIP-01,WMS
IM-0004054,2026-04-28 12:24:00,P03,PRD-077,PRD-077,FG_SHIP,-1019,EA,RM-A,WMS
IM-0004055,2025-11-25 00:24:00,P02,PRD-035,PRD-035,FG_SHIP,-2153,EA,FG-01,WMS
IM-0004056,2025-12-15 15:58:00,P02,PRD-033,PRD-033,FG_RECEIPT,4867,EA,FG-02,WMS
IM-0004057,2026-02-28 16:38:00,P03,MAT-026,PRD-028,RM_RECEIPT,1149,EA,RM-B,WMS
IM-0004058,2025-10-28 04:29:00,P01,MAT-003,PRD-049,RM_ISSUE,-1756,EA,RM-B,WMS
IM-0004059,2026-06-08 14:55:00,P03,MAT-018,PRD-078,RM_RECEIPT,3580,EA,FG-01,WMS
IM-0004060,2026-01-12 02:15:00,P03,PRD-050,PRD-050,FG_SHIP,-1264,EA,WIP-01,WMS
IM-0004061,2026-06-08 18:07:00,P01,PRD-028,PRD-028,FG_SHIP,-5428,EA,FG-01,WMS
IM-0004062,2025-10-10 08:00:00,P02,MAT-030,PRD-062,RM_RECEIPT,4710,EA,RM-A,WMS
IM-0004063,2025-10-07 06:45:00,P02,MAT-033,PRD-076,RM_ISSUE,-2374,EA,FG-02,WMS
IM-0004064,2026-03-31 22:37:00,P02,PRD-065,PRD-065,FG_SHIP,-1534,EA,WIP-01,WMS
IM-0004065,2025-12-15 19:43:00,P03,MAT-017,PRD-079,RM_RECEIPT,4490,EA,RM-A,WMS
IM-0004066,2026-05-04 09:42:00,P01,MAT-035,PRD-016,RM_RECEIPT,1388,EA,RM-A,WMS
IM-0004067,2025-10-07 05:10:00,P01,MAT-005,PRD-024,RM_RECEIPT,4436,EA,FG-01,WMS
IM-0004068,2026-05-15 07:19:00,P03,MAT-005,PRD-058,RM_ISSUE,-3148,EA,RM-A,WMS
IM-0004069,2025-11-08 08:58:00,P03,PRD-071,PRD-071,FG_SHIP,-1491,EA,RM-B,WMS
IM-0004070,2026-06-16 04:27:00,P02,MAT-007,PRD-055,RM_RECEIPT,3479,EA,WIP-01,WMS
IM-0004071,2026-06-12 19:09:00,P03,MAT-026,PRD-059,RM_RECEIPT,4563,EA,RM-A,WMS
IM-0004072,2026-02-07 17:53:00,P03,MAT-001,PRD-056,RM_ISSUE,-4418,EA,RM-A,WMS
IM-0004073,2026-05-31 07:21:00,P02,PRD-074,PRD-074,FG_SHIP,-1560,EA,RM-B,WMS
IM-0004074,2025-11-05 16:06:00,P03,PRD-024,PRD-024,FG_SHIP,-908,EA,RM-B,WMS
IM-0004075,2025-10-09 16:48:00,P01,PRD-061,PRD-061,FG_RECEIPT,2438,EA,RM-A,WMS
IM-0004076,2026-04-06 12:57:00,P03,MAT-023,PRD-007,RM_RECEIPT,932,EA,FG-02,WMS
IM-0004077,2025-10-18 22:40:00,P01,MAT-010,PRD-063,RM_RECEIPT,3122,EA,WIP-01,WMS
IM-0004078,2025-11-14 22:07:00,P01,PRD-075,PRD-075,FG_RECEIPT,2983,EA,RM-A,WMS
IM-0004079,2025-11-24 06:42:00,P01,PRD-079,PRD-079,FG_RECEIPT,1235,EA,WIP-01,WMS
IM-0004080,2025-10-29 15:31:00,P03,PRD-022,PRD-022,FG_RECEIPT,740,EA,FG-01,WMS
IM-0004081,2026-04-20 00:58:00,P03,PRD-007,PRD-007,FG_RECEIPT,1654,EA,RM-B,WMS
IM-0004082,2025-08-03 09:55:00,P02,MAT-037,PRD-080,RM_RECEIPT,1158,EA,FG-02,WMS
IM-0004083,2025-09-20 16:04:00,P02,MAT-017,PRD-079,RM_ISSUE,-1795,EA,RM-B,WMS
IM-0004084,2025-12-23 04:53:00,P02,PRD-021,PRD-021,FG_RECEIPT,2062,EA,FG-02,WMS
IM-0004085,2026-06-22 15:38:00,P01,MAT-037,PRD-051,RM_RECEIPT,925,EA,RM-B,WMS
IM-0004086,2026-01-25 08:33:00,P02,MAT-032,PRD-077,RM_ISSUE,-1457,EA,RM-B,WMS
IM-0004087,2025-11-24 16:33:00,P03,MAT-031,PRD-008,RM_RECEIPT,2770,EA,FG-02,WMS
IM-0004088,2026-02-18 10:44:00,P02,PRD-015,PRD-015,FG_SHIP,-1754,EA,WIP-01,WMS
IM-0004089,2026-04-26 16:15:00,P03,MAT-032,PRD-038,RM_ISSUE,-3043,EA,WIP-01,WMS
IM-0004090,2025-11-29 18:58:00,P02,PRD-060,PRD-060,FG_SHIP,-2225,EA,WIP-01,WMS
IM-0004091,2025-12-18 14:18:00,P03,MAT-019,PRD-004,RM_RECEIPT,3271,EA,FG-02,WMS
IM-0004092,2026-01-15 07:57:00,P01,PRD-058,PRD-058,FG_SHIP,-2047,EA,RM-A,WMS
IM-0004093,2026-07-10 17:43:00,P01,MAT-024,PRD-013,RM_ISSUE,-5256,EA,RM-A,WMS
IM-0004094,2026-02-28 06:33:00,P02,PRD-076,PRD-076,FG_RECEIPT,864,EA,FG-01,WMS
IM-0004095,2026-03-19 06:11:00,P01,MAT-004,PRD-040,RM_ISSUE,-852,EA,RM-B,WMS
IM-0004096,2026-01-16 01:10:00,P02,MAT-035,PRD-053,RM_RECEIPT,5046,EA,RM-B,WMS
IM-0004097,2025-10-04 23:17:00,P03,MAT-012,PRD-011,RM_RECEIPT,703,EA,FG-01,WMS
IM-0004098,2025-10-28 20:51:00,P02,PRD-003,PRD-003,FG_RECEIPT,4656,EA,FG-01,WMS
IM-0004099,2026-03-02 16:29:00,P02,MAT-018,PRD-078,RM_RECEIPT,13436,EA,RM-A,WMS
IM-0004100,2025-11-19 13:48:00,P01,PRD-069,PRD-069,FG_RECEIPT,941,EA,FG-01,WMS
IM-0004101,2026-05-24 14:00:00,P02,PRD-015,PRD-015,FG_RECEIPT,3956,EA,RM-B,WMS
IM-0004102,2026-06-15 02:17:00,P02,MAT-002,PRD-069,RM_RECEIPT,5750,EA,RM-B,WMS
IM-0004103,2026-07-09 02:29:00,P03,MAT-001,PRD-039,RM_RECEIPT,3623,EA,FG-02,WMS
IM-0004104,2026-01-03 23:30:00,P03,PRD-059,PRD-059,FG_RECEIPT,5913,EA,RM-B,WMS
IM-0004105,2025-10-16 01:46:00,P02,MAT-015,PRD-025,RM_RECEIPT,2664,EA,RM-A,WMS
IM-0004106,2025-09-27 14:34:00,P03,MAT-024,PRD-013,RM_ISSUE,-4594,EA,RM-B,WMS
IM-0004107,2026-07-19 17:05:00,P03,MAT-014,PRD-068,RM_ISSUE,-3784,EA,RM-B,WMS
IM-0004108,2025-12-02 11:41:00,P01,PRD-034,PRD-034,FG_RECEIPT,3567,EA,RM-A,WMS
IM-0004109,2025-11-27 07:57:00,P01,MAT-037,PRD-051,RM_ISSUE,-573,EA,RM-B,WMS
IM-0004110,2026-07-01 19:00:00,P01,MAT-007,PRD-055,RM_ISSUE,-3338,EA,RM-B,WMS
IM-0004111,2026-04-23 22:40:00,P02,MAT-019,PRD-004,RM_RECEIPT,798,EA,RM-B,WMS
IM-0004112,2025-09-28 16:04:00,P01,MAT-015,PRD-034,RM_ISSUE,-662,EA,FG-02,WMS
IM-0004113,2026-01-08 03:17:00,P03,PRD-055,PRD-055,FG_SHIP,-1563,EA,RM-B,WMS
IM-0004114,2026-01-05 09:41:00,P03,MAT-018,PRD-026,RM_RECEIPT,27067,EA,RM-A,WMS
IM-0004115,2025-11-27 13:47:00,P01,MAT-027,PRD-072,RM_RECEIPT,1310,EA,WIP-01,WMS
