sales_order_id,order_line_id,customer_id,product_id,order_date,requested_delivery_date,promised_delivery_date,ordered_quantity,unit_price,discount_pct,customer_priority,order_status,source_system,load_timestamp
SO-002899,SOL-002899-01,CUST-0057,PRD-065,2025-08-09,2025-08-16,2025-08-16,4344,1020.27,5.0,low,completed,ERP,2025-08-11 03:56:00
SO-002900,SOL-002900-01,CUST-0008,PRD-041,2025-09-11,2025-09-22,2025-09-25,1642,857.55,0.0,normal,open,ERP,2025-09-13 03:43:00
SO-002901,SOL-002901-01,CUST-0066,PRD-025,2025-10-26,2025-11-10,2025-11-10,5108,179.98,3.0,normal,completed,ERP,2025-10-28 03:18:00
SO-002902,SOL-002902-01,CUST-0058,PRD-030,2025-08-15,2025-08-23,2025-08-25,9620,575.22,5.0,high,completed,ERP,2025-08-16 10:41:00
SO-002903,SOL-002903-01,CUST-0111,PRD-019,2026-06-10,2026-07-06,2026-07-09,3254,346.2,0.0,high,completed,ERP,2026-06-11 18:49:00
SO-002904,SOL-002904-01,CUST-0102,PRD-070,2026-04-06,2026-05-09,2026-05-07,13637,613.0,2.0,high,completed,ERP,2026-04-07 18:47:00
SO-002905,SOL-002905-01,CUST-0008,PRD-008,2025-09-04,2025-09-16,2025-09-14,2317,175.14,0.0,normal,completed,ERP,2025-09-06 02:15:00
SO-002906,SOL-002906-01,CUST-0072,PRD-056,2025-12-03,2026-01-05,2026-01-04,7528,386.03,5.0,normal,completed,ERP,2025-12-04 22:12:00
SO-002907,SOL-002907-01,CUST-0075,PRD-043,2025-12-30,2026-01-24,2026-01-25,6782,416.22,0.0,high,completed,ERP,2025-12-30 07:14:00
SO-002908,SOL-002908-01,CUST-0102,PRD-057,2026-05-13,2026-06-08,2026-06-10,4128,553.44,10.0,high,completed,ERP,2026-05-15 05:20:00
SO-002909,SOL-002909-01,CUST-0027,PRD-061,2026-03-09,2026-04-08,2026-04-08,4858,459.8,8.0,low,completed,ERP,2026-03-10 01:42:00
SO-002910,SOL-002910-01,CUST-0092,PRD-077,2026-05-10,2026-05-26,2026-05-26,6800,211.86,1.0,normal,cancelled,ERP,2026-05-11 01:38:00
SO-002911,SOL-002911-01,CUST-0087,PRD-050,2026-04-02,2026-04-18,2026-04-19,2708,383.74,5.0,normal,completed,ERP,2026-04-03 11:39:00
SO-002912,SOL-002912-01,CUST-0112,PRD-074,2026-05-13,2026-05-21,2026-05-20,5081,355.02,3.0,high,completed,ERP,2026-05-13 16:56:00
SO-002913,SOL-002913-01,CUST-0109,PRD-061,2026-02-24,2026-03-10,2026-03-10,4271,416.25,2.0,high,open,ERP,2026-02-25 11:34:00
SO-002914,SOL-002914-01,CUST-0060,PRD-034,2025-11-30,2025-12-08,2025-12-08,3983,492.19,3.0,normal,open,ERP,2025-12-01 03:27:00
SO-002915,SOL-002915-01,CUST-0014,PRD-073,2026-05-15,2026-06-14,2026-06-17,2803,754.52,10.0,high,open,ERP,2026-05-17 04:37:00
SO-002916,SOL-002916-01,CUST-0009,PRD-067,2026-05-31,2026-06-07,2026-06-10,5518,42.56,3.0,normal,completed,ERP,2026-06-02 23:50:00
SO-002917,SOL-002917-01,CUST-0052,PRD-069,2025-11-13,2025-12-09,2025-12-11,6311,915.86,2.0,high,completed,ERP,2025-11-15 09:29:00
SO-002918,SOL-002918-01,CUST-0067,PRD-036,2025-10-14,2025-11-14,2025-11-14,3178,69.98,5.0,normal,completed,ERP,2025-10-15 03:29:00
SO-002919,SOL-002919-01,CUST-0094,PRD-058,2025-08-12,2025-09-05,2025-09-03,5486,446.66,0.0,normal,completed,ERP,2025-08-13 17:11:00
SO-002920,SOL-002920-01,CUST-0054,PRD-040,2026-03-01,2026-03-31,2026-04-01,6524,647.87,3.0,high,open,ERP,2026-03-03 18:59:00
SO-002921,SOL-002921-01,CUST-0081,PRD-065,2025-12-27,2026-01-30,2026-01-28,2644,1063.38,0.0,high,completed,ERP,2025-12-27 10:13:00
SO-002922,SOL-002922-01,CUST-0054,PRD-024,2026-03-28,2026-04-15,2026-04-15,9020,832.03,8.0,high,completed,ERP,2026-03-29 01:04:00
SO-002923,SOL-002923-01,CUST-0067,PRD-041,2025-09-19,2025-10-20,2025-10-19,4590,861.15,3.0,normal,cancelled,ERP,2025-09-20 23:44:00
SO-002924,SOL-002924-01,CUST-0011,PRD-022,2026-05-22,2026-06-03,2026-06-02,3356,500.63,8.0,normal,open,ERP,2026-05-23 20:17:00
SO-002925,SOL-002925-01,CUST-0028,PRD-021,2026-05-27,2026-06-05,2026-06-03,2243,539.3,2.0,normal,cancelled,ERP,2026-05-28 05:10:00
SO-002926,SOL-002926-01,CUST-0055,PRD-031,2026-03-20,2026-03-31,2026-03-31,3407,829.83,2.0,high,completed,ERP,2026-03-22 14:18:00
SO-002927,SOL-002927-01,CUST-0099,PRD-043,2026-02-21,2026-03-09,2026-03-10,2685,437.57,5.0,normal,completed,ERP,2026-02-22 14:44:00
SO-002928,SOL-002928-01,CUST-0019,PRD-069,2025-12-28,2026-01-06,2026-01-07,3970,908.37,1.0,normal,completed,ERP,2025-12-29 01:14:00
SO-002929,SOL-002929-01,CUST-0044,PRD-062,2025-08-18,2025-09-15,2025-09-18,8918,57.4,8.0,normal,open,ERP,2025-08-18 20:27:00
SO-002930,SOL-002930-01,CUST-0048,PRD-066,2026-04-22,2026-05-01,2026-05-01,3151,101.64,5.0,normal,completed,ERP,2026-04-22 20:50:00
SO-002931,SOL-002931-01,CUST-0035,PRD-079,2025-09-02,2025-10-02,2025-10-02,2238,340.38,10.0,high,open,ERP,2025-09-02 00:43:00
SO-002932,SOL-002932-01,CUST-0072,PRD-068,2025-09-06,2025-09-13,2025-09-13,9514,278.08,8.0,normal,cancelled,ERP,2025-09-06 10:14:00
SO-002933,SOL-002933-01,CUST-0106,PRD-055,2025-11-30,2025-12-26,2025-12-24,16746,575.73,0.0,high,completed,ERP,2025-11-30 07:58:00
SO-002934,SOL-002934-01,CUST-0088,PRD-026,2026-04-25,2026-05-03,2026-05-05,6479,306.26,4.0,normal,completed,ERP,2026-04-25 09:29:00
SO-002935,SOL-002935-01,CUST-0093,PRD-066,2025-12-13,2026-01-17,2026-01-17,6177,111.1,1.5,normal,completed,ERP,2025-12-15 02:42:00
SO-002936,SOL-002936-01,CUST-0097,PRD-058,2026-03-03,2026-04-02,2026-04-02,3673,412.61,3.0,normal,completed,ERP,2026-03-03 10:50:00
SO-002937,SOL-002937-01,CUST-0103,PRD-037,2026-03-12,2026-04-01,2026-04-01,2164,156.92,10.0,high,completed,ERP,2026-03-12 00:19:00
SO-002938,SOL-002938-01,CUST-0050,PRD-009,2026-04-09,2026-05-06,2026-05-09,1293,256.92,10.0,high,completed,ERP,2026-04-11 07:48:00
SO-002939,SOL-002939-01,CUST-0042,PRD-043,2026-04-04,2026-04-16,2026-04-16,5169,451.76,5.0,normal,completed,ERP,2026-04-04 19:38:00
SO-002940,SOL-002940-01,CUST-0119,PRD-077,2025-10-31,2025-11-11,2025-11-11,2405,237.91,5.0,normal,cancelled,ERP,2025-11-01 14:30:00
SO-002941,SOL-002941-01,CUST-0071,PRD-056,2026-01-07,2026-02-08,2026-02-07,2741,402.78,5.0,low,completed,ERP,2026-01-07 18:24:00
SO-002942,SOL-002942-01,CUST-0026,PRD-067,2025-11-26,2025-12-27,2025-12-25,2532,44.67,5.0,high,completed,ERP,2025-11-27 20:25:00
SO-002943,SOL-002943-01,CUST-0081,PRD-011,2025-08-03,2025-08-26,2025-08-26,4735,487.45,10.0,high,completed,ERP,2025-08-05 06:24:00
SO-002944,SOL-002944-01,CUST-0107,PRD-006,2026-06-09,2026-06-20,2026-06-20,6077,551.03,0.5,low,completed,ERP,2026-06-09 13:48:00
SO-002945,SOL-002945-01,CUST-0020,PRD-074,2026-01-25,2026-02-09,2026-02-08,3600,341.29,2.0,normal,completed,ERP,2026-01-26 16:35:00
SO-002946,SOL-002946-01,CUST-0030,PRD-064,2025-12-06,2025-12-15,2025-12-13,1976,117.83,3.0,normal,completed,ERP,2025-12-08 18:20:00
SO-002947,SOL-002947-01,CUST-0108,PRD-045,2025-08-23,2025-09-05,2025-09-05,4184,521.57,2.0,high,completed,ERP,2025-08-23 06:15:00
SO-002948,SOL-002948-01,CUST-0021,PRD-069,2026-03-09,2026-03-30,2026-03-31,3891,941.16,3.0,normal,cancelled,ERP,2026-03-10 16:37:00
SO-002949,SOL-002949-01,CUST-0089,PRD-056,2025-11-02,2025-11-17,2025-11-17,5581,365.7,10.0,high,completed,ERP,2025-11-02 13:00:00
SO-002950,SOL-002950-01,CUST-0119,PRD-060,2025-12-22,2025-12-29,2025-12-28,3198,469.74,5.0,normal,completed,ERP,2025-12-24 15:28:00
SO-002951,SOL-002951-01,CUST-0014,PRD-064,2026-01-07,2026-02-07,2026-02-07,6744,118.02,2.0,high,open,ERP,2026-01-07 06:38:00
SO-002952,SOL-002952-01,CUST-0109,PRD-054,2026-03-01,2026-03-15,2026-03-13,6503,433.93,5.0,high,open,ERP,2026-03-01 02:49:00
SO-002953,SOL-002953-01,CUST-0020,PRD-055,2026-01-14,2026-02-12,2026-02-12,3364,615.72,2.0,normal,cancelled,ERP,2026-01-16 02:16:00
SO-002954,SOL-002954-01,CUST-0112,PRD-001,2025-09-26,2025-10-31,2025-10-31,4362,329.45,1.0,high,open,ERP,2025-09-28 02:57:00
SO-002955,SOL-002955-01,CUST-0026,PRD-069,2025-11-29,2025-12-23,2025-12-22,1625,1005.45,8.0,high,completed,ERP,2025-11-30 23:10:00
SO-002956,SOL-002956-01,CUST-0032,PRD-067,2025-12-26,2026-01-02,2025-12-31,1515,47.3,2.0,high,open,ERP,2025-12-26 22:12:00
SO-002957,SOL-002957-01,CUST-0080,PRD-067,2025-11-03,2025-11-16,2025-11-16,3880,45.99,5.0,normal,completed,ERP,2025-11-05 13:13:00
SO-002958,SOL-002958-01,CUST-0077,PRD-031,2026-04-14,2026-05-06,2026-05-06,4948,807.98,0.0,high,open,ERP,2026-04-16 05:57:00
SO-002959,SOL-002959-01,CUST-0062,PRD-062,2026-02-08,2026-02-25,2026-02-28,2796,51.71,1.0,normal,completed,ERP,2026-02-10 08:56:00
SO-002960,SOL-002960-01,CUST-0062,PRD-070,2025-12-25,2026-01-24,2026-01-24,7455,570.09,2.0,normal,cancelled,ERP,2025-12-25 03:01:00
SO-002961,SOL-002961-01,CUST-0061,PRD-022,2025-08-15,2025-09-01,2025-09-01,2209,494.38,2.0,low,completed,ERP,2025-08-16 19:28:00
SO-002962,SOL-002962-01,CUST-0002,PRD-058,2025-12-31,2026-01-29,2026-02-01,2533,409.78,0.0,low,open,ERP,2026-01-02 19:04:00
SO-002963,SOL-002963-01,CUST-0112,PRD-069,2026-02-21,2026-03-27,2026-03-27,5139,1040.67,1.0,high,completed,ERP,2026-02-22 01:11:00
SO-002964,SOL-002964-01,CUST-0031,PRD-051,2026-05-12,2026-05-21,2026-05-21,2967,446.97,0.0,high,completed,ERP,2026-05-13 05:25:00
SO-002965,SOL-002965-01,CUST-0107,PRD-028,2026-03-19,2026-04-23,2026-04-23,6804,682.19,2.5,low,completed,ERP,2026-03-19 19:53:00
SO-002966,SOL-002966-01,CUST-0064,PRD-064,2026-04-04,2026-04-30,2026-05-02,1042,118.17,2.0,normal,completed,ERP,2026-04-04 00:27:00
SO-002967,SOL-002967-01,CUST-0031,PRD-013,2026-01-17,2026-02-09,2026-02-07,3154,352.49,2.0,high,completed,ERP,2026-01-19 20:29:00
SO-002968,SOL-002968-01,CUST-0091,PRD-064,2025-11-04,2025-11-15,2025-11-15,3019,105.63,2.0,normal,completed,ERP,2025-11-06 13:47:00
SO-002969,SOL-002969-01,CUST-0041,PRD-045,2026-01-18,2026-02-11,2026-02-10,5246,515.64,0.0,normal,completed,ERP,2026-01-20 04:13:00
SO-002970,SOL-002970-01,CUST-0079,PRD-060,2025-09-04,2025-10-02,2025-10-03,3600,494.78,10.0,high,open,ERP,2025-09-04 11:02:00
SO-002971,SOL-002971-01,CUST-0083,PRD-006,2025-09-07,2025-10-09,2025-10-10,2370,512.12,3.0,normal,completed,ERP,2025-09-08 01:26:00
SO-002972,SOL-002972-01,CUST-0080,PRD-033,2025-10-09,2025-10-19,2025-10-17,1272,495.0,0.0,normal,completed,ERP,2025-10-10 23:54:00
SO-002973,SOL-002973-01,CUST-0079,PRD-045,2026-04-24,2026-05-08,2026-05-07,9811,487.57,1.0,high,completed,ERP,2026-04-26 15:19:00
SO-002974,SOL-002974-01,CUST-0118,PRD-024,2026-05-25,2026-06-15,2026-06-13,3448,893.68,8.0,normal,completed,ERP,2026-05-25 14:06:00
SO-002975,SOL-002975-01,CUST-0028,PRD-057,2025-11-23,2025-12-15,2025-12-17,1498,539.62,10.0,normal,open,ERP,2025-11-23 04:19:00
SO-002976,SOL-002976-01,CUST-0004,PRD-002,2025-11-07,2025-12-03,2025-12-02,13895,597.72,5.0,low,completed,ERP,2025-11-07 21:06:00
SO-002977,SOL-002977-01,CUST-0057,PRD-027,2026-04-09,2026-04-17,2026-04-18,1515,748.93,0.0,low,completed,ERP,2026-04-09 01:37:00
SO-002978,SOL-002978-01,CUST-0022,PRD-019,2025-09-01,2025-09-21,2025-09-19,2643,337.52,8.0,normal,completed,ERP,2025-09-02 00:07:00
SO-002979,SOL-002979-01,CUST-0110,PRD-008,2026-02-07,2026-03-06,2026-03-07,2855,186.43,3.0,normal,completed,ERP,2026-02-07 06:25:00
SO-002980,SOL-002980-01,CUST-0021,PRD-020,2026-02-24,2026-03-21,2026-03-21,6766,641.83,2.0,normal,completed,ERP,2026-02-24 14:53:00
SO-002981,SOL-002981-01,CUST-0035,PRD-055,2025-09-24,2025-10-21,2025-10-21,3266,596.51,1.0,high,completed,ERP,2025-09-26 07:25:00
SO-002982,SOL-002982-01,CUST-0023,PRD-043,2026-04-11,2026-04-25,2026-04-25,1332,415.72,5.0,low,open,ERP,2026-04-11 08:30:00
SO-002983,SOL-002983-01,CUST-0021,PRD-054,2026-06-02,2026-06-14,2026-06-12,759,424.91,1.0,normal,open,ERP,2026-06-02 10:58:00
SO-002984,SOL-002984-01,CUST-0006,PRD-022,2026-02-27,2026-03-29,2026-03-29,5201,459.43,0.0,high,open,ERP,2026-02-27 04:04:00
SO-002985,SOL-002985-01,CUST-0116,PRD-003,2026-03-10,2026-03-26,2026-03-26,1375,489.42,0.0,low,completed,ERP,2026-03-10 14:40:00
SO-002986,SOL-002986-01,CUST-0068,PRD-051,2025-10-09,2025-11-09,2025-11-12,14013,436.17,5.0,high,completed,ERP,2025-10-10 07:58:00
SO-002987,SOL-002987-01,CUST-0110,PRD-044,2026-04-29,2026-05-08,2026-05-10,2020,693.92,0.0,normal,completed,ERP,2026-04-29 19:35:00
SO-002988,SOL-002988-01,CUST-0093,PRD-057,2025-12-26,2026-01-26,2026-01-29,25299,525.53,2.5,normal,completed,ERP,2025-12-26 03:47:00
SO-002989,SOL-002989-01,CUST-0033,PRD-024,2026-05-30,2026-07-02,2026-07-02,3258,909.42,0.0,normal,open,ERP,2026-05-31 12:07:00
SO-002990,SOL-002990-01,CUST-0052,PRD-027,2026-03-10,2026-03-25,2026-03-28,13518,735.59,1.0,high,completed,ERP,2026-03-12 12:24:00
SO-002991,SOL-002991-01,CUST-0088,PRD-012,2026-03-15,2026-04-08,2026-04-08,4071,428.26,5.0,normal,completed,ERP,2026-03-15 19:55:00
SO-002992,SOL-002992-01,CUST-0008,PRD-022,2025-12-08,2026-01-04,2026-01-04,3548,441.82,5.0,normal,completed,ERP,2025-12-08 15:36:00
SO-002993,SOL-002993-01,CUST-0036,PRD-026,2026-05-04,2026-05-19,2026-05-22,8276,303.72,2.0,high,completed,ERP,2026-05-06 17:03:00
SO-002994,SOL-002994-01,CUST-0076,PRD-068,2026-04-01,2026-04-12,2026-04-12,2351,293.08,5.0,high,completed,ERP,2026-04-02 11:22:00
SO-002995,SOL-002995-01,CUST-0073,PRD-043,2026-02-10,2026-03-11,2026-03-10,11786,472.39,5.0,normal,open,ERP,2026-02-10 19:15:00
SO-002996,SOL-002996-01,CUST-0104,PRD-078,2025-08-02,2025-08-28,2025-08-31,4173,604.32,1.0,low,open,ERP,2025-08-03 17:35:00
SO-002997,SOL-002997-01,CUST-0038,PRD-044,2026-03-04,2026-03-31,2026-03-30,1102,657.52,5.0,low,completed,ERP,2026-03-05 18:15:00
SO-002998,SOL-002998-01,CUST-0106,PRD-056,2025-12-27,2026-01-24,2026-01-24,2743,361.81,2.0,high,completed,ERP,2025-12-27 08:40:00
SO-002999,SOL-002999-01,CUST-0017,PRD-022,2025-11-16,2025-12-07,2025-12-06,2384,453.65,1.0,low,completed,ERP,2025-11-16 06:37:00
SO-003000,SOL-003000-01,CUST-0037,PRD-036,2026-01-17,2026-01-31,2026-02-01,3879,73.81,2.5,low,completed,ERP,2026-01-18 11:09:00
SO-003001,SOL-003001-01,CUST-0026,PRD-020,2025-10-30,2025-12-02,2025-12-02,2018,747.48,10.0,high,completed,ERP,2025-10-30 06:14:00
SO-003002,SOL-003002-01,CUST-0056,PRD-059,2026-05-05,2026-05-26,2026-05-28,1238,319.5,0.0,normal,completed,ERP,2026-05-05 22:38:00
SO-003003,SOL-003003-01,CUST-0099,PRD-020,2025-12-17,2025-12-28,2025-12-28,7054,658.1,10.0,normal,completed,ERP,2025-12-17 03:48:00
SO-003004,SOL-003004-01,CUST-0080,PRD-071,2026-03-08,2026-04-05,2026-04-05,3929,54.41,10.0,normal,completed,ERP,2026-03-09 01:12:00
SO-003005,SOL-003005-01,CUST-0100,PRD-052,2026-03-07,2026-03-17,2026-03-15,1419,614.69,1.0,normal,completed,ERP,2026-03-09 03:25:00
SO-003006,SOL-003006-01,CUST-0118,PRD-072,2026-04-08,2026-04-18,2026-04-20,5375,645.95,3.0,normal,completed,ERP,2026-04-08 09:31:00
SO-003007,SOL-003007-01,CUST-0118,PRD-060,2026-04-25,2026-05-25,2026-05-24,2363,457.19,0.0,normal,completed,ERP,2026-04-25 06:36:00
SO-003008,SOL-003008-01,CUST-0076,PRD-013,2026-05-02,2026-05-17,2026-05-20,3116,362.28,10.0,high,completed,ERP,2026-05-04 08:04:00
SO-003009,SOL-003009-01,CUST-0094,PRD-011,2026-01-13,2026-01-24,2026-01-27,1660,473.16,1.0,normal,completed,ERP,2026-01-15 00:49:00
SO-003010,SOL-003010-01,CUST-0026,PRD-047,2026-04-23,2026-05-13,2026-05-12,4320,921.17,8.0,high,completed,ERP,2026-04-23 09:18:00
SO-003011,SOL-003011-01,CUST-0044,PRD-016,2025-08-19,2025-09-14,2025-09-16,1664,225.81,2.0,normal,completed,ERP,2025-08-19 13:18:00
SO-003012,SOL-003012-01,CUST-0036,PRD-016,2025-11-04,2025-11-29,2025-11-29,5202,228.35,2.0,high,completed,ERP,2025-11-06 15:51:00
SO-003013,SOL-003013-01,CUST-0035,PRD-045,2026-05-28,2026-06-23,2026-06-23,5077,506.76,0.0,high,open,ERP,2026-05-28 05:24:00
SO-003014,SOL-003014-01,CUST-0102,PRD-044,2026-01-03,2026-01-30,2026-02-01,12235,711.69,3.0,high,completed,ERP,2026-01-03 07:29:00
SO-003015,SOL-003015-01,CUST-0013,PRD-003,2025-08-15,2025-09-10,2025-09-13,5702,503.92,1.5,low,completed,ERP,2025-08-15 13:24:00
SO-003016,SOL-003016-01,CUST-0008,PRD-079,2026-06-04,2026-07-08,2026-07-09,2241,323.24,8.0,normal,completed,ERP,2026-06-04 13:16:00
SO-003017,SOL-003017-01,CUST-0055,PRD-020,2025-12-26,2026-01-23,2026-01-26,3422,665.83,3.0,high,completed,ERP,2025-12-27 22:19:00
SO-003018,SOL-003018-01,CUST-0090,PRD-011,2025-12-21,2026-01-02,2026-01-05,2478,499.12,1.5,normal,completed,ERP,2025-12-21 03:58:00
SO-003019,SOL-003019-01,CUST-0104,PRD-020,2025-10-23,2025-11-21,2025-11-22,4370,709.5,0.0,low,completed,ERP,2025-10-24 03:43:00
SO-003020,SOL-003020-01,CUST-0100,PRD-042,2025-12-16,2026-01-18,2026-01-17,2382,43.56,5.0,normal,open,ERP,2025-12-18 09:11:00
SO-003021,SOL-003021-01,CUST-0044,PRD-038,2025-08-26,2025-09-04,2025-09-07,735,354.84,2.0,normal,completed,ERP,2025-08-26 00:16:00
SO-003022,SOL-003022-01,CUST-0030,PRD-057,2026-04-02,2026-04-26,2026-04-26,4466,553.63,5.0,normal,completed,ERP,2026-04-04 10:18:00
SO-003023,SOL-003023-01,CUST-0056,PRD-049,2026-01-12,2026-02-14,2026-02-15,3124,313.65,3.0,normal,completed,ERP,2026-01-14 01:59:00
SO-003024,SOL-003024-01,CUST-0059,PRD-016,2026-04-22,2026-05-13,2026-05-13,3046,211.87,10.0,normal,completed,ERP,2026-04-24 10:52:00
SO-003025,SOL-003025-01,CUST-0053,PRD-019,2025-08-01,2025-09-01,2025-08-30,5202,347.36,5.0,normal,completed,ERP,2025-08-01 09:54:00
SO-003026,SOL-003026-01,CUST-0081,PRD-016,2026-04-12,2026-04-25,2026-04-23,2023,212.61,5.0,high,completed,ERP,2026-04-12 09:44:00
SO-003027,SOL-003027-01,CUST-0043,PRD-060,2025-10-27,2025-11-24,2025-11-22,2454,506.1,5.0,high,completed,ERP,2025-10-29 21:14:00
SO-003028,SOL-003028-01,CUST-0001,PRD-044,2025-09-24,2025-10-04,2025-10-05,3994,723.64,8.0,high,completed,ERP,2025-09-24 05:09:00
SO-003029,SOL-003029-01,CUST-0098,PRD-017,2025-09-30,2025-11-04,2025-11-07,8482,217.84,3.0,normal,open,ERP,2025-10-01 09:16:00
SO-003030,SOL-003030-01,CUST-0072,PRD-067,2026-03-09,2026-03-26,2026-03-26,2034,43.28,2.0,normal,completed,ERP,2026-03-10 04:27:00
SO-003031,SOL-003031-01,CUST-0003,PRD-011,2025-08-02,2025-09-06,2025-09-06,3953,450.0,8.0,low,open,ERP,2025-08-04 11:47:00
SO-003032,SOL-003032-01,CUST-0067,PRD-067,2025-09-25,2025-10-02,2025-10-04,1450,47.79,1.0,normal,open,ERP,2025-09-27 07:03:00
SO-003033,SOL-003033-01,CUST-0009,PRD-046,2025-10-18,2025-11-16,2025-11-16,2071,739.67,2.0,normal,completed,ERP,2025-10-20 16:15:00
SO-003034,SOL-003034-01,CUST-0046,PRD-076,2025-09-04,2025-10-02,2025-10-01,6994,502.05,0.0,normal,completed,ERP,2025-09-04 08:44:00
SO-003035,SOL-003035-01,CUST-0007,PRD-063,2025-09-08,2025-10-11,2025-10-11,8819,755.08,1.0,high,completed,ERP,2025-09-09 17:35:00
SO-003036,SOL-003036-01,CUST-0031,PRD-031,2025-08-05,2025-08-20,2025-08-21,2297,810.13,1.0,high,completed,ERP,2025-08-05 06:51:00
SO-003037,SOL-003037-01,CUST-0052,PRD-028,2025-09-12,2025-09-21,2025-09-20,15095,615.37,5.0,high,completed,ERP,2025-09-13 00:22:00
SO-003038,SOL-003038-01,CUST-0096,PRD-004,2026-03-22,2026-04-05,2026-04-05,2272,540.06,1.0,high,completed,ERP,2026-03-22 07:58:00
SO-003039,SOL-003039-01,CUST-0005,PRD-080,2025-09-04,2025-09-21,2025-09-23,4118,663.45,3.0,high,completed,ERP,2025-09-04 21:10:00
SO-003040,SOL-003040-01,CUST-0030,PRD-038,2026-03-26,2026-04-26,2026-04-26,4472,366.36,10.0,normal,completed,ERP,2026-03-28 21:51:00
SO-003041,SOL-003041-01,CUST-0033,PRD-013,2025-12-26,2026-01-06,2026-01-09,2107,358.38,1.0,normal,completed,ERP,2025-12-26 17:48:00
SO-003042,SOL-003042-01,CUST-0075,PRD-070,2026-04-05,2026-04-22,2026-04-20,3752,539.99,3.0,high,open,ERP,2026-04-07 06:49:00
SO-003043,SOL-003043-01,CUST-0080,PRD-019,2026-03-19,2026-04-15,2026-04-14,2213,329.7,1.0,normal,completed,ERP,2026-03-20 08:05:00
SO-003044,SOL-003044-01,CUST-0045,PRD-011,2026-04-03,2026-04-22,2026-04-25,3053,486.39,2.5,normal,open,ERP,2026-04-03 19:25:00
SO-003045,SOL-003045-01,CUST-0086,PRD-001,2025-09-23,2025-10-03,2025-10-02,5979,341.52,3.0,normal,completed,ERP,2025-09-25 08:12:00
SO-003046,SOL-003046-01,CUST-0001,PRD-080,2025-08-23,2025-09-06,2025-09-07,1629,667.46,2.0,high,completed,ERP,2025-08-25 18:19:00
SO-003047,SOL-003047-01,CUST-0088,PRD-020,2025-08-16,2025-09-13,2025-09-15,2001,714.3,5.0,normal,completed,ERP,2025-08-17 02:20:00
SO-003048,SOL-003048-01,CUST-0054,PRD-033,2025-09-21,2025-10-21,2025-10-21,8573,514.2,1.0,high,open,ERP,2025-09-23 00:42:00
SO-003049,SOL-003049-01,CUST-0059,PRD-060,2026-02-08,2026-03-05,2026-03-03,1940,471.39,0.0,normal,open,ERP,2026-02-08 15:49:00
SO-003050,SOL-003050-01,CUST-0012,PRD-021,2026-01-06,2026-01-26,2026-01-26,4399,547.23,5.0,normal,completed,ERP,2026-01-06 22:30:00
SO-003051,SOL-003051-01,CUST-0106,PRD-006,2026-04-12,2026-04-26,2026-04-26,2438,500.59,2.0,high,completed,ERP,2026-04-14 02:36:00
SO-003052,SOL-003052-01,CUST-0094,PRD-053,2025-09-08,2025-10-01,2025-09-29,4626,480.65,2.5,normal,open,ERP,2025-09-08 03:16:00
SO-003053,SOL-003053-01,CUST-0005,PRD-020,2026-01-30,2026-03-03,2026-03-01,8148,712.88,8.0,high,completed,ERP,2026-01-31 13:34:00
SO-003054,SOL-003054-01,CUST-0036,PRD-073,2026-01-26,2026-02-24,2026-02-22,18305,668.19,5.0,high,completed,ERP,2026-01-27 08:41:00
SO-003055,SOL-003055-01,CUST-0080,PRD-076,2025-09-10,2025-10-11,2025-10-12,2586,525.69,3.0,normal,completed,ERP,2025-09-12 01:30:00
SO-003056,SOL-003056-01,CUST-0060,PRD-045,2026-03-21,2026-04-01,2026-04-02,1148,475.75,2.0,normal,completed,ERP,2026-03-23 23:23:00
SO-003057,SOL-003057-01,CUST-0095,PRD-024,2025-08-31,2025-09-07,2025-09-07,13721,868.23,8.0,high,cancelled,ERP,2025-09-01 23:49:00
SO-003058,SOL-003058-01,CUST-0116,PRD-015,2026-02-28,2026-04-02,2026-04-02,2712,1016.69,0.0,low,completed,ERP,2026-03-02 14:33:00
SO-003059,SOL-003059-01,CUST-0097,PRD-061,2026-05-03,2026-05-29,2026-05-29,3889,424.44,0.0,normal,completed,ERP,2026-05-04 17:06:00
SO-003060,SOL-003060-01,CUST-0086,PRD-020,2026-05-23,2026-06-05,2026-06-03,5257,656.01,8.0,normal,completed,ERP,2026-05-25 05:06:00
SO-003061,SOL-003061-01,CUST-0119,PRD-026,2025-08-09,2025-09-09,2025-09-11,8802,330.29,10.0,normal,completed,ERP,2025-08-11 15:37:00
SO-003062,SOL-003062-01,CUST-0002,PRD-019,2026-03-10,2026-03-23,2026-03-23,3850,307.31,1.0,low,completed,ERP,2026-03-11 03:41:00
SO-003063,SOL-003063-01,CUST-0070,PRD-027,2026-01-13,2026-01-30,2026-02-02,988,803.01,1.0,low,completed,ERP,2026-01-13 11:50:00
SO-003064,SOL-003064-01,CUST-0033,PRD-060,2026-03-06,2026-04-01,2026-03-30,4707,452.49,0.0,normal,completed,ERP,2026-03-08 16:52:00
SO-003065,SOL-003065-01,CUST-0094,PRD-074,2026-02-22,2026-03-29,2026-03-31,2386,355.91,0.0,normal,completed,ERP,2026-02-23 17:28:00
SO-003066,SOL-003066-01,CUST-0018,PRD-067,2025-11-25,2025-12-27,2025-12-27,1146,42.7,1.0,normal,open,ERP,2025-11-25 03:33:00
