inspection_id,run_id,work_order_id,product_id,machine_id,inspection_datetime,sample_size,defect_count,defect_code,measurement_1,measurement_2,lower_spec_limit,upper_spec_limit,pass_fail,inspector_id,source_system
QI-0004865,RUN-004865,WO-002433,PRD-016,MCH-006,2026-01-03 09:58:17,50,2,SURFACE_DENT,10.2557,5.1295,10.095,10.335,pass,INS-019,QMS
QI-0004866,RUN-004866,WO-002433,PRD-016,MCH-002,2026-01-03 14:11:34,125,5,SOLDER_VOID,10.2392,5.1574,10.095,10.335,pass,INS-003,QMS
QI-0004867,RUN-004867,WO-002434,PRD-031,MCH-008,2026-01-03 16:35:00,100,4,MISSING_PART,10.339,5.165,10.23,10.47,pass,INS-004,QMS
QI-0004868,RUN-004868,WO-002434,PRD-031,MCH-011,2026-01-03 20:52:00,125,4,DIMENSION,10.3963,5.2033,10.23,10.47,pass,INS-019,QMS
QI-0004869,RUN-004869,WO-002435,PRD-015,MCH-013,2026-01-04 04:28:32,100,8,MISSING_PART,10.4625,5.3252,10.32,10.56,fail,INS-003,QMS
QI-0004870,RUN-004870,WO-002435,PRD-015,MCH-015,2026-01-04 08:02:04,80,7,CONTAMINATION,10.436,5.2358,10.32,10.56,fail,INS-021,QMS
QI-0004871,RUN-004871,WO-002436,PRD-048,MCH-020,2026-01-03 10:03:14,200,7,DIMENSION,10.239,5.1416,10.11,10.35,fail,INS-004,QMS
QI-0004872,RUN-004872,WO-002436,PRD-048,MCH-024,2026-01-03 14:34:28,125,2,SURFACE_DENT,10.2333,5.1375,10.11,10.35,pass,INS-008,QMS
QI-0004873,RUN-004873,WO-002437,PRD-054,MCH-025,2026-01-03 15:35:32,100,9,CONTAMINATION,10.3331,5.2079,10.195,10.435,fail,INS-020,QMS
QI-0004874,RUN-004874,WO-002437,PRD-054,MCH-026,2026-01-03 19:34:05,100,12,SURFACE_DENT,10.3035,5.1616,10.195,10.435,fail,INS-017,QMS
QI-0004875,RUN-004875,WO-002438,PRD-050,MCH-027,2026-01-03 22:35:06,50,3,SURFACE_DENT,10.2405,5.1412,10.155,10.395,pass,INS-016,QMS
QI-0004876,RUN-004876,WO-002438,PRD-050,MCH-025,2026-01-04 02:58:13,125,3,SCRATCH,10.2894,5.1204,10.155,10.395,pass,INS-021,QMS
QI-0004877,RUN-004877,WO-002439,PRD-048,MCH-034,2026-01-03 18:46:59,100,1,DIMENSION,10.249,5.1129,10.11,10.35,pass,INS-016,QMS
QI-0004878,RUN-004878,WO-002439,PRD-048,MCH-032,2026-01-03 22:08:59,80,1,CONTAMINATION,10.1836,5.1312,10.11,10.35,pass,INS-019,QMS
QI-0004879,RUN-004879,WO-002440,PRD-048,MCH-031,2026-01-03 22:38:41,125,2,SOLDER_VOID,10.2166,5.1543,10.11,10.35,pass,INS-021,QMS
QI-0004880,RUN-004880,WO-002440,PRD-048,MCH-034,2026-01-04 02:18:22,200,5,SOLDER_VOID,10.2484,5.1674,10.11,10.35,pass,INS-009,QMS
QI-0004881,RUN-004881,WO-002441,PRD-048,MCH-035,2026-01-03 06:57:54,125,2,SURFACE_DENT,10.2036,5.0935,10.11,10.35,pass,INS-020,QMS
QI-0004882,RUN-004882,WO-002441,PRD-048,MCH-036,2026-01-03 10:01:49,125,2,SOLDER_VOID,10.2304,5.1215,10.11,10.35,pass,INS-007,QMS
QI-0004883,RUN-004883,WO-002442,PRD-059,MCH-005,2026-01-04 14:43:52,100,4,DIMENSION,10.2344,5.1072,10.175,10.415,pass,INS-012,QMS
QI-0004884,RUN-004884,WO-002442,PRD-059,MCH-003,2026-01-04 18:22:44,50,2,MISSING_PART,10.3155,5.1791,10.175,10.415,pass,INS-010,QMS
QI-0004885,RUN-004885,WO-002443,PRD-024,MCH-010,2026-01-04 08:32:29,125,9,CONTAMINATION,10.3636,5.2165,10.26,10.5,fail,INS-005,QMS
QI-0004886,RUN-004886,WO-002443,PRD-024,MCH-009,2026-01-04 12:36:58,125,10,SOLDER_VOID,10.4176,5.1785,10.26,10.5,fail,INS-010,QMS
QI-0004887,RUN-004887,WO-002444,PRD-037,MCH-017,2026-01-04 13:09:05,50,2,NONE,10.2395,5.1229,10.09,10.33,pass,INS-014,QMS
QI-0004888,RUN-004888,WO-002444,PRD-037,MCH-016,2026-01-04 15:39:10,125,3,MISSING_PART,10.2465,5.1204,10.09,10.33,pass,INS-006,QMS
QI-0004889,RUN-004889,WO-002445,PRD-058,MCH-016,2026-01-04 04:42:16,200,30,SOLDER_VOID,10.4439,5.2471,10.32,10.56,fail,INS-017,QMS
QI-0004890,RUN-004890,WO-002445,PRD-058,MCH-013,2026-01-04 08:22:32,100,12,SURFACE_DENT,10.383,5.2748,10.32,10.56,fail,INS-005,QMS
QI-0004891,RUN-004891,WO-002446,PRD-072,MCH-022,2026-01-05 02:23:52,50,2,SURFACE_DENT,10.1885,5.1818,10.085,10.325,pass,INS-012,QMS
QI-0004892,RUN-004892,WO-002446,PRD-072,MCH-023,2026-01-05 07:09:44,125,5,SCRATCH,10.2411,5.1126,10.085,10.325,pass,INS-020,QMS
QI-0004893,RUN-004893,WO-002447,PRD-008,MCH-026,2026-01-04 20:40:59,100,5,SOLDER_VOID,10.1613,5.1271,10.05,10.29,pass,INS-020,QMS
QI-0004894,RUN-004894,WO-002447,PRD-008,MCH-030,2026-01-05 00:52:59,100,3,DIMENSION,10.1566,5.0792,10.05,10.29,pass,INS-024,QMS
QI-0004895,RUN-004895,WO-002448,PRD-019,MCH-025,2026-01-05 02:42:27,50,6,DIMENSION,10.338,5.1976,10.24,10.48,fail,INS-010,QMS
QI-0004896,RUN-004896,WO-002448,PRD-019,MCH-026,2026-01-05 07:38:55,125,15,CONTAMINATION,10.3159,5.1672,10.24,10.48,fail,INS-012,QMS
QI-0004897,RUN-004897,WO-002449,PRD-010,MCH-033,2026-01-04 19:17:24,200,10,SURFACE_DENT,10.2688,5.2011,10.225,10.465,pass,INS-010,QMS
QI-0004898,RUN-004898,WO-002449,PRD-010,MCH-032,2026-01-04 23:27:49,80,3,SCRATCH,10.2815,5.2286,10.225,10.465,pass,INS-004,QMS
QI-0004899,RUN-004899,WO-002450,PRD-044,MCH-002,2026-01-05 18:07:28,125,3,DIMENSION,10.1964,5.0866,10.085,10.325,pass,INS-006,QMS
QI-0004900,RUN-004900,WO-002450,PRD-044,MCH-001,2026-01-05 21:30:56,80,2,DIMENSION,10.2085,5.1205,10.085,10.325,pass,INS-004,QMS
QI-0004901,RUN-004901,WO-002451,PRD-046,MCH-003,2026-01-06 01:10:39,100,5,SURFACE_DENT,10.2243,5.135,10.11,10.35,pass,INS-005,QMS
QI-0004902,RUN-004902,WO-002451,PRD-046,MCH-004,2026-01-06 04:53:19,50,4,MISSING_PART,10.2413,5.0936,10.11,10.35,fail,INS-003,QMS
QI-0004903,RUN-004903,WO-002452,PRD-027,MCH-006,2026-01-05 11:33:51,125,9,SOLDER_VOID,10.3859,5.2289,10.235,10.475,fail,INS-008,QMS
QI-0004904,RUN-004904,WO-002452,PRD-027,MCH-004,2026-01-05 14:58:43,100,5,SURFACE_DENT,10.335,5.1913,10.235,10.475,pass,INS-015,QMS
QI-0004905,RUN-004905,WO-002453,PRD-011,MCH-010,2026-01-05 16:25:24,50,2,SCRATCH,10.0382,5.008,9.95,10.19,pass,INS-006,QMS
QI-0004906,RUN-004906,WO-002453,PRD-011,MCH-008,2026-01-05 20:26:48,125,3,DIMENSION,10.0655,5.0527,9.95,10.19,pass,INS-015,QMS
QI-0004907,RUN-004907,WO-002454,PRD-048,MCH-010,2026-01-06 00:16:20,80,2,DIMENSION,10.2218,5.1303,10.11,10.35,pass,INS-003,QMS
QI-0004908,RUN-004908,WO-002454,PRD-048,MCH-008,2026-01-06 03:00:40,50,1,CONTAMINATION,10.2362,5.1411,10.11,10.35,pass,INS-003,QMS
QI-0004909,RUN-004909,WO-002455,PRD-048,MCH-008,2026-01-05 10:07:04,200,2,DIMENSION,10.2639,5.1016,10.11,10.35,pass,INS-012,QMS
QI-0004910,RUN-004910,WO-002455,PRD-048,MCH-011,2026-01-05 14:13:09,50,2,SOLDER_VOID,10.2281,5.1391,10.11,10.35,pass,INS-022,QMS
QI-0004911,RUN-004911,WO-002456,PRD-037,MCH-017,2026-01-05 16:14:28,80,4,SURFACE_DENT,10.1791,5.1315,10.09,10.33,pass,INS-019,QMS
QI-0004912,RUN-004912,WO-002456,PRD-037,MCH-013,2026-01-05 19:55:57,200,5,DIMENSION,10.1627,5.1431,10.09,10.33,pass,INS-017,QMS
QI-0004913,RUN-004913,WO-002457,PRD-003,MCH-013,2026-01-06 01:18:16,100,2,DIMENSION,10.2389,5.0944,10.12,10.36,pass,INS-022,QMS
QI-0004914,RUN-004914,WO-002457,PRD-003,MCH-017,2026-01-06 06:06:33,125,3,CONTAMINATION,10.2153,5.1441,10.12,10.36,pass,INS-010,QMS
QI-0004915,RUN-004915,WO-002458,PRD-003,MCH-014,2026-01-05 04:56:00,200,6,DIMENSION,10.2611,5.1638,10.12,10.36,pass,INS-018,QMS
QI-0004916,RUN-004916,WO-002458,PRD-003,MCH-013,2026-01-05 08:53:00,80,2,SURFACE_DENT,10.2138,5.1614,10.12,10.36,pass,INS-008,QMS
QI-0004917,RUN-004917,WO-002459,PRD-046,MCH-021,2026-01-05 17:13:49,50,2,SCRATCH,10.2295,5.0967,10.11,10.35,pass,INS-008,QMS
QI-0004918,RUN-004918,WO-002459,PRD-046,MCH-022,2026-01-05 20:24:38,50,4,NONE,10.1736,5.1289,10.11,10.35,fail,INS-015,QMS
QI-0004919,RUN-004919,WO-002460,PRD-032,MCH-022,2026-01-06 00:11:48,50,1,DIMENSION,10.3576,5.2403,10.19,10.43,pass,INS-013,QMS
QI-0004920,RUN-004920,WO-002460,PRD-032,MCH-021,2026-01-06 03:39:37,200,7,SURFACE_DENT,10.2573,5.145,10.19,10.43,pass,INS-017,QMS
QI-0004921,RUN-004921,WO-002461,PRD-046,MCH-020,2026-01-05 09:15:17,50,5,MISSING_PART,10.1542,5.0931,10.11,10.35,fail,INS-001,QMS
QI-0004922,RUN-004922,WO-002461,PRD-046,MCH-024,2026-01-05 12:08:35,80,7,SOLDER_VOID,10.199,5.119,10.11,10.35,fail,INS-009,QMS
QI-0004923,RUN-004923,WO-002462,PRD-031,MCH-028,2026-01-05 15:30:16,125,7,SURFACE_DENT,10.3364,5.2052,10.23,10.47,pass,INS-011,QMS
QI-0004924,RUN-004924,WO-002462,PRD-031,MCH-029,2026-01-05 18:28:33,100,4,DIMENSION,10.3293,5.2436,10.23,10.47,pass,INS-006,QMS
QI-0004925,RUN-004925,WO-002463,PRD-031,MCH-027,2026-01-05 22:58:31,200,8,SOLDER_VOID,10.3686,5.2097,10.23,10.47,pass,INS-008,QMS
QI-0004926,RUN-004926,WO-002463,PRD-031,MCH-028,2026-01-06 02:30:02,200,7,DIMENSION,10.3499,5.1967,10.23,10.47,pass,INS-017,QMS
QI-0004927,RUN-004927,WO-002464,PRD-031,MCH-025,2026-01-05 04:17:13,125,8,CONTAMINATION,10.3438,5.185,10.23,10.47,fail,INS-017,QMS
QI-0004928,RUN-004928,WO-002464,PRD-031,MCH-027,2026-01-05 08:46:27,100,0,NONE,10.3487,5.2052,10.23,10.47,pass,INS-014,QMS
QI-0004929,RUN-004929,WO-002465,PRD-040,MCH-033,2026-01-05 14:14:54,200,21,DIMENSION,10.3472,5.178,10.3,10.54,fail,INS-019,QMS
QI-0004930,RUN-004930,WO-002465,PRD-040,MCH-035,2026-01-05 17:27:49,125,11,SCRATCH,10.4763,5.2455,10.3,10.54,fail,INS-015,QMS
QI-0004931,RUN-004931,WO-002466,PRD-038,MCH-031,2026-01-05 23:49:27,50,1,DIMENSION,10.1723,5.0847,10.04,10.28,pass,INS-013,QMS
QI-0004932,RUN-004932,WO-002466,PRD-038,MCH-036,2026-01-06 03:42:54,80,2,SURFACE_DENT,10.1822,5.0959,10.04,10.28,pass,INS-023,QMS
QI-0004933,RUN-004933,WO-002467,PRD-038,MCH-032,2026-01-05 09:12:44,80,0,NONE,10.1365,5.1159,10.04,10.28,pass,INS-009,QMS
QI-0004934,RUN-004934,WO-002467,PRD-038,MCH-031,2026-01-05 13:33:29,200,9,NONE,10.1804,5.0669,10.04,10.28,pass,INS-004,QMS
QI-0004935,RUN-004935,WO-002468,PRD-020,MCH-004,2026-01-06 15:34:21,125,12,CONTAMINATION,10.3634,5.2667,10.27,10.51,fail,INS-006,QMS
QI-0004936,RUN-004936,WO-002468,PRD-020,MCH-005,2026-01-06 19:26:43,100,7,DIMENSION,10.3544,5.2007,10.27,10.51,fail,INS-013,QMS
QI-0004937,RUN-004937,WO-002469,PRD-020,MCH-006,2026-01-06 21:08:44,50,5,SOLDER_VOID,10.3577,5.2549,10.27,10.51,fail,INS-017,QMS
QI-0004938,RUN-004938,WO-002469,PRD-020,MCH-003,2026-01-06 23:26:29,200,20,DIMENSION,10.3965,5.2947,10.27,10.51,fail,INS-008,QMS
QI-0004939,RUN-004939,WO-002470,PRD-020,MCH-005,2026-01-06 03:52:26,80,6,SCRATCH,10.3432,5.1891,10.27,10.51,fail,INS-015,QMS
QI-0004940,RUN-004940,WO-002470,PRD-020,MCH-004,2026-01-06 07:33:52,125,10,SURFACE_DENT,10.3776,5.2696,10.27,10.51,fail,INS-016,QMS
QI-0004941,RUN-004941,WO-002471,PRD-005,MCH-011,2026-01-06 18:30:10,200,8,SURFACE_DENT,10.3408,5.1804,10.14,10.38,pass,INS-023,QMS
QI-0004942,RUN-004942,WO-002471,PRD-005,MCH-010,2026-01-06 21:58:20,80,3,DIMENSION,10.2435,5.1289,10.14,10.38,pass,INS-024,QMS
QI-0004943,RUN-004943,WO-002472,PRD-061,MCH-010,2026-01-07 03:09:44,80,5,SOLDER_VOID,10.2751,5.1678,10.12,10.36,fail,INS-004,QMS
QI-0004944,RUN-004944,WO-002472,PRD-061,MCH-009,2026-01-07 05:54:29,100,8,SOLDER_VOID,10.1747,5.1755,10.12,10.36,fail,INS-018,QMS
QI-0004945,RUN-004945,WO-002473,PRD-053,MCH-009,2026-01-06 07:35:16,80,5,SCRATCH,10.2739,5.1541,10.16,10.4,fail,INS-016,QMS
QI-0004946,RUN-004946,WO-002473,PRD-053,MCH-008,2026-01-06 11:32:32,50,2,DIMENSION,10.3215,5.1927,10.16,10.4,pass,INS-019,QMS
QI-0004947,RUN-004947,WO-002474,PRD-050,MCH-015,2026-01-06 14:09:39,125,4,DIMENSION,10.248,5.1531,10.155,10.395,pass,INS-005,QMS
QI-0004948,RUN-004948,WO-002474,PRD-050,MCH-018,2026-01-06 18:22:19,50,1,NONE,10.3056,5.115,10.155,10.395,pass,INS-009,QMS
QI-0004949,RUN-004949,WO-002475,PRD-050,MCH-014,2026-01-07 01:25:51,125,8,SURFACE_DENT,10.2839,5.1413,10.155,10.395,fail,INS-009,QMS
QI-0004950,RUN-004950,WO-002475,PRD-050,MCH-018,2026-01-07 05:55:42,100,5,DIMENSION,10.2488,5.1627,10.155,10.395,pass,INS-003,QMS
QI-0004951,RUN-004951,WO-002476,PRD-050,MCH-017,2026-01-06 04:47:51,80,2,MISSING_PART,10.2524,5.1622,10.155,10.395,pass,INS-019,QMS
QI-0004952,RUN-004952,WO-002476,PRD-050,MCH-016,2026-01-06 07:54:42,125,1,SURFACE_DENT,10.2862,5.1721,10.155,10.395,pass,INS-001,QMS
QI-0004953,RUN-004953,WO-002477,PRD-031,MCH-024,2026-01-06 18:11:18,100,5,DIMENSION,10.3802,5.1865,10.23,10.47,pass,INS-019,QMS
QI-0004954,RUN-004954,WO-002477,PRD-031,MCH-022,2026-01-06 21:43:36,125,7,NONE,10.3707,5.2181,10.23,10.47,pass,INS-014,QMS
QI-0004955,RUN-004955,WO-002478,PRD-004,MCH-023,2026-01-07 01:20:19,100,2,SCRATCH,10.1589,5.1504,10.075,10.315,pass,INS-024,QMS
QI-0004956,RUN-004956,WO-002478,PRD-004,MCH-022,2026-01-07 05:19:39,125,0,NONE,10.2298,5.096,10.075,10.315,pass,INS-020,QMS
QI-0004957,RUN-004957,WO-002479,PRD-004,MCH-019,2026-01-06 05:24:00,80,2,DIMENSION,10.2009,5.1373,10.075,10.315,pass,INS-024,QMS
QI-0004958,RUN-004958,WO-002479,PRD-004,MCH-022,2026-01-06 09:37:00,100,3,DIMENSION,10.1565,5.098,10.075,10.315,pass,INS-021,QMS
QI-0004959,RUN-004959,WO-002480,PRD-009,MCH-027,2026-01-06 13:03:48,125,6,SCRATCH,10.2489,5.1656,10.13,10.37,pass,INS-010,QMS
QI-0004960,RUN-004960,WO-002480,PRD-009,MCH-029,2026-01-06 17:01:37,125,9,SOLDER_VOID,10.2363,5.1662,10.13,10.37,fail,INS-024,QMS
QI-0004961,RUN-004961,WO-002481,PRD-009,MCH-029,2026-01-06 21:21:11,80,5,SOLDER_VOID,10.2312,5.1214,10.13,10.37,fail,INS-001,QMS
QI-0004962,RUN-004962,WO-002481,PRD-009,MCH-030,2026-01-07 01:16:23,125,3,SOLDER_VOID,10.204,5.1593,10.13,10.37,pass,INS-021,QMS
QI-0004963,RUN-004963,WO-002482,PRD-009,MCH-030,2026-01-06 09:52:29,100,5,MISSING_PART,10.2565,5.1441,10.13,10.37,pass,INS-021,QMS
QI-0004964,RUN-004964,WO-002482,PRD-009,MCH-025,2026-01-06 13:51:58,200,8,DIMENSION,10.2548,5.1485,10.13,10.37,pass,INS-001,QMS
QI-0004965,RUN-004965,WO-002483,PRD-058,MCH-031,2026-01-06 17:55:02,125,15,CONTAMINATION,10.4168,5.2196,10.32,10.56,fail,INS-023,QMS
QI-0004966,RUN-004966,WO-002483,PRD-058,MCH-032,2026-01-06 21:55:04,125,17,DIMENSION,10.4618,5.33,10.32,10.56,fail,INS-002,QMS
QI-0004967,RUN-004967,WO-002484,PRD-058,MCH-033,2026-01-06 22:30:02,200,26,SURFACE_DENT,10.4004,5.263,10.32,10.56,fail,INS-004,QMS
QI-0004968,RUN-004968,WO-002484,PRD-058,MCH-032,2026-01-07 01:37:05,80,9,SCRATCH,10.4271,5.246,10.32,10.56,fail,INS-009,QMS
QI-0004969,RUN-004969,WO-002485,PRD-058,MCH-035,2026-01-06 03:24:39,100,13,DIMENSION,10.4378,5.2494,10.32,10.56,fail,INS-001,QMS
QI-0004970,RUN-004970,WO-002485,PRD-058,MCH-036,2026-01-06 07:41:19,125,17,SURFACE_DENT,10.4321,5.2595,10.32,10.56,fail,INS-013,QMS
QI-0004971,RUN-004971,WO-002486,PRD-060,MCH-002,2026-01-07 15:52:11,50,3,SURFACE_DENT,10.3614,5.2237,10.215,10.455,pass,INS-003,QMS
QI-0004972,RUN-004972,WO-002486,PRD-060,MCH-001,2026-01-07 20:25:22,80,6,DIMENSION,10.319,5.2279,10.215,10.455,fail,INS-016,QMS
QI-0004973,RUN-004973,WO-002487,PRD-059,MCH-002,2026-01-07 21:18:56,50,2,MISSING_PART,10.3373,5.1624,10.175,10.415,pass,INS-010,QMS
QI-0004974,RUN-004974,WO-002487,PRD-059,MCH-004,2026-01-08 01:54:53,50,2,SCRATCH,10.248,5.173,10.175,10.415,pass,INS-021,QMS
QI-0004975,RUN-004975,WO-002488,PRD-059,MCH-001,2026-01-07 04:49:12,50,3,NONE,,5.1524,10.175,10.415,pass,INS-019,QMS
QI-0004976,RUN-004976,WO-002488,PRD-059,MCH-003,2026-01-07 07:46:24,80,4,SOLDER_VOID,10.2803,5.1377,10.175,10.415,pass,INS-004,QMS
QI-0004977,RUN-004977,WO-002489,PRD-036,MCH-011,2026-01-07 16:03:47,200,3,DIMENSION,10.1808,5.1028,10.085,10.325,pass,INS-018,QMS
QI-0004978,RUN-004978,WO-002489,PRD-036,MCH-012,2026-01-07 20:14:35,50,2,DIMENSION,10.1903,5.1037,10.085,10.325,pass,INS-024,QMS
QI-0004979,RUN-004979,WO-002490,PRD-036,MCH-012,2026-01-07 22:38:57,100,6,SURFACE_DENT,10.2676,5.0993,10.085,10.325,pass,INS-007,QMS
QI-0004980,RUN-004980,WO-002490,PRD-036,MCH-008,2026-01-08 03:13:54,200,12,SOLDER_VOID,10.1791,5.1279,10.085,10.325,pass,INS-004,QMS
QI-0004981,RUN-004981,WO-002491,PRD-036,MCH-009,2026-01-07 11:48:11,200,11,MISSING_PART,10.2159,5.1312,10.085,10.325,pass,INS-023,QMS
QI-0004982,RUN-004982,WO-002491,PRD-036,MCH-012,2026-01-07 15:21:22,100,3,DIMENSION,10.1683,5.1261,10.085,10.325,pass,INS-019,QMS
QI-0004983,RUN-004983,WO-002492,PRD-075,MCH-015,2026-01-07 11:42:38,125,5,CONTAMINATION,10.3577,5.2162,10.22,10.46,pass,INS-007,QMS
QI-0004984,RUN-004984,WO-002492,PRD-075,MCH-018,2026-01-07 14:43:16,100,5,DIMENSION,10.3358,5.1733,10.22,10.46,pass,INS-021,QMS
QI-0004985,RUN-004985,WO-002493,PRD-075,MCH-013,2026-01-08 00:57:07,200,7,SCRATCH,10.3848,5.2024,10.22,10.46,pass,INS-017,QMS
QI-0004986,RUN-004986,WO-002493,PRD-075,MCH-015,2026-01-08 05:11:14,50,2,DIMENSION,10.3341,5.1936,10.22,10.46,pass,INS-017,QMS
QI-0004987,RUN-004987,WO-002494,PRD-075,MCH-018,2026-01-07 08:58:05,125,4,SURFACE_DENT,10.278,5.2073,10.22,10.46,pass,INS-002,QMS
QI-0004988,RUN-004988,WO-002494,PRD-075,MCH-014,2026-01-07 12:56:11,80,4,MISSING_PART,10.3271,5.2274,10.22,10.46,pass,INS-010,QMS
QI-0004989,RUN-004989,WO-002495,PRD-006,MCH-024,2026-01-07 12:54:09,80,3,CONTAMINATION,10.3532,5.2293,10.245,10.485,pass,INS-012,QMS
QI-0004990,RUN-004990,WO-002495,PRD-006,MCH-019,2026-01-07 17:42:19,50,3,SURFACE_DENT,10.3324,5.2284,10.245,10.485,pass,INS-016,QMS
QI-0004991,RUN-004991,WO-002496,PRD-042,MCH-020,2026-01-08 02:53:46,125,0,NONE,10.0407,5.0121,9.95,10.19,pass,INS-013,QMS
QI-0004992,RUN-004992,WO-002496,PRD-042,MCH-023,2026-01-08 07:26:33,50,1,SURFACE_DENT,10.1153,5.0844,9.95,10.19,pass,INS-017,QMS
QI-0004993,RUN-004993,WO-002497,PRD-042,MCH-022,2026-01-08 04:05:43,125,3,SCRATCH,10.0434,5.0092,9.95,10.19,pass,INS-017,QMS
QI-0004994,RUN-004994,WO-002497,PRD-042,MCH-023,2026-01-08 08:16:26,50,0,NONE,10.0625,5.0745,9.95,10.19,pass,INS-013,QMS
QI-0004995,RUN-004995,WO-002498,PRD-009,MCH-025,2026-01-07 15:52:01,125,8,CONTAMINATION,10.2514,5.1171,10.13,10.37,fail,INS-010,QMS
QI-0004996,RUN-004996,WO-002498,PRD-009,MCH-029,2026-01-07 19:15:03,80,5,MISSING_PART,10.2405,5.1691,10.13,10.37,fail,INS-003,QMS
QI-0004997,RUN-004997,WO-002499,PRD-009,MCH-025,2026-01-08 01:28:25,80,6,SURFACE_DENT,10.2051,5.1471,10.13,10.37,fail,INS-003,QMS
QI-0004998,RUN-004998,WO-002499,PRD-009,MCH-026,2026-01-08 05:21:50,50,3,SOLDER_VOID,10.2453,5.1436,10.13,10.37,pass,INS-020,QMS
QI-0004999,RUN-004999,WO-002500,PRD-050,MCH-027,2026-01-07 03:26:59,125,6,MISSING_PART,10.2855,5.1378,10.155,10.395,pass,INS-006,QMS
QI-0005000,RUN-005000,WO-002500,PRD-050,MCH-028,2026-01-07 06:51:59,50,2,SOLDER_VOID,10.3218,5.1676,10.155,10.395,pass,INS-018,QMS
QI-0005001,RUN-005001,WO-002501,PRD-051,MCH-032,2026-01-07 14:13:34,50,2,CONTAMINATION,10.3807,5.2119,10.225,10.465,pass,INS-007,QMS
QI-0005002,RUN-005002,WO-002501,PRD-051,MCH-035,2026-01-07 17:25:08,80,2,CONTAMINATION,10.3751,5.2486,10.225,10.465,pass,INS-004,QMS
QI-0005003,RUN-005003,WO-002502,PRD-051,MCH-035,2026-01-08 00:39:48,200,8,MISSING_PART,10.3694,5.202,10.225,10.465,pass,INS-008,QMS
QI-0005004,RUN-005004,WO-002502,PRD-051,MCH-032,2026-01-08 04:35:36,100,6,DIMENSION,10.3351,5.2486,10.225,10.465,pass,INS-001,QMS
QI-0005005,RUN-005005,WO-002503,PRD-051,MCH-036,2026-01-07 09:46:45,200,6,CONTAMINATION,10.3584,5.1999,10.225,10.465,pass,INS-019,QMS
QI-0005006,RUN-005006,WO-002503,PRD-051,MCH-035,2026-01-07 13:24:31,200,7,SCRATCH,10.3516,5.2264,10.225,10.465,pass,INS-021,QMS
QI-0005007,RUN-005007,WO-002504,PRD-023,MCH-003,2026-01-08 17:35:52,50,2,SOLDER_VOID,10.2661,5.2068,10.13,10.37,pass,INS-008,QMS
QI-0005008,RUN-005008,WO-002504,PRD-023,MCH-006,2026-01-08 21:36:45,125,1,SCRATCH,10.2158,5.1415,10.13,10.37,pass,INS-012,QMS
QI-0005009,RUN-005009,WO-002505,PRD-014,MCH-003,2026-01-08 21:03:45,80,2,SURFACE_DENT,10.3185,5.1204,10.13,10.37,pass,INS-011,QMS
QI-0005010,RUN-005010,WO-002505,PRD-014,MCH-004,2026-01-08 23:22:30,80,4,SCRATCH,10.2585,5.1271,10.13,10.37,pass,INS-011,QMS
QI-0005011,RUN-005011,WO-002506,PRD-020,MCH-004,2026-01-08 09:19:52,125,13,SOLDER_VOID,10.3967,5.2345,10.27,10.51,fail,INS-015,QMS
QI-0005012,RUN-005012,WO-002506,PRD-020,MCH-001,2026-01-08 12:29:44,100,10,SCRATCH,10.4578,5.2121,10.27,10.51,fail,INS-012,QMS
QI-0005013,RUN-005013,WO-002507,PRD-035,MCH-007,2026-01-08 16:48:05,100,2,SOLDER_VOID,10.1492,5.0954,10.095,10.335,pass,INS-004,QMS
QI-0005014,RUN-005014,WO-002507,PRD-035,MCH-010,2026-01-08 19:39:11,100,1,SURFACE_DENT,10.2116,5.1254,10.095,10.335,pass,INS-001,QMS
QI-0005015,RUN-005015,WO-002508,PRD-022,MCH-011,2026-01-09 00:52:19,125,4,CONTAMINATION,10.1577,5.1529,10.095,10.335,pass,INS-019,QMS
QI-0005016,RUN-005016,WO-002508,PRD-022,MCH-008,2026-01-09 04:23:39,200,10,DIMENSION,10.1878,5.1515,10.095,10.335,pass,INS-005,QMS
QI-0005017,RUN-005017,WO-002509,PRD-048,MCH-011,2026-01-08 09:35:03,125,4,SOLDER_VOID,10.1634,5.1385,10.11,10.35,pass,INS-011,QMS
QI-0005018,RUN-005018,WO-002509,PRD-048,MCH-009,2026-01-08 13:54:07,125,3,CONTAMINATION,10.2309,5.1507,10.11,10.35,pass,INS-018,QMS
QI-0005019,RUN-005019,WO-002510,PRD-012,MCH-017,2026-01-08 15:07:24,80,0,NONE,10.0998,5.0701,9.985,10.225,pass,INS-008,QMS
QI-0005020,RUN-005020,WO-002510,PRD-012,MCH-014,2026-01-08 18:00:48,100,2,SCRATCH,10.1895,5.0712,9.985,10.225,pass,INS-012,QMS
QI-0005021,RUN-005021,WO-002511,PRD-012,MCH-015,2026-01-08 21:18:58,125,2,NONE,10.133,5.0878,9.985,10.225,pass,INS-006,QMS
QI-0005022,RUN-005022,WO-002511,PRD-012,MCH-014,2026-01-09 00:31:56,200,1,SCRATCH,10.086,5.0595,9.985,10.225,pass,INS-008,QMS
QI-0005023,RUN-005023,WO-002512,PRD-012,MCH-018,2026-01-08 07:19:39,80,2,SURFACE_DENT,10.0631,5.06,9.985,10.225,pass,INS-021,QMS
QI-0005024,RUN-005024,WO-002512,PRD-012,MCH-014,2026-01-08 11:23:18,125,0,NONE,10.1311,5.0374,9.985,10.225,pass,INS-010,QMS
