sales_order_id,late_delivery_flag,delay_days,root_cause,material_shortage_flag,quality_hold_flag,production_delay_days
SO-001386,1,6,production_delay,0,0,7
SO-001387,1,2,production_delay,0,0,2
SO-001388,1,7,quality_hold,0,0,7
SO-001389,1,8,logistics,0,0,7
SO-001390,0,0,on_time,0,0,-1
SO-001391,1,1,production_delay,0,0,1
SO-001392,0,0,on_time,0,0,-1
SO-001393,1,6,logistics,0,0,4
SO-001394,1,5,material_shortage,1,0,3
SO-001395,1,6,production_delay,0,0,5
SO-001396,1,2,production_delay,0,0,1
SO-001397,1,6,logistics,1,0,8
SO-001398,1,5,material_shortage,0,0,7
SO-001399,1,4,logistics,0,0,4
SO-001400,1,5,quality_hold,0,0,5
SO-001401,1,7,production_delay,0,0,7
SO-001402,1,2,material_shortage,0,0,3
SO-001403,1,3,logistics,0,0,3
SO-001404,1,5,logistics,0,0,6
SO-001405,1,11,quality_hold,0,1,10
SO-001406,1,5,production_delay,0,0,4
SO-001407,1,4,production_delay,0,0,5
SO-001409,1,2,material_shortage,0,0,1
SO-001410,1,8,production_delay,1,0,6
SO-001411,0,0,on_time,0,0,0
SO-001412,1,3,logistics,0,0,3
SO-001413,1,3,production_delay,0,0,4
SO-001414,1,2,logistics,0,0,1
SO-001415,1,5,material_shortage,0,0,5
SO-001416,1,9,production_delay,1,0,9
SO-001417,1,15,quality_hold,1,1,13
SO-001418,0,0,on_time,0,0,0
SO-001419,1,2,production_delay,0,0,4
SO-001420,1,1,quality_hold,0,0,0
SO-001421,0,0,on_time,0,0,-1
SO-001422,1,2,logistics,0,0,4
SO-001423,1,4,material_shortage,0,0,6
SO-001424,1,6,production_delay,1,0,6
SO-001425,0,0,on_time,0,0,1
SO-001426,0,0,on_time,0,0,-1
SO-001427,1,11,quality_hold,0,1,9
SO-001428,1,3,production_delay,0,0,3
SO-001429,1,6,logistics,0,0,7
SO-001430,1,7,material_shortage,0,0,6
SO-001431,1,2,quality_hold,0,0,3
SO-001432,1,6,quality_hold,0,0,4
SO-001433,1,2,logistics,0,0,1
SO-001434,1,5,production_delay,0,0,5
SO-001435,1,5,production_delay,0,0,4
SO-001436,0,0,on_time,0,0,0
SO-001437,1,6,logistics,0,1,8
SO-001438,1,2,production_delay,0,0,2
SO-001439,0,0,on_time,0,0,-1
SO-001440,1,7,logistics,1,0,8
SO-001441,1,4,production_delay,0,0,6
SO-001442,1,5,production_delay,0,0,3
SO-001443,1,5,production_delay,0,0,6
SO-001444,0,0,on_time,0,0,1
SO-001445,1,5,logistics,0,0,7
SO-001446,1,5,production_delay,0,0,6
SO-001447,1,2,logistics,0,0,0
SO-001448,1,10,production_delay,0,1,9
SO-001449,1,3,production_delay,0,1,3
SO-001450,1,6,logistics,0,0,6
SO-001451,1,9,logistics,0,0,7
SO-001452,1,6,production_delay,0,0,5
SO-001453,1,5,production_delay,0,0,5
SO-001454,0,0,on_time,0,0,0
SO-001455,1,1,material_shortage,0,0,1
SO-001456,1,4,logistics,0,0,5
SO-001457,1,5,production_delay,0,0,5
SO-001458,1,1,quality_hold,0,0,2
SO-001459,0,0,on_time,0,0,0
SO-001460,1,5,quality_hold,0,0,5
SO-001461,1,5,logistics,0,0,5
SO-001462,1,5,material_shortage,0,0,5
SO-001463,1,5,material_shortage,0,0,5
SO-001464,1,1,production_delay,0,0,1
SO-001465,1,1,logistics,0,0,-1
SO-001466,1,5,quality_hold,0,0,7
SO-001467,1,7,material_shortage,0,0,5
SO-001468,1,6,quality_hold,0,0,6
SO-001469,0,0,on_time,0,0,0
SO-001470,1,2,production_delay,0,0,1
SO-001471,0,0,on_time,0,0,0
SO-001472,1,4,production_delay,0,0,2
SO-001474,1,7,logistics,0,1,6
SO-001475,1,8,material_shortage,0,0,6
SO-001476,1,3,material_shortage,0,0,1
SO-001477,0,0,on_time,0,0,0
SO-001478,1,1,quality_hold,0,0,1
SO-001479,1,3,logistics,0,0,3
SO-001480,1,3,production_delay,0,0,5
SO-001481,1,3,production_delay,0,1,5
SO-001482,1,8,material_shortage,0,0,7
SO-001483,1,5,material_shortage,0,0,7
SO-001484,1,1,material_shortage,0,0,1
SO-001485,1,4,logistics,0,0,5
SO-001486,1,6,production_delay,0,0,5
SO-001487,1,1,quality_hold,0,0,1
SO-001488,1,2,logistics,0,0,4
SO-001489,1,3,production_delay,0,0,5
SO-001490,1,9,production_delay,0,0,7
SO-001491,1,5,production_delay,0,0,5
SO-001492,1,1,quality_hold,0,0,-1
SO-001493,1,4,production_delay,0,0,4
SO-001494,1,2,production_delay,0,0,3
SO-001496,1,6,production_delay,0,1,8
SO-001497,0,0,on_time,0,0,0
SO-001498,1,5,quality_hold,0,0,6
SO-001499,1,7,quality_hold,0,0,7
SO-001500,1,2,production_delay,0,0,2
SO-001501,1,7,production_delay,0,1,5
SO-001502,1,4,production_delay,0,0,2
SO-001503,0,0,on_time,0,0,0
SO-001504,1,7,logistics,0,0,7
SO-001506,0,0,on_time,0,0,2
SO-001507,1,2,logistics,0,0,3
SO-001508,1,6,logistics,0,0,5
SO-001509,0,0,on_time,0,0,0
SO-001510,1,11,production_delay,0,1,9
SO-001511,0,0,on_time,0,0,2
SO-001512,1,3,production_delay,0,0,4
SO-001513,1,2,logistics,0,0,2
SO-001514,1,1,quality_hold,0,0,-1
SO-001515,1,9,logistics,0,0,7
SO-001516,1,13,production_delay,1,1,13
SO-001517,1,4,production_delay,0,0,4
SO-001518,1,5,logistics,0,0,6
SO-001519,1,8,production_delay,0,1,8
SO-001520,1,2,production_delay,0,0,2
SO-001521,1,7,production_delay,0,0,7
SO-001522,1,5,quality_hold,0,0,5
SO-001523,1,2,quality_hold,0,1,4
SO-001524,1,1,production_delay,0,0,0
SO-001525,1,1,production_delay,0,0,3
SO-001526,1,3,production_delay,0,0,5
SO-001527,1,6,logistics,0,0,7
SO-001528,1,4,logistics,0,0,3
SO-001529,1,5,quality_hold,0,0,6
SO-001530,0,0,on_time,0,0,0
SO-001531,1,1,material_shortage,0,1,2
SO-001532,0,0,on_time,0,0,1
SO-001533,1,3,production_delay,0,1,3
SO-001534,1,7,quality_hold,0,1,7
SO-001535,0,0,on_time,0,0,-1
SO-001536,1,2,production_delay,0,0,2
SO-001537,1,4,material_shortage,0,0,6
SO-001538,1,7,production_delay,1,1,6
SO-001539,1,8,production_delay,0,1,6
SO-001540,1,2,production_delay,0,1,2
SO-001541,1,5,production_delay,0,0,5
SO-001542,1,5,production_delay,0,0,5
SO-001543,1,2,production_delay,0,0,0
SO-001544,1,3,material_shortage,0,0,5
SO-001545,1,1,quality_hold,0,0,-1
SO-001546,1,8,logistics,0,0,7
SO-001547,1,3,production_delay,0,0,5
SO-001548,1,9,logistics,0,0,7
SO-001549,1,3,material_shortage,0,0,3
SO-001550,0,0,on_time,0,0,0
SO-001551,1,6,production_delay,0,1,6
SO-001552,1,5,production_delay,0,0,6
SO-001553,1,2,production_delay,0,0,0
SO-001554,0,0,on_time,0,0,-1
SO-001555,1,4,logistics,0,0,6
SO-001556,0,0,on_time,0,0,-1
SO-001557,1,7,quality_hold,0,0,7
SO-001558,1,3,production_delay,0,0,3
SO-001559,1,4,logistics,0,0,4
SO-001560,1,1,production_delay,0,0,1
SO-001561,1,2,production_delay,0,0,2
SO-001562,1,5,production_delay,0,0,6
SO-001563,0,0,on_time,0,0,0
SO-001564,1,1,production_delay,0,0,3
SO-001565,1,3,production_delay,0,0,3
SO-001566,1,4,logistics,1,0,5
SO-001567,0,0,on_time,0,0,0
SO-001568,1,1,production_delay,0,0,1
SO-001569,1,2,material_shortage,0,0,1
SO-001570,0,0,on_time,0,0,0
SO-001571,0,0,on_time,0,0,1
SO-001572,1,5,production_delay,0,0,3
SO-001573,1,8,production_delay,0,0,7
SO-001574,1,7,production_delay,0,0,6
SO-001575,1,1,production_delay,0,0,0
SO-001576,1,4,material_shortage,1,0,6
SO-001577,1,3,logistics,0,0,2
SO-001578,1,3,production_delay,0,0,3
SO-001579,1,8,material_shortage,1,0,8
SO-001580,1,2,production_delay,0,1,4
SO-001581,1,9,production_delay,0,1,9
SO-001582,0,0,on_time,0,0,-1
SO-001583,1,7,production_delay,0,0,5
SO-001584,1,5,production_delay,0,0,7
SO-001585,1,7,logistics,0,0,5
SO-001586,1,11,material_shortage,1,0,10
SO-001587,1,3,production_delay,0,0,4
SO-001588,1,4,material_shortage,0,1,2
SO-001589,0,0,on_time,0,1,2
SO-001590,1,7,production_delay,0,0,7
SO-001591,1,1,production_delay,0,0,3
SO-001592,1,1,material_shortage,0,0,3
SO-001593,1,4,material_shortage,0,0,4
SO-001594,1,4,material_shortage,0,0,6
SO-001595,0,0,on_time,0,0,2
SO-001596,1,3,quality_hold,0,0,2
SO-001597,1,4,production_delay,0,0,4
SO-001598,1,2,quality_hold,0,1,2
SO-001599,1,1,production_delay,0,0,2
SO-001600,1,2,logistics,0,0,2
SO-001601,1,8,production_delay,1,0,8
SO-001602,1,1,material_shortage,0,0,0
SO-001603,1,5,material_shortage,0,0,6
SO-001604,1,4,material_shortage,0,0,5
SO-001605,0,0,on_time,0,0,0
SO-001606,1,1,logistics,0,0,-1
SO-001607,1,4,production_delay,0,0,5
SO-001608,1,1,quality_hold,0,0,2
SO-001609,1,1,logistics,0,0,1
SO-001610,0,0,on_time,0,0,1
SO-001611,1,6,production_delay,0,0,7
SO-001612,1,1,production_delay,0,0,0
SO-001613,1,12,production_delay,1,0,11
SO-001614,1,2,production_delay,0,0,1
SO-001615,1,7,quality_hold,0,0,7
SO-001616,0,0,on_time,0,0,1
SO-001617,1,6,material_shortage,0,0,4
SO-001618,0,0,on_time,0,0,0
SO-001620,0,0,on_time,0,0,0
SO-001621,1,1,production_delay,0,0,1
SO-001622,0,0,on_time,0,0,-1
SO-001623,1,2,production_delay,0,0,1
SO-001624,1,1,logistics,0,0,3
SO-001625,1,2,production_delay,0,0,2
SO-001626,1,4,production_delay,0,0,4
SO-001627,1,8,production_delay,0,0,7
SO-001628,1,2,production_delay,0,0,4
SO-001629,1,9,logistics,0,0,7
SO-001630,1,7,logistics,0,0,7
SO-001631,1,5,production_delay,0,0,4
SO-001632,1,1,production_delay,0,0,3
SO-001633,1,6,production_delay,0,0,5
SO-001634,1,5,production_delay,1,0,7
SO-001635,0,0,on_time,0,0,-1
SO-001636,1,2,logistics,0,0,4
SO-001637,1,5,production_delay,0,0,7
SO-001638,1,6,production_delay,0,0,5
SO-001639,1,1,material_shortage,0,0,-1
SO-001640,1,8,production_delay,0,0,6
SO-001641,1,4,production_delay,0,0,4
SO-001642,1,7,logistics,1,0,7
SO-001643,1,2,production_delay,0,0,0
SO-001644,1,3,material_shortage,0,0,4
SO-001645,1,5,quality_hold,0,0,5
SO-001646,1,3,material_shortage,0,0,4
SO-001647,0,0,on_time,0,0,-1
SO-001648,1,7,production_delay,0,0,6
SO-001649,1,1,logistics,0,0,0
SO-001650,1,7,production_delay,0,0,5
SO-001651,1,1,production_delay,0,0,2
SO-001653,1,6,production_delay,0,0,4
SO-001654,1,8,production_delay,0,0,6
SO-001655,1,7,production_delay,0,0,6
SO-001656,1,1,logistics,0,0,3
SO-001657,1,5,logistics,0,1,3
SO-001658,1,3,production_delay,0,0,2
SO-001659,0,0,on_time,0,0,-1
SO-001660,1,4,production_delay,0,1,3
SO-001661,0,0,on_time,0,0,-1
SO-001662,1,4,production_delay,0,0,3
SO-001663,1,4,logistics,0,0,5
SO-001664,1,1,production_delay,0,0,2
SO-001665,1,4,logistics,0,0,5
SO-001666,1,2,logistics,0,0,2
SO-001667,1,3,production_delay,0,0,4
SO-001668,0,0,on_time,0,0,0
SO-001669,1,8,logistics,1,1,8
SO-001671,1,7,material_shortage,1,0,5
SO-001672,1,9,material_shortage,0,1,9
SO-001673,1,4,logistics,0,0,6
SO-001674,1,4,production_delay,0,0,6
SO-001675,1,5,material_shortage,0,0,6
SO-001676,0,0,on_time,0,0,0
SO-001677,0,0,on_time,0,0,2
SO-001678,0,0,on_time,0,0,0
SO-001679,1,1,quality_hold,0,0,2
SO-001680,1,2,material_shortage,0,1,2
SO-001681,0,0,on_time,0,0,-1
SO-001682,0,0,on_time,0,0,-1
SO-001683,1,6,logistics,0,0,4
SO-001684,1,4,logistics,0,1,2
SO-001685,1,1,material_shortage,1,0,3
SO-001686,1,4,material_shortage,0,0,6
SO-001688,1,3,production_delay,0,0,2
SO-001689,1,3,logistics,0,0,2
SO-001690,1,3,material_shortage,0,0,4
SO-001691,1,10,production_delay,0,1,9
SO-001692,1,6,production_delay,0,0,4
SO-001693,1,4,logistics,0,0,2
SO-001694,1,1,production_delay,0,1,2
SO-001695,1,9,production_delay,0,1,9
SO-001696,1,2,material_shortage,0,0,2
SO-001697,0,0,on_time,0,0,0
SO-001698,1,7,quality_hold,0,0,6
SO-001699,0,0,on_time,0,0,-1
SO-001700,1,2,material_shortage,0,0,0
SO-001701,1,4,quality_hold,0,0,3
SO-001702,1,3,production_delay,0,0,3
SO-001703,1,3,logistics,0,0,4
SO-001704,1,1,quality_hold,0,0,1
SO-001705,1,10,quality_hold,0,1,8
SO-001706,1,5,logistics,0,0,3
SO-001707,1,2,production_delay,0,1,2
SO-001708,0,0,on_time,0,0,0
SO-001709,0,0,on_time,0,0,-1
SO-001710,0,0,on_time,0,0,0
SO-001711,1,1,production_delay,0,0,2
SO-001712,0,0,on_time,0,0,-1
SO-001713,1,7,production_delay,0,0,5
SO-001714,1,4,production_delay,0,0,5
SO-001715,1,1,logistics,0,0,1
SO-001717,0,0,on_time,0,0,0
SO-001718,1,6,production_delay,0,0,5
SO-001719,1,8,logistics,1,0,7
SO-001720,0,0,on_time,0,0,0
SO-001721,0,0,on_time,0,0,-1
SO-001722,0,0,on_time,0,0,-1
SO-001723,0,0,on_time,0,0,1
SO-001724,1,8,material_shortage,0,0,7
SO-001725,1,2,production_delay,0,0,1
SO-001726,1,5,production_delay,0,0,7
SO-001727,1,5,quality_hold,0,0,6
SO-001728,1,7,material_shortage,1,0,6
SO-001729,1,10,quality_hold,0,1,10
SO-001730,1,5,quality_hold,0,0,6
SO-001731,1,2,production_delay,0,0,2
SO-001733,1,7,production_delay,0,0,7
SO-001734,1,3,production_delay,1,0,3
SO-001735,1,4,logistics,0,0,2
SO-001736,1,4,material_shortage,1,0,4
SO-001737,0,0,on_time,0,0,1
SO-001738,1,1,material_shortage,0,0,0
SO-001739,1,6,production_delay,0,0,6
SO-001740,1,2,production_delay,0,0,2
SO-001741,1,2,production_delay,0,0,1
SO-001742,1,9,material_shortage,1,0,9
SO-001743,1,10,production_delay,0,1,10
SO-001744,1,2,quality_hold,0,0,1
SO-001745,0,0,on_time,0,0,0
SO-001746,1,3,production_delay,0,0,3
SO-001747,0,0,on_time,0,0,1
SO-001748,1,1,production_delay,0,0,1
SO-001749,1,4,logistics,0,0,4
SO-001750,0,0,on_time,0,0,0
SO-001751,1,1,production_delay,0,0,3
SO-001752,0,0,on_time,0,0,0
SO-001753,1,2,material_shortage,0,0,0
SO-001754,0,0,on_time,0,0,0
SO-001755,1,9,logistics,0,0,7
SO-001756,1,1,production_delay,1,0,3
SO-001757,0,0,on_time,0,0,-1
SO-001758,1,7,quality_hold,0,0,7
SO-001759,1,2,quality_hold,0,0,2
SO-001760,1,5,quality_hold,0,0,3
SO-001761,1,4,logistics,0,0,2
SO-001762,1,7,material_shortage,0,1,8
SO-001763,1,7,production_delay,0,0,7
SO-001764,1,1,production_delay,0,0,2
SO-001765,1,6,quality_hold,0,0,6
SO-001766,1,5,material_shortage,0,0,4
SO-001767,1,8,quality_hold,0,1,8
SO-001768,1,3,logistics,0,0,4
SO-001769,0,0,on_time,0,0,-1
SO-001770,1,3,production_delay,0,0,5
SO-001771,1,6,material_shortage,0,0,6
SO-001772,1,9,logistics,0,1,8
SO-001773,1,6,production_delay,0,0,7
SO-001774,1,7,production_delay,0,0,5
SO-001775,1,9,logistics,0,1,10
SO-001776,1,5,quality_hold,0,0,4
SO-001777,1,4,logistics,0,0,2
SO-001778,1,2,production_delay,0,0,4
SO-001779,1,4,material_shortage,1,0,4
SO-001780,1,3,production_delay,0,0,3
SO-001781,0,0,on_time,0,0,0
SO-001782,1,3,quality_hold,0,1,3
SO-001783,1,1,production_delay,0,0,1
SO-001784,1,6,logistics,0,0,6
SO-001786,1,3,production_delay,0,0,5
SO-001787,1,4,logistics,1,0,6
SO-001788,1,4,logistics,0,0,5
SO-001789,1,2,quality_hold,0,0,0
SO-001790,1,4,production_delay,0,0,2
SO-001791,1,2,production_delay,0,0,2
SO-001792,1,4,logistics,0,0,4
SO-001793,1,5,production_delay,0,0,5
SO-001794,1,1,production_delay,0,0,2
SO-001795,1,7,logistics,0,0,7
SO-001796,1,1,production_delay,0,0,1
SO-001797,1,1,logistics,0,0,1
SO-001798,1,5,production_delay,0,0,7
SO-001799,0,0,on_time,0,0,0
SO-001800,1,4,logistics,0,0,6
SO-001801,1,1,production_delay,0,0,3
SO-001802,1,6,logistics,0,0,6
SO-001804,0,0,on_time,0,0,0
SO-001805,0,0,on_time,0,0,0
SO-001806,1,2,logistics,0,0,1
SO-001807,1,5,quality_hold,0,0,6
SO-001808,1,5,logistics,0,0,7
SO-001809,1,6,material_shortage,0,0,4
SO-001810,0,0,on_time,0,0,0
SO-001811,1,3,quality_hold,0,0,4
SO-001812,1,1,production_delay,0,0,1
SO-001813,1,8,logistics,0,0,7
SO-001814,1,8,quality_hold,0,0,6
SO-001815,0,0,on_time,0,0,1
SO-001816,1,4,logistics,0,0,5
SO-001817,0,0,on_time,0,0,-1
SO-001818,1,4,production_delay,0,0,6
SO-001819,1,7,production_delay,0,0,5
SO-001820,1,3,production_delay,0,0,1
SO-001821,1,7,production_delay,0,0,7
SO-001822,0,0,on_time,0,0,0
SO-001823,1,5,production_delay,0,0,4
SO-001824,1,11,production_delay,0,1,10
SO-001825,1,2,logistics,0,0,1
SO-001826,1,7,logistics,0,0,7
SO-001827,0,0,on_time,0,0,1
SO-001828,1,7,production_delay,0,0,5
SO-001829,1,4,production_delay,0,0,2
SO-001830,1,4,material_shortage,0,0,5
SO-001831,1,4,logistics,0,0,4
SO-001832,1,5,production_delay,0,0,5
SO-001833,1,8,production_delay,0,0,7
SO-001834,1,5,production_delay,0,0,5
SO-001835,1,7,material_shortage,0,0,7
SO-001836,0,0,on_time,0,0,2
SO-001837,1,3,logistics,0,0,5
SO-001838,1,3,production_delay,0,0,3
SO-001839,1,7,logistics,0,0,7
SO-001840,0,0,on_time,0,0,0
SO-001841,1,5,logistics,0,0,3
SO-001842,1,4,logistics,0,0,6
SO-001843,1,4,production_delay,0,0,4
SO-001845,1,1,logistics,0,0,-1
SO-001846,1,2,production_delay,0,0,2
SO-001847,0,0,on_time,0,0,0
SO-001848,1,1,quality_hold,0,0,-1
SO-001849,1,6,production_delay,0,0,6
SO-001850,1,1,quality_hold,0,0,3
SO-001851,1,2,logistics,0,1,2
SO-001852,1,3,quality_hold,0,1,5
SO-001853,1,8,production_delay,0,0,7
SO-001854,1,7,production_delay,0,0,7
SO-001855,1,8,production_delay,0,0,7
SO-001856,1,6,material_shortage,0,0,5
SO-001857,0,0,on_time,0,0,0
SO-001858,1,6,production_delay,0,0,7
SO-001859,1,4,production_delay,0,1,4
SO-001860,1,7,material_shortage,0,0,7
SO-001861,1,1,production_delay,0,0,-1
SO-001862,1,5,quality_hold,0,0,6
SO-001863,0,0,on_time,0,0,0
SO-001864,0,0,on_time,0,0,-1
SO-001865,1,6,quality_hold,0,0,6
SO-001866,1,3,logistics,0,0,1
SO-001867,1,5,logistics,0,0,6
SO-001868,1,2,production_delay,0,0,2
SO-001869,0,0,on_time,0,0,0
SO-001870,1,9,production_delay,0,0,7
SO-001871,1,3,production_delay,1,0,4
SO-001872,0,0,on_time,0,0,-1
SO-001873,1,6,production_delay,0,0,6
SO-001874,1,2,production_delay,0,0,2
SO-001875,1,4,production_delay,0,0,4
SO-001877,0,0,on_time,0,0,-1
SO-001878,1,4,production_delay,0,0,3
SO-001879,1,7,logistics,0,0,5
SO-001880,1,1,quality_hold,0,0,1
SO-001881,1,6,material_shortage,0,1,4
SO-001882,0,0,on_time,0,0,1
SO-001883,0,0,on_time,0,0,2
SO-001884,1,8,production_delay,0,1,7
SO-001885,1,5,production_delay,0,0,6
SO-001886,1,4,production_delay,0,0,2
SO-001887,1,12,production_delay,1,0,11
SO-001888,1,6,quality_hold,0,0,4
SO-001889,1,8,production_delay,0,1,7
SO-001890,1,4,production_delay,0,0,6
SO-001891,1,5,logistics,0,0,5
SO-001892,1,6,production_delay,0,0,4
SO-001893,1,2,material_shortage,0,0,1
SO-001894,1,5,material_shortage,0,1,5
SO-001895,1,2,production_delay,0,0,4
SO-001896,1,1,production_delay,0,0,1
SO-001898,1,4,production_delay,0,0,3
SO-001899,1,3,quality_hold,0,0,2
SO-001900,1,4,production_delay,0,0,4
SO-001901,1,1,production_delay,0,0,1
SO-001902,1,5,production_delay,0,0,7
SO-001903,1,3,production_delay,0,0,1
SO-001904,0,0,on_time,0,0,2
SO-001905,1,6,logistics,0,0,7
SO-001906,1,1,quality_hold,0,0,2
SO-001907,1,4,logistics,0,0,6
SO-001908,1,4,production_delay,0,0,3
SO-001909,1,4,material_shortage,0,0,5
SO-001910,1,3,material_shortage,0,0,2
SO-001911,1,6,logistics,0,0,6
SO-001912,0,0,on_time,0,0,0
SO-001913,1,7,logistics,1,0,6
SO-001914,1,3,quality_hold,0,1,2
SO-001915,1,5,production_delay,0,0,5
SO-001916,1,1,material_shortage,0,0,2
SO-001917,1,5,quality_hold,0,0,5
SO-001918,1,5,logistics,0,0,5
SO-001919,0,0,on_time,0,0,0
SO-001920,0,0,on_time,0,1,2
SO-001921,1,4,production_delay,0,0,5
SO-001922,1,5,production_delay,0,0,5
SO-001923,1,5,logistics,0,0,5
SO-001924,1,7,production_delay,0,1,7
SO-001926,1,1,logistics,0,0,3
SO-001927,1,1,material_shortage,0,0,2
SO-001928,1,3,quality_hold,0,0,3
SO-001929,1,7,production_delay,0,0,5
SO-001930,0,0,on_time,0,0,0
SO-001931,1,1,production_delay,0,0,1
SO-001932,1,9,material_shortage,0,0,7
SO-001933,0,0,on_time,0,0,-1
SO-001934,1,3,quality_hold,0,0,4
SO-001935,1,3,logistics,0,0,3
SO-001936,0,0,on_time,0,0,-1
SO-001937,1,4,quality_hold,0,0,6
SO-001938,1,4,quality_hold,0,0,3
SO-001939,1,1,logistics,0,0,0
SO-001940,1,4,logistics,0,0,4
SO-001941,1,1,production_delay,0,0,1
SO-001942,1,9,production_delay,0,0,7
SO-001943,1,7,production_delay,0,0,6
SO-001944,1,3,quality_hold,0,0,3
SO-001945,1,5,logistics,0,0,5
SO-001946,1,3,production_delay,0,0,3
SO-001947,1,5,production_delay,0,0,5
SO-001948,0,0,on_time,0,0,-1
SO-001949,1,4,production_delay,1,0,6
SO-001950,1,8,logistics,0,0,7
SO-001951,1,3,logistics,0,0,3
SO-001952,0,0,on_time,0,0,-1
SO-001953,1,1,production_delay,0,0,2
SO-001954,1,5,material_shortage,0,0,5
SO-001955,1,1,production_delay,0,0,1
SO-001956,1,4,material_shortage,0,0,5
SO-001957,1,3,quality_hold,0,0,3
SO-001958,1,4,logistics,0,0,5
SO-001959,1,5,logistics,0,0,5
SO-001960,1,5,logistics,0,0,7
SO-001961,0,0,on_time,0,0,0
SO-001962,0,0,on_time,0,0,-1
SO-001964,1,2,production_delay,0,0,1
SO-001965,1,5,production_delay,0,0,4
SO-001966,1,7,logistics,0,1,5
SO-001967,0,0,on_time,0,0,-1
SO-001968,1,5,production_delay,0,0,5
SO-001970,1,1,production_delay,0,0,1
SO-001972,1,6,quality_hold,0,0,4
SO-001973,1,6,quality_hold,0,0,6
SO-001974,1,6,production_delay,0,0,7
SO-001975,1,5,production_delay,0,0,5
SO-001976,0,0,on_time,0,0,2
SO-001977,0,0,on_time,0,0,1
SO-001978,1,5,logistics,0,0,3
SO-001979,1,5,logistics,0,0,3
SO-001980,1,4,production_delay,1,0,5
SO-001981,1,4,material_shortage,0,0,6
SO-001982,1,7,production_delay,1,0,7
SO-001983,0,0,on_time,0,0,0
SO-001984,1,5,logistics,0,0,6
SO-001985,1,2,material_shortage,0,0,2
SO-001986,1,10,logistics,0,1,10
SO-001987,1,5,logistics,0,0,6
SO-001988,1,1,logistics,0,0,1
SO-001989,0,0,on_time,0,0,1
SO-001990,1,1,production_delay,0,0,-1
SO-001991,1,4,production_delay,0,0,4
SO-001994,1,7,quality_hold,0,0,7
SO-001995,1,6,material_shortage,1,0,6
SO-001996,1,3,quality_hold,0,0,1
SO-001997,1,1,quality_hold,0,0,1
SO-001998,1,3,quality_hold,0,0,5
SO-001999,1,8,logistics,0,1,8
SO-002000,0,0,on_time,0,0,-1
SO-002001,1,1,logistics,0,0,1
SO-002002,0,0,on_time,0,0,-1
SO-002003,1,3,logistics,0,0,2
SO-002004,1,2,quality_hold,0,1,4
SO-002005,1,1,production_delay,0,0,-1
SO-002006,0,0,on_time,0,0,1
SO-002007,1,8,production_delay,0,0,6
SO-002008,1,8,production_delay,0,0,6
SO-002009,1,7,material_shortage,0,0,7
SO-002010,1,2,production_delay,0,0,0
SO-002011,1,5,material_shortage,1,0,5
SO-002012,1,6,logistics,0,0,5
SO-002013,0,0,on_time,0,0,1
SO-002014,1,2,material_shortage,0,0,2
SO-002015,1,4,production_delay,0,0,3
SO-002016,1,5,logistics,0,0,5
SO-002017,1,5,quality_hold,0,0,3
SO-002018,1,3,production_delay,0,0,3
SO-002019,1,2,logistics,0,0,1
SO-002020,1,4,quality_hold,0,0,4
SO-002021,0,0,on_time,0,0,0
SO-002022,1,5,quality_hold,0,0,6
SO-002023,1,2,logistics,0,0,1
SO-002024,0,0,on_time,0,0,0
SO-002025,0,0,on_time,0,0,2
SO-002026,1,9,quality_hold,0,1,8
SO-002027,0,0,on_time,0,0,0
SO-002028,1,7,quality_hold,0,1,9
SO-002029,1,3,production_delay,0,0,3
SO-002030,1,3,production_delay,0,0,3
SO-002031,1,5,production_delay,0,0,3
SO-002032,0,0,on_time,0,0,-1
SO-002033,0,0,on_time,0,0,0
SO-002034,1,2,material_shortage,0,0,3
SO-002035,1,1,production_delay,0,0,2
SO-002036,0,0,on_time,0,0,-1
SO-002037,1,4,production_delay,0,0,4
SO-002038,1,7,logistics,0,0,7
SO-002039,1,9,production_delay,0,1,9
SO-002040,0,0,on_time,0,0,0
SO-002041,1,4,production_delay,0,0,2
SO-002042,1,1,production_delay,0,0,0
SO-002043,1,7,logistics,0,0,5
SO-002044,1,2,material_shortage,0,0,0
SO-002045,1,9,material_shortage,0,1,9
SO-002046,1,5,quality_hold,0,0,5
SO-002047,1,1,production_delay,0,0,-1
SO-002048,1,2,logistics,0,0,1
SO-002049,1,3,production_delay,0,0,3
SO-002050,1,1,production_delay,0,0,1
SO-002051,1,2,production_delay,0,0,2
SO-002052,1,2,production_delay,0,0,1
SO-002054,1,4,logistics,0,0,2
SO-002055,1,5,material_shortage,0,0,7
SO-002056,1,1,production_delay,0,0,1
SO-002057,0,0,on_time,0,0,1
SO-002058,1,1,production_delay,0,0,-1
SO-002059,1,3,quality_hold,0,0,3
SO-002060,0,0,on_time,0,0,-1
SO-002061,1,1,production_delay,0,0,3
SO-002062,1,3,logistics,0,0,3
SO-002063,1,6,production_delay,0,0,5
SO-002065,1,1,logistics,0,0,1
SO-002066,1,5,quality_hold,1,0,5
SO-002067,0,0,on_time,0,0,0
SO-002068,1,2,material_shortage,0,0,4
SO-002069,1,3,production_delay,0,0,3
SO-002070,1,7,logistics,0,0,6
SO-002071,1,8,logistics,0,0,7
SO-002072,1,4,production_delay,0,1,4
SO-002073,0,0,on_time,0,0,1
SO-002074,1,3,material_shortage,0,0,2
