run_id,defect_rate,high_defect_risk,dominant_defect_code,risk_prob
RUN-005304,0.02,0,SCRATCH,0.1735
RUN-005305,0.0375,0,DIMENSION,0.1427
RUN-005306,0.02,0,SOLDER_VOID,0.1467
RUN-005307,0.02,0,SCRATCH,0.2206
RUN-005308,0.08,1,SOLDER_VOID,0.2599
RUN-005309,0.02,0,CONTAMINATION,0.0635
RUN-005310,0.0125,0,SCRATCH,0.0873
RUN-005311,0.065,1,SOLDER_VOID,0.3801
RUN-005312,0.08,1,SOLDER_VOID,0.4282
RUN-005313,0.04,0,SCRATCH,0.1805
RUN-005314,0.04,0,NONE,0.2275
RUN-005315,0.03,0,SOLDER_VOID,0.1712
RUN-005316,0.05,0,DIMENSION,0.3148
RUN-005317,0.025,0,SCRATCH,0.1283
RUN-005318,0.0125,0,SURFACE_DENT,0.0513
RUN-005319,0.04,0,CONTAMINATION,0.169
RUN-005320,0.0375,0,SCRATCH,0.2504
RUN-005321,0.025,0,MISSING_PART,0.0805
RUN-005322,0.0,0,NONE,0.0319
RUN-005323,0.048,0,DIMENSION,0.2215
RUN-005324,0.06,1,SCRATCH,0.2002
RUN-005325,0.08,1,SCRATCH,0.5744
RUN-005326,0.075,1,CONTAMINATION,0.3573
RUN-005327,0.08,1,DIMENSION,0.4853
RUN-005328,0.06,1,DIMENSION,0.3991
RUN-005329,0.04,0,DIMENSION,0.1866
RUN-005330,0.015,0,CONTAMINATION,0.2236
RUN-005331,0.064,1,DIMENSION,0.5072
RUN-005332,0.07,1,SURFACE_DENT,0.5272
RUN-005333,0.0125,0,CONTAMINATION,0.1998
RUN-005334,0.032,0,SURFACE_DENT,0.1627
RUN-005335,0.12,1,SOLDER_VOID,0.8862
RUN-005336,0.125,1,MISSING_PART,0.8513
RUN-005337,0.015,0,MISSING_PART,0.1462
RUN-005338,0.025,0,SURFACE_DENT,0.1433
RUN-005339,0.025,0,MISSING_PART,0.1451
RUN-005340,0.045,0,CONTAMINATION,0.1795
RUN-005341,0.05,0,SURFACE_DENT,0.1808
RUN-005342,0.025,0,SOLDER_VOID,0.1221
RUN-005343,0.1,1,CONTAMINATION,0.5327
RUN-005344,0.12,1,MISSING_PART,0.5585
RUN-005345,0.075,1,SURFACE_DENT,0.5742
RUN-005346,0.0875,1,SURFACE_DENT,0.5595
RUN-005347,0.04,0,SOLDER_VOID,0.2924
RUN-005348,0.05,0,DIMENSION,0.2415
RUN-005349,0.025,0,DIMENSION,0.0534
RUN-005350,0.025,0,SOLDER_VOID,0.1031
RUN-005351,0.0,0,NONE,0.0423
RUN-005352,0.025,0,CONTAMINATION,0.0451
RUN-005353,0.06,1,SCRATCH,0.3409
RUN-005354,0.04,0,SOLDER_VOID,0.2361
RUN-005355,0.06,1,SOLDER_VOID,0.2816
RUN-005356,0.0375,0,SURFACE_DENT,0.3393
RUN-005357,0.04,0,SOLDER_VOID,0.2746
RUN-005358,0.0625,1,SURFACE_DENT,0.2975
RUN-005359,0.04,0,SOLDER_VOID,0.3349
RUN-005360,0.04,0,SCRATCH,0.2714
RUN-005361,0.055,1,SOLDER_VOID,0.2778
RUN-005362,0.05,0,SURFACE_DENT,0.3715
RUN-005363,0.04,0,SURFACE_DENT,0.2554
RUN-005364,0.048,0,SURFACE_DENT,0.3493
RUN-005365,0.025,0,CONTAMINATION,0.2464
RUN-005366,0.075,1,SCRATCH,0.3243
RUN-005367,0.0,0,NONE,0.1008
RUN-005368,0.02,0,SOLDER_VOID,0.113
RUN-005369,0.02,0,CONTAMINATION,0.0593
RUN-005370,0.016,0,CONTAMINATION,0.0649
RUN-005371,0.02,0,DIMENSION,0.1239
RUN-005372,0.01,0,SCRATCH,0.1115
RUN-005373,0.065,1,SOLDER_VOID,0.4146
RUN-005374,0.05,0,SURFACE_DENT,0.3013
RUN-005375,0.088,1,DIMENSION,0.4282
RUN-005376,0.05,0,SCRATCH,0.3876
RUN-005377,0.04,0,SCRATCH,0.2202
RUN-005378,0.04,0,DIMENSION,0.2068
RUN-005379,0.065,1,SCRATCH,0.3377
RUN-005380,0.06,1,MISSING_PART,0.3645
RUN-005381,0.008,0,SURFACE_DENT,0.0675
RUN-005382,0.01,0,SOLDER_VOID,0.0476
RUN-005383,0.01,0,SCRATCH,0.0325
RUN-005384,0.025,0,NONE,0.0563
RUN-005385,0.048,0,SOLDER_VOID,0.2192
RUN-005386,0.032,0,DIMENSION,0.1671
RUN-005387,0.04,0,DIMENSION,0.1044
RUN-005388,0.02,0,SOLDER_VOID,0.0841
RUN-005389,0.06,1,SCRATCH,0.2661
RUN-005390,0.032,0,MISSING_PART,0.1464
RUN-005391,0.06,1,SCRATCH,0.49
RUN-005392,0.09,1,SCRATCH,0.526
RUN-005393,0.04,0,SURFACE_DENT,0.2207
RUN-005394,0.045,1,SURFACE_DENT,0.2616
RUN-005395,0.05,0,MISSING_PART,0.2514
RUN-005396,0.04,0,SURFACE_DENT,0.2514
RUN-005397,0.06,1,SCRATCH,0.2661
RUN-005398,0.04,0,SOLDER_VOID,0.2569
RUN-005399,0.025,0,MISSING_PART,0.2569
RUN-005400,0.025,0,DIMENSION,0.1739
RUN-005401,0.048,0,MISSING_PART,0.2739
RUN-005402,0.05,0,NONE,0.3206
RUN-005403,0.0,0,NONE,0.0735
RUN-005404,0.024,0,SOLDER_VOID,0.0902
RUN-005405,0.025,0,DIMENSION,0.0478
RUN-005406,0.0,0,NONE,0.043
RUN-005407,0.01,0,SURFACE_DENT,0.0516
RUN-005408,0.0,0,NONE,0.0601
RUN-005409,0.04,0,DIMENSION,0.2054
RUN-005410,0.04,0,CONTAMINATION,0.2022
RUN-005411,0.0875,1,DIMENSION,0.5426
RUN-005412,0.08,1,NONE,0.4858
RUN-005413,0.0625,1,CONTAMINATION,0.1946
RUN-005414,0.025,0,SCRATCH,0.0653
RUN-005415,0.088,1,SCRATCH,0.576
RUN-005416,0.04,0,SCRATCH,0.4009
RUN-005417,0.02,0,DIMENSION,0.0473
RUN-005418,0.0125,0,SCRATCH,0.0418
RUN-005419,0.02,0,SCRATCH,0.0476
RUN-005420,0.0,0,NONE,0.0534
RUN-005421,0.0625,1,DIMENSION,0.4569
RUN-005422,0.06,1,CONTAMINATION,0.4431
RUN-005423,0.02,0,DIMENSION,0.1303
RUN-005424,0.04,0,CONTAMINATION,0.1249
RUN-005425,0.04,0,SOLDER_VOID,0.2342
RUN-005426,0.04,0,MISSING_PART,0.2678
RUN-005427,0.0625,1,MISSING_PART,0.2961
RUN-005428,0.03,0,SCRATCH,0.2235
RUN-005429,0.02,0,SCRATCH,0.1336
RUN-005430,0.06,1,CONTAMINATION,0.2616
RUN-005431,0.04,0,CONTAMINATION,0.2633
RUN-005432,0.025,0,MISSING_PART,0.1317
RUN-005433,0.025,0,SCRATCH,0.2257
RUN-005434,0.03,0,MISSING_PART,0.1842
RUN-005435,0.048,0,SCRATCH,0.3396
RUN-005436,0.035,0,DIMENSION,0.3439
RUN-005437,0.01,0,MISSING_PART,0.0421
RUN-005438,0.0,0,NONE,0.0445
RUN-005439,0.09,1,MISSING_PART,0.6527
RUN-005440,0.12,1,SOLDER_VOID,0.5999
RUN-005441,0.1,1,SCRATCH,0.632
RUN-005442,0.1,1,SURFACE_DENT,0.6291
RUN-005443,0.11,1,SURFACE_DENT,0.6706
RUN-005444,0.1,1,CONTAMINATION,0.6272
RUN-005445,0.045,0,SOLDER_VOID,0.1447
RUN-005446,0.02,0,DIMENSION,0.2086
RUN-005447,0.0875,1,DIMENSION,0.3879
RUN-005448,0.06,1,SOLDER_VOID,0.3879
RUN-005449,0.055,1,SCRATCH,0.2385
RUN-005450,0.03,0,SURFACE_DENT,0.1857
RUN-005451,0.065,1,DIMENSION,0.4278
RUN-005452,0.08,1,MISSING_PART,0.4025
RUN-005453,0.072,1,SOLDER_VOID,0.325
RUN-005454,0.0875,1,SOLDER_VOID,0.5132
RUN-005455,0.06,1,DIMENSION,0.2937
RUN-005456,0.06,1,NONE,0.3038
RUN-005457,0.14,1,MISSING_PART,0.7206
RUN-005458,0.12,1,DIMENSION,0.6924
RUN-005459,0.095,1,DIMENSION,0.7206
RUN-005460,0.125,1,NONE,0.7083
RUN-005461,0.11,1,NONE,0.7141
RUN-005462,0.115,1,CONTAMINATION,0.7364
RUN-005463,0.008,0,DIMENSION,0.065
RUN-005464,0.03,0,SURFACE_DENT,0.0627
RUN-005465,0.032,0,DIMENSION,0.1018
RUN-005466,0.008,0,SOLDER_VOID,0.1633
RUN-005467,0.04,0,SOLDER_VOID,0.1734
RUN-005468,0.02,0,SCRATCH,0.0636
RUN-005469,0.04,0,CONTAMINATION,0.1594
RUN-005470,0.04,0,DIMENSION,0.1769
RUN-005471,0.025,0,MISSING_PART,0.2699
RUN-005472,0.0125,0,SOLDER_VOID,0.1405
RUN-005473,0.0125,0,DIMENSION,0.1495
RUN-005474,0.064,1,SCRATCH,0.2765
RUN-005475,0.01,0,SOLDER_VOID,0.0473
RUN-005476,0.01,0,SCRATCH,0.048
RUN-005477,0.06,1,SURFACE_DENT,0.4889
RUN-005478,0.12,1,SOLDER_VOID,0.6976
RUN-005479,0.032,0,CONTAMINATION,0.0499
RUN-005480,0.01,0,SCRATCH,0.037
RUN-005481,0.02,0,CONTAMINATION,0.1123
RUN-005482,0.035,0,SURFACE_DENT,0.1642
RUN-005483,0.02,0,SOLDER_VOID,0.0916
RUN-005484,0.02,0,SURFACE_DENT,0.1091
RUN-005485,0.01,0,MISSING_PART,0.0912
RUN-005486,0.0,0,NONE,0.085
RUN-005487,0.056,1,MISSING_PART,0.1992
RUN-005488,0.03,0,SURFACE_DENT,0.1587
RUN-005489,0.05,0,SOLDER_VOID,0.2241
RUN-005490,0.025,0,DIMENSION,0.2082
RUN-005491,0.02,0,SCRATCH,0.2137
RUN-005492,0.025,0,MISSING_PART,0.1276
RUN-005493,0.0625,1,SURFACE_DENT,0.3498
RUN-005494,0.045,0,CONTAMINATION,0.2741
RUN-005495,0.07,1,MISSING_PART,0.3631
RUN-005496,0.08,1,CONTAMINATION,0.3989
RUN-005497,0.125,1,SCRATCH,0.8505
RUN-005498,0.14,1,NONE,0.8573
RUN-005499,0.0,0,NONE,0.0286
RUN-005500,0.024,0,DIMENSION,0.0246
RUN-005501,0.04,0,SCRATCH,0.2071
RUN-005502,0.04,0,MISSING_PART,0.1893
RUN-005503,0.075,1,SCRATCH,0.5612
RUN-005504,0.04,0,DIMENSION,0.3295
RUN-005505,0.0875,1,CONTAMINATION,0.5693
RUN-005506,0.075,1,SURFACE_DENT,0.4011
RUN-005507,0.02,0,CONTAMINATION,0.0282
RUN-005508,0.02,0,SURFACE_DENT,0.0355
RUN-005509,0.085,1,SURFACE_DENT,0.4345
RUN-005510,0.075,1,SURFACE_DENT,0.3996
RUN-005511,0.015,0,DIMENSION,0.1
RUN-005512,0.0,0,NONE,0.1093
RUN-005513,0.0125,0,SOLDER_VOID,0.0579
RUN-005514,0.01,0,MISSING_PART,0.0579
RUN-005515,0.025,0,NONE,0.2029
RUN-005516,0.025,0,SOLDER_VOID,0.1714
RUN-005517,0.0625,1,SOLDER_VOID,0.3801
RUN-005518,0.064,1,MISSING_PART,0.4183
RUN-005519,0.04,0,SCRATCH,0.3155
RUN-005520,0.048,0,DIMENSION,0.2852
RUN-005521,0.056,1,SCRATCH,0.3206
RUN-005522,0.06,1,DIMENSION,0.308
RUN-005523,0.072,1,SURFACE_DENT,0.3895
RUN-005524,0.08,1,SCRATCH,0.4529
RUN-005525,0.07,1,SURFACE_DENT,0.2736
RUN-005526,0.024,1,MISSING_PART,0.2736
RUN-005527,0.03,0,SCRATCH,0.2783
RUN-005528,0.05,0,SCRATCH,0.2188
RUN-005529,0.01,0,SURFACE_DENT,0.2474
RUN-005530,0.05,0,SURFACE_DENT,0.2188
RUN-005531,0.1,1,SURFACE_DENT,0.5247
RUN-005532,0.07,1,CONTAMINATION,0.5545
RUN-005533,0.04,0,MISSING_PART,0.1814
RUN-005534,0.02,0,SOLDER_VOID,0.1205
RUN-005535,0.085,1,SURFACE_DENT,0.4118
RUN-005536,0.075,1,SOLDER_VOID,0.5467
RUN-005537,0.01,0,SURFACE_DENT,0.0763
RUN-005538,0.0,0,NONE,0.0311
RUN-005539,0.09,1,SURFACE_DENT,0.5896
RUN-005540,0.12,1,SOLDER_VOID,0.6015
RUN-005541,0.045,0,CONTAMINATION,0.2783
RUN-005542,0.06,1,DIMENSION,0.2783
RUN-005543,0.04,0,SOLDER_VOID,0.2186
RUN-005544,0.07,1,SOLDER_VOID,0.4214
RUN-005545,0.0625,1,SOLDER_VOID,0.4077
RUN-005546,0.05,0,SCRATCH,0.2914
RUN-005547,0.02,0,MISSING_PART,0.0499
RUN-005548,0.0,0,NONE,0.0695
RUN-005549,0.0,0,NONE,0.086
RUN-005550,0.03,0,SOLDER_VOID,0.0939
RUN-005551,0.008,0,NONE,0.1053
RUN-005552,0.032,0,NONE,0.1123
RUN-005553,0.05,0,SOLDER_VOID,0.207
RUN-005554,0.04,0,SURFACE_DENT,0.3034
RUN-005555,0.06,1,DIMENSION,0.2852
RUN-005556,0.02,0,SURFACE_DENT,0.1992
RUN-005557,0.02,0,DIMENSION,0.1907
RUN-005558,0.06,1,NONE,0.2819
RUN-005559,0.024,0,CONTAMINATION,0.1053
RUN-005560,0.02,0,MISSING_PART,0.0932
RUN-005561,0.03,0,CONTAMINATION,0.1253
RUN-005562,0.0125,0,SURFACE_DENT,0.0883
RUN-005563,0.05,0,SURFACE_DENT,0.2257
RUN-005564,0.07,1,CONTAMINATION,0.2141
RUN-005565,0.12,1,CONTAMINATION,0.7381
RUN-005566,0.088,1,SCRATCH,0.6619
RUN-005567,0.1,1,SCRATCH,0.683
RUN-005568,0.1125,1,NONE,0.7642
RUN-005569,0.12,1,SCRATCH,0.6401
RUN-005570,0.0875,1,NONE,0.5831
RUN-005571,0.01,0,MISSING_PART,0.0432
RUN-005572,0.0,0,NONE,0.0656
RUN-005573,0.0,0,NONE,0.0522
RUN-005574,0.005,0,SURFACE_DENT,0.044
RUN-005575,0.01,0,DIMENSION,0.0419
RUN-005576,0.02,0,CONTAMINATION,0.0534
RUN-005577,0.0375,0,SURFACE_DENT,0.1401
RUN-005578,0.025,0,SCRATCH,0.1161
RUN-005579,0.04,0,SCRATCH,0.1185
RUN-005580,0.025,0,DIMENSION,0.1147
RUN-005581,0.088,1,DIMENSION,0.373
RUN-005582,0.075,1,MISSING_PART,0.3328
RUN-005583,0.02,0,DIMENSION,0.1533
RUN-005584,0.05,0,NONE,0.2042
RUN-005585,0.0625,1,SOLDER_VOID,0.2082
RUN-005586,0.04,0,MISSING_PART,0.2082
RUN-005587,0.02,0,SCRATCH,0.1324
RUN-005588,0.04,0,CONTAMINATION,0.1551
RUN-005589,0.01,0,MISSING_PART,0.1946
RUN-005590,0.03,0,SURFACE_DENT,0.1971
RUN-005591,0.008,0,SOLDER_VOID,0.106
RUN-005592,0.056,1,SOLDER_VOID,0.2564
RUN-005593,0.09,1,MISSING_PART,0.5642
RUN-005594,0.065,1,CONTAMINATION,0.3771
RUN-005595,0.045,0,MISSING_PART,0.2918
RUN-005596,0.064,1,SURFACE_DENT,0.2918
RUN-005597,0.075,1,SURFACE_DENT,0.4167
RUN-005598,0.08,1,CONTAMINATION,0.4109
RUN-005599,0.04,0,SURFACE_DENT,0.2575
RUN-005600,0.03,0,SCRATCH,0.2499
RUN-005601,0.02,0,SOLDER_VOID,0.1197
RUN-005602,0.0125,0,SCRATCH,0.0445
RUN-005603,0.035,0,SURFACE_DENT,0.0769
RUN-005604,0.03,0,SURFACE_DENT,0.1057
RUN-005605,0.02,0,SOLDER_VOID,0.0694
RUN-005606,0.0,0,NONE,0.0925
RUN-005607,0.02,0,SURFACE_DENT,0.0626
RUN-005608,0.0,0,NONE,0.0669
RUN-005609,0.0,0,NONE,0.0635
RUN-005610,0.016,0,DIMENSION,0.058
RUN-005611,0.04,0,SOLDER_VOID,0.0664
RUN-005612,0.025,0,DIMENSION,0.0626
RUN-005613,0.0,0,NONE,0.1436
RUN-005614,0.055,1,SCRATCH,0.1484
RUN-005615,0.064,1,SOLDER_VOID,0.3232
RUN-005616,0.08,1,SURFACE_DENT,0.4126
RUN-005617,0.04,0,SCRATCH,0.2376
RUN-005618,0.04,0,MISSING_PART,0.2855
RUN-005619,0.02,0,SURFACE_DENT,0.0803
RUN-005620,0.035,0,NONE,0.0821
RUN-005621,0.06,1,SOLDER_VOID,0.3708
RUN-005622,0.104,1,MISSING_PART,0.4868
RUN-005623,0.08,1,DIMENSION,0.5147
RUN-005624,0.08,1,CONTAMINATION,0.5302
RUN-005625,0.02,0,SOLDER_VOID,0.2466
RUN-005626,0.03,0,SOLDER_VOID,0.0872
RUN-005627,0.104,1,SCRATCH,0.51
RUN-005628,0.065,1,DIMENSION,0.488
RUN-005629,0.02,0,SURFACE_DENT,0.1292
RUN-005630,0.035,0,SURFACE_DENT,0.1922
RUN-005631,0.08,1,SOLDER_VOID,0.4646
RUN-005632,0.096,1,DIMENSION,0.5431
RUN-005633,0.085,1,CONTAMINATION,0.5172
RUN-005634,0.088,1,SURFACE_DENT,0.5012
RUN-005635,0.09,1,CONTAMINATION,0.5316
RUN-005636,0.0875,1,SOLDER_VOID,0.5585
RUN-005637,0.008,0,SCRATCH,0.0267
RUN-005638,0.02,0,SURFACE_DENT,0.0211
RUN-005639,0.0,0,NONE,0.0349
RUN-005640,0.025,0,SURFACE_DENT,0.0403
RUN-005641,0.0,0,NONE,0.042
RUN-005642,0.0,0,NONE,0.0447
RUN-005643,0.05,0,SOLDER_VOID,0.2291
RUN-005644,0.06,1,SURFACE_DENT,0.3064
RUN-005645,0.096,1,SOLDER_VOID,0.5732
RUN-005646,0.08,1,DIMENSION,0.6436
RUN-005647,0.1,1,DIMENSION,0.6436
RUN-005648,0.11,1,CONTAMINATION,0.6915
RUN-005649,0.0375,0,MISSING_PART,0.2305
RUN-005650,0.04,0,CONTAMINATION,0.245
RUN-005651,0.04,0,NONE,0.0786
RUN-005652,0.048,0,SOLDER_VOID,0.2352
RUN-005653,0.02,0,DIMENSION,0.1259
RUN-005654,0.01,0,DIMENSION,0.0612
RUN-005655,0.06,1,DIMENSION,0.3467
RUN-005656,0.1,1,SCRATCH,0.5027
RUN-005657,0.08,1,CONTAMINATION,0.4928
RUN-005658,0.075,1,MISSING_PART,0.4908
RUN-005659,0.08,1,SCRATCH,0.4569
RUN-005660,0.08,1,SURFACE_DENT,0.5598
RUN-005661,0.05,0,SCRATCH,0.2985
RUN-005662,0.02,0,SOLDER_VOID,0.2392
RUN-005663,0.075,1,DIMENSION,0.3801
RUN-005664,0.07,1,SOLDER_VOID,0.4087
RUN-005665,0.07,1,MISSING_PART,0.3196
RUN-005666,0.085,1,DIMENSION,0.4533
RUN-005667,0.024,0,MISSING_PART,0.3059
RUN-005668,0.04,0,DIMENSION,0.2262
RUN-005669,0.06,1,SURFACE_DENT,0.2832
RUN-005670,0.06,1,SCRATCH,0.2539
RUN-005671,0.045,0,SOLDER_VOID,0.1857
RUN-005672,0.04,0,SCRATCH,0.1893
RUN-005673,0.048,0,SOLDER_VOID,0.1436
RUN-005674,0.035,0,DIMENSION,0.1718
RUN-005675,0.04,0,CONTAMINATION,0.1752
RUN-005676,0.0375,0,SOLDER_VOID,0.1579
RUN-005677,0.024,0,DIMENSION,0.125
RUN-005678,0.04,0,MISSING_PART,0.092
RUN-005679,0.024,0,SOLDER_VOID,0.1844
RUN-005680,0.04,0,SURFACE_DENT,0.1724
RUN-005681,0.04,0,DIMENSION,0.1844
RUN-005682,0.016,0,MISSING_PART,0.0513
RUN-005683,0.05,0,SOLDER_VOID,0.2794
RUN-005684,0.048,0,SOLDER_VOID,0.1861
RUN-005685,0.06,1,SCRATCH,0.2166
RUN-005686,0.02,0,MISSING_PART,0.2616
RUN-005687,0.0,0,NONE,0.1846
RUN-005688,0.02,0,CONTAMINATION,0.2539
RUN-005689,0.01,0,SURFACE_DENT,0.2648
RUN-005690,0.0625,1,DIMENSION,0.2858
RUN-005691,0.015,0,DIMENSION,0.0509
RUN-005692,0.005,0,SURFACE_DENT,0.0809
RUN-005693,0.025,0,DIMENSION,0.0721
RUN-005694,0.015,0,MISSING_PART,0.1803
RUN-005695,0.056,1,CONTAMINATION,0.2494
RUN-005696,0.07,1,CONTAMINATION,0.2809
RUN-005697,0.075,1,SOLDER_VOID,0.3533
RUN-005698,0.075,1,DIMENSION,0.4332
RUN-005699,0.08,1,SURFACE_DENT,0.4808
RUN-005700,0.064,1,SOLDER_VOID,0.37
RUN-005701,0.0125,0,SOLDER_VOID,0.1457
RUN-005702,0.03,0,DIMENSION,0.1461
RUN-005703,0.08,1,DIMENSION,0.4235
RUN-005704,0.08,1,SOLDER_VOID,0.5029
RUN-005705,0.08,1,SURFACE_DENT,0.4709
RUN-005706,0.08,1,MISSING_PART,0.5269
RUN-005707,0.08,1,SCRATCH,0.5089
RUN-005708,0.075,1,CONTAMINATION,0.5586
RUN-005709,0.1125,1,DIMENSION,0.7382
RUN-005710,0.12,1,SURFACE_DENT,0.767
RUN-005711,0.03,0,SURFACE_DENT,0.1955
RUN-005712,0.04,0,CONTAMINATION,0.2665
RUN-005713,0.0125,0,DIMENSION,0.0148
RUN-005714,0.0,0,NONE,0.0317
RUN-005715,0.065,1,SCRATCH,0.3698
RUN-005716,0.1,1,MISSING_PART,0.5742
RUN-005717,0.015,0,SURFACE_DENT,0.1477
RUN-005718,0.06,1,NONE,0.2734
RUN-005719,0.1,1,DIMENSION,0.6062
RUN-005720,0.1,1,SCRATCH,0.5742
RUN-005721,0.04,0,SCRATCH,0.2013
RUN-005722,0.008,0,CONTAMINATION,0.1235
RUN-005723,0.02,0,SCRATCH,0.1388
RUN-005724,0.008,0,DIMENSION,0.2156
RUN-005725,0.02,0,SOLDER_VOID,0.0891
RUN-005726,0.045,0,CONTAMINATION,0.2388
RUN-005727,0.048,0,SURFACE_DENT,0.3269
RUN-005728,0.04,0,SURFACE_DENT,0.2284
RUN-005729,0.05,0,SCRATCH,0.2864
RUN-005730,0.055,1,SURFACE_DENT,0.3012
RUN-005731,0.02,0,NONE,0.0905
RUN-005732,0.02,0,DIMENSION,0.0947
RUN-005733,0.07,1,CONTAMINATION,0.4273
RUN-005734,0.0875,1,SOLDER_VOID,0.4273
RUN-005735,0.05,0,NONE,0.2192
RUN-005736,0.035,0,SURFACE_DENT,0.2017
RUN-005737,0.065,1,SOLDER_VOID,0.3876
RUN-005738,0.08,1,SOLDER_VOID,0.3244
RUN-005739,0.05,0,DIMENSION,0.21
RUN-005740,0.02,0,SOLDER_VOID,0.13
RUN-005741,0.01,0,SCRATCH,0.1769
RUN-005742,0.02,0,SCRATCH,0.1446
RUN-005743,0.12,1,SURFACE_DENT,0.7323
RUN-005744,0.13,1,CONTAMINATION,0.7025
RUN-005745,0.04,0,CONTAMINATION,0.1606
RUN-005746,0.025,0,DIMENSION,0.166
RUN-005747,0.0875,1,SURFACE_DENT,0.4022
RUN-005748,0.064,1,NONE,0.4022
RUN-005749,0.04,0,MISSING_PART,0.1727
RUN-005750,0.02,0,SOLDER_VOID,0.1185
RUN-005751,0.02,0,SURFACE_DENT,0.2029
RUN-005752,0.0375,0,SURFACE_DENT,0.2051
RUN-005753,0.025,0,SCRATCH,0.176
RUN-005754,0.04,0,SCRATCH,0.226
RUN-005755,0.04,0,SCRATCH,0.1928
RUN-005756,0.035,0,SOLDER_VOID,0.0983
RUN-005757,0.01,0,DIMENSION,0.0866
RUN-005758,0.0375,1,DIMENSION,0.0848
RUN-005759,0.04,0,SCRATCH,0.2134
RUN-005760,0.02,0,SURFACE_DENT,0.1641
RUN-005761,0.05,0,SCRATCH,0.2736
RUN-005762,0.048,0,SOLDER_VOID,0.199
RUN-005763,0.04,0,SCRATCH,0.215
RUN-005764,0.04,0,SOLDER_VOID,0.1037
RUN-005765,0.0375,0,SOLDER_VOID,0.2472
RUN-005766,0.05,0,DIMENSION,0.2975
RUN-005767,0.04,0,SURFACE_DENT,0.2534
RUN-005768,0.0375,0,SURFACE_DENT,0.2444
RUN-005769,0.04,0,CONTAMINATION,0.2579
RUN-005770,0.04,0,NONE,0.2722
RUN-005771,0.03,1,MISSING_PART,0.1675
RUN-005772,0.008,0,SCRATCH,0.0817
RUN-005773,0.04,0,SCRATCH,0.2156
RUN-005774,0.024,0,MISSING_PART,0.137
RUN-005775,0.02,0,CONTAMINATION,0.2692
RUN-005776,0.02,0,SCRATCH,0.1016
RUN-005777,0.048,0,MISSING_PART,0.2053
RUN-005778,0.04,0,SCRATCH,0.1597
RUN-005779,0.02,0,CONTAMINATION,0.0563
RUN-005780,0.0,0,NONE,0.0542
RUN-005781,0.075,1,SURFACE_DENT,0.3483
RUN-005782,0.0375,0,SCRATCH,0.3001
RUN-005783,0.0625,1,DIMENSION,0.4391
RUN-005784,0.06,1,NONE,0.5129
RUN-005785,0.05,0,DIMENSION,0.4503
RUN-005786,0.075,1,SCRATCH,0.4208
RUN-005787,0.0625,1,NONE,0.4874
RUN-005788,0.08,1,SURFACE_DENT,0.4908
RUN-005789,0.1,1,SCRATCH,0.5227
RUN-005790,0.07,1,DIMENSION,0.6156
RUN-005791,0.06,1,SURFACE_DENT,0.4768
RUN-005792,0.08,1,DIMENSION,0.3843
RUN-005793,0.04,0,DIMENSION,0.2206
RUN-005794,0.064,1,DIMENSION,0.2661
RUN-005795,0.04,0,MISSING_PART,0.2019
RUN-005796,0.065,1,SOLDER_VOID,0.2916
RUN-005797,0.05,0,CONTAMINATION,0.3076
RUN-005798,0.055,1,DIMENSION,0.2434
RUN-005799,0.12,1,CONTAMINATION,0.7111
RUN-005800,0.14,1,CONTAMINATION,0.7603
RUN-005801,0.0375,0,SCRATCH,0.2839
RUN-005802,0.055,1,SCRATCH,0.2238
RUN-005803,0.025,0,MISSING_PART,0.2367
RUN-005804,0.04,0,DIMENSION,0.2592
RUN-005805,0.015,0,MISSING_PART,0.0451
RUN-005806,0.032,0,SCRATCH,0.1424
RUN-005807,0.01,0,DIMENSION,0.1066
RUN-005808,0.032,0,SURFACE_DENT,0.1214
RUN-005809,0.024,0,MISSING_PART,0.1647
RUN-005810,0.03,0,MISSING_PART,0.1205
RUN-005811,0.032,0,NONE,0.1305
RUN-005812,0.02,0,SOLDER_VOID,0.0595
RUN-005813,0.025,0,SOLDER_VOID,0.1078
RUN-005814,0.02,0,SOLDER_VOID,0.0961
RUN-005815,0.032,0,SOLDER_VOID,0.0568
RUN-005816,0.04,0,SURFACE_DENT,0.1251
RUN-005817,0.04,1,SCRATCH,0.2693
RUN-005818,0.03,0,SOLDER_VOID,0.2704
RUN-005819,0.0375,0,DIMENSION,0.2528
RUN-005820,0.016,0,DIMENSION,0.2763
RUN-005821,0.072,1,DIMENSION,0.401
RUN-005822,0.09,1,SOLDER_VOID,0.4678
RUN-005823,0.05,1,DIMENSION,0.3072
RUN-005824,0.056,1,SCRATCH,0.2843
RUN-005825,0.07,1,SCRATCH,0.2929
RUN-005826,0.08,1,SURFACE_DENT,0.4184
RUN-005827,0.02,0,DIMENSION,0.2256
RUN-005828,0.0625,1,SOLDER_VOID,0.336
RUN-005829,0.06,1,NONE,0.4589
RUN-005830,0.064,1,SCRATCH,0.3736
RUN-005831,0.0125,0,SOLDER_VOID,0.0787
RUN-005832,0.02,0,SOLDER_VOID,0.0764
RUN-005833,0.0375,0,SOLDER_VOID,0.1715
RUN-005834,0.06,1,SCRATCH,0.2736
RUN-005835,0.02,0,CONTAMINATION,0.0801
RUN-005836,0.02,0,CONTAMINATION,0.1436
RUN-005837,0.075,1,SOLDER_VOID,0.4326
RUN-005838,0.064,1,SOLDER_VOID,0.336
