table_name,relative_path,column_name,data_type_hint,description,sensitive_or_private,suggested_use
monitoring_reference,03_features/monitoring_reference.csv,feature_date,datetime,Feature date.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,setup_minutes,numeric,Setup minutes.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,speed_ratio,numeric,Speed ratio.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,operator_experience_years,string,Operator experience years.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,operator_fairness_group,string,Operator fairness group.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,product_complexity_score,numeric,Product complexity score.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,supplier_quality_score,numeric,Supplier quality score.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,avg_temperature_24h,numeric,Avg temperature 24h.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,max_vibration_24h,numeric,Max vibration 24h.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,line_utilization_rate,numeric,Line utilization rate.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,previous_defect_rate_7d,numeric,Previous defect rate 7d.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,defect_rate,numeric,Defective sample proportion.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,high_defect_risk,string,Binary target for high defect risk.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,dominant_defect_code,string,Dominant defect code.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,split,string,Split.,no,analysis/modeling
monitoring_reference,03_features/monitoring_reference.csv,monitoring_window,string,Monitoring window.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,run_id,string,Production run identifier.,no,key/join
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,work_order_id,string,Manufacturing work order identifier.,no,key/join
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,plant_id,string,Plant identifier.,no,key/join
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,line_id,string,Production line identifier.,no,key/join
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,machine_id,string,Machine identifier.,no,key/join
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,product_id,string,Product identifier.,no,key/join
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,feature_date,datetime,Feature date.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,setup_minutes,numeric,Setup minutes.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,speed_ratio,numeric,Speed ratio.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,operator_experience_years,string,Operator experience years.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,operator_fairness_group,string,Operator fairness group.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,product_complexity_score,numeric,Product complexity score.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,supplier_quality_score,numeric,Supplier quality score.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,avg_temperature_24h,numeric,Avg temperature 24h.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,max_vibration_24h,numeric,Max vibration 24h.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,line_utilization_rate,numeric,Line utilization rate.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,previous_defect_rate_7d,numeric,Previous defect rate 7d.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,defect_rate,numeric,Defective sample proportion.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,high_defect_risk,string,Binary target for high defect risk.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,dominant_defect_code,string,Dominant defect code.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,split,string,Split.,no,analysis/modeling
monitoring_current_drifted,03_features/monitoring_current_drifted.csv,monitoring_window,string,Monitoring window.,no,analysis/modeling
responsible_ai_fairness_case,03_features/responsible_ai_fairness_case.csv,case_id,string,Case id.,no,key/join
responsible_ai_fairness_case,03_features/responsible_ai_fairness_case.csv,run_id,string,Production run identifier.,no,key/join
responsible_ai_fairness_case,03_features/responsible_ai_fairness_case.csv,operator_fairness_group,string,Operator fairness group.,no,analysis/modeling
responsible_ai_fairness_case,03_features/responsible_ai_fairness_case.csv,true_high_defect_risk,string,True high defect risk.,no,analysis/modeling
responsible_ai_fairness_case,03_features/responsible_ai_fairness_case.csv,model_score_unmitigated,numeric,Model score unmitigated.,no,analysis/modeling
responsible_ai_fairness_case,03_features/responsible_ai_fairness_case.csv,model_score_mitigated,numeric,Model score mitigated.,no,analysis/modeling
responsible_ai_fairness_case,03_features/responsible_ai_fairness_case.csv,prediction_threshold,string,Prediction threshold.,no,analysis/modeling
responsible_ai_fairness_case,03_features/responsible_ai_fairness_case.csv,human_review_required,string,Human review required.,no,analysis/modeling
graph_nodes,03_features/graph_nodes.csv,node_id,string,Node id.,no,key/join
graph_nodes,03_features/graph_nodes.csv,node_type,string,Node type.,no,analysis/modeling
graph_nodes,03_features/graph_nodes.csv,plant_id,string,Plant identifier.,no,key/join
graph_nodes,03_features/graph_nodes.csv,line_id,string,Production line identifier.,no,key/join
graph_nodes,03_features/graph_nodes.csv,feature_value,string,Feature value.,no,analysis/modeling
graph_edges_machine_product_supplier,03_features/graph_edges_machine_product_supplier.csv,source_id,string,Source id.,no,key/join
graph_edges_machine_product_supplier,03_features/graph_edges_machine_product_supplier.csv,target_id,string,Target id.,no,key/join
graph_edges_machine_product_supplier,03_features/graph_edges_machine_product_supplier.csv,edge_type,string,Edge type.,no,analysis/modeling
graph_edges_machine_product_supplier,03_features/graph_edges_machine_product_supplier.csv,weight,string,Weight.,no,analysis/modeling
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,run_id,string,Production run identifier.,no,key/join
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,work_order_id,string,Manufacturing work order identifier.,no,key/join
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,plant_id,string,Plant identifier.,no,key/join
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,line_id,string,Production line identifier.,no,key/join
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,machine_id,string,Machine identifier.,no,key/join
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,product_id,string,Product identifier.,no,key/join
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,feature_date,datetime,Feature date.,no,analysis/modeling
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,setup_minutes,numeric,Setup minutes.,no,analysis/modeling
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,speed_ratio,numeric,Speed ratio.,no,analysis/modeling
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,operator_experience_years,string,Operator experience years.,no,analysis/modeling
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,operator_fairness_group,string,Operator fairness group.,no,analysis/modeling
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,product_complexity_score,numeric,Product complexity score.,no,analysis/modeling
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,supplier_quality_score,numeric,Supplier quality score.,no,analysis/modeling
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,avg_temperature_24h,numeric,Avg temperature 24h.,no,analysis/modeling
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,max_vibration_24h,numeric,Max vibration 24h.,no,analysis/modeling
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,line_utilization_rate,numeric,Line utilization rate.,no,analysis/modeling
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,previous_defect_rate_7d,numeric,Previous defect rate 7d.,no,analysis/modeling
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,defect_rate,numeric,Defective sample proportion.,no,analysis/modeling
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,high_defect_risk,string,Binary target for high defect risk.,no,analysis/modeling
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,dominant_defect_code,string,Dominant defect code.,no,analysis/modeling
P01_quality_client,03_features/federated_learning/P01_quality_client.csv,split,string,Split.,no,analysis/modeling
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,run_id,string,Production run identifier.,no,key/join
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,work_order_id,string,Manufacturing work order identifier.,no,key/join
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,plant_id,string,Plant identifier.,no,key/join
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,line_id,string,Production line identifier.,no,key/join
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,machine_id,string,Machine identifier.,no,key/join
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,product_id,string,Product identifier.,no,key/join
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,feature_date,datetime,Feature date.,no,analysis/modeling
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,setup_minutes,numeric,Setup minutes.,no,analysis/modeling
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,speed_ratio,numeric,Speed ratio.,no,analysis/modeling
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,operator_experience_years,string,Operator experience years.,no,analysis/modeling
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,operator_fairness_group,string,Operator fairness group.,no,analysis/modeling
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,product_complexity_score,numeric,Product complexity score.,no,analysis/modeling
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,supplier_quality_score,numeric,Supplier quality score.,no,analysis/modeling
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,avg_temperature_24h,numeric,Avg temperature 24h.,no,analysis/modeling
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,max_vibration_24h,numeric,Max vibration 24h.,no,analysis/modeling
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,line_utilization_rate,numeric,Line utilization rate.,no,analysis/modeling
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,previous_defect_rate_7d,numeric,Previous defect rate 7d.,no,analysis/modeling
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,defect_rate,numeric,Defective sample proportion.,no,analysis/modeling
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,high_defect_risk,string,Binary target for high defect risk.,no,analysis/modeling
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,dominant_defect_code,string,Dominant defect code.,no,analysis/modeling
P02_quality_client,03_features/federated_learning/P02_quality_client.csv,split,string,Split.,no,analysis/modeling
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,run_id,string,Production run identifier.,no,key/join
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,work_order_id,string,Manufacturing work order identifier.,no,key/join
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,plant_id,string,Plant identifier.,no,key/join
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,line_id,string,Production line identifier.,no,key/join
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,machine_id,string,Machine identifier.,no,key/join
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,product_id,string,Product identifier.,no,key/join
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,feature_date,datetime,Feature date.,no,analysis/modeling
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,setup_minutes,numeric,Setup minutes.,no,analysis/modeling
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,speed_ratio,numeric,Speed ratio.,no,analysis/modeling
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,operator_experience_years,string,Operator experience years.,no,analysis/modeling
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,operator_fairness_group,string,Operator fairness group.,no,analysis/modeling
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,product_complexity_score,numeric,Product complexity score.,no,analysis/modeling
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,supplier_quality_score,numeric,Supplier quality score.,no,analysis/modeling
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,avg_temperature_24h,numeric,Avg temperature 24h.,no,analysis/modeling
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,max_vibration_24h,numeric,Max vibration 24h.,no,analysis/modeling
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,line_utilization_rate,numeric,Line utilization rate.,no,analysis/modeling
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,previous_defect_rate_7d,numeric,Previous defect rate 7d.,no,analysis/modeling
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,defect_rate,numeric,Defective sample proportion.,no,analysis/modeling
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,high_defect_risk,string,Binary target for high defect risk.,no,analysis/modeling
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,dominant_defect_code,string,Dominant defect code.,no,analysis/modeling
P03_quality_client,03_features/federated_learning/P03_quality_client.csv,split,string,Split.,no,analysis/modeling
machine_failure_label,04_model_targets/machine_failure_label.csv,machine_id,string,Machine identifier.,no,key/join
machine_failure_label,04_model_targets/machine_failure_label.csv,prediction_datetime,datetime,Prediction datetime.,no,analysis/modeling
machine_failure_label,04_model_targets/machine_failure_label.csv,failure_within_24h,string,Failure within 24h.,no,analysis/modeling
machine_failure_label,04_model_targets/machine_failure_label.csv,failure_within_7d,string,Binary target for machine failure within seven days.,no,analysis/modeling
machine_failure_label,04_model_targets/machine_failure_label.csv,failure_type,string,Failure type.,no,analysis/modeling
machine_failure_label,04_model_targets/machine_failure_label.csv,severity,string,Severity.,no,analysis/modeling
quality_risk_label,04_model_targets/quality_risk_label.csv,run_id,string,Production run identifier.,no,key/join
quality_risk_label,04_model_targets/quality_risk_label.csv,defect_rate,numeric,Defective sample proportion.,no,analysis/modeling
quality_risk_label,04_model_targets/quality_risk_label.csv,high_defect_risk,string,Binary target for high defect risk.,no,analysis/modeling
quality_risk_label,04_model_targets/quality_risk_label.csv,dominant_defect_code,string,Dominant defect code.,no,analysis/modeling
quality_risk_label,04_model_targets/quality_risk_label.csv,risk_prob,string,Risk prob.,no,analysis/modeling
delivery_risk_label,04_model_targets/delivery_risk_label.csv,sales_order_id,string,Sales order id.,no,key/join
delivery_risk_label,04_model_targets/delivery_risk_label.csv,late_delivery_flag,numeric,Binary target for late shipment.,no,analysis/modeling
delivery_risk_label,04_model_targets/delivery_risk_label.csv,delay_days,numeric,Delay days.,no,analysis/modeling
delivery_risk_label,04_model_targets/delivery_risk_label.csv,root_cause,string,Root cause.,no,analysis/modeling
delivery_risk_label,04_model_targets/delivery_risk_label.csv,material_shortage_flag,numeric,Material shortage flag.,no,analysis/modeling
delivery_risk_label,04_model_targets/delivery_risk_label.csv,quality_hold_flag,numeric,Quality hold flag.,no,analysis/modeling
delivery_risk_label,04_model_targets/delivery_risk_label.csv,production_delay_days,numeric,Production delay days.,no,analysis/modeling
data_quality_issues_ground_truth,04_model_targets/data_quality_issues_ground_truth.csv,table_name,string,Table name.,no,analysis/modeling
data_quality_issues_ground_truth,04_model_targets/data_quality_issues_ground_truth.csv,business_key,string,Business key.,no,analysis/modeling
data_quality_issues_ground_truth,04_model_targets/data_quality_issues_ground_truth.csv,issue_type,string,Issue type.,no,analysis/modeling
data_quality_issues_ground_truth,04_model_targets/data_quality_issues_ground_truth.csv,severity,string,Severity.,no,analysis/modeling
data_quality_issues_ground_truth,04_model_targets/data_quality_issues_ground_truth.csv,description,string,Description.,no,analysis/modeling
oee_summary_by_line,05_dashboard/oee_summary_by_line.csv,date,datetime,Date.,no,analysis/modeling
oee_summary_by_line,05_dashboard/oee_summary_by_line.csv,plant_id,string,Plant identifier.,no,key/join
oee_summary_by_line,05_dashboard/oee_summary_by_line.csv,line_id,string,Production line identifier.,no,key/join
oee_summary_by_line,05_dashboard/oee_summary_by_line.csv,planned_quantity,numeric,Planned quantity.,no,analysis/modeling
oee_summary_by_line,05_dashboard/oee_summary_by_line.csv,good_quantity,numeric,Good quantity.,no,analysis/modeling
oee_summary_by_line,05_dashboard/oee_summary_by_line.csv,scrap_quantity,numeric,Scrap quantity.,no,analysis/modeling
oee_summary_by_line,05_dashboard/oee_summary_by_line.csv,rework_quantity,numeric,Rework quantity.,no,analysis/modeling
oee_summary_by_line,05_dashboard/oee_summary_by_line.csv,runtime_minutes,datetime,Runtime minutes.,no,analysis/modeling
oee_summary_by_line,05_dashboard/oee_summary_by_line.csv,downtime_minutes,datetime,Downtime minutes.,no,analysis/modeling
oee_summary_by_line,05_dashboard/oee_summary_by_line.csv,energy_kwh,numeric,Energy kwh.,no,analysis/modeling
oee_summary_by_line,05_dashboard/oee_summary_by_line.csv,availability,string,Availability.,no,analysis/modeling
oee_summary_by_line,05_dashboard/oee_summary_by_line.csv,performance,string,Performance.,no,analysis/modeling
oee_summary_by_line,05_dashboard/oee_summary_by_line.csv,quality,string,Quality.,no,analysis/modeling
oee_summary_by_line,05_dashboard/oee_summary_by_line.csv,oee,numeric,Oee.,no,analysis/modeling
oee_summary_by_line,05_dashboard/oee_summary_by_line.csv,energy_intensity_kwh_per_good_unit,numeric,Energy intensity kwh per good unit.,no,analysis/modeling
plant_performance_summary,05_dashboard/plant_performance_summary.csv,plant_id,string,Plant identifier.,no,key/join
plant_performance_summary,05_dashboard/plant_performance_summary.csv,plant_name,string,Plant name.,no,analysis/modeling
plant_performance_summary,05_dashboard/plant_performance_summary.csv,avg_oee,numeric,Avg oee.,no,analysis/modeling
plant_performance_summary,05_dashboard/plant_performance_summary.csv,total_good_quantity,numeric,Total good quantity.,no,analysis/modeling
plant_performance_summary,05_dashboard/plant_performance_summary.csv,total_scrap_quantity,numeric,Total scrap quantity.,no,analysis/modeling
plant_performance_summary,05_dashboard/plant_performance_summary.csv,total_downtime_minutes,datetime,Total downtime minutes.,no,analysis/modeling
plant_performance_summary,05_dashboard/plant_performance_summary.csv,avg_energy_intensity,string,Avg energy intensity.,no,analysis/modeling
quality_defect_pareto,05_dashboard/quality_defect_pareto.csv,defect_code,string,Defect code.,no,analysis/modeling
quality_defect_pareto,05_dashboard/quality_defect_pareto.csv,defect_count,numeric,Defect count.,no,analysis/modeling
quality_defect_pareto,05_dashboard/quality_defect_pareto.csv,defect_pct,numeric,Defect pct.,no,analysis/modeling
quality_defect_pareto,05_dashboard/quality_defect_pareto.csv,cum_pct,numeric,Cum pct.,no,analysis/modeling
delivery_risk_summary,05_dashboard/delivery_risk_summary.csv,root_cause,string,Root cause.,no,analysis/modeling
delivery_risk_summary,05_dashboard/delivery_risk_summary.csv,count,numeric,Count.,no,analysis/modeling
assignment2_iot_agentic_ai_tasks,06_labs/assignment2_iot_agentic_ai_tasks.csv,task_id,string,Task id.,no,key/join
assignment2_iot_agentic_ai_tasks,06_labs/assignment2_iot_agentic_ai_tasks.csv,role,string,Role.,no,analysis/modeling
assignment2_iot_agentic_ai_tasks,06_labs/assignment2_iot_agentic_ai_tasks.csv,objective,string,Objective.,no,analysis/modeling
assignment2_iot_agentic_ai_tasks,06_labs/assignment2_iot_agentic_ai_tasks.csv,input_files,string,Input files.,no,analysis/modeling
assignment2_iot_agentic_ai_tasks,06_labs/assignment2_iot_agentic_ai_tasks.csv,expected_output,string,Expected output.,no,analysis/modeling
lab_support_index,06_labs/lab_support_index.csv,week,string,Week.,no,analysis/modeling
lab_support_index,06_labs/lab_support_index.csv,lecture,string,Lecture.,no,analysis/modeling
lab_support_index,06_labs/lab_support_index.csv,obe03_activity,string,Obe03 activity.,no,analysis/modeling
lab_support_index,06_labs/lab_support_index.csv,dataset_support,string,Dataset support.,no,analysis/modeling
lab_support_index,06_labs/lab_support_index.csv,key_files,string,Key files.,no,analysis/modeling
lab_support_index,06_labs/lab_support_index.csv,student_output,string,Student output.,no,analysis/modeling
research_mapping_cases,06_labs/research_mapping_cases.csv,case_id,string,Case id.,no,key/join
research_mapping_cases,06_labs/research_mapping_cases.csv,topic,string,Topic.,no,analysis/modeling
research_mapping_cases,06_labs/research_mapping_cases.csv,research_question,string,Research question.,no,analysis/modeling
research_mapping_cases,06_labs/research_mapping_cases.csv,dataset_files,string,Dataset files.,no,analysis/modeling
research_mapping_cases,06_labs/research_mapping_cases.csv,possible_methods,string,Possible methods.,no,analysis/modeling
research_mapping_cases,06_labs/research_mapping_cases.csv,expected_metric,string,Expected metric.,no,analysis/modeling
assignment1_synthetic_data_case,06_labs/assignment1_synthetic_data_case.csv,task_id,string,Task id.,no,key/join
assignment1_synthetic_data_case,06_labs/assignment1_synthetic_data_case.csv,requirement,string,Requirement.,no,analysis/modeling
assignment1_synthetic_data_case,06_labs/assignment1_synthetic_data_case.csv,evaluation_focus,string,Evaluation focus.,no,analysis/modeling
midterm_dataset_review_questions,06_labs/midterm_dataset_review_questions.csv,question_id,string,Question id.,no,key/join
midterm_dataset_review_questions,06_labs/midterm_dataset_review_questions.csv,question,string,Question.,no,analysis/modeling
midterm_dataset_review_questions,06_labs/midterm_dataset_review_questions.csv,related_files,string,Related files.,no,analysis/modeling
final_integrative_case_questions,06_labs/final_integrative_case_questions.csv,question_id,string,Question id.,no,key/join
final_integrative_case_questions,06_labs/final_integrative_case_questions.csv,question,string,Question.,no,analysis/modeling
final_integrative_case_questions,06_labs/final_integrative_case_questions.csv,related_files,string,Related files.,no,analysis/modeling
