tx_id,block_timestamp,material_lot_id,supplier_id,product_id,plant_id,event_type,quantity,quality_certificate_id,previous_hash,transaction_hash,smart_contract_id
TX-0001659,2026-05-03 03:34:00,LOT-SUP-012-20260503-011,SUP-012,PRD-006,P02,quality_certificate,14059,QCERT-00378,e9fcef0032e7340d,ff3befdcb3f23404,SC-009
TX-0001660,2025-08-02 01:54:00,LOT-SUP-011-20250802-022,SUP-011,PRD-075,P02,material_received,10945,,ff3befdcb3f23404,2ab0fb107934abfb,SC-003
TX-0001661,2026-05-10 17:32:00,LOT-SUP-006-20260510-010,SUP-006,PRD-040,P01,finished_goods,14456,,2ab0fb107934abfb,2271d7884d0dd157,SC-002
TX-0001662,2026-07-14 23:36:00,LOT-SUP-010-20260714-057,SUP-010,PRD-076,P01,quality_certificate,6778,QCERT-00722,2271d7884d0dd157,4ef9c2d4151da1b6,SC-010
TX-0001663,2026-06-10 21:26:00,LOT-SUP-003-20260610-010,SUP-003,PRD-071,P02,line_release,2246,QCERT-00682,4ef9c2d4151da1b6,6dd7b37a9bdca0cf,SC-003
TX-0001664,2026-01-02 13:27:00,LOT-SUP-006-20260102-010,SUP-006,PRD-040,P01,finished_goods,13729,,6dd7b37a9bdca0cf,27d75167421d1091,SC-010
TX-0001665,2026-06-21 11:37:00,LOT-SUP-003-20260621-036,SUP-003,PRD-020,P03,finished_goods,16898,,27d75167421d1091,714ea359fb7ba3ad,SC-002
TX-0001666,2026-06-21 13:50:00,LOT-SUP-009-20260621-026,SUP-009,PRD-034,P02,shipment_handover,8632,,714ea359fb7ba3ad,ab3df3e2d5d906be,SC-003
TX-0001667,2026-06-07 14:58:00,LOT-SUP-008-20260607-056,SUP-008,PRD-002,P03,material_received,10394,,ab3df3e2d5d906be,89562ced6f6d227c,SC-009
TX-0001668,2026-02-22 23:04:00,LOT-SUP-003-20260222-006,SUP-003,PRD-078,P02,material_received,23255,,89562ced6f6d227c,93d11bf7f53e4e0c,SC-004
TX-0001669,2025-11-28 21:21:00,LOT-SUP-014-20251128-004,SUP-014,PRD-029,P02,material_received,19410,,93d11bf7f53e4e0c,6ef96fe3e9e5a834,SC-005
TX-0001670,2026-06-13 19:22:00,LOT-SUP-010-20260613-021,SUP-010,PRD-028,P03,quality_certificate,24939,QCERT-00436,6ef96fe3e9e5a834,e6954aadd680307d,SC-008
TX-0001671,2026-03-17 19:51:00,LOT-SUP-005-20260317-060,SUP-005,PRD-041,P01,finished_goods,18834,,e6954aadd680307d,0c6b2dcb76263971,SC-009
TX-0001672,2026-07-24 02:10:00,LOT-SUP-015-20260724-032,SUP-015,PRD-013,P02,material_received,5914,,0c6b2dcb76263971,4da952e30da65ca4,SC-008
TX-0001673,2026-06-13 02:40:00,LOT-SUP-009-20260613-011,SUP-009,PRD-018,P03,material_received,18597,,4da952e30da65ca4,4c7971e24ef00792,SC-010
TX-0001674,2026-07-29 10:41:00,LOT-SUP-015-20260729-029,SUP-015,PRD-047,P03,quality_certificate,4190,QCERT-00026,4c7971e24ef00792,2f8c02bf640efd59,SC-002
TX-0001675,2026-04-11 15:42:00,LOT-SUP-014-20260411-013,SUP-014,PRD-025,P02,line_release,16550,QCERT-00458,2f8c02bf640efd59,7977d0c1000d560b,SC-009
TX-0001676,2025-08-27 00:07:00,LOT-SUP-009-20250827-039,SUP-009,PRD-032,P01,quality_certificate,8480,QCERT-00818,7977d0c1000d560b,99206ab43d0db06c,SC-007
TX-0001677,2026-03-03 16:43:00,LOT-SUP-012-20260303-051,SUP-012,PRD-015,P02,quality_certificate,15042,QCERT-00441,99206ab43d0db06c,c553543a20876a00,SC-007
TX-0001678,2026-06-11 06:00:00,LOT-SUP-009-20260611-034,SUP-009,PRD-018,P03,line_release,20392,QCERT-00001,c553543a20876a00,2ca7180dfc8b7e4d,SC-007
TX-0001679,2025-08-06 21:46:00,LOT-SUP-001-20250806-012,SUP-001,PRD-068,P03,material_received,18197,,2ca7180dfc8b7e4d,99d7d512b7441ad4,SC-002
TX-0001680,2025-09-17 15:22:00,LOT-SUP-009-20250917-041,SUP-009,PRD-034,P02,material_received,10716,,99d7d512b7441ad4,b33eff5f566b5d39,SC-011
TX-0001681,2025-10-30 08:01:00,LOT-SUP-003-20251030-043,SUP-003,PRD-071,P01,line_release,13892,QCERT-00440,b33eff5f566b5d39,bcbb0f532cec7f7d,SC-011
TX-0001682,2026-06-18 14:40:00,LOT-SUP-013-20260618-051,SUP-013,PRD-079,P01,finished_goods,21786,,bcbb0f532cec7f7d,d37a2667bd05ce1e,SC-001
TX-0001683,2025-08-30 15:47:00,LOT-SUP-016-20250830-036,SUP-016,PRD-063,P01,material_received,14783,,d37a2667bd05ce1e,d0f971d4997de5ed,SC-008
TX-0001684,2025-09-23 16:53:00,LOT-SUP-015-20250923-034,SUP-015,PRD-021,P03,quality_certificate,21502,QCERT-00349,d0f971d4997de5ed,e443df61a4963b05,SC-008
TX-0001685,2025-12-19 10:59:00,LOT-SUP-008-20251219-048,SUP-008,PRD-044,P02,finished_goods,24795,,e443df61a4963b05,f02670df60557d55,SC-012
TX-0001686,2026-02-03 16:56:00,LOT-SUP-005-20260203-034,SUP-005,PRD-014,P01,line_release,19952,QCERT-00892,f02670df60557d55,a792a94e879cfc7d,SC-006
TX-0001687,2026-06-07 13:40:00,LOT-SUP-008-20260607-004,SUP-008,PRD-037,P02,material_received,7412,,a792a94e879cfc7d,63755a981ccf6d6e,SC-008
TX-0001688,2026-04-15 02:21:00,LOT-SUP-016-20260415-028,SUP-016,PRD-080,P03,quality_certificate,22317,QCERT-00784,63755a981ccf6d6e,a6e6d69dd1891ee2,SC-011
TX-0001689,2025-11-07 12:04:00,LOT-SUP-010-20251107-019,SUP-010,PRD-010,P03,line_release,21714,QCERT-00512,a6e6d69dd1891ee2,47b171ee502bbd44,SC-001
TX-0001690,2025-12-22 16:45:00,LOT-SUP-009-20251222-049,SUP-009,PRD-034,P01,line_release,15267,QCERT-00607,47b171ee502bbd44,ba0e8e721e317ed2,SC-004
TX-0001691,2025-10-26 11:34:00,LOT-SUP-004-20251026-056,SUP-004,PRD-059,P02,shipment_handover,10035,,ba0e8e721e317ed2,5ac3bae42229eb6a,SC-005
TX-0001692,2025-09-02 22:02:00,LOT-SUP-008-20250902-022,SUP-008,PRD-026,P03,material_received,7374,,5ac3bae42229eb6a,565c9f401a69109f,SC-002
TX-0001693,2025-11-08 07:20:00,LOT-SUP-004-20251108-006,SUP-004,PRD-057,P03,shipment_handover,23933,,565c9f401a69109f,a269e2242193c843,SC-001
TX-0001694,2026-03-25 19:21:00,LOT-SUP-005-20260325-011,SUP-005,PRD-014,P02,finished_goods,3517,,a269e2242193c843,3260e00b1b178b1c,SC-007
TX-0001695,2025-10-09 10:42:00,LOT-SUP-008-20251009-054,SUP-008,PRD-026,P02,line_release,24548,QCERT-00125,3260e00b1b178b1c,8c24066e940fad4a,SC-003
TX-0001696,2026-01-19 12:14:00,LOT-SUP-013-20260119-011,SUP-013,PRD-054,P01,material_received,12823,,8c24066e940fad4a,3f8fe23a5222fcb5,SC-007
TX-0001697,2026-06-26 09:05:00,LOT-SUP-001-20260626-019,SUP-001,PRD-046,P01,finished_goods,18909,,3f8fe23a5222fcb5,59bf00f65b4ce208,SC-012
TX-0001698,2025-08-03 21:20:00,LOT-SUP-003-20250803-031,SUP-003,PRD-060,P01,material_received,10077,,59bf00f65b4ce208,5e220db2ad737c12,SC-012
TX-0001699,2026-01-12 20:58:00,LOT-SUP-009-20260112-033,SUP-009,PRD-077,P03,finished_goods,8870,,5e220db2ad737c12,0387eb53aca8bd7e,SC-004
TX-0001700,2026-04-01 08:15:00,LOT-SUP-013-20260401-011,SUP-013,PRD-054,P03,material_received,13342,,0387eb53aca8bd7e,1b1af2360e586c5d,SC-003
TX-0001701,2026-06-11 20:36:00,LOT-SUP-003-20260611-030,SUP-003,PRD-035,P02,material_received,2812,,1b1af2360e586c5d,a32bc83ef90530c1,SC-012
TX-0001702,2026-03-01 03:12:00,LOT-SUP-006-20260301-041,SUP-006,PRD-049,P03,shipment_handover,3252,,a32bc83ef90530c1,cdfedfe1d0a9e4e0,SC-003
TX-0001703,2026-02-08 15:03:00,LOT-SUP-012-20260208-053,SUP-012,PRD-012,P03,material_received,19145,,cdfedfe1d0a9e4e0,62e2ede77dd5353b,SC-010
TX-0001704,2025-11-24 02:49:00,LOT-SUP-004-20251124-002,SUP-004,PRD-069,P02,quality_certificate,593,QCERT-00811,62e2ede77dd5353b,e1055e285d2f4281,SC-004
TX-0001705,2025-10-07 12:55:00,LOT-SUP-005-20251007-044,SUP-005,PRD-038,P01,line_release,8714,QCERT-00308,e1055e285d2f4281,8f45a8daf8bb47e4,SC-009
TX-0001706,2026-02-09 20:34:00,LOT-SUP-005-20260209-060,SUP-005,PRD-038,P03,line_release,6565,QCERT-00170,8f45a8daf8bb47e4,05be667a646f31ad,SC-004
TX-0001707,2026-03-12 21:26:00,LOT-SUP-015-20260312-007,SUP-015,PRD-013,P02,quality_certificate,10882,QCERT-00401,05be667a646f31ad,15c37b5731b08a56,SC-001
TX-0001708,2025-11-20 17:51:00,LOT-SUP-009-20251120-034,SUP-009,PRD-048,P03,line_release,16125,QCERT-00737,15c37b5731b08a56,43c10089afda2a53,SC-011
TX-0001709,2026-02-13 01:23:00,LOT-SUP-009-20260213-007,SUP-009,PRD-034,P03,quality_certificate,8509,QCERT-00734,43c10089afda2a53,48d289679d570932,SC-002
TX-0001710,2026-02-28 03:50:00,LOT-SUP-014-20260228-020,SUP-014,PRD-036,P03,material_received,12746,,48d289679d570932,75416167f2174369,SC-006
TX-0001711,2026-04-07 10:02:00,LOT-SUP-009-20260407-045,SUP-009,PRD-018,P01,line_release,19703,QCERT-00835,75416167f2174369,3bef395d25d7574b,SC-010
TX-0001712,2025-08-08 10:41:00,LOT-SUP-015-20250808-037,SUP-015,PRD-013,P03,finished_goods,1093,,3bef395d25d7574b,75f364b16f24478e,SC-004
TX-0001713,2025-08-04 08:54:00,LOT-SUP-012-20250804-054,SUP-012,PRD-006,P01,line_release,23407,QCERT-00383,75f364b16f24478e,556a89bf9e8f4c04,SC-005
TX-0001714,2026-01-20 19:09:00,LOT-SUP-008-20260120-036,SUP-008,PRD-026,P01,line_release,5346,QCERT-00637,556a89bf9e8f4c04,13fb44d6d1b07eda,SC-010
TX-0001715,2025-10-06 20:12:00,LOT-SUP-002-20251006-005,SUP-002,PRD-001,P03,finished_goods,3226,,13fb44d6d1b07eda,810038c3380f3428,SC-003
TX-0001716,2025-11-22 11:35:00,LOT-SUP-015-20251122-031,SUP-015,PRD-047,P02,line_release,16091,QCERT-00489,810038c3380f3428,42c02de787da8d36,SC-012
TX-0001717,2025-08-27 02:15:00,LOT-SUP-005-20250827-050,SUP-005,PRD-023,P02,quality_certificate,1393,QCERT-00253,42c02de787da8d36,d166b802ec1ba6d4,SC-005
TX-0001718,2025-09-06 09:08:00,LOT-SUP-009-20250906-038,SUP-009,PRD-051,P03,shipment_handover,21657,,d166b802ec1ba6d4,680afc1e329bb5c9,SC-006
TX-0001719,2025-09-27 13:52:00,LOT-SUP-008-20250927-009,SUP-008,PRD-026,P01,quality_certificate,13437,QCERT-00348,680afc1e329bb5c9,e124d6e8a564d4d7,SC-011
TX-0001720,2026-03-30 11:42:00,LOT-SUP-016-20260330-054,SUP-016,PRD-043,P01,shipment_handover,18789,,e124d6e8a564d4d7,d97e6915792f3022,SC-011
TX-0001721,2025-10-04 05:15:00,LOT-SUP-008-20251004-052,SUP-008,PRD-002,P01,material_received,6616,,d97e6915792f3022,5ab0c48675903cad,SC-001
TX-0001722,2026-03-13 14:54:00,LOT-SUP-002-20260313-025,SUP-002,PRD-042,P02,finished_goods,5760,,5ab0c48675903cad,47b7c2b6fd758685,SC-009
TX-0001723,2026-07-25 01:13:00,LOT-SUP-006-20260725-056,SUP-006,PRD-040,P02,material_received,5318,,47b7c2b6fd758685,c5108e10866221ee,SC-005
TX-0001724,2026-02-22 01:12:00,LOT-SUP-017-20260222-027,SUP-017,PRD-009,P02,material_received,20946,,c5108e10866221ee,09b36987c9f4c1c3,SC-005
TX-0001725,2025-12-10 00:06:00,LOT-SUP-005-20251210-043,SUP-005,PRD-023,P01,material_received,19679,,09b36987c9f4c1c3,4b5a6c756bd2b400,SC-008
TX-0001726,2026-02-21 22:08:00,LOT-SUP-009-20260221-033,SUP-009,PRD-048,P01,material_received,4544,,4b5a6c756bd2b400,e6e52e1a2fa6fbdb,SC-004
TX-0001727,2026-02-10 17:09:00,LOT-SUP-012-20260210-058,SUP-012,PRD-015,P01,line_release,5557,QCERT-00260,e6e52e1a2fa6fbdb,9fc0c2f8ab6a80ad,SC-006
TX-0001728,2026-06-13 06:54:00,LOT-SUP-001-20260613-036,SUP-001,PRD-046,P01,finished_goods,14885,,9fc0c2f8ab6a80ad,e53b8d555c20e9ca,SC-010
TX-0001729,2026-07-01 18:00:00,LOT-SUP-001-20260701-030,SUP-001,PRD-011,P02,finished_goods,21432,,e53b8d555c20e9ca,f50f2246610712d5,SC-004
TX-0001730,2025-12-22 07:17:00,LOT-SUP-003-20251222-054,SUP-003,PRD-072,P03,line_release,1646,QCERT-00887,f50f2246610712d5,043395ee9aba20cf,SC-009
TX-0001731,2025-11-17 20:51:00,LOT-SUP-004-20251117-035,SUP-004,PRD-069,P01,material_received,627,,043395ee9aba20cf,8bef3fe5d7c5f779,SC-012
TX-0001732,2026-03-28 20:05:00,LOT-SUP-014-20260328-038,SUP-014,PRD-025,P03,shipment_handover,17280,,8bef3fe5d7c5f779,bae33d6b5dd8c993,SC-008
TX-0001733,2026-07-03 16:06:00,LOT-SUP-016-20260703-044,SUP-016,PRD-063,P02,quality_certificate,19676,QCERT-00175,bae33d6b5dd8c993,d941dc5a2c6955cf,SC-012
TX-0001734,2026-06-13 10:55:00,LOT-SUP-005-20260613-037,SUP-005,PRD-022,P01,material_received,14902,,d941dc5a2c6955cf,1028484c783ab8df,SC-003
TX-0001735,2026-04-04 04:45:00,LOT-SUP-009-20260404-048,SUP-009,PRD-048,P02,material_received,21838,,1028484c783ab8df,db1c0bfeca47f9b8,SC-008
TX-0001736,2026-05-09 03:41:00,LOT-SUP-005-20260509-045,SUP-005,PRD-041,P02,material_received,19518,,db1c0bfeca47f9b8,3585cfd9e02243c2,SC-011
TX-0001737,2026-01-16 13:50:00,LOT-SUP-004-20260116-041,SUP-004,PRD-050,P02,material_received,20114,,3585cfd9e02243c2,820d6d47c24ea7d3,SC-006
TX-0001738,2025-09-19 03:40:00,LOT-SUP-010-20250919-003,SUP-010,PRD-010,P02,line_release,18103,QCERT-00804,820d6d47c24ea7d3,2a7b3d4c95f8b231,SC-011
TX-0001739,2025-12-18 06:51:00,LOT-SUP-010-20251218-019,SUP-010,PRD-056,P02,finished_goods,23587,,2a7b3d4c95f8b231,e09f74fb48500d9c,SC-010
TX-0001740,2026-05-24 10:57:00,LOT-SUP-002-20260524-030,SUP-002,PRD-064,P01,line_release,16526,QCERT-00789,e09f74fb48500d9c,d3c4492bb7fc4ebf,SC-006
TX-0001741,2026-01-21 16:04:00,LOT-SUP-008-20260121-018,SUP-008,PRD-026,P01,material_received,23052,,d3c4492bb7fc4ebf,5c6044740aef2de4,SC-003
TX-0001742,2025-08-31 23:15:00,LOT-SUP-014-20250831-048,SUP-014,PRD-036,P01,finished_goods,14618,,5c6044740aef2de4,4d8803974d503dd0,SC-009
TX-0001743,2025-12-09 21:02:00,LOT-SUP-003-20251209-054,SUP-003,PRD-072,P01,line_release,9844,QCERT-00460,4d8803974d503dd0,0e71adc81c85b382,SC-006
TX-0001744,2026-03-02 01:29:00,LOT-SUP-005-20260302-004,SUP-005,PRD-014,P02,line_release,1399,QCERT-00127,0e71adc81c85b382,77e1d3558f9333ef,SC-011
TX-0001745,2025-09-17 10:42:00,LOT-SUP-002-20250917-037,SUP-002,PRD-064,P02,quality_certificate,10607,QCERT-00503,77e1d3558f9333ef,3d823561687226a4,SC-002
TX-0001746,2025-11-13 10:22:00,LOT-SUP-010-20251113-026,SUP-010,PRD-010,P03,finished_goods,6647,,3d823561687226a4,28a0cf1f8eeb11a6,SC-001
TX-0001747,2025-11-12 21:59:00,LOT-SUP-002-20251112-051,SUP-002,PRD-027,P01,material_received,23130,,28a0cf1f8eeb11a6,2e48ad283c47335a,SC-009
TX-0001748,2026-05-30 00:04:00,LOT-SUP-003-20260530-037,SUP-003,PRD-020,P02,finished_goods,3865,,2e48ad283c47335a,b4f82ac3ee79fcdd,SC-009
TX-0001749,2026-07-03 00:32:00,LOT-SUP-012-20260703-014,SUP-012,PRD-015,P02,shipment_handover,13479,,b4f82ac3ee79fcdd,fd775aff706a2687,SC-009
TX-0001750,2026-01-05 06:49:00,LOT-SUP-003-20260105-033,SUP-003,PRD-072,P01,material_received,21760,,fd775aff706a2687,e44fd2c001ca8244,SC-011
TX-0001751,2025-11-02 19:56:00,LOT-SUP-009-20251102-058,SUP-009,PRD-018,P01,material_received,5165,,e44fd2c001ca8244,425d8d019f28fc15,SC-007
TX-0001752,2026-06-04 15:57:00,LOT-SUP-015-20260604-055,SUP-015,PRD-031,P03,shipment_handover,9650,,425d8d019f28fc15,daf3ca5573737ab5,SC-010
TX-0001753,2025-11-10 01:02:00,LOT-SUP-010-20251110-060,SUP-010,PRD-028,P03,line_release,21298,QCERT-00192,daf3ca5573737ab5,e2c22abfdac60633,SC-011
TX-0001754,2026-03-04 10:38:00,LOT-SUP-002-20260304-033,SUP-002,PRD-064,P03,finished_goods,13241,,e2c22abfdac60633,dfe70115a3498cf0,SC-012
TX-0001755,2026-06-28 22:59:00,LOT-SUP-013-20260628-004,SUP-013,PRD-058,P02,quality_certificate,5045,QCERT-00065,dfe70115a3498cf0,c95bbcf9332d846f,SC-011
TX-0001756,2025-08-20 12:01:00,LOT-SUP-018-20250820-011,SUP-018,PRD-019,P02,material_received,741,,c95bbcf9332d846f,1a9906a33be69a32,SC-010
TX-0001757,2026-03-30 17:34:00,LOT-SUP-009-20260330-010,SUP-009,PRD-039,P03,line_release,14897,QCERT-00137,1a9906a33be69a32,b07fb7e6a637cf89,SC-008
TX-0001758,2026-07-20 15:29:00,LOT-SUP-014-20260720-042,SUP-014,PRD-029,P02,quality_certificate,1571,QCERT-00378,b07fb7e6a637cf89,ae65a808a9632899,SC-001
TX-0001759,2026-03-27 00:45:00,LOT-SUP-013-20260327-060,SUP-013,PRD-062,P02,finished_goods,15441,,ae65a808a9632899,c1b7988acf4d771a,SC-010
TX-0001760,2025-10-24 04:58:00,LOT-SUP-015-20251024-028,SUP-015,PRD-074,P02,shipment_handover,16842,,c1b7988acf4d771a,2fe5b48b324c9b70,SC-012
TX-0001761,2026-06-16 20:49:00,LOT-SUP-013-20260616-038,SUP-013,PRD-062,P01,quality_certificate,15440,QCERT-00336,2fe5b48b324c9b70,92cba846b08b46b3,SC-011
TX-0001762,2026-05-11 13:40:00,LOT-SUP-013-20260511-060,SUP-013,PRD-079,P02,material_received,14690,,92cba846b08b46b3,f95510e78edd8dad,SC-012
TX-0001763,2025-08-13 03:07:00,LOT-SUP-013-20250813-016,SUP-013,PRD-062,P01,line_release,23608,QCERT-00840,f95510e78edd8dad,ab16849ee8847abf,SC-011
TX-0001764,2026-02-16 02:42:00,LOT-SUP-007-20260216-006,SUP-007,PRD-070,P01,material_received,23954,,ab16849ee8847abf,0663814a8c2e66c6,SC-001
TX-0001765,2026-04-25 06:39:00,LOT-SUP-004-20260425-001,SUP-004,PRD-050,P02,quality_certificate,18375,QCERT-00161,0663814a8c2e66c6,6451b5d1805dae73,SC-001
TX-0001766,2026-03-29 14:09:00,LOT-SUP-004-20260329-045,SUP-004,PRD-066,P03,shipment_handover,21229,,6451b5d1805dae73,a815f8919110a272,SC-001
TX-0001767,2026-03-29 08:15:00,LOT-SUP-001-20260329-037,SUP-001,PRD-046,P02,finished_goods,19668,,a815f8919110a272,0e57459408118eed,SC-012
TX-0001768,2026-06-05 18:13:00,LOT-SUP-005-20260605-056,SUP-005,PRD-024,P02,finished_goods,11358,,0e57459408118eed,d46024ce98e40115,SC-012
TX-0001769,2026-06-29 11:36:00,LOT-SUP-015-20260629-027,SUP-015,PRD-074,P03,line_release,5324,QCERT-00844,d46024ce98e40115,e2fc0ac94d999880,SC-002
TX-0001770,2026-06-13 12:45:00,LOT-SUP-014-20260613-018,SUP-014,PRD-036,P02,quality_certificate,17423,QCERT-00850,e2fc0ac94d999880,4723e1a90147b9ce,SC-006
TX-0001771,2025-11-26 21:49:00,LOT-SUP-016-20251126-020,SUP-016,PRD-043,P03,line_release,9121,QCERT-00488,4723e1a90147b9ce,f5b437b76e773194,SC-009
TX-0001772,2026-07-15 17:23:00,LOT-SUP-001-20260715-054,SUP-001,PRD-068,P02,line_release,17017,QCERT-00050,f5b437b76e773194,8f847fd0f914ca81,SC-010
TX-0001773,2025-08-03 02:37:00,LOT-SUP-003-20250803-041,SUP-003,PRD-035,P03,line_release,3773,QCERT-00837,8f847fd0f914ca81,af30e387be5ff060,SC-008
TX-0001774,2026-02-12 13:37:00,LOT-SUP-009-20260212-023,SUP-009,PRD-048,P01,shipment_handover,19179,,af30e387be5ff060,52be29d87c3a4a23,SC-003
TX-0001775,2026-02-09 19:49:00,LOT-SUP-014-20260209-044,SUP-014,PRD-029,P03,line_release,14125,QCERT-00516,52be29d87c3a4a23,a09bbe2e96a5d9b7,SC-007
TX-0001776,2026-01-07 20:38:00,LOT-SUP-015-20260107-001,SUP-015,PRD-004,P01,material_received,7179,,a09bbe2e96a5d9b7,2d00d43b33272d8e,SC-009
TX-0001777,2026-05-08 06:55:00,LOT-SUP-001-20260508-030,SUP-001,PRD-011,P01,material_received,20180,,2d00d43b33272d8e,197b5e62461c3753,SC-001
TX-0001778,2026-06-04 18:12:00,LOT-SUP-004-20260604-019,SUP-004,PRD-050,P03,material_received,21810,,197b5e62461c3753,86d287383a301693,SC-001
TX-0001779,2026-01-31 08:02:00,LOT-SUP-006-20260131-046,SUP-006,PRD-065,P01,material_received,9934,,86d287383a301693,68513394afd849c4,SC-010
TX-0001780,2026-05-16 01:33:00,LOT-SUP-017-20260516-052,SUP-017,PRD-030,P03,line_release,19491,QCERT-00210,68513394afd849c4,4d761cac0f1c6d81,SC-001
TX-0001781,2025-11-01 02:21:00,LOT-SUP-015-20251101-052,SUP-015,PRD-074,P02,material_received,16897,,4d761cac0f1c6d81,7e55a4daab99f8f6,SC-012
TX-0001782,2026-06-10 00:13:00,LOT-SUP-009-20260610-030,SUP-009,PRD-034,P03,line_release,16915,QCERT-00723,7e55a4daab99f8f6,b24bbb86be952649,SC-011
TX-0001783,2025-10-02 16:27:00,LOT-SUP-015-20251002-052,SUP-015,PRD-074,P03,quality_certificate,13452,QCERT-00228,b24bbb86be952649,28a5762f8ad46fd0,SC-004
TX-0001784,2026-02-21 17:51:00,LOT-SUP-008-20260221-017,SUP-008,PRD-007,P01,line_release,14325,QCERT-00218,28a5762f8ad46fd0,2ec26c74bbfdec98,SC-003
TX-0001785,2025-12-27 09:09:00,LOT-SUP-012-20251227-009,SUP-012,PRD-015,P03,finished_goods,11952,,2ec26c74bbfdec98,edf628d2378c564e,SC-006
TX-0001786,2026-07-05 02:06:00,LOT-SUP-005-20260705-044,SUP-005,PRD-014,P03,finished_goods,7623,,edf628d2378c564e,988472ede9b5ea9e,SC-012
TX-0001787,2025-11-06 03:04:00,LOT-SUP-001-20251106-048,SUP-001,PRD-011,P02,material_received,16502,,988472ede9b5ea9e,f42a06341b5e4c8d,SC-004
TX-0001788,2026-05-12 06:22:00,LOT-SUP-009-20260512-005,SUP-009,PRD-077,P03,line_release,15177,QCERT-00216,f42a06341b5e4c8d,51e58997c3ad3dfa,SC-001
TX-0001789,2025-12-23 07:45:00,LOT-SUP-009-20251223-020,SUP-009,PRD-032,P03,line_release,2764,QCERT-00774,51e58997c3ad3dfa,24b7ebe6f5fff00c,SC-001
TX-0001790,2026-06-09 21:13:00,LOT-SUP-016-20260609-029,SUP-016,PRD-008,P03,finished_goods,5508,,24b7ebe6f5fff00c,ffdf8d94b5c9c4ea,SC-005
TX-0001791,2025-08-26 20:44:00,LOT-SUP-016-20250826-006,SUP-016,PRD-008,P01,quality_certificate,19080,QCERT-00313,ffdf8d94b5c9c4ea,db37af3dc042572b,SC-011
TX-0001792,2026-07-21 02:55:00,LOT-SUP-013-20260721-058,SUP-013,PRD-054,P02,material_received,4475,,db37af3dc042572b,7c00732529516d7a,SC-009
TX-0001793,2026-04-29 10:24:00,LOT-SUP-001-20260429-011,SUP-001,PRD-046,P02,shipment_handover,1841,,7c00732529516d7a,62f35655b9ca5024,SC-004
TX-0001794,2025-12-07 14:33:00,LOT-SUP-016-20251207-012,SUP-016,PRD-043,P01,shipment_handover,14724,,62f35655b9ca5024,c6f3abe1371f8225,SC-010
TX-0001795,2025-09-12 05:35:00,LOT-SUP-015-20250912-019,SUP-015,PRD-003,P03,finished_goods,10439,,c6f3abe1371f8225,b8447a11fd1ff675,SC-009
TX-0001796,2025-12-14 02:36:00,LOT-SUP-002-20251214-025,SUP-002,PRD-042,P03,finished_goods,3288,,b8447a11fd1ff675,fbca53d1c7902b62,SC-006
TX-0001797,2026-01-05 10:16:00,LOT-SUP-013-20260105-003,SUP-013,PRD-054,P02,line_release,12957,QCERT-00636,fbca53d1c7902b62,c384426282901d07,SC-002
TX-0001798,2026-04-30 13:16:00,LOT-SUP-015-20260430-033,SUP-015,PRD-031,P03,shipment_handover,12422,,c384426282901d07,6ea22951746d2b39,SC-005
TX-0001799,2025-11-05 09:50:00,LOT-SUP-004-20251105-002,SUP-004,PRD-069,P01,material_received,23340,,6ea22951746d2b39,dcdeaba81571dfeb,SC-011
TX-0001800,2025-10-24 05:28:00,LOT-SUP-005-20251024-020,SUP-005,PRD-024,P02,quality_certificate,24169,QCERT-00303,dcdeaba81571dfeb,1d9ace591cb65810,SC-003
TX-0001801,2025-10-17 16:27:00,LOT-SUP-013-20251017-035,SUP-013,PRD-079,P03,material_received,10042,,1d9ace591cb65810,f1bef82d2d8dd086,SC-010
TX-0001802,2026-07-02 09:19:00,LOT-SUP-005-20260702-038,SUP-005,PRD-024,P03,line_release,21446,QCERT-00517,f1bef82d2d8dd086,d51e549a14c29373,SC-008
TX-0001803,2026-01-17 11:10:00,LOT-SUP-009-20260117-010,SUP-009,PRD-051,P03,shipment_handover,14518,,d51e549a14c29373,47ba08ca9338475e,SC-003
TX-0001804,2026-04-21 21:20:00,LOT-SUP-016-20260421-026,SUP-016,PRD-063,P01,finished_goods,8291,,47ba08ca9338475e,01ec8afdabd38129,SC-011
TX-0001805,2026-01-20 23:50:00,LOT-SUP-008-20260120-051,SUP-008,PRD-037,P03,line_release,4016,QCERT-00770,01ec8afdabd38129,db77fbb2cefa4125,SC-004
TX-0001806,2025-09-06 13:28:00,LOT-SUP-010-20250906-009,SUP-010,PRD-028,P01,quality_certificate,3905,QCERT-00525,db77fbb2cefa4125,6ccdc91ded2d9063,SC-007
TX-0001807,2026-01-30 06:12:00,LOT-SUP-014-20260130-018,SUP-014,PRD-025,P03,line_release,2915,QCERT-00023,6ccdc91ded2d9063,cebf8a2f3a3148f1,SC-002
TX-0001808,2026-06-25 03:59:00,LOT-SUP-017-20260625-021,SUP-017,PRD-061,P02,line_release,10353,QCERT-00739,cebf8a2f3a3148f1,9165f656595119b3,SC-003
TX-0001809,2026-04-03 12:09:00,LOT-SUP-009-20260403-005,SUP-009,PRD-051,P02,line_release,4453,QCERT-00764,9165f656595119b3,37a79ce26c091cbc,SC-001
