date,plant_id,line_id,planned_quantity,good_quantity,scrap_quantity,rework_quantity,runtime_minutes,downtime_minutes,energy_kwh,availability,performance,quality,oee,energy_intensity_kwh_per_good_unit
2026-01-23,P01,L01,52738,48292,1563,736,1205.3,135.39,5443.81,0.864,0.9157,0.9686,0.7664,0.11273
2026-01-23,P01,L02,73002,68658,1740,782,1298.62,62.28,7006.88,0.9309,0.9405,0.9753,0.8539,0.10205
2026-01-23,P02,L03,53714,46950,1669,656,1191.61,154.42,7167.44,0.8542,0.8741,0.9657,0.721,0.15266
2026-01-23,P02,L04,28465,27603,740,286,1254.06,100.84,2948.55,0.899,0.9697,0.9739,0.849,0.10682
2026-01-23,P03,L05,44551,42093,1446,572,1224.54,129.33,5233.55,0.8778,0.9448,0.9668,0.8018,0.12433
2026-01-23,P03,L06,81231,73080,2995,1353,1289.98,86.85,7690.1,0.9247,0.8997,0.9606,0.7992,0.10523
2026-01-24,P01,L01,41106,35683,764,289,1251.1,107.89,3714.29,0.8968,0.8681,0.979,0.7622,0.10409
2026-01-24,P01,L02,21405,17702,919,320,428.46,22.93,2132.91,0.3071,0.827,0.9506,0.2415,0.12049
2026-01-24,P02,L03,35550,32927,1020,392,1198.01,161.27,4384.7,0.8588,0.9262,0.97,0.7715,0.13316
2026-01-24,P02,L04,8632,8403,155,57,389.34,70.76,1371.38,0.2791,0.9735,0.9819,0.2668,0.1632
2026-01-24,P03,L05,7992,7329,229,114,383.7,47.77,721.12,0.2751,0.917,0.9697,0.2446,0.09839
2026-01-24,P03,L06,32750,27788,1267,394,802.49,86.89,3925.65,0.5753,0.8485,0.9564,0.4668,0.14127
2026-01-25,P01,L01,14474,13073,919,389,434.35,0.0,1941.47,0.3114,0.9032,0.9343,0.2628,0.14851
2026-01-25,P01,L02,17859,15266,904,261,370.81,87.39,1932.3,0.2658,0.8548,0.9441,0.2145,0.12658
2026-01-25,P02,L03,12982,11171,421,200,417.41,35.71,1415.05,0.2992,0.8605,0.9637,0.2481,0.12667
2026-01-25,P02,L04,9070,9107,287,127,403.76,56.26,1115.55,0.2894,1.0041,0.9694,0.2817,0.12249
2026-01-25,P03,L05,9989,8702,266,104,371.0,62.56,982.71,0.266,0.8712,0.9703,0.2248,0.11293
2026-01-25,P03,L06,37509,32751,1138,401,838.16,64.93,3735.16,0.6008,0.8732,0.9664,0.507,0.11405
2026-01-26,P01,L01,48370,46300,1713,555,1187.23,140.3,4815.2,0.8511,0.9572,0.9643,0.7856,0.104
2026-01-26,P01,L02,70135,60930,1826,702,1217.36,133.4,6193.24,0.8727,0.8688,0.9709,0.7361,0.10165
2026-01-26,P02,L03,50888,49699,1774,792,1223.11,129.02,6328.85,0.8768,0.9766,0.9655,0.8268,0.12734
2026-01-26,P02,L04,33281,28290,727,219,1185.41,164.7,2656.69,0.8498,0.85,0.9749,0.7042,0.09391
2026-01-26,P03,L05,35484,35414,519,128,1210.27,148.5,4318.78,0.8676,0.998,0.9856,0.8534,0.12195
2026-01-26,P03,L06,91581,84808,2628,950,1306.46,66.14,7917.61,0.9365,0.926,0.9699,0.8412,0.09336
2026-01-27,P01,L01,49988,44006,1566,758,1247.06,110.08,6401.8,0.8939,0.8803,0.9656,0.7599,0.14548
2026-01-27,P01,L02,68992,61429,1844,660,1206.03,102.56,7577.99,0.8645,0.8904,0.9709,0.7473,0.12336
2026-01-27,P02,L03,47477,42145,1288,416,1221.99,129.23,4918.0,0.876,0.8877,0.9703,0.7545,0.11669
2026-01-27,P02,L04,32895,31689,685,211,1180.29,174.66,3479.53,0.8461,0.9633,0.9788,0.7978,0.1098
2026-01-27,P03,L05,49849,48059,961,445,1163.06,173.74,5861.08,0.8337,0.9641,0.9804,0.788,0.12196
2026-01-27,P03,L06,63156,59199,1537,513,1240.97,114.06,5763.85,0.8896,0.9373,0.9747,0.8127,0.09736
2026-01-28,P01,L01,57105,54046,2193,805,1312.49,6.53,6277.88,0.9409,0.9464,0.961,0.8557,0.11616
2026-01-28,P01,L02,72841,67855,1440,332,1263.36,103.28,9845.88,0.9056,0.9315,0.9792,0.8261,0.1451
2026-01-28,P02,L03,43002,39834,771,255,1279.29,86.25,3216.96,0.9171,0.9263,0.981,0.8334,0.08076
2026-01-28,P02,L04,29454,28107,1396,582,1221.7,146.1,4320.66,0.8758,0.9543,0.9527,0.7962,0.15372
2026-01-28,P03,L05,39488,36617,1237,490,1244.67,90.56,4493.86,0.8922,0.9273,0.9673,0.8003,0.12273
2026-01-28,P03,L06,84494,78529,1595,622,1246.39,132.97,8629.09,0.8935,0.9294,0.9801,0.8139,0.10988
2026-01-29,P01,L01,61028,54893,1700,520,1249.03,126.88,5637.87,0.8954,0.8995,0.97,0.7812,0.10271
2026-01-29,P01,L02,52043,46612,1597,675,1268.39,101.84,5276.8,0.9092,0.8956,0.9669,0.7874,0.11321
2026-01-29,P02,L03,43088,39365,1498,744,1250.07,132.7,4794.17,0.8961,0.9136,0.9633,0.7887,0.12179
2026-01-29,P02,L04,28542,26532,755,216,1215.62,126.4,3730.18,0.8714,0.9296,0.9723,0.7876,0.14059
2026-01-29,P03,L05,44415,39928,1456,471,1231.18,111.49,5447.47,0.8826,0.899,0.9648,0.7655,0.13643
2026-01-29,P03,L06,64618,61338,1743,628,1258.79,93.52,7403.19,0.9024,0.9492,0.9724,0.8329,0.12069
2026-01-30,P01,L01,55205,51923,1709,759,1169.91,191.8,5902.09,0.8386,0.9405,0.9681,0.7637,0.11367
2026-01-30,P01,L02,80186,72382,3135,1499,1249.65,109.03,12372.57,0.8958,0.9027,0.9585,0.7751,0.17093
2026-01-30,P02,L03,45636,43513,1404,540,1250.76,111.78,4839.46,0.8966,0.9535,0.9687,0.8282,0.11122
2026-01-30,P02,L04,30740,27059,1434,551,1194.46,152.94,4019.54,0.8562,0.8803,0.9497,0.7158,0.14855
2026-01-30,P03,L05,43493,42061,1572,560,1217.9,140.01,4838.1,0.873,0.9671,0.964,0.8139,0.11503
2026-01-30,P03,L06,73058,70724,1892,860,1138.03,191.93,7987.92,0.8158,0.9681,0.9739,0.7692,0.11295
2026-01-31,P01,L01,12563,11093,428,202,393.13,58.39,1887.95,0.2818,0.883,0.9629,0.2396,0.17019
2026-01-31,P01,L02,60830,56885,1352,433,1234.91,109.11,5130.01,0.8852,0.9351,0.9768,0.8086,0.09018
2026-01-31,P02,L03,20216,17380,731,266,794.16,102.36,2412.67,0.5693,0.8597,0.9596,0.4697,0.13882
2026-01-31,P02,L04,24774,23602,657,287,1296.9,56.35,2902.05,0.9297,0.9527,0.9729,0.8617,0.12296
2026-01-31,P03,L05,20729,19420,580,236,752.37,159.72,2122.96,0.5393,0.9369,0.971,0.4906,0.10932
2026-01-31,P03,L06,34843,32526,1270,609,868.7,61.3,3577.93,0.6227,0.9335,0.9624,0.5595,0.11
2026-02-01,P01,L01,35244,31177,1384,586,1201.94,144.13,4299.1,0.8616,0.8846,0.9575,0.7298,0.13789
2026-02-01,P01,L02,16706,16947,338,93,445.85,19.15,1650.69,0.3196,1.0144,0.9804,0.3179,0.0974
2026-02-01,P02,L03,26879,25365,735,373,790.02,105.41,2994.52,0.5663,0.9437,0.9718,0.5194,0.11806
2026-02-01,P02,L04,15874,15095,581,185,793.17,99.55,1932.65,0.5686,0.9509,0.9629,0.5206,0.12803
2026-02-01,P03,L05,10372,9084,399,211,383.75,63.81,1274.67,0.2751,0.8758,0.9579,0.2308,0.14032
2026-02-01,P03,L06,37574,35180,687,180,829.35,86.81,3825.54,0.5945,0.9363,0.9808,0.546,0.10874
2026-02-02,P01,L01,46617,41171,2015,723,1249.32,123.47,4346.02,0.8956,0.8832,0.9533,0.754,0.10556
2026-02-02,P01,L02,80208,72583,2875,1019,1128.14,229.16,10344.85,0.8087,0.9049,0.9619,0.7039,0.14252
2026-02-02,P02,L03,46194,40436,1585,682,1186.9,162.4,5672.26,0.8508,0.8754,0.9623,0.7167,0.14028
2026-02-02,P02,L04,26264,24728,605,257,1208.32,111.05,3447.28,0.8662,0.9415,0.9761,0.796,0.13941
2026-02-02,P03,L05,34317,30884,760,361,1203.89,155.99,3159.04,0.863,0.9,0.976,0.758,0.10229
2026-02-02,P03,L06,81959,78841,2836,876,1224.64,135.27,7713.23,0.8779,0.962,0.9653,0.8152,0.09783
2026-02-03,P01,L01,54091,49957,1815,503,1297.64,83.98,5732.85,0.9302,0.9236,0.9649,0.829,0.11476
2026-02-03,P01,L02,61956,58873,2312,883,1258.26,94.2,7248.63,0.902,0.9502,0.9622,0.8247,0.12312
2026-02-03,P02,L03,56160,53707,929,409,1247.09,104.16,7180.38,0.894,0.9563,0.983,0.8404,0.1337
2026-02-03,P02,L04,27925,25202,887,369,1175.64,179.49,3277.75,0.8428,0.9025,0.966,0.7347,0.13006
2026-02-03,P03,L05,29905,28176,1134,346,1257.07,122.37,3243.72,0.9011,0.9422,0.9613,0.8162,0.11512
2026-02-03,P03,L06,73798,66171,1985,828,1209.85,126.7,7802.03,0.8673,0.8967,0.9709,0.755,0.11791
2026-02-04,P01,L01,63393,56785,1769,760,1229.3,114.27,6011.87,0.8812,0.8958,0.9698,0.7655,0.10587
2026-02-04,P01,L02,73640,71605,2474,731,1255.4,95.31,10882.8,0.8999,0.9724,0.9666,0.8458,0.15198
2026-02-04,P02,L03,48129,41844,891,316,1164.96,186.96,4926.13,0.8351,0.8694,0.9792,0.7109,0.11773
2026-02-04,P02,L04,22273,19763,724,222,1313.85,39.26,2549.7,0.9418,0.8873,0.9647,0.8062,0.12901
2026-02-04,P03,L05,40048,37268,1713,803,1233.73,130.51,6631.55,0.8844,0.9306,0.9561,0.7868,0.17794
2026-02-04,P03,L06,67025,61643,1403,539,1244.08,117.09,4661.56,0.8918,0.9197,0.9777,0.802,0.07562
2026-02-05,P01,L01,51857,45962,1639,767,1216.1,145.25,5008.22,0.8718,0.8863,0.9656,0.7461,0.10896
2026-02-05,P01,L02,84533,80757,2626,807,1218.49,142.71,10075.78,0.8735,0.9553,0.9685,0.8082,0.12477
2026-02-05,P02,L03,43375,38224,1358,605,1200.52,187.56,4038.99,0.8606,0.8812,0.9657,0.7324,0.10567
2026-02-05,P02,L04,30372,26825,584,255,1179.51,158.27,3699.31,0.8455,0.8832,0.9787,0.7309,0.13791
2026-02-05,P03,L05,37538,33422,556,277,1278.41,89.91,3242.64,0.9164,0.8904,0.9836,0.8026,0.09702
2026-02-05,P03,L06,67416,67093,1137,298,1169.55,186.28,8590.83,0.8384,0.9952,0.9833,0.8205,0.12804
2026-02-06,P01,L01,59286,54290,1541,536,1231.8,127.96,6834.21,0.883,0.9157,0.9724,0.7863,0.12588
2026-02-06,P01,L02,75641,67326,1760,613,1240.3,130.66,9955.0,0.8891,0.8901,0.9745,0.7712,0.14786
2026-02-06,P02,L03,45305,42760,1053,353,1255.87,113.67,3385.27,0.9003,0.9438,0.976,0.8293,0.07917
2026-02-06,P02,L04,28937,25465,1129,435,1216.4,138.35,3465.14,0.872,0.88,0.9575,0.7348,0.13607
2026-02-06,P03,L05,40030,37304,964,438,1236.78,108.48,6360.15,0.8866,0.9319,0.9748,0.8054,0.1705
2026-02-06,P03,L06,63608,60128,2234,954,1288.89,101.91,8010.45,0.9239,0.9453,0.9642,0.8421,0.13322
2026-02-07,P01,L01,10983,9694,424,190,415.53,32.77,1173.21,0.2979,0.8826,0.9581,0.2519,0.12102
2026-02-07,P01,L02,21549,19179,648,276,432.11,20.98,1805.65,0.3098,0.89,0.9673,0.2667,0.09415
2026-02-07,P02,L03,23064,19896,494,241,786.16,111.64,2448.14,0.5636,0.8626,0.9758,0.4744,0.12305
2026-02-07,P02,L04,21547,19212,711,175,1166.45,178.98,2015.34,0.8362,0.8916,0.9643,0.7189,0.1049
2026-02-07,P03,L05,25342,24253,993,318,1306.64,60.88,3120.41,0.9367,0.957,0.9607,0.8612,0.12866
2026-02-07,P03,L06,17728,16473,312,139,396.53,68.47,1817.4,0.2842,0.9292,0.9814,0.2592,0.11033
2026-02-08,P01,L01,13077,12095,720,371,401.49,62.16,1871.66,0.2878,0.9249,0.9438,0.2512,0.15475
2026-02-08,P02,L03,19346,16905,906,398,800.3,108.14,2706.41,0.5737,0.8738,0.9491,0.4758,0.1601
2026-02-08,P02,L04,14837,14427,347,116,859.28,14.34,1302.01,0.616,0.9724,0.9765,0.5849,0.09025
2026-02-08,P03,L05,13384,11985,582,212,797.79,113.83,1038.73,0.5719,0.8955,0.9537,0.4884,0.08667
2026-02-08,P03,L06,53841,47889,1674,809,1299.45,76.18,5545.85,0.9315,0.8895,0.9662,0.8005,0.11581
2026-02-09,P01,L01,46368,42065,286,90,1328.34,46.3,3309.53,0.9522,0.9072,0.9932,0.858,0.07868
2026-02-09,P01,L02,74789,71060,2488,917,1198.89,174.84,6624.6,0.8594,0.9501,0.9662,0.7889,0.09323
2026-02-09,P02,L03,46377,41483,1298,363,1263.8,106.3,4672.16,0.906,0.8945,0.9697,0.7858,0.11263
2026-02-09,P02,L04,26890,23496,1333,528,1174.51,176.8,4027.11,0.8419,0.8738,0.9463,0.6962,0.1714
2026-02-09,P03,L05,41746,35894,1328,482,1246.88,103.77,4374.4,0.8938,0.8598,0.9643,0.7411,0.12187
2026-02-09,P03,L06,66229,60565,2530,737,1216.35,139.32,7432.95,0.8719,0.9145,0.9599,0.7654,0.12273
2026-02-10,P01,L01,46049,43845,1022,422,1216.67,131.37,5365.62,0.8722,0.9521,0.9772,0.8115,0.12238
2026-02-10,P01,L02,85550,75321,3738,1721,1293.35,81.99,9935.06,0.9271,0.8804,0.9527,0.7777,0.1319
2026-02-10,P02,L03,43176,40111,1329,545,1206.73,151.7,6058.62,0.865,0.929,0.9679,0.7779,0.15105
2026-02-10,P02,L04,27791,26400,743,241,1213.55,151.25,3402.35,0.8699,0.9499,0.9726,0.8038,0.12888
2026-02-10,P03,L05,33824,31396,1267,495,1189.75,163.84,3721.06,0.8529,0.9282,0.9612,0.7609,0.11852
2026-02-10,P03,L06,69594,62038,2203,873,1237.8,116.53,6847.14,0.8873,0.8914,0.9657,0.7638,0.11037
2026-02-11,P01,L01,47923,44850,1777,813,1153.5,210.78,4859.05,0.8269,0.9359,0.9619,0.7444,0.10834
2026-02-11,P01,L02,73093,64841,2476,884,1245.2,102.72,7934.27,0.8926,0.8871,0.9632,0.7627,0.12237
2026-02-11,P02,L03,42921,40018,900,245,1264.65,89.95,4255.56,0.9066,0.9324,0.978,0.8267,0.10634
2026-02-11,P02,L04,28520,26169,1050,522,1185.02,163.85,3509.8,0.8495,0.9176,0.9614,0.7494,0.13412
2026-02-11,P03,L05,38032,36350,1413,623,1224.76,119.84,5088.7,0.878,0.9558,0.9626,0.8077,0.13999
2026-02-11,P03,L06,80234,77011,1951,722,1170.95,188.54,7920.4,0.8394,0.9598,0.9753,0.7858,0.10285
2026-02-12,P01,L01,38578,35477,942,438,1246.77,120.18,4287.09,0.8937,0.9196,0.9741,0.8006,0.12084
2026-02-12,P01,L02,51892,46271,768,256,1253.52,101.37,3888.44,0.8986,0.8917,0.9837,0.7882,0.08404
2026-02-12,P02,L03,41092,37318,1197,400,1334.57,51.24,4434.8,0.9567,0.9082,0.9689,0.8418,0.11884
2026-02-12,P02,L04,28661,26232,962,435,1234.14,109.3,3878.85,0.8847,0.9153,0.9646,0.7811,0.14787
2026-02-12,P03,L05,33843,30048,1128,372,1225.99,152.07,4344.57,0.8788,0.8879,0.9638,0.7521,0.14459
2026-02-12,P03,L06,54803,50194,1284,525,1131.95,230.71,7721.6,0.8114,0.9159,0.9751,0.7247,0.15384
2026-02-13,P01,L01,57342,52567,2256,1146,1283.08,82.1,6970.57,0.9198,0.9167,0.9588,0.8085,0.1326
2026-02-13,P01,L02,56375,52819,1623,477,1214.75,125.5,6320.12,0.8708,0.9369,0.9702,0.7915,0.11966
2026-02-13,P02,L03,43045,39153,1489,659,1261.93,102.58,3794.26,0.9046,0.9096,0.9634,0.7927,0.09691
2026-02-13,P02,L04,32293,31219,1228,392,1210.54,121.24,4630.16,0.8678,0.9667,0.9622,0.8072,0.14831
2026-02-13,P03,L05,31000,28579,853,299,1298.54,59.9,3600.42,0.9309,0.9219,0.971,0.8333,0.12598
2026-02-13,P03,L06,59991,58717,2336,1024,1223.55,106.01,7360.99,0.8771,0.9788,0.9617,0.8256,0.12536
2026-02-14,P01,L01,37225,32386,1126,576,1187.63,160.02,4196.94,0.8513,0.87,0.9664,0.7158,0.12959
2026-02-14,P01,L02,26967,24555,619,224,901.75,11.59,3266.47,0.6464,0.9106,0.9754,0.5741,0.13303
2026-02-14,P02,L03,13675,12693,435,87,460.35,4.65,1338.11,0.33,0.9282,0.9669,0.2962,0.10542
2026-02-14,P02,L04,18112,16865,665,218,851.2,44.77,2334.67,0.6102,0.9312,0.9621,0.5466,0.13843
2026-02-14,P03,L05,8365,8152,271,146,429.68,32.08,865.58,0.308,0.9745,0.9678,0.2905,0.10618
2026-02-14,P03,L06,26165,24266,885,320,762.59,139.06,3175.73,0.5467,0.9274,0.9648,0.4891,0.13087
2026-02-15,P01,L01,23926,21990,607,203,755.39,153.86,3272.7,0.5415,0.9191,0.9731,0.4843,0.14883
2026-02-15,P01,L02,15417,14508,747,279,404.78,48.41,2234.1,0.2902,0.941,0.951,0.2597,0.15399
2026-02-15,P02,L03,33421,29594,1197,565,1175.45,204.27,3445.54,0.8426,0.8855,0.9611,0.7171,0.11643
2026-02-15,P02,L04,21799,20982,217,67,1214.02,126.94,2112.94,0.8703,0.9625,0.9898,0.8291,0.1007
2026-02-15,P03,L05,17185,16157,339,136,777.75,85.89,1726.67,0.5575,0.9402,0.9794,0.5134,0.10687
2026-02-15,P03,L06,14770,13886,682,360,385.14,39.25,1131.82,0.2761,0.9401,0.9532,0.2474,0.08151
2026-02-16,P01,L01,46957,41555,959,248,1315.34,33.46,4150.14,0.9429,0.885,0.9774,0.8156,0.09987
2026-02-16,P01,L02,61980,56737,1723,566,1206.62,152.55,7295.93,0.865,0.9154,0.9705,0.7685,0.12859
2026-02-16,P02,L03,46489,42763,1892,635,1250.28,110.85,6631.41,0.8963,0.9199,0.9576,0.7895,0.15507
2026-02-16,P02,L04,26887,23836,933,452,1098.59,239.35,3675.26,0.7875,0.8865,0.9623,0.6719,0.15419
2026-02-16,P03,L05,34654,32920,1067,398,1234.4,104.97,3797.31,0.8849,0.95,0.9686,0.8142,0.11535
2026-02-16,P03,L06,74134,67426,2695,1184,1245.89,131.2,10454.17,0.8931,0.9095,0.9616,0.7811,0.15505
2026-02-17,P01,L01,42348,38290,1210,345,1185.56,168.19,4646.66,0.8499,0.9042,0.9694,0.7449,0.12135
2026-02-17,P01,L02,61952,56130,1522,611,1126.9,224.92,6487.62,0.8078,0.906,0.9736,0.7126,0.11558
2026-02-17,P02,L03,45956,40730,1340,461,1194.12,131.51,5276.34,0.856,0.8863,0.9681,0.7345,0.12954
2026-02-17,P02,L04,24724,22089,562,148,1286.42,43.49,3015.63,0.9222,0.8934,0.9752,0.8034,0.13652
2026-02-17,P03,L05,39686,34493,1645,759,1162.56,192.23,4168.91,0.8334,0.8691,0.9545,0.6914,0.12086
2026-02-17,P03,L06,82341,76201,2145,814,1295.52,69.65,7072.03,0.9287,0.9254,0.9726,0.8359,0.09281
2026-02-18,P01,L01,45418,41902,1601,532,1168.67,144.51,4477.95,0.8378,0.9226,0.9632,0.7445,0.10687
2026-02-18,P01,L02,65616,60680,2210,951,1141.82,200.55,6911.24,0.8185,0.9248,0.9649,0.7303,0.1139
2026-02-18,P02,L03,39812,35744,1331,594,1251.6,90.63,4548.09,0.8972,0.8978,0.9641,0.7766,0.12724
2026-02-18,P02,L04,27265,24473,1034,303,1247.65,105.5,2648.39,0.8944,0.8976,0.9595,0.7702,0.10822
2026-02-18,P03,L05,34433,32164,1030,316,1207.0,151.28,3498.73,0.8652,0.9341,0.969,0.7831,0.10878
2026-02-18,P03,L06,71905,68014,1649,694,1204.12,159.55,6887.93,0.8632,0.9459,0.9763,0.7971,0.10127
2026-02-19,P01,L01,48304,44354,1131,457,1199.65,128.29,4706.79,0.86,0.9182,0.9751,0.77,0.10612
2026-02-19,P01,L02,71574,64762,1976,701,1174.04,151.45,8427.74,0.8416,0.9048,0.9704,0.739,0.13013
2026-02-19,P02,L03,51424,47173,1897,702,1189.77,162.33,6499.6,0.8529,0.9173,0.9613,0.7521,0.13778
2026-02-19,P02,L04,28644,26585,909,413,1108.02,242.68,3620.09,0.7943,0.9281,0.9669,0.7128,0.13617
2026-02-19,P03,L05,27237,23124,875,435,1272.79,95.49,3110.3,0.9124,0.849,0.9635,0.7464,0.13451
2026-02-19,P03,L06,76322,67280,2949,1129,1258.38,110.81,11884.82,0.9021,0.8815,0.958,0.7618,0.17665
2026-02-20,P01,L01,57010,52810,1593,567,1167.15,200.02,7564.3,0.8367,0.9263,0.9707,0.7523,0.14324
2026-02-20,P01,L02,66526,59221,1598,686,1203.2,161.96,9005.36,0.8625,0.8902,0.9737,0.7476,0.15206
2026-02-20,P02,L03,51078,47880,1177,463,1273.54,81.14,5801.63,0.9129,0.9374,0.976,0.8352,0.12117
2026-02-20,P02,L04,22239,20188,433,185,1284.32,107.99,1934.94,0.9207,0.9078,0.979,0.8182,0.09585
2026-02-20,P03,L05,39131,33934,1716,458,1213.71,170.73,5320.89,0.87,0.8672,0.9519,0.7182,0.1568
2026-02-20,P03,L06,77346,71650,1210,460,1240.56,108.64,7077.09,0.8893,0.9264,0.9834,0.8101,0.09877
2026-02-21,P01,L01,26423,24109,747,302,886.62,22.87,2531.91,0.6356,0.9124,0.9699,0.5625,0.10502
2026-02-21,P02,L03,11344,9709,307,104,414.31,43.35,1364.02,0.297,0.8559,0.9693,0.2464,0.14049
2026-02-21,P02,L04,14293,13499,316,95,824.29,100.32,1381.55,0.5909,0.9444,0.9771,0.5453,0.10234
2026-02-21,P03,L05,24265,20969,925,337,814.93,100.63,3600.16,0.5842,0.8642,0.9578,0.4835,0.17169
2026-02-21,P03,L06,15395,12831,390,154,368.75,88.45,1149.31,0.2643,0.8335,0.9705,0.2138,0.08957
2026-02-22,P01,L01,9753,8764,498,183,386.57,52.97,1240.69,0.2771,0.8986,0.9462,0.2356,0.14157
2026-02-22,P01,L02,22802,21099,688,225,379.01,71.79,2319.97,0.2717,0.9253,0.9684,0.2435,0.10996
2026-02-22,P02,L03,20010,19377,682,266,823.75,49.41,1293.34,0.5905,0.9684,0.966,0.5524,0.06675
2026-02-22,P02,L04,14099,12625,463,150,780.1,94.65,1927.19,0.5592,0.8955,0.9646,0.483,0.15265
2026-02-22,P03,L05,12605,12783,308,100,396.9,50.51,1727.0,0.2845,1.0141,0.9765,0.2817,0.1351
2026-02-22,P03,L06,12165,12411,115,62,394.14,59.82,1165.26,0.2825,1.0202,0.9908,0.2856,0.09389
2026-02-23,P01,L01,51416,46427,2190,844,1165.72,185.03,6832.45,0.8356,0.903,0.955,0.7206,0.14717
2026-02-23,P01,L02,74451,64409,3542,1460,1226.13,128.24,8938.85,0.8789,0.8651,0.9479,0.7208,0.13878
2026-02-23,P02,L03,50679,44615,1658,541,1169.76,174.88,6379.54,0.8385,0.8803,0.9642,0.7118,0.14299
2026-02-23,P02,L04,27888,27242,790,300,1227.18,130.44,3446.16,0.8797,0.9768,0.9718,0.8351,0.1265
2026-02-23,P03,L05,32568,30084,819,297,1239.13,107.49,3794.28,0.8883,0.9237,0.9735,0.7988,0.12612
2026-02-23,P03,L06,68090,63225,1511,653,1261.0,110.05,6276.63,0.9039,0.9286,0.9767,0.8198,0.09927
2026-02-24,P01,L01,41987,38767,1552,590,1269.27,93.06,5473.96,0.9099,0.9233,0.9615,0.8078,0.1412
2026-02-24,P01,L02,64745,59819,3262,1220,1146.1,217.62,10403.1,0.8216,0.9239,0.9483,0.7198,0.17391
2026-02-24,P02,L03,32926,29947,910,332,1227.33,135.38,3644.18,0.8798,0.9095,0.9705,0.7766,0.12169
2026-02-24,P02,L04,24857,22179,405,172,1225.24,110.82,2824.29,0.8783,0.8923,0.9821,0.7696,0.12734
2026-02-24,P03,L05,34093,31078,758,247,1271.71,85.03,4015.69,0.9116,0.9116,0.9762,0.8112,0.12921
2026-02-24,P03,L06,59762,51228,1806,748,1146.41,185.29,6354.41,0.8218,0.8572,0.9659,0.6805,0.12404
2026-02-25,P01,L01,39169,38020,1053,313,1201.76,134.64,3841.61,0.8615,0.9707,0.9731,0.8137,0.10104
2026-02-25,P01,L02,63129,60785,1585,660,1179.14,178.31,10678.26,0.8453,0.9629,0.9746,0.7932,0.17567
2026-02-25,P02,L03,39343,36365,1059,417,1290.9,73.49,3762.46,0.9254,0.9243,0.9717,0.8311,0.10346
2026-02-25,P02,L04,26309,26424,353,101,1172.96,170.07,3222.28,0.8408,1.0044,0.9868,0.8334,0.12195
2026-02-25,P03,L05,32591,29817,791,276,1290.65,48.86,3233.35,0.9252,0.9149,0.9742,0.8246,0.10844
2026-02-25,P03,L06,80642,73717,2127,1012,1196.57,168.45,9161.03,0.8578,0.9141,0.972,0.7621,0.12427
2026-02-26,P01,L01,52840,47519,2058,592,1257.79,109.49,5938.0,0.9016,0.8993,0.9585,0.7772,0.12496
2026-02-26,P01,L02,73829,65268,2118,813,1169.96,180.2,7504.17,0.8387,0.884,0.9686,0.7181,0.11497
2026-02-26,P02,L03,47306,44060,1586,607,1124.89,245.15,7456.53,0.8064,0.9314,0.9653,0.7249,0.16924
2026-02-26,P02,L04,28338,25199,1274,430,1225.98,102.72,2701.79,0.8788,0.8892,0.9519,0.7439,0.10722
2026-02-26,P03,L05,33196,29552,971,386,1203.9,174.89,3493.05,0.863,0.8902,0.9682,0.7438,0.1182
2026-02-26,P03,L06,63593,58382,1525,589,1231.75,111.25,7954.15,0.883,0.9181,0.9745,0.79,0.13624
2026-02-27,P01,L01,42419,38534,1206,341,1345.63,28.77,4062.14,0.9646,0.9084,0.9697,0.8497,0.10542
2026-02-27,P01,L02,62644,54051,1852,825,1165.94,206.04,6858.65,0.8358,0.8628,0.9669,0.6973,0.12689
2026-02-27,P02,L03,47798,44136,1648,614,1220.15,137.27,4241.9,0.8747,0.9234,0.964,0.7786,0.09611
2026-02-27,P02,L04,30740,29094,695,301,1257.38,94.78,2816.26,0.9013,0.9465,0.9767,0.8332,0.0968
2026-02-27,P03,L05,42388,37726,787,327,1271.24,69.43,3875.84,0.9113,0.89,0.9796,0.7945,0.10274
2026-02-27,P03,L06,77683,70149,2067,763,1254.26,107.5,7574.09,0.8991,0.903,0.9714,0.7887,0.10797
2026-02-28,P01,L01,9497,9381,279,71,374.83,70.71,1107.08,0.2687,0.9878,0.9711,0.2577,0.11801
2026-02-28,P01,L02,16412,16308,396,188,402.47,58.46,2228.76,0.2885,0.9937,0.9763,0.2799,0.13667
2026-02-28,P02,L03,8779,8630,405,113,427.01,20.31,1152.6,0.3061,0.983,0.9552,0.2874,0.13356
2026-02-28,P02,L04,16291,15494,554,149,862.47,54.52,1851.3,0.6183,0.9511,0.9655,0.5677,0.11949
2026-02-28,P03,L05,7726,7679,312,150,368.31,74.4,1022.65,0.264,0.9939,0.961,0.2522,0.13318
2026-02-28,P03,L06,13103,11345,507,233,361.78,90.47,1428.91,0.2593,0.8658,0.9572,0.2149,0.12595
2026-03-01,P01,L01,11661,10578,548,155,430.53,11.54,1663.59,0.3086,0.9071,0.9507,0.2662,0.15727
2026-03-01,P01,L02,47238,44966,1527,576,1216.66,148.69,6977.95,0.8722,0.9519,0.9672,0.8029,0.15518
2026-03-01,P02,L03,10722,9661,276,95,420.44,38.83,1082.47,0.3014,0.901,0.9722,0.264,0.11205
2026-03-01,P02,L04,14172,12425,190,93,811.06,98.36,1568.17,0.5814,0.8767,0.9849,0.5021,0.12621
