shift_record_id,production_date,plant_id,line_id,shift_id,planned_output,good_output,scrap_quantity,rework_quantity,runtime_minutes,downtime_minutes,labor_hours,energy_kwh,oee_estimate,supervisor_id,source_system
SHIFT-20260129-L01-B_Evening,2026-01-29,P01,L01,B_Evening,20155,20175,367,174,387.66,67.85,47.48,2418.01,0.8345,SUPV-016,MES_SHIFT
SHIFT-20260129-L01-C_Night,2026-01-29,P01,L01,C_Night,18840,15692,635,204,432.5,27.49,39.97,1555.64,0.7747,SUPV-004,MES_SHIFT
SHIFT-20260129-L02-A_Day,2026-01-29,P01,L02,A_Day,16373,13463,737,335,430.0,23.73,41.17,1550.09,0.7604,SUPV-002,MES_SHIFT
SHIFT-20260129-L02-B_Evening,2026-01-29,P01,L02,B_Evening,19061,17801,559,190,407.71,50.29,40.58,2081.72,0.8188,SUPV-003,MES_SHIFT
SHIFT-20260129-L02-C_Night,2026-01-29,P01,L02,C_Night,16609,15348,301,150,430.67,27.82,45.74,1644.98,0.8559,SUPV-014,MES_SHIFT
SHIFT-20260129-L03-A_Day,2026-01-29,P02,L03,A_Day,15020,13686,451,234,427.65,37.35,39.68,1672.71,0.838,SUPV-001,MES_SHIFT
SHIFT-20260129-L03-B_Evening,2026-01-29,P02,L03,B_Evening,11498,10722,327,156,433.56,22.49,41.33,1222.33,0.8695,SUPV-018,MES_SHIFT
SHIFT-20260129-L03-C_Night,2026-01-29,P02,L03,C_Night,16570,14957,720,354,388.85,72.86,39.56,1899.13,0.7548,SUPV-014,MES_SHIFT
SHIFT-20260129-L04-A_Day,2026-01-29,P02,L04,A_Day,9085,8401,313,74,412.14,36.03,42.93,1228.88,0.8196,SUPV-014,MES_SHIFT
SHIFT-20260129-L04-B_Evening,2026-01-29,P02,L04,B_Evening,10361,9719,239,78,387.48,56.03,38.76,1304.45,0.7816,SUPV-006,MES_SHIFT
SHIFT-20260129-L04-C_Night,2026-01-29,P02,L04,C_Night,9096,8412,203,64,416.01,34.34,41.99,1196.85,0.8274,SUPV-007,MES_SHIFT
SHIFT-20260129-L05-A_Day,2026-01-29,P03,L05,A_Day,13293,12792,401,203,396.26,51.21,38.43,1804.2,0.82,SUPV-010,MES_SHIFT
SHIFT-20260129-L05-B_Evening,2026-01-29,P03,L05,B_Evening,15529,14115,406,84,417.71,38.87,46.37,2039.63,0.8165,SUPV-012,MES_SHIFT
SHIFT-20260129-L05-C_Night,2026-01-29,P03,L05,C_Night,15593,13021,649,184,417.21,21.41,38.36,1603.64,0.7492,SUPV-007,MES_SHIFT
SHIFT-20260129-L06-A_Day,2026-01-29,P03,L06,A_Day,19196,17805,604,234,434.06,14.38,42.21,2322.82,0.8658,SUPV-017,MES_SHIFT
SHIFT-20260129-L06-B_Evening,2026-01-29,P03,L06,B_Evening,20881,20466,405,132,431.97,27.29,45.03,2301.04,0.9105,SUPV-001,MES_SHIFT
SHIFT-20260129-L06-C_Night,2026-01-29,P03,L06,C_Night,24541,23067,734,262,392.76,51.86,38.73,2779.33,0.7939,SUPV-014,MES_SHIFT
SHIFT-20260130-L01-A_Day,2026-01-30,P01,L01,A_Day,15253,13396,511,149,408.24,39.45,38.36,1755.33,0.7711,SUPV-004,MES_SHIFT
SHIFT-20260130-L01-B_Evening,2026-01-30,P01,L01,B_Evening,20742,20657,462,238,385.2,77.7,39.5,2375.11,0.825,SUPV-007,MES_SHIFT
SHIFT-20260130-L01-C_Night,2026-01-30,P01,L01,C_Night,19210,17870,736,372,376.47,74.65,46.87,1771.65,0.7531,SUPV-001,MES_SHIFT
SHIFT-20260130-L02-A_Day,2026-01-30,P01,L02,A_Day,28535,24113,940,474,425.81,14.42,39.26,3648.71,0.7738,SUPV-017,MES_SHIFT
SHIFT-20260130-L02-B_Evening,2026-01-30,P01,L02,B_Evening,27649,26814,885,465,386.91,78.09,43.1,5085.63,0.8069,SUPV-006,MES_SHIFT
SHIFT-20260130-L02-C_Night,2026-01-30,P01,L02,C_Night,24002,21455,1310,560,436.94,16.52,47.5,3638.23,0.8399,SUPV-017,MES_SHIFT
SHIFT-20260130-L03-A_Day,2026-01-30,P02,L03,A_Day,13363,13138,517,256,414.77,30.51,46.12,1764.45,0.877,SUPV-008,MES_SHIFT
SHIFT-20260130-L03-B_Evening,2026-01-30,P02,L03,B_Evening,19182,18892,643,156,400.85,56.85,42.58,2172.85,0.849,SUPV-016,MES_SHIFT
SHIFT-20260130-L03-C_Night,2026-01-30,P02,L03,C_Night,13091,11483,244,128,435.14,24.42,45.7,902.15,0.8208,SUPV-017,MES_SHIFT
SHIFT-20260130-L04-A_Day,2026-01-30,P02,L04,A_Day,10725,9485,564,285,386.05,60.06,47.71,1587.99,0.7342,SUPV-005,MES_SHIFT
SHIFT-20260130-L04-B_Evening,2026-01-30,P02,L04,B_Evening,10519,8689,359,102,400.22,55.95,40.8,1029.71,0.7109,SUPV-001,MES_SHIFT
SHIFT-20260130-L04-C_Night,2026-01-30,P02,L04,C_Night,9496,8885,511,164,408.19,36.94,47.86,1401.84,0.8214,SUPV-009,MES_SHIFT
SHIFT-20260130-L05-A_Day,2026-01-30,P03,L05,A_Day,14118,13351,626,231,426.83,29.23,40.79,1529.65,0.868,SUPV-001,MES_SHIFT
SHIFT-20260130-L05-B_Evening,2026-01-30,P03,L05,B_Evening,15999,15500,534,200,405.47,51.0,40.7,1997.57,0.8448,SUPV-011,MES_SHIFT
SHIFT-20260130-L05-C_Night,2026-01-30,P03,L05,C_Night,13376,13210,412,129,385.61,59.77,47.99,1310.87,0.819,SUPV-016,MES_SHIFT
SHIFT-20260130-L06-A_Day,2026-01-30,P03,L06,A_Day,23964,22024,738,274,362.24,78.94,46.69,2232.34,0.716,SUPV-006,MES_SHIFT
SHIFT-20260130-L06-B_Evening,2026-01-30,P03,L06,B_Evening,25932,25584,802,415,345.82,91.21,38.89,3246.77,0.7337,SUPV-008,MES_SHIFT
SHIFT-20260130-L06-C_Night,2026-01-30,P03,L06,C_Night,23162,23116,352,171,429.97,21.78,42.51,2508.81,0.9228,SUPV-013,MES_SHIFT
SHIFT-20260131-L01-A_Day,2026-01-31,P01,L01,A_Day,12563,11093,428,202,393.13,58.39,40.0,1887.95,0.7465,SUPV-003,MES_SHIFT
SHIFT-20260131-L02-A_Day,2026-01-31,P01,L02,A_Day,17540,17127,0,0,427.06,23.93,45.08,1528.16,0.8968,SUPV-015,MES_SHIFT
SHIFT-20260131-L02-B_Evening,2026-01-31,P01,L02,B_Evening,20187,17056,523,173,417.68,17.94,40.95,1629.88,0.7589,SUPV-005,MES_SHIFT
SHIFT-20260131-L02-C_Night,2026-01-31,P01,L02,C_Night,23103,22702,829,260,390.16,67.24,42.35,1971.97,0.8245,SUPV-015,MES_SHIFT
SHIFT-20260131-L03-A_Day,2026-01-31,P02,L03,A_Day,10349,9103,239,102,421.23,25.02,40.34,916.06,0.7968,SUPV-010,MES_SHIFT
SHIFT-20260131-L03-C_Night,2026-01-31,P02,L03,C_Night,9867,8277,492,164,372.93,77.34,42.12,1496.6,0.6728,SUPV-007,MES_SHIFT
SHIFT-20260131-L04-A_Day,2026-01-31,P02,L04,A_Day,6471,6403,129,55,414.32,31.36,46.41,684.16,0.8817,SUPV-012,MES_SHIFT
SHIFT-20260131-L04-B_Evening,2026-01-31,P02,L04,B_Evening,9749,9491,245,134,445.39,2.32,44.98,1378.08,0.9325,SUPV-006,MES_SHIFT
SHIFT-20260131-L04-C_Night,2026-01-31,P02,L04,C_Night,8554,7708,283,98,437.18,22.67,40.56,839.81,0.8472,SUPV-009,MES_SHIFT
SHIFT-20260131-L05-A_Day,2026-01-31,P03,L05,A_Day,8551,7539,168,58,353.2,93.88,38.65,838.37,0.6697,SUPV-014,MES_SHIFT
SHIFT-20260131-L05-B_Evening,2026-01-31,P03,L05,B_Evening,12178,11881,412,178,399.16,65.84,42.78,1284.59,0.8375,SUPV-006,MES_SHIFT
SHIFT-20260131-L06-A_Day,2026-01-31,P03,L06,A_Day,14591,14050,390,163,439.54,25.46,38.7,1315.54,0.9102,SUPV-011,MES_SHIFT
SHIFT-20260131-L06-C_Night,2026-01-31,P03,L06,C_Night,20252,18476,880,446,429.16,35.84,42.89,2262.39,0.842,SUPV-009,MES_SHIFT
SHIFT-20260201-L01-A_Day,2026-02-01,P01,L01,A_Day,11201,9297,431,208,415.22,43.48,47.33,1166.25,0.7412,SUPV-007,MES_SHIFT
SHIFT-20260201-L01-B_Evening,2026-02-01,P01,L01,B_Evening,12804,10938,414,192,401.88,53.04,46.19,1532.66,0.7383,SUPV-004,MES_SHIFT
SHIFT-20260201-L01-C_Night,2026-02-01,P01,L01,C_Night,11239,10942,539,186,384.85,47.6,42.7,1600.19,0.8058,SUPV-009,MES_SHIFT
SHIFT-20260201-L02-A_Day,2026-02-01,P01,L02,A_Day,16706,16947,338,93,445.85,19.15,47.33,1650.69,0.9726,SUPV-007,MES_SHIFT
SHIFT-20260201-L03-A_Day,2026-02-01,P02,L03,A_Day,13476,12312,294,152,363.82,80.96,47.43,1475.56,0.7148,SUPV-006,MES_SHIFT
SHIFT-20260201-L03-B_Evening,2026-02-01,P02,L03,B_Evening,13403,13053,441,221,426.2,24.45,41.81,1518.96,0.8926,SUPV-018,MES_SHIFT
SHIFT-20260201-L04-A_Day,2026-02-01,P02,L04,A_Day,6326,5796,135,41,412.04,31.19,44.61,792.28,0.8119,SUPV-008,MES_SHIFT
SHIFT-20260201-L04-B_Evening,2026-02-01,P02,L04,B_Evening,9548,9299,446,144,381.13,68.36,47.56,1140.37,0.7983,SUPV-012,MES_SHIFT
SHIFT-20260201-L05-C_Night,2026-02-01,P03,L05,C_Night,10372,9084,399,211,383.75,63.81,46.4,1274.67,0.7228,SUPV-005,MES_SHIFT
SHIFT-20260201-L06-B_Evening,2026-02-01,P03,L06,B_Evening,17951,18115,340,107,412.15,39.02,42.96,2332.29,0.8944,SUPV-014,MES_SHIFT
SHIFT-20260201-L06-C_Night,2026-02-01,P03,L06,C_Night,19623,17065,347,73,417.2,47.8,46.51,1493.25,0.7803,SUPV-017,MES_SHIFT
SHIFT-20260202-L01-A_Day,2026-02-02,P01,L01,A_Day,17723,15342,685,210,392.61,60.33,42.45,1352.42,0.7309,SUPV-003,MES_SHIFT
SHIFT-20260202-L01-B_Evening,2026-02-02,P01,L01,B_Evening,14188,13091,722,223,423.52,36.4,40.69,1745.47,0.8404,SUPV-009,MES_SHIFT
SHIFT-20260202-L01-C_Night,2026-02-02,P01,L01,C_Night,14706,12738,608,290,433.19,26.74,46.84,1248.13,0.8069,SUPV-011,MES_SHIFT
SHIFT-20260202-L02-A_Day,2026-02-02,P01,L02,A_Day,29015,26534,914,364,372.86,72.98,41.86,3719.61,0.7333,SUPV-018,MES_SHIFT
SHIFT-20260202-L02-B_Evening,2026-02-02,P01,L02,B_Evening,28734,24083,1292,399,380.82,80.21,38.74,3817.21,0.6864,SUPV-017,MES_SHIFT
SHIFT-20260202-L02-C_Night,2026-02-02,P01,L02,C_Night,22459,21966,669,256,374.46,75.97,38.07,2808.03,0.7876,SUPV-001,MES_SHIFT
SHIFT-20260202-L03-A_Day,2026-02-02,P02,L03,A_Day,13870,13039,481,201,374.89,77.78,39.65,1852.51,0.7579,SUPV-004,MES_SHIFT
SHIFT-20260202-L03-B_Evening,2026-02-02,P02,L03,B_Evening,14708,12674,321,136,384.84,68.74,42.43,1670.37,0.7132,SUPV-010,MES_SHIFT
SHIFT-20260202-L03-C_Night,2026-02-02,P02,L03,C_Night,17616,14723,783,345,427.17,15.87,46.34,2149.38,0.7678,SUPV-017,MES_SHIFT
SHIFT-20260202-L04-A_Day,2026-02-02,P02,L04,A_Day,9144,9207,25,5,431.31,0.4,46.98,1379.25,0.9339,SUPV-006,MES_SHIFT
SHIFT-20260202-L04-B_Evening,2026-02-02,P02,L04,B_Evening,9023,7596,349,130,398.93,60.46,46.7,1039.95,0.7222,SUPV-011,MES_SHIFT
SHIFT-20260202-L04-C_Night,2026-02-02,P02,L04,C_Night,8097,7925,231,122,378.08,50.19,46.44,1028.08,0.7958,SUPV-018,MES_SHIFT
SHIFT-20260202-L05-A_Day,2026-02-02,P03,L05,A_Day,10816,9522,199,85,431.96,14.75,42.58,1134.28,0.8178,SUPV-017,MES_SHIFT
SHIFT-20260202-L05-B_Evening,2026-02-02,P03,L05,B_Evening,10185,9826,209,105,384.77,71.18,46.45,935.53,0.7983,SUPV-006,MES_SHIFT
SHIFT-20260202-L05-C_Night,2026-02-02,P03,L05,C_Night,13316,11536,352,171,387.17,70.05,44.7,1089.23,0.7213,SUPV-010,MES_SHIFT
SHIFT-20260202-L06-A_Day,2026-02-02,P03,L06,A_Day,28978,27547,890,218,442.05,22.29,43.41,3009.92,0.9037,SUPV-008,MES_SHIFT
SHIFT-20260202-L06-B_Evening,2026-02-02,P03,L06,B_Evening,24423,23538,516,145,386.18,53.81,39.88,2124.47,0.8004,SUPV-004,MES_SHIFT
SHIFT-20260202-L06-C_Night,2026-02-02,P03,L06,C_Night,28558,27756,1430,513,396.4,59.17,41.55,2578.85,0.8285,SUPV-008,MES_SHIFT
SHIFT-20260203-L01-A_Day,2026-02-03,P01,L01,A_Day,17986,16347,730,161,451.63,0,38.21,2352.17,0.8827,SUPV-012,MES_SHIFT
SHIFT-20260203-L01-B_Evening,2026-02-03,P01,L01,B_Evening,19312,17343,368,157,442.36,22.64,45.61,1799.5,0.8543,SUPV-001,MES_SHIFT
SHIFT-20260203-L01-C_Night,2026-02-03,P01,L01,C_Night,16793,16267,717,185,403.66,61.34,45.33,1581.19,0.8409,SUPV-012,MES_SHIFT
SHIFT-20260203-L02-A_Day,2026-02-03,P01,L02,A_Day,20852,19427,820,288,417.96,12.92,47.15,2646.07,0.8374,SUPV-017,MES_SHIFT
SHIFT-20260203-L02-B_Evening,2026-02-03,P01,L02,B_Evening,17352,16505,318,163,431.04,33.47,43.17,1991.41,0.8817,SUPV-001,MES_SHIFT
SHIFT-20260203-L02-C_Night,2026-02-03,P01,L02,C_Night,23752,22941,1174,432,409.26,47.82,40.26,2611.15,0.8501,SUPV-002,MES_SHIFT
SHIFT-20260203-L03-A_Day,2026-02-03,P02,L03,A_Day,17702,15815,519,284,451.91,0,40.74,1829.65,0.8682,SUPV-011,MES_SHIFT
SHIFT-20260203-L03-B_Evening,2026-02-03,P02,L03,B_Evening,19489,19382,280,95,373.02,78.53,43.38,2778.05,0.7978,SUPV-002,MES_SHIFT
SHIFT-20260203-L03-C_Night,2026-02-03,P02,L03,C_Night,18969,18510,130,30,422.17,25.63,43.28,2572.68,0.8859,SUPV-007,MES_SHIFT
SHIFT-20260203-L04-A_Day,2026-02-03,P02,L04,A_Day,9852,8569,306,146,393.8,71.2,41.49,1058.88,0.7366,SUPV-015,MES_SHIFT
SHIFT-20260203-L04-B_Evening,2026-02-03,P02,L04,B_Evening,9706,9517,315,131,350.86,86.4,46.6,1396.01,0.7399,SUPV-003,MES_SHIFT
SHIFT-20260203-L04-C_Night,2026-02-03,P02,L04,C_Night,8367,7116,266,92,430.98,21.9,41.14,822.86,0.7883,SUPV-017,MES_SHIFT
SHIFT-20260203-L05-A_Day,2026-02-03,P03,L05,A_Day,9094,8021,314,122,400.09,61.47,44.9,973.19,0.7589,SUPV-008,MES_SHIFT
SHIFT-20260203-L05-B_Evening,2026-02-03,P03,L05,B_Evening,11013,10844,194,46,441.13,21.07,44.29,1130.87,0.9341,SUPV-006,MES_SHIFT
SHIFT-20260203-L05-C_Night,2026-02-03,P03,L05,C_Night,9798,9311,626,178,415.85,39.82,39.19,1139.66,0.8498,SUPV-004,MES_SHIFT
SHIFT-20260203-L06-A_Day,2026-02-03,P03,L06,A_Day,24690,20892,434,210,402.03,42.05,40.54,2619.43,0.7316,SUPV-003,MES_SHIFT
SHIFT-20260203-L06-B_Evening,2026-02-03,P03,L06,B_Evening,26058,25480,432,151,381.93,65.16,38.99,2542.46,0.8031,SUPV-014,MES_SHIFT
SHIFT-20260203-L06-C_Night,2026-02-03,P03,L06,C_Night,23050,19799,1119,467,425.89,19.49,43.21,2640.13,0.7867,SUPV-017,MES_SHIFT
SHIFT-20260204-L01-A_Day,2026-02-04,P01,L01,A_Day,21250,18345,670,333,403.76,38.5,42.97,2107.6,0.7496,SUPV-003,MES_SHIFT
SHIFT-20260204-L01-B_Evening,2026-02-04,P01,L01,B_Evening,21142,18617,627,243,414.92,38.31,42.27,2040.21,0.7857,SUPV-009,MES_SHIFT
SHIFT-20260204-L01-C_Night,2026-02-04,P01,L01,C_Night,21001,19823,472,184,410.62,37.45,44.43,1864.06,0.8335,SUPV-007,MES_SHIFT
SHIFT-20260204-L02-A_Day,2026-02-04,P01,L02,A_Day,20803,20374,653,288,424.07,40.41,42.71,3735.45,0.8932,SUPV-014,MES_SHIFT
SHIFT-20260204-L02-B_Evening,2026-02-04,P01,L02,B_Evening,29575,29157,1164,273,416.01,27.61,38.78,3658.38,0.882,SUPV-018,MES_SHIFT
SHIFT-20260204-L02-C_Night,2026-02-04,P01,L02,C_Night,23262,22074,657,170,415.32,27.29,47.59,3488.97,0.8475,SUPV-004,MES_SHIFT
SHIFT-20260204-L03-A_Day,2026-02-04,P02,L03,A_Day,16868,14997,331,85,378.02,68.94,42.72,1763.28,0.7228,SUPV-016,MES_SHIFT
SHIFT-20260204-L03-B_Evening,2026-02-04,P02,L03,B_Evening,16607,14118,301,157,395.88,54.25,39.51,1590.15,0.7238,SUPV-013,MES_SHIFT
SHIFT-20260204-L03-C_Night,2026-02-04,P02,L03,C_Night,14654,12729,259,74,391.06,63.78,43.85,1572.69,0.7305,SUPV-018,MES_SHIFT
SHIFT-20260204-L04-A_Day,2026-02-04,P02,L04,A_Day,6417,5954,238,80,459.9,3.12,44.91,812.1,0.9177,SUPV-006,MES_SHIFT
SHIFT-20260204-L04-B_Evening,2026-02-04,P02,L04,B_Evening,7762,7007,252,59,418.09,29.06,38.28,815.83,0.8117,SUPV-015,MES_SHIFT
SHIFT-20260204-L04-C_Night,2026-02-04,P02,L04,C_Night,8094,6802,234,83,435.86,7.07,46.46,921.77,0.7877,SUPV-010,MES_SHIFT
SHIFT-20260204-L05-A_Day,2026-02-04,P03,L05,A_Day,13622,13157,927,454,429.24,20.21,45.0,2627.97,0.8916,SUPV-013,MES_SHIFT
SHIFT-20260204-L05-B_Evening,2026-02-04,P03,L05,B_Evening,12101,11116,467,191,408.8,46.73,39.4,2118.67,0.8076,SUPV-001,MES_SHIFT
SHIFT-20260204-L05-C_Night,2026-02-04,P03,L05,C_Night,14325,12995,319,158,395.69,63.58,39.37,1884.91,0.7719,SUPV-016,MES_SHIFT
SHIFT-20260204-L06-A_Day,2026-02-04,P03,L06,A_Day,23498,20031,360,182,401.44,61.54,38.61,1524.16,0.7359,SUPV-003,MES_SHIFT
SHIFT-20260204-L06-B_Evening,2026-02-04,P03,L06,B_Evening,22039,21039,487,124,423.78,24.26,46.91,1521.5,0.87,SUPV-007,MES_SHIFT
SHIFT-20260204-L06-C_Night,2026-02-04,P03,L06,C_Night,21488,20573,556,233,418.86,31.29,47.42,1615.9,0.8624,SUPV-011,MES_SHIFT
SHIFT-20260205-L01-A_Day,2026-02-05,P01,L01,A_Day,18215,15715,309,139,401.72,41.51,45.26,1589.67,0.7453,SUPV-018,MES_SHIFT
SHIFT-20260205-L01-B_Evening,2026-02-05,P01,L01,B_Evening,17476,15699,444,240,427.46,37.54,43.77,1685.65,0.8258,SUPV-008,MES_SHIFT
SHIFT-20260205-L01-C_Night,2026-02-05,P01,L01,C_Night,16166,14548,886,388,386.92,66.21,45.3,1732.9,0.7488,SUPV-010,MES_SHIFT
SHIFT-20260205-L02-A_Day,2026-02-05,P01,L02,A_Day,31088,29933,1086,229,403.07,43.43,47.1,3853.05,0.8346,SUPV-014,MES_SHIFT
SHIFT-20260205-L02-B_Evening,2026-02-05,P01,L02,B_Evening,26336,24853,779,341,422.81,35.85,44.32,3007.13,0.8581,SUPV-002,MES_SHIFT
SHIFT-20260205-L02-C_Night,2026-02-05,P01,L02,C_Night,27109,25971,761,237,392.61,63.43,44.27,3215.61,0.8089,SUPV-017,MES_SHIFT
SHIFT-20260205-L03-A_Day,2026-02-05,P02,L03,A_Day,12736,10626,374,160,374.12,90.88,42.33,1495.82,0.6713,SUPV-015,MES_SHIFT
SHIFT-20260205-L03-B_Evening,2026-02-05,P02,L03,B_Evening,12631,11440,324,98,414.11,43.98,45.99,993.25,0.8066,SUPV-014,MES_SHIFT
SHIFT-20260205-L03-C_Night,2026-02-05,P02,L03,C_Night,18008,16158,660,347,412.3,52.7,45.62,1549.92,0.7956,SUPV-008,MES_SHIFT
SHIFT-20260205-L04-A_Day,2026-02-05,P02,L04,A_Day,10427,9584,121,46,390.75,68.38,47.1,1272.57,0.7724,SUPV-001,MES_SHIFT
SHIFT-20260205-L04-B_Evening,2026-02-05,P02,L04,B_Evening,7862,6853,155,79,400.34,35.08,46.89,939.18,0.7505,SUPV-001,MES_SHIFT
SHIFT-20260205-L04-C_Night,2026-02-05,P02,L04,C_Night,12083,10388,308,130,388.41,54.82,38.52,1487.56,0.7181,SUPV-009,MES_SHIFT
SHIFT-20260205-L05-A_Day,2026-02-05,P03,L05,A_Day,13574,12814,177,85,448.08,8.84,41.34,1421.13,0.9097,SUPV-016,MES_SHIFT
SHIFT-20260205-L05-B_Evening,2026-02-05,P03,L05,B_Evening,11369,9931,151,69,431.83,23.84,38.85,857.34,0.8112,SUPV-013,MES_SHIFT
SHIFT-20260205-L05-C_Night,2026-02-05,P03,L05,C_Night,12595,10677,228,123,398.49,57.23,40.95,964.17,0.7265,SUPV-014,MES_SHIFT
SHIFT-20260205-L06-A_Day,2026-02-05,P03,L06,A_Day,18245,18402,298,68,409.95,39.06,44.21,2473.5,0.8892,SUPV-015,MES_SHIFT
SHIFT-20260205-L06-B_Evening,2026-02-05,P03,L06,B_Evening,26732,26323,392,92,386.01,60.05,42.73,2897.91,0.8174,SUPV-009,MES_SHIFT
SHIFT-20260205-L06-C_Night,2026-02-05,P03,L06,C_Night,22439,22368,447,138,373.59,87.17,43.29,3219.43,0.8009,SUPV-013,MES_SHIFT
SHIFT-20260206-L01-A_Day,2026-02-06,P01,L01,A_Day,22256,21940,758,219,403.8,51.6,38.32,3024.44,0.8561,SUPV-005,MES_SHIFT
SHIFT-20260206-L01-B_Evening,2026-02-06,P01,L01,B_Evening,19830,17400,362,121,413.16,38.14,42.59,1685.39,0.7796,SUPV-011,MES_SHIFT
SHIFT-20260206-L01-C_Night,2026-02-06,P01,L01,C_Night,17200,14950,421,196,414.85,38.23,41.2,2124.38,0.7754,SUPV-002,MES_SHIFT
SHIFT-20260206-L02-A_Day,2026-02-06,P01,L02,A_Day,22179,19231,774,172,454.28,0,38.48,2920.74,0.8471,SUPV-011,MES_SHIFT
SHIFT-20260206-L02-B_Evening,2026-02-06,P01,L02,B_Evening,23700,20436,175,73,385.4,79.6,46.89,2529.94,0.7147,SUPV-011,MES_SHIFT
SHIFT-20260206-L02-C_Night,2026-02-06,P01,L02,C_Night,29762,27659,811,368,400.62,51.06,40.1,4504.32,0.8007,SUPV-016,MES_SHIFT
SHIFT-20260206-L03-A_Day,2026-02-06,P02,L03,A_Day,15120,13670,282,135,413.8,33.49,44.93,1086.3,0.8046,SUPV-005,MES_SHIFT
SHIFT-20260206-L03-B_Evening,2026-02-06,P02,L03,B_Evening,17040,16608,321,87,407.49,56.02,39.78,1205.88,0.8541,SUPV-001,MES_SHIFT
SHIFT-20260206-L03-C_Night,2026-02-06,P02,L03,C_Night,13145,12482,450,131,434.58,24.15,38.48,1093.09,0.8874,SUPV-008,MES_SHIFT
SHIFT-20260206-L04-A_Day,2026-02-06,P02,L04,A_Day,8542,7717,435,174,401.54,42.09,43.9,912.59,0.7801,SUPV-006,MES_SHIFT
SHIFT-20260206-L04-B_Evening,2026-02-06,P02,L04,B_Evening,10044,8521,344,123,420.13,35.14,39.41,1284.04,0.7665,SUPV-011,MES_SHIFT
SHIFT-20260206-L04-C_Night,2026-02-06,P02,L04,C_Night,10351,9227,350,138,394.73,61.12,46.45,1268.52,0.7567,SUPV-008,MES_SHIFT
SHIFT-20260206-L05-A_Day,2026-02-06,P03,L05,A_Day,10887,9979,299,93,420.6,32.84,44.33,1589.39,0.8291,SUPV-006,MES_SHIFT
SHIFT-20260206-L05-B_Evening,2026-02-06,P03,L05,B_Evening,13389,13198,324,159,414.41,29.81,38.99,2185.44,0.8785,SUPV-017,MES_SHIFT
SHIFT-20260206-L05-C_Night,2026-02-06,P03,L05,C_Night,15754,14127,341,186,401.77,45.83,41.84,2585.32,0.7748,SUPV-017,MES_SHIFT
SHIFT-20260206-L06-A_Day,2026-02-06,P03,L06,A_Day,20266,17523,733,349,444.83,20.17,40.29,1608.8,0.8271,SUPV-001,MES_SHIFT
SHIFT-20260206-L06-B_Evening,2026-02-06,P03,L06,B_Evening,20255,20043,243,119,433.04,29.87,46.21,2171.45,0.9215,SUPV-011,MES_SHIFT
SHIFT-20260206-L06-C_Night,2026-02-06,P03,L06,C_Night,23087,22562,1258,486,411.02,51.87,39.87,4230.2,0.8638,SUPV-016,MES_SHIFT
SHIFT-20260207-L01-B_Evening,2026-02-07,P01,L01,B_Evening,10983,9694,424,190,415.53,32.77,46.8,1173.21,0.7887,SUPV-005,MES_SHIFT
SHIFT-20260207-L02-B_Evening,2026-02-07,P01,L02,B_Evening,21549,19179,648,276,432.11,20.98,41.83,1805.65,0.8271,SUPV-012,MES_SHIFT
SHIFT-20260207-L03-A_Day,2026-02-07,P02,L03,A_Day,9486,8171,152,83,389.51,60.18,42.21,959.12,0.7215,SUPV-005,MES_SHIFT
SHIFT-20260207-L03-B_Evening,2026-02-07,P02,L03,B_Evening,13578,11725,342,158,396.65,51.46,41.02,1489.02,0.7366,SUPV-003,MES_SHIFT
SHIFT-20260207-L04-A_Day,2026-02-07,P02,L04,A_Day,6728,6563,267,63,416.57,30.53,39.38,689.29,0.8739,SUPV-010,MES_SHIFT
SHIFT-20260207-L04-B_Evening,2026-02-07,P02,L04,B_Evening,7473,6168,180,38,369.49,81.82,40.51,534.46,0.6558,SUPV-011,MES_SHIFT
SHIFT-20260207-L04-C_Night,2026-02-07,P02,L04,C_Night,7346,6481,264,74,380.39,66.63,40.24,791.58,0.7217,SUPV-006,MES_SHIFT
SHIFT-20260207-L05-A_Day,2026-02-07,P03,L05,A_Day,8137,7830,202,93,430.26,22.55,38.52,1071.1,0.8904,SUPV-001,MES_SHIFT
SHIFT-20260207-L05-B_Evening,2026-02-07,P03,L05,B_Evening,9476,8738,522,135,437.2,27.8,40.9,1277.58,0.867,SUPV-002,MES_SHIFT
SHIFT-20260207-L05-C_Night,2026-02-07,P03,L05,C_Night,7729,7685,269,90,439.18,10.53,47.16,771.73,0.9391,SUPV-004,MES_SHIFT
SHIFT-20260207-L06-C_Night,2026-02-07,P03,L06,C_Night,17728,16473,312,139,396.53,68.47,41.64,1817.4,0.7924,SUPV-002,MES_SHIFT
SHIFT-20260208-L01-C_Night,2026-02-08,P01,L01,C_Night,13077,12095,720,371,401.49,62.16,47.79,1871.66,0.7986,SUPV-012,MES_SHIFT
SHIFT-20260208-L03-A_Day,2026-02-08,P02,L03,A_Day,10497,9451,514,207,418.47,39.85,44.11,1674.64,0.8103,SUPV-015,MES_SHIFT
SHIFT-20260208-L03-C_Night,2026-02-08,P02,L03,C_Night,8849,7454,392,191,381.83,68.29,38.99,1031.77,0.6917,SUPV-006,MES_SHIFT
SHIFT-20260208-L04-A_Day,2026-02-08,P02,L04,A_Day,6579,6631,197,70,423.13,14.34,46.41,600.64,0.9171,SUPV-005,MES_SHIFT
