run_id,work_order_id,machine_id,batch_id,run_start_datetime,run_end_datetime,input_quantity,output_quantity,scrap_quantity,rework_quantity,setup_minutes,runtime_minutes,idle_minutes,speed_actual_ppm,speed_standard_ppm,operator_id,material_lot_id,run_status,source_system
RUN-004025,WO-002013,MCH-005,BATCH-002012,2025-12-08 11:53:00,2025-12-08 15:14:52,7843,7701,300,151,29.37,201.87,4.47,1.762,1.498,OP-0068,LOT-SUP-010-20251208-11,completed,MES
RUN-004026,WO-002013,MCH-002,BATCH-002013,2025-12-08 15:23:52,2025-12-08 18:53:44,7381,7102,168,57,25.14,209.87,4.47,1.521,1.498,OP-0044,LOT-SUP-010-20251208-10,completed,MES
RUN-004027,WO-002014,MCH-003,BATCH-002013,2025-12-08 16:12:00,2025-12-08 20:00:49,11110,10739,299,52,16.31,228.83,5.69,1.702,1.634,OP-0011,LOT-SUP-001-20251208-08,completed,MES
RUN-004028,WO-002014,MCH-004,BATCH-002014,2025-12-08 20:01:49,2025-12-08 23:53:39,10563,9651,335,100,20.16,231.83,5.69,1.784,1.634,OP-0055,LOT-SUP-001-20251208-12,completed,MES
RUN-004029,WO-002015,MCH-003,BATCH-002014,2025-12-08 06:56:00,2025-12-08 10:05:30,8659,8645,389,111,33.16,189.5,10.08,1.292,1.498,OP-0024,LOT-SUP-010-20251208-10,cancelled,MES
RUN-004030,WO-002015,MCH-005,BATCH-002015,2025-12-08 10:14:30,2025-12-08 13:26:00,8613,8054,249,129,39.74,191.5,10.08,1.729,1.498,OP-0045,LOT-SUP-010-20251208-06,cancelled,MES
RUN-004031,WO-002016,MCH-008,BATCH-002015,2025-12-08 09:45:00,2025-12-08 13:21:07,12368,11763,452,157,27.99,216.13,5.12,2.787,2.771,OP-0044,LOT-SUP-002-20251208-10,completed,MES
RUN-004032,WO-002016,MCH-012,BATCH-002016,2025-12-08 13:33:07,2025-12-08 17:13:15,11489,10685,157,61,26.54,220.13,5.12,2.296,2.771,OP-0048,LOT-SUP-002-20251208-03,completed,MES
RUN-004033,WO-002017,MCH-012,BATCH-002016,2025-12-08 21:38:00,2025-12-09 01:19:12,15924,15579,215,44,23.44,221.21,10.64,1.853,2.115,OP-0066,LOT-SUP-016-20251208-02,completed,MES
RUN-004034,WO-002017,MCH-010,BATCH-002017,2025-12-09 01:26:12,2025-12-09 05:08:25,14716,13421,138,55,24.48,222.21,10.64,2.01,2.115,OP-0061,LOT-SUP-016-20251208-04,completed,MES
RUN-004035,WO-002018,MCH-012,BATCH-002017,2025-12-09 00:19:00,2025-12-09 04:02:45,12378,12269,672,177,21.99,223.76,4.44,1.782,1.826,OP-0052,LOT-SUP-009-20251208-10,completed,MES
RUN-004036,WO-002018,MCH-008,BATCH-002018,2025-12-09 03:59:45,2025-12-09 07:38:31,11122,10488,430,133,20.18,218.76,4.44,2.034,1.826,OP-0054,LOT-SUP-009-20251208-12,completed,MES
RUN-004037,WO-002019,MCH-017,BATCH-002018,2025-12-08 06:45:00,2025-12-08 10:09:23,7880,7822,119,36,28.4,204.39,2.84,1.429,1.511,OP-0001,LOT-SUP-018-20251208-02,completed,MES
RUN-004038,WO-002019,MCH-016,BATCH-002019,2025-12-08 10:13:23,2025-12-08 13:40:46,7419,6882,257,77,24.0,207.39,2.84,1.736,1.511,OP-0004,LOT-SUP-018-20251208-06,completed,MES
RUN-004039,WO-002020,MCH-013,BATCH-002019,2025-12-08 15:45:00,2025-12-08 19:33:42,8856,8312,250,102,18.6,228.7,6.62,2.063,2.23,OP-0067,LOT-SUP-008-20251208-11,completed,MES
RUN-004040,WO-002020,MCH-018,BATCH-002020,2025-12-08 19:30:42,2025-12-08 23:20:24,7807,7035,180,95,16.79,229.7,6.62,2.121,2.23,OP-0048,LOT-SUP-008-20251208-01,completed,MES
RUN-004041,WO-002021,MCH-016,BATCH-002020,2025-12-08 01:00:00,2025-12-08 04:28:53,5457,5026,150,26,19.59,208.9,9.71,2.488,2.23,OP-0058,LOT-SUP-008-20251208-15,completed,MES
RUN-004042,WO-002021,MCH-014,BATCH-002021,2025-12-08 04:33:53,2025-12-08 07:59:47,5335,5060,109,16,18.96,205.9,9.71,2.212,2.23,OP-0033,LOT-SUP-008-20251208-07,completed,MES
RUN-004043,WO-002022,MCH-021,BATCH-002021,2025-12-08 12:19:00,2025-12-08 15:42:47,5804,5759,176,50,20.68,203.79,8.12,1.365,1.39,OP-0059,LOT-SUP-005-20251208-06,completed,MES
RUN-004044,WO-002022,MCH-024,BATCH-002022,2025-12-08 15:48:47,2025-12-08 19:05:34,4917,4506,140,51,17.84,196.79,8.12,1.187,1.39,OP-0034,LOT-SUP-005-20251208-03,completed,MES
RUN-004045,WO-002023,MCH-023,BATCH-002022,2025-12-08 18:57:00,2025-12-08 22:38:21,4066,3814,59,16,20.2,221.36,5.71,2.516,2.2,OP-0008,LOT-SUP-009-20251208-16,completed,MES
RUN-004046,WO-002023,MCH-024,BATCH-002023,2025-12-08 22:48:21,2025-12-09 02:35:43,4091,3947,13,2,19.59,227.36,5.71,2.456,2.2,OP-0033,LOT-SUP-009-20251208-09,completed,MES
RUN-004047,WO-002024,MCH-021,BATCH-002023,2025-12-08 00:45:00,2025-12-08 04:33:03,6723,6061,241,108,22.07,228.06,0.0,2.4,2.2,OP-0042,LOT-SUP-009-20251208-15,completed,MES
RUN-004048,WO-002024,MCH-024,BATCH-002024,2025-12-08 04:43:03,2025-12-08 08:28:06,7115,6884,129,32,26.59,225.06,0.0,2.57,2.2,OP-0040,LOT-SUP-009-20251208-14,completed,MES
RUN-004049,WO-002025,MCH-025,BATCH-002024,2025-12-08 12:26:00,2025-12-08 15:58:15,5599,5080,75,15,20.59,212.26,6.7,1.921,2.129,OP-0016,LOT-SUP-013-20251208-01,completed,MES
RUN-004050,WO-002025,MCH-029,BATCH-002025,2025-12-08 16:14:15,2025-12-08 20:05:31,5354,4821,119,52,14.68,231.26,6.7,2.091,2.129,OP-0037,LOT-SUP-013-20251208-09,completed,MES
RUN-004051,WO-002026,MCH-029,BATCH-002025,2025-12-08 20:31:00,2025-12-09 00:33:04,6911,6841,161,63,22.4,242.08,15.42,2.289,2.129,OP-0043,LOT-SUP-013-20251208-13,completed,MES
RUN-004052,WO-002026,MCH-027,BATCH-002026,2025-12-09 00:33:04,2025-12-09 04:39:09,6965,6541,48,17,24.89,246.08,15.42,1.766,2.129,OP-0070,LOT-SUP-013-20251208-05,completed,MES
RUN-004053,WO-002027,MCH-027,BATCH-002026,2025-12-08 03:45:00,2025-12-08 06:57:21,7125,6763,211,53,30.39,192.36,4.57,1.775,2.129,OP-0034,LOT-SUP-013-20251208-02,completed,MES
RUN-004054,WO-002027,MCH-026,BATCH-002027,2025-12-08 07:07:21,2025-12-08 10:23:43,6264,6111,98,18,24.04,196.36,4.57,2.387,2.129,OP-0055,LOT-SUP-013-20251208-06,completed,MES
RUN-004055,WO-002028,MCH-033,BATCH-002027,2025-12-08 09:32:00,2025-12-08 13:12:32,11720,11166,266,143,28.08,220.54,0.0,1.44,1.5,OP-0045,LOT-SUP-007-20251208-05,completed,MES
RUN-004056,WO-002028,MCH-031,BATCH-002028,2025-12-08 13:27:32,2025-12-08 17:22:04,10887,10424,231,39,27.11,234.54,0.0,1.516,1.5,OP-0043,LOT-SUP-007-20251208-14,completed,MES
RUN-004057,WO-002029,MCH-036,BATCH-002028,2025-12-08 18:45:00,2025-12-08 22:20:50,14186,13469,297,77,16.7,215.84,11.57,1.61,1.5,OP-0019,LOT-SUP-007-20251208-10,completed,MES
RUN-004058,WO-002029,MCH-033,BATCH-002029,2025-12-08 22:21:50,2025-12-09 01:58:40,14536,14430,432,173,21.31,216.84,11.57,1.596,1.5,,LOT-SUP-007-20251208-17,completed,MES
RUN-004059,WO-002030,MCH-036,BATCH-002029,2025-12-08 22:45:00,2025-12-09 02:25:50,11691,11403,415,183,21.58,220.85,3.94,1.738,1.5,OP-0046,LOT-SUP-007-20251208-05,completed,MES
RUN-004060,WO-002030,MCH-032,BATCH-002030,2025-12-09 02:33:50,2025-12-09 06:18:41,12741,11769,377,71,18.98,224.85,3.94,1.435,1.5,OP-0022,LOT-SUP-007-20251208-14,completed,MES
RUN-004061,WO-002031,MCH-001,BATCH-002030,2025-12-09 13:06:00,2025-12-09 16:19:08,8945,8481,179,71,31.37,193.14,1.41,1.368,1.498,OP-0072,LOT-SUP-010-20251209-12,completed,MES
RUN-004062,WO-002031,MCH-003,BATCH-002031,2025-12-09 16:27:08,2025-12-09 19:36:17,7438,7295,250,85,29.46,189.14,1.41,1.416,1.498,OP-0072,LOT-SUP-010-20251209-05,completed,MES
RUN-004063,WO-002032,MCH-004,BATCH-002031,2025-12-09 20:03:00,2025-12-09 23:43:06,7866,7258,109,40,18.11,220.11,6.27,1.578,1.477,OP-0054,LOT-SUP-015-20251209-17,completed,MES
RUN-004064,WO-002032,MCH-002,BATCH-002032,2025-12-09 23:39:06,2025-12-10 03:04:12,6635,6111,142,50,15.65,205.11,6.27,1.372,1.477,OP-0002,LOT-SUP-015-20251209-10,completed,MES
RUN-004065,WO-002033,MCH-005,BATCH-002032,2025-12-09 01:00:00,2025-12-09 04:46:10,8017,7629,335,83,21.88,226.17,4.98,1.08,1.258,OP-0039,LOT-SUP-006-20251209-18,completed,MES
RUN-004066,WO-002033,MCH-003,BATCH-002033,2025-12-09 04:51:10,2025-12-09 08:45:20,8413,8129,490,153,26.34,234.17,4.98,1.228,1.258,OP-0013,LOT-SUP-006-20251209-15,completed,MES
RUN-004067,WO-002034,MCH-012,BATCH-002033,2025-12-09 07:31:00,2025-12-09 11:11:52,10056,9604,273,73,25.04,220.88,4.66,1.103,1.213,OP-0066,LOT-SUP-015-20251209-02,completed,MES
RUN-004068,WO-002034,MCH-008,BATCH-002034,2025-12-09 11:25:52,2025-12-09 15:20:45,10059,10057,255,108,21.67,234.88,4.66,0.997,1.213,OP-0015,LOT-SUP-015-20251209-09,completed,MES
RUN-004069,WO-002035,MCH-009,BATCH-002034,2025-12-09 20:45:00,2025-12-10 00:06:51,12069,11582,505,185,29.53,201.85,5.36,1.719,1.895,OP-0046,LOT-SUP-003-20251209-07,completed,MES
RUN-004070,WO-002035,MCH-010,BATCH-002035,2025-12-10 00:12:51,2025-12-10 03:31:42,10614,9918,400,82,28.25,198.85,5.36,1.583,1.895,,LOT-SUP-003-20251209-05,completed,MES
RUN-004071,WO-002036,MCH-009,BATCH-002035,2025-12-09 01:11:00,2025-12-09 04:46:43,12683,12161,559,103,22.64,215.72,0.89,1.959,1.895,OP-0035,LOT-SUP-003-20251209-06,completed,MES
RUN-004072,WO-002036,MCH-010,BATCH-002036,2025-12-09 04:46:43,2025-12-09 08:12:26,12307,12227,528,127,23.43,205.72,0.89,2.133,1.895,OP-0008,LOT-SUP-003-20251209-17,completed,MES
RUN-004073,WO-002037,MCH-018,BATCH-002036,2025-12-09 13:45:00,2025-12-09 17:02:38,8477,8332,302,74,24.69,197.65,4.76,1.299,1.187,OP-0055,LOT-SUP-005-20251209-04,completed,MES
RUN-004074,WO-002037,MCH-014,BATCH-002037,2025-12-09 17:12:38,2025-12-09 20:41:17,8492,7993,255,120,24.26,208.65,4.76,1.322,1.187,OP-0033,LOT-SUP-005-20251209-09,completed,MES
RUN-004075,WO-002038,MCH-014,BATCH-002037,2025-12-09 20:03:00,2025-12-09 23:58:00,7753,7097,242,42,25.14,235.01,5.22,1.037,1.187,OP-0060,LOT-SUP-005-20251209-02,completed,MES
RUN-004076,WO-002038,MCH-017,BATCH-002038,2025-12-09 23:56:00,2025-12-10 03:42:00,6536,6450,243,121,31.17,226.01,5.22,1.305,1.187,OP-0034,LOT-SUP-005-20251209-10,completed,MES
RUN-004077,WO-002039,MCH-014,BATCH-002038,2025-12-09 05:20:00,2025-12-09 08:38:40,7855,7680,265,125,22.29,198.67,7.68,1.315,1.572,OP-0013,LOT-SUP-002-20251209-13,completed,MES
RUN-004078,WO-002039,MCH-015,BATCH-002039,2025-12-09 08:53:40,2025-12-09 12:26:20,7336,7284,314,164,18.28,212.67,7.68,1.38,1.572,OP-0041,LOT-SUP-002-20251209-17,completed,MES
RUN-004079,WO-002040,MCH-021,BATCH-002039,2025-12-09 08:45:00,2025-12-09 12:25:29,4304,4076,153,45,30.69,220.49,4.27,1.653,1.395,OP-0030,LOT-SUP-009-20251209-02,completed,MES
RUN-004080,WO-002040,MCH-022,BATCH-002040,2025-12-09 12:35:29,2025-12-09 16:25:59,4464,4258,151,70,35.58,230.49,4.27,1.367,1.395,OP-0052,LOT-SUP-009-20251209-10,completed,MES
RUN-004081,WO-002041,MCH-023,BATCH-002040,2025-12-09 21:22:00,2025-12-10 01:22:04,3817,3545,101,53,23.8,240.08,0.0,2.539,2.154,OP-0012,LOT-SUP-014-20251209-09,completed,MES
RUN-004082,WO-002041,MCH-022,BATCH-002041,2025-12-10 01:25:04,2025-12-10 05:27:09,4107,4105,141,30,20.18,242.08,0.0,2.009,2.154,OP-0010,LOT-SUP-014-20251209-06,completed,MES
RUN-004083,WO-002042,MCH-021,BATCH-002041,2025-12-09 01:58:00,2025-12-09 05:51:21,4998,4515,208,113,21.17,233.36,6.12,1.598,1.395,OP-0048,LOT-SUP-009-20251209-05,completed,MES
RUN-004084,WO-002042,MCH-022,BATCH-002042,2025-12-09 05:57:21,2025-12-09 09:51:43,5343,5283,298,121,23.2,234.36,6.12,1.486,1.395,OP-0045,LOT-SUP-009-20251209-18,completed,MES
RUN-004085,WO-002043,MCH-027,BATCH-002042,2025-12-09 12:13:00,2025-12-09 16:06:34,6635,6456,292,75,25.86,233.58,3.71,0.993,1.038,OP-0002,LOT-SUP-003-20251209-16,completed,MES
RUN-004086,WO-002043,MCH-029,BATCH-002043,2025-12-09 16:04:34,2025-12-09 19:53:09,6195,5950,273,74,25.88,228.58,3.71,1.189,1.038,OP-0051,LOT-SUP-003-20251209-15,completed,MES
RUN-004087,WO-002044,MCH-026,BATCH-002043,2025-12-09 17:45:00,2025-12-09 21:00:34,7936,7792,398,151,30.13,195.58,0.0,1.102,1.038,OP-0029,LOT-SUP-003-20251209-07,cancelled,MES
RUN-004088,WO-002044,MCH-029,BATCH-002044,2025-12-09 21:16:34,2025-12-10 00:50:09,7712,7632,348,149,25.33,213.58,0.0,0.912,1.038,OP-0054,LOT-SUP-003-20251209-14,cancelled,MES
RUN-004089,WO-002045,MCH-027,BATCH-002044,2025-12-09 00:45:00,2025-12-09 04:23:22,8464,7904,364,116,26.24,218.37,9.93,1.048,1.038,OP-0065,LOT-SUP-003-20251209-07,completed,MES
RUN-004090,WO-002045,MCH-026,BATCH-002045,2025-12-09 04:19:22,2025-12-09 07:45:44,8371,7934,381,102,27.43,206.37,9.93,0.943,1.038,OP-0038,LOT-SUP-003-20251209-01,completed,MES
RUN-004091,WO-002046,MCH-035,BATCH-002045,2025-12-09 11:45:00,2025-12-09 15:20:29,8940,8454,236,94,16.53,215.49,10.9,1.498,1.778,OP-0014,LOT-SUP-016-20251209-16,completed,MES
RUN-004092,WO-002046,MCH-033,BATCH-002046,2025-12-09 15:26:29,2025-12-09 19:04:58,8060,7393,243,110,14.56,218.49,10.9,1.501,1.778,OP-0061,LOT-SUP-016-20251209-04,completed,MES
RUN-004093,WO-002047,MCH-032,BATCH-002046,2025-12-09 19:27:00,2025-12-09 23:22:15,11990,11220,197,49,9.46,235.25,0.0,1.278,1.477,OP-0009,LOT-SUP-015-20251209-08,completed,MES
RUN-004094,WO-002047,MCH-033,BATCH-002047,2025-12-09 23:28:15,2025-12-10 03:28:30,11597,10950,327,155,16.49,240.25,0.0,1.372,1.477,OP-0033,LOT-SUP-015-20251209-09,completed,MES
RUN-004095,WO-002048,MCH-036,BATCH-002047,2025-12-09 06:38:00,2025-12-09 10:37:59,14453,13221,221,96,20.37,239.99,12.68,1.928,2.095,OP-0072,LOT-SUP-009-20251209-12,completed,MES
RUN-004096,WO-002048,MCH-035,BATCH-002048,2025-12-09 10:35:59,2025-12-09 14:29:58,13629,12659,230,122,23.99,233.99,12.68,2.548,2.095,OP-0023,LOT-SUP-009-20251209-07,completed,MES
RUN-004097,WO-002049,MCH-005,BATCH-002048,2025-12-10 15:03:00,2025-12-10 18:21:01,11895,11541,268,96,25.83,198.03,0.2,1.438,1.458,OP-0008,LOT-SUP-005-20251210-07,completed,MES
RUN-004098,WO-002049,MCH-002,BATCH-002049,2025-12-10 18:33:01,2025-12-10 21:57:03,11278,11080,458,94,21.78,204.03,0.2,1.692,1.458,OP-0059,LOT-SUP-005-20251210-08,completed,MES
RUN-004099,WO-002050,MCH-001,BATCH-002049,2025-12-10 22:11:00,2025-12-11 01:52:30,9204,8555,211,80,29.39,221.51,8.31,1.583,1.458,OP-0011,LOT-SUP-005-20251210-07,completed,MES
RUN-004100,WO-002050,MCH-003,BATCH-002050,2025-12-11 01:49:30,2025-12-11 05:29:01,10093,9767,205,73,33.91,219.51,8.31,1.561,1.458,OP-0033,LOT-SUP-005-20251210-12,completed,MES
RUN-004101,WO-002051,MCH-005,BATCH-002050,2025-12-10 06:08:00,2025-12-10 09:22:50,10277,10087,145,27,28.0,194.84,7.4,2.353,2.095,OP-0068,LOT-SUP-009-20251210-01,completed,MES
RUN-004102,WO-002051,MCH-002,BATCH-002051,2025-12-10 09:32:50,2025-12-10 12:59:41,9962,9620,135,25,30.4,206.84,7.4,1.837,2.095,OP-0072,LOT-SUP-009-20251210-03,completed,MES
RUN-004103,WO-002052,MCH-007,BATCH-002051,2025-12-10 06:45:00,2025-12-10 10:10:26,14240,13715,379,88,33.78,205.45,1.09,1.286,1.47,,LOT-SUP-014-20251210-14,completed,MES
RUN-004104,WO-002052,MCH-012,BATCH-002052,2025-12-10 10:10:26,2025-12-10 13:25:53,14389,13222,249,129,35.03,195.45,1.09,1.62,1.47,OP-0070,LOT-SUP-014-20251210-17,completed,MES
RUN-004105,WO-002053,MCH-011,BATCH-002052,2025-12-10 20:44:00,2025-12-11 00:33:57,11287,10186,385,132,22.98,229.95,0.0,1.884,1.826,OP-0038,LOT-SUP-009-20251210-01,completed,MES
RUN-004106,WO-002053,MCH-009,BATCH-002053,2025-12-11 00:29:57,2025-12-11 04:09:54,10630,9838,415,141,24.35,219.95,0.0,1.998,1.826,OP-0013,LOT-SUP-009-20251210-03,completed,MES
RUN-004107,WO-002054,MCH-007,BATCH-002053,2025-12-10 06:12:00,2025-12-10 10:00:44,11834,11131,353,133,27.38,228.74,3.96,1.639,1.47,OP-0064,LOT-SUP-014-20251210-16,completed,MES
RUN-004108,WO-002054,MCH-010,BATCH-002054,2025-12-10 09:59:44,2025-12-10 13:46:29,12583,11594,572,249,33.69,226.74,3.96,1.435,1.47,OP-0039,LOT-SUP-014-20251210-02,completed,MES
RUN-004109,WO-002055,MCH-014,BATCH-002054,2025-12-10 13:45:00,2025-12-10 17:19:00,8985,8518,230,61,27.24,214.01,0.0,1.821,1.786,OP-0066,LOT-SUP-007-20251210-17,completed,MES
RUN-004110,WO-002055,MCH-016,BATCH-002055,2025-12-10 17:19:00,2025-12-10 20:56:01,8979,8805,243,71,27.29,217.01,0.0,1.885,1.786,OP-0041,LOT-SUP-007-20251210-03,completed,MES
RUN-004111,WO-002056,MCH-015,BATCH-002055,2025-12-10 20:45:00,2025-12-11 00:37:33,8332,7611,204,33,12.79,232.56,0.0,1.452,1.293,OP-0065,LOT-SUP-005-20251210-02,completed,MES
RUN-004112,WO-002056,MCH-016,BATCH-002056,2025-12-11 00:49:33,2025-12-11 04:39:06,8760,8758,294,129,14.32,229.56,0.0,1.142,1.293,OP-0039,LOT-SUP-005-20251210-08,completed,MES
RUN-004113,WO-002057,MCH-013,BATCH-002056,2025-12-10 02:38:00,2025-12-10 06:29:30,10162,9713,410,86,20.26,231.5,0.13,1.553,1.542,OP-0026,LOT-SUP-008-20251210-02,completed,MES
RUN-004114,WO-002057,MCH-018,BATCH-002057,2025-12-10 06:25:30,2025-12-10 10:08:00,8796,8322,301,123,20.14,222.5,0.13,1.311,1.542,OP-0028,LOT-SUP-008-20251210-09,completed,MES
RUN-004115,WO-002058,MCH-023,BATCH-002057,2025-12-10 08:34:00,2025-12-10 12:19:50,4712,4405,108,45,19.5,225.84,8.25,1.911,1.751,OP-0065,LOT-SUP-008-20251210-11,completed,MES
RUN-004116,WO-002058,MCH-019,BATCH-002058,2025-12-10 12:34:50,2025-12-10 16:37:41,4992,4560,82,40,20.78,242.84,8.25,1.968,1.751,OP-0066,LOT-SUP-008-20251210-15,completed,MES
RUN-004117,WO-002059,MCH-024,BATCH-002058,2025-12-10 21:45:00,2025-12-11 01:08:53,4609,4466,270,123,34.75,203.9,2.43,1.679,1.634,OP-0018,LOT-SUP-001-20251210-10,completed,MES
RUN-004118,WO-002059,MCH-020,BATCH-002059,2025-12-11 01:08:53,2025-12-11 04:22:47,4401,4014,247,108,32.3,193.9,2.43,1.581,1.634,OP-0065,LOT-SUP-001-20251210-05,completed,MES
RUN-004119,WO-002060,MCH-022,BATCH-002059,2025-12-10 04:45:00,2025-12-10 08:15:52,5041,4806,107,24,25.06,210.88,0.0,1.636,1.751,OP-0004,LOT-SUP-008-20251210-04,completed,MES
RUN-004120,WO-002060,MCH-024,BATCH-002060,2025-12-10 08:20:52,2025-12-10 11:40:45,4842,4383,107,48,27.19,199.88,0.0,2.052,1.751,OP-0029,LOT-SUP-008-20251210-08,completed,MES
RUN-004121,WO-002061,MCH-027,BATCH-002060,2025-12-10 12:45:00,2025-12-10 16:06:26,8185,7729,208,33,29.78,201.45,1.94,1.634,1.778,OP-0054,LOT-SUP-016-20251210-02,completed,MES
RUN-004122,WO-002061,MCH-030,BATCH-002061,2025-12-10 16:13:26,2025-12-10 19:33:53,7700,7156,273,49,26.72,200.45,1.94,1.747,1.778,OP-0028,LOT-SUP-016-20251210-07,completed,MES
RUN-004123,WO-002062,MCH-026,BATCH-002061,2025-12-10 15:45:00,2025-12-10 19:16:39,7966,7709,151,46,25.28,211.65,0.37,1.936,1.778,OP-0040,LOT-SUP-016-20251210-16,completed,MES
RUN-004124,WO-002062,MCH-027,BATCH-002062,2025-12-10 19:23:39,2025-12-10 23:04:18,7729,7061,169,91,25.24,220.65,0.37,1.558,1.778,OP-0039,LOT-SUP-016-20251210-06,completed,MES
RUN-004125,WO-002063,MCH-030,BATCH-002062,2025-12-09 23:48:00,2025-12-10 03:12:33,7016,6757,224,104,37.28,204.55,10.96,1.552,1.778,OP-0062,LOT-SUP-016-20251210-13,completed,MES
RUN-004126,WO-002063,MCH-026,BATCH-002063,2025-12-10 03:21:33,2025-12-10 06:39:06,6432,6377,220,60,34.99,197.55,10.96,2.02,1.778,OP-0039,LOT-SUP-016-20251210-07,completed,MES
RUN-004127,WO-002064,MCH-036,BATCH-002063,2025-12-10 14:20:00,2025-12-10 17:38:19,16360,15648,746,299,32.92,198.33,7.78,1.288,1.256,OP-0032,LOT-SUP-004-20251210-11,completed,MES
RUN-004128,WO-002064,MCH-033,BATCH-002064,2025-12-10 17:51:19,2025-12-10 21:15:39,16219,15876,715,124,32.8,204.33,7.78,1.27,1.256,OP-0011,LOT-SUP-004-20251210-12,completed,MES
RUN-004129,WO-002065,MCH-032,BATCH-002064,2025-12-10 17:13:00,2025-12-10 20:52:45,17519,15956,832,367,19.75,219.75,12.29,1.431,1.256,OP-0016,LOT-SUP-004-20251210-15,completed,MES
RUN-004130,WO-002065,MCH-036,BATCH-002065,2025-12-10 21:02:45,2025-12-11 00:37:30,15792,14652,697,256,20.4,214.75,12.29,1.164,1.256,OP-0040,LOT-SUP-004-20251210-15,completed,MES
RUN-004131,WO-002066,MCH-033,BATCH-002065,2025-12-10 05:37:00,2025-12-10 09:06:31,11920,11151,673,303,37.27,209.52,10.41,1.234,1.256,OP-0018,LOT-SUP-004-20251210-18,completed,MES
RUN-004132,WO-002066,MCH-031,BATCH-002066,2025-12-10 09:16:31,2025-12-10 12:43:02,10918,9962,541,104,31.07,206.52,10.41,1.205,1.256,OP-0065,LOT-SUP-004-20251210-18,completed,MES
RUN-004133,WO-002067,MCH-002,BATCH-002066,2025-12-11 06:45:00,2025-12-11 10:23:08,7831,7384,234,114,22.35,218.13,5.55,1.433,1.412,OP-0055,LOT-SUP-004-20251211-18,completed,MES
RUN-004134,WO-002067,MCH-005,BATCH-002067,2025-12-11 10:30:08,2025-12-11 14:03:16,7883,7164,227,87,25.56,213.13,5.55,1.453,1.412,OP-0058,LOT-SUP-004-20251211-16,completed,MES
RUN-004135,WO-002068,MCH-003,BATCH-002067,2025-12-11 23:39:00,2025-12-12 03:05:11,10082,9812,397,167,21.43,206.18,4.1,1.555,1.412,OP-0045,LOT-SUP-004-20251211-01,completed,MES
RUN-004136,WO-002068,MCH-004,BATCH-002068,2025-12-12 03:04:11,2025-12-12 06:27:22,9952,9756,348,63,24.37,203.18,4.1,1.361,1.412,OP-0019,LOT-SUP-004-20251211-02,completed,MES
RUN-004137,WO-002069,MCH-001,BATCH-002068,2025-12-11 05:45:00,2025-12-11 09:34:11,6797,6759,265,110,25.23,229.18,10.83,1.448,1.412,OP-0054,LOT-SUP-004-20251211-01,completed,MES
RUN-004138,WO-002069,MCH-006,BATCH-002069,2025-12-11 09:41:11,2025-12-11 13:39:22,6389,6069,285,118,24.18,238.18,10.83,1.638,1.412,OP-0026,LOT-SUP-004-20251211-11,completed,MES
RUN-004139,WO-002070,MCH-011,BATCH-002069,2025-12-11 11:42:00,2025-12-11 15:15:24,12775,11973,374,109,40.68,213.41,0.0,2.711,2.693,OP-0014,LOT-SUP-017-20251211-01,completed,MES
RUN-004140,WO-002070,MCH-008,BATCH-002070,2025-12-11 15:29:24,2025-12-11 19:17:49,12015,11890,166,62,34.97,228.41,0.0,2.326,2.693,,LOT-SUP-017-20251211-17,completed,MES
RUN-004141,WO-002071,MCH-011,BATCH-002070,2025-12-11 21:22:00,2025-12-12 01:16:05,10707,9726,249,65,10.36,234.09,5.6,2.976,2.693,OP-0071,LOT-SUP-017-20251211-13,completed,MES
RUN-004142,WO-002071,MCH-012,BATCH-002071,2025-12-12 01:17:05,2025-12-12 05:02:10,10039,10027,207,90,15.46,225.09,5.6,2.761,2.693,OP-0047,LOT-SUP-017-20251211-16,completed,MES
RUN-004143,WO-002072,MCH-012,BATCH-002071,2025-12-11 01:26:00,2025-12-11 04:39:27,11716,11565,344,149,26.46,193.46,0.0,2.917,2.693,OP-0027,LOT-SUP-017-20251211-03,completed,MES
RUN-004144,WO-002072,MCH-011,BATCH-002072,2025-12-11 04:55:27,2025-12-11 08:22:55,12747,12648,371,89,25.44,207.46,0.0,3.128,2.693,OP-0001,LOT-SUP-017-20251211-10,completed,MES
RUN-004145,WO-002073,MCH-015,BATCH-002072,2025-12-11 14:18:00,2025-12-11 17:43:00,6586,6234,198,54,27.48,205.01,4.12,1.774,1.778,OP-0027,LOT-SUP-016-20251211-18,completed,MES
RUN-004146,WO-002073,MCH-018,BATCH-002073,2025-12-11 17:47:00,2025-12-11 21:02:01,6160,6087,191,62,22.24,195.01,4.12,1.829,1.778,OP-0053,LOT-SUP-016-20251211-15,completed,MES
RUN-004147,WO-002074,MCH-017,BATCH-002073,2025-12-11 19:37:00,2025-12-11 23:19:50,9465,8851,322,60,29.62,222.84,3.99,1.368,1.584,OP-0070,LOT-SUP-015-20251211-05,completed,MES
RUN-004148,WO-002074,MCH-014,BATCH-002074,2025-12-11 23:29:50,2025-12-12 03:15:40,9304,8510,221,97,28.09,225.84,3.99,1.828,1.584,OP-0072,LOT-SUP-015-20251211-07,completed,MES
RUN-004149,WO-002075,MCH-014,BATCH-002074,2025-12-11 01:51:00,2025-12-11 05:08:55,8383,8278,397,86,30.74,197.93,12.75,1.9,1.778,OP-0066,LOT-SUP-016-20251211-09,completed,MES
