machine_id,plant_id,line_id,feature_date,avg_temperature_24h,avg_vibration_24h,max_vibration_24h,alarm_count_24h,downtime_count_7d,runtime_hours_since_maintenance,machine_age_years,maintenance_overdue_flag,failure_within_24h,failure_within_7d
MCH-020,P02,L04,2025-11-19,51.789,2.124,3.051,0,5,1044.08,3.5,0,0,0
MCH-020,P02,L04,2025-11-20,48.696,2.028,3.265,0,7,1087.02,3.5,0,0,0
MCH-020,P02,L04,2025-11-21,52.37,2.313,3.361,0,8,1070.94,3.5,0,0,0
MCH-020,P02,L04,2025-11-22,46.853,1.844,2.995,0,8,1105.1,3.5,0,0,0
MCH-020,P02,L04,2025-11-23,48.615,1.858,2.849,0,8,1060.03,3.5,0,0,0
MCH-020,P02,L04,2025-11-24,50.077,1.921,2.988,0,9,1107.21,3.5,0,0,0
MCH-020,P02,L04,2025-11-25,52.053,2.045,3.054,0,9,1011.41,3.5,0,0,0
MCH-020,P02,L04,2025-11-26,53.365,2.11,2.927,0,7,1176.95,3.5,0,0,0
MCH-020,P02,L04,2025-11-27,48.669,1.9,3.067,0,5,1110.05,3.5,0,0,0
MCH-020,P02,L04,2025-11-28,51.98,2.217,3.541,0,3,1113.75,3.5,0,0,0
MCH-020,P02,L04,2025-11-29,45.402,1.908,3.28,0,5,1088.1,3.5,0,0,0
MCH-020,P02,L04,2025-11-30,46.145,1.895,2.879,0,6,1098.73,3.5,0,0,0
MCH-020,P02,L04,2025-12-01,51.784,1.999,3.214,0,5,1295.81,3.5,0,0,0
MCH-020,P02,L04,2025-12-02,50.352,2.166,3.761,0,4,1181.06,3.5,0,0,0
MCH-020,P02,L04,2025-12-03,48.839,2.158,3.044,0,5,1184.6,3.5,0,0,0
MCH-020,P02,L04,2025-12-04,50.603,2.058,2.828,0,6,1193.02,3.5,0,0,0
MCH-020,P02,L04,2025-12-05,48.934,2.036,2.802,0,6,1399.7,3.5,0,0,0
MCH-020,P02,L04,2025-12-06,45.642,1.78,2.696,0,5,1101.98,3.5,0,0,0
MCH-020,P02,L04,2025-12-07,47.908,2.038,3.249,0,4,1183.38,3.5,0,0,0
MCH-020,P02,L04,2025-12-08,51.316,2.125,2.764,0,4,1174.54,3.5,0,0,0
MCH-020,P02,L04,2025-12-09,49.83,2.112,3.114,0,4,1247.53,3.5,0,0,0
MCH-020,P02,L04,2025-12-10,50.243,2.294,8.394,1,3,1193.9,3.5,0,0,0
MCH-020,P02,L04,2025-12-11,51.981,2.083,3.283,0,3,1380.04,3.5,0,0,0
MCH-020,P02,L04,2025-12-12,49.209,2.114,3.013,0,4,1493.97,3.5,0,0,0
MCH-020,P02,L04,2025-12-13,48.864,1.961,3.313,0,3,1341.82,3.5,0,0,0
MCH-020,P02,L04,2025-12-14,47.58,1.963,2.913,0,3,0.0,3.5,0,0,0
MCH-020,P02,L04,2025-12-15,48.885,1.975,2.998,0,3,13.79,3.5,0,0,0
MCH-020,P02,L04,2025-12-16,50.636,1.967,2.746,0,3,29.81,3.5,0,0,0
MCH-020,P02,L04,2025-12-17,52.791,2.105,2.786,0,4,41.86,3.5,0,0,0
MCH-020,P02,L04,2025-12-18,52.048,2.008,3.196,0,4,69.05,3.5,0,0,0
MCH-020,P02,L04,2025-12-19,52.252,2.162,3.25,0,2,77.81,3.5,0,0,0
MCH-020,P02,L04,2025-12-20,45.946,1.923,3.204,0,3,88.09,3.5,0,0,0
MCH-020,P02,L04,2025-12-21,47.35,1.94,6.387,1,3,104.17,3.5,0,0,0
MCH-020,P02,L04,2025-12-22,52.746,2.124,3.283,0,3,119.56,3.5,0,0,0
MCH-020,P02,L04,2025-12-23,51.988,2.157,2.802,0,5,123.27,3.5,0,0,0
MCH-020,P02,L04,2025-12-24,50.372,1.955,2.747,0,4,152.61,3.5,0,0,0
MCH-020,P02,L04,2025-12-25,49.408,2.13,2.965,0,4,188.55,3.5,0,0,0
MCH-020,P02,L04,2025-12-26,50.362,2.035,2.892,0,5,166.47,3.5,0,0,0
MCH-020,P02,L04,2025-12-27,50.008,1.971,2.868,0,5,208.87,3.5,0,0,0
MCH-020,P02,L04,2025-12-28,49.364,1.95,3.095,0,5,195.97,3.5,0,0,0
MCH-020,P02,L04,2025-12-29,50.054,2.453,8.367,1,5,228.54,3.5,0,0,0
MCH-020,P02,L04,2025-12-30,50.756,1.871,2.613,0,5,269.98,3.5,0,0,0
MCH-020,P02,L04,2025-12-31,53.351,2.23,2.886,0,6,265.07,3.5,0,0,0
MCH-020,P02,L04,2026-01-01,53.157,2.369,3.25,0,7,309.32,3.5,0,0,0
MCH-020,P02,L04,2026-01-02,50.816,2.059,2.902,0,8,301.29,3.5,0,0,0
MCH-020,P02,L04,2026-01-03,49.021,1.901,2.706,0,8,291.1,3.5,0,0,0
MCH-020,P02,L04,2026-01-04,49.466,2.017,2.78,0,8,309.87,3.5,0,0,0
MCH-020,P02,L04,2026-01-05,50.69,2.08,3.095,0,9,300.86,3.5,0,0,0
MCH-020,P02,L04,2026-01-06,48.461,1.996,3.048,0,7,390.36,3.5,0,0,0
MCH-020,P02,L04,2026-01-07,51.75,2.175,3.246,0,6,369.26,3.5,0,0,0
MCH-020,P02,L04,2026-01-08,47.285,2.138,3.278,0,5,424.19,3.5,0,0,0
MCH-020,P02,L04,2026-01-09,49.802,2.099,3.262,0,4,442.35,3.5,0,0,0
MCH-020,P02,L04,2026-01-10,45.804,2.201,6.809,2,4,378.38,3.5,0,0,0
MCH-020,P02,L04,2026-01-11,46.898,1.82,2.539,0,4,472.3,3.5,0,0,0
MCH-020,P02,L04,2026-01-12,50.714,2.089,3.214,0,5,507.16,3.5,0,0,0
MCH-020,P02,L04,2026-01-13,53.121,2.0,2.947,0,5,443.44,3.5,0,0,0
MCH-020,P02,L04,2026-01-14,51.158,2.211,3.682,0,5,493.95,3.5,0,0,0
MCH-020,P02,L04,2026-01-15,49.394,1.983,2.814,0,4,555.76,3.5,0,0,0
MCH-020,P02,L04,2026-01-16,50.793,2.039,2.655,0,5,519.8,3.5,0,0,0
MCH-020,P02,L04,2026-01-17,46.122,1.658,2.534,0,6,546.48,3.5,0,0,0
MCH-020,P02,L04,2026-01-18,47.186,1.721,2.582,0,6,538.56,3.5,0,0,0
MCH-020,P02,L04,2026-01-19,50.133,1.862,3.076,0,4,536.15,3.5,0,0,0
MCH-020,P02,L04,2026-01-20,52.711,2.863,9.483,1,5,583.47,3.5,0,0,1
MCH-020,P02,L04,2026-01-21,56.278,3.461,7.484,1,6,552.4,3.5,0,0,1
MCH-020,P02,L04,2026-01-22,60.472,3.756,4.903,1,7,564.03,3.5,0,0,1
MCH-020,P02,L04,2026-01-23,59.841,4.348,5.263,0,6,637.06,3.5,0,0,1
MCH-020,P02,L04,2026-01-24,53.904,4.908,6.326,0,4,644.62,3.5,0,0,1
MCH-020,P02,L04,2026-01-25,65.367,5.635,6.782,1,5,632.62,3.5,0,0,1
MCH-020,P02,L04,2026-01-26,67.1,6.406,7.253,0,6,610.25,3.5,0,1,1
MCH-020,P02,L04,2026-01-27,68.968,6.915,8.078,0,7,0.0,3.5,0,1,1
MCH-020,P02,L04,2026-01-28,50.037,2.142,2.961,0,6,14.42,3.5,0,0,0
MCH-020,P02,L04,2026-01-29,51.24,2.173,3.036,0,7,31.88,3.5,0,0,0
MCH-020,P02,L04,2026-01-30,51.109,2.021,2.857,0,6,46.17,3.5,0,0,0
MCH-020,P02,L04,2026-01-31,50.643,2.049,2.961,0,7,67.68,3.5,0,0,0
MCH-020,P02,L04,2026-02-01,48.286,1.873,3.21,0,8,87.91,3.5,0,0,0
MCH-020,P02,L04,2026-02-02,49.825,1.997,2.932,0,8,101.2,3.5,0,0,0
MCH-020,P02,L04,2026-02-03,52.772,2.145,6.089,1,7,114.88,3.5,0,0,0
MCH-020,P02,L04,2026-02-04,50.085,1.976,2.577,0,7,139.33,3.5,0,0,0
MCH-020,P02,L04,2026-02-05,50.438,2.183,3.215,0,5,143.45,3.5,0,0,0
MCH-020,P02,L04,2026-02-06,53.549,2.036,3.07,0,6,156.96,3.5,0,0,0
MCH-020,P02,L04,2026-02-07,48.328,2.04,3.021,0,6,167.53,3.5,0,0,0
MCH-020,P02,L04,2026-02-08,49.014,1.977,2.861,1,4,186.0,3.5,0,0,0
MCH-020,P02,L04,2026-02-09,51.403,2.187,2.844,0,5,177.82,3.5,0,0,0
MCH-020,P02,L04,2026-02-10,53.173,2.199,3.159,0,5,204.66,3.5,0,0,0
MCH-020,P02,L04,2026-02-11,51.234,2.036,3.459,0,5,232.04,3.5,0,0,0
MCH-020,P02,L04,2026-02-12,52.528,2.573,3.336,0,6,229.77,3.5,0,0,1
MCH-020,P02,L04,2026-02-13,56.931,3.358,4.341,0,6,280.32,3.5,0,0,1
MCH-020,P02,L04,2026-02-14,52.706,3.568,4.678,0,5,272.02,3.5,0,0,1
MCH-020,P02,L04,2026-02-15,57.586,4.626,13.376,1,5,268.31,3.5,0,0,1
MCH-020,P02,L04,2026-02-16,63.096,5.057,6.129,0,4,296.4,3.5,0,0,1
MCH-020,P02,L04,2026-02-17,66.034,5.684,6.524,1,4,365.2,3.5,0,0,1
MCH-020,P02,L04,2026-02-18,68.704,6.224,6.911,0,5,315.87,3.5,0,1,1
MCH-020,P02,L04,2026-02-19,71.643,6.94,8.073,0,4,0.0,3.5,0,1,1
MCH-020,P02,L04,2026-02-20,51.469,1.984,3.679,1,3,15.67,3.5,0,0,0
MCH-020,P02,L04,2026-02-21,46.703,2.105,2.871,0,3,28.44,3.5,0,0,0
MCH-020,P02,L04,2026-02-22,44.827,1.847,3.644,0,4,42.94,3.5,0,0,0
MCH-020,P02,L04,2026-02-23,53.578,2.056,2.956,0,4,58.89,3.5,0,0,0
MCH-020,P02,L04,2026-02-24,50.238,2.117,3.277,0,4,78.12,3.5,0,0,0
MCH-020,P02,L04,2026-02-25,49.379,1.904,2.774,0,3,94.85,3.5,0,0,0
MCH-020,P02,L04,2026-02-26,49.248,1.978,3.144,0,3,102.02,3.5,0,0,0
MCH-020,P02,L04,2026-02-27,50.972,2.004,3.145,0,4,116.22,3.5,0,0,0
MCH-020,P02,L04,2026-02-28,44.974,1.883,3.102,0,5,155.67,3.5,0,0,0
MCH-020,P02,L04,2026-03-01,46.187,1.95,4.532,1,6,145.8,3.5,0,0,0
MCH-020,P02,L04,2026-03-02,50.621,1.999,2.74,0,8,149.82,3.5,0,0,0
MCH-020,P02,L04,2026-03-03,53.351,2.265,3.133,0,7,186.64,3.5,0,0,0
MCH-020,P02,L04,2026-03-04,52.403,2.11,3.175,0,7,199.72,3.5,0,0,0
MCH-020,P02,L04,2026-03-05,51.39,2.142,3.049,0,7,204.38,3.5,0,0,0
MCH-020,P02,L04,2026-03-06,46.454,1.958,2.937,0,6,205.97,3.5,0,0,0
MCH-020,P02,L04,2026-03-07,48.805,2.117,3.049,0,6,256.12,3.5,0,0,0
MCH-020,P02,L04,2026-03-08,47.784,2.018,3.5,0,4,265.76,3.5,0,0,0
MCH-020,P02,L04,2026-03-09,51.88,2.555,3.526,0,1,268.98,3.5,0,0,1
MCH-020,P02,L04,2026-03-10,55.99,3.516,6.538,1,3,300.93,3.5,0,0,1
MCH-020,P02,L04,2026-03-11,56.128,3.833,4.771,0,3,279.2,3.5,0,0,1
MCH-020,P02,L04,2026-03-12,58.64,4.809,15.05,1,4,301.5,3.5,0,0,1
MCH-020,P02,L04,2026-03-13,62.404,4.973,5.617,0,4,0.0,3.5,0,0,1
MCH-020,P02,L04,2026-03-14,60.812,5.537,6.669,0,3,16.19,3.5,0,0,1
MCH-020,P02,L04,2026-03-15,61.743,5.989,6.748,0,5,34.56,3.5,0,1,1
MCH-020,P02,L04,2026-03-16,70.775,6.963,7.786,0,7,0.0,3.5,0,1,1
MCH-020,P02,L04,2026-03-17,51.439,2.011,3.105,0,7,15.34,3.5,0,0,0
MCH-020,P02,L04,2026-03-18,50.495,1.99,2.814,0,8,31.08,3.5,0,0,0
MCH-020,P02,L04,2026-03-19,51.056,1.978,3.14,0,9,50.44,3.5,0,0,0
MCH-020,P02,L04,2026-03-20,51.769,2.138,3.107,0,10,66.58,3.5,0,0,0
MCH-020,P02,L04,2026-03-21,50.437,1.974,2.967,0,10,86.88,3.5,0,0,0
MCH-020,P02,L04,2026-03-22,48.363,1.936,2.968,0,8,88.38,3.5,0,0,0
MCH-020,P02,L04,2026-03-23,52.058,2.106,3.131,0,9,105.06,3.5,0,0,0
MCH-020,P02,L04,2026-03-24,53.403,2.145,3.035,0,8,130.35,3.5,0,0,0
MCH-020,P02,L04,2026-03-25,51.731,1.994,3.046,0,9,155.01,3.5,0,0,0
MCH-020,P02,L04,2026-03-26,50.259,2.089,2.874,0,7,173.69,3.5,0,0,0
MCH-020,P02,L04,2026-03-27,53.076,2.031,2.949,0,6,179.16,3.5,0,0,0
MCH-020,P02,L04,2026-03-28,45.846,1.987,3.088,0,8,198.58,3.5,0,0,0
MCH-020,P02,L04,2026-03-29,47.148,1.743,2.37,0,8,214.94,3.5,0,0,0
MCH-020,P02,L04,2026-03-30,50.279,1.855,3.448,0,7,210.36,3.5,0,0,0
MCH-020,P02,L04,2026-03-31,51.095,2.04,2.74,0,6,221.52,3.5,0,0,0
MCH-020,P02,L04,2026-04-01,52.194,2.212,2.875,0,4,245.41,3.5,0,0,0
MCH-020,P02,L04,2026-04-02,50.53,2.14,3.1,0,6,272.59,3.5,0,0,0
MCH-020,P02,L04,2026-04-03,48.572,2.064,3.107,0,8,275.61,3.5,0,0,0
MCH-020,P02,L04,2026-04-04,49.523,2.074,3.099,0,7,289.25,3.5,0,0,0
MCH-020,P02,L04,2026-04-05,44.779,1.878,2.823,0,7,307.12,3.5,0,0,0
MCH-020,P02,L04,2026-04-06,49.277,1.89,2.82,0,7,334.15,3.5,0,0,0
MCH-020,P02,L04,2026-04-07,51.399,2.03,2.926,0,8,355.49,3.5,0,0,0
MCH-020,P02,L04,2026-04-08,51.481,2.069,3.211,0,8,342.28,3.5,0,0,0
MCH-020,P02,L04,2026-04-09,51.79,2.137,3.056,0,8,419.7,3.5,0,0,0
MCH-020,P02,L04,2026-04-10,50.473,1.89,3.193,0,6,353.92,3.5,0,0,0
MCH-020,P02,L04,2026-04-11,45.02,1.939,3.175,0,5,369.76,3.5,0,0,0
MCH-020,P02,L04,2026-04-12,45.431,1.841,3.364,0,5,448.54,3.5,0,0,0
MCH-020,P02,L04,2026-04-13,51.06,1.935,3.109,0,4,389.41,3.5,0,0,0
MCH-020,P02,L04,2026-04-14,51.975,2.123,3.203,1,4,403.51,3.5,0,0,0
MCH-020,P02,L04,2026-04-15,52.346,2.068,2.8,1,6,413.85,3.5,0,0,0
MCH-020,P02,L04,2026-04-16,51.327,2.038,2.946,0,4,437.11,3.5,0,0,0
MCH-020,P02,L04,2026-04-17,49.822,2.063,3.462,0,5,465.12,3.5,0,0,0
MCH-020,P02,L04,2026-04-18,46.974,1.988,2.695,0,6,539.6,3.5,0,0,0
MCH-020,P02,L04,2026-04-19,43.985,1.786,2.647,0,7,478.61,3.5,0,0,0
MCH-020,P02,L04,2026-04-20,54.019,2.056,2.665,1,6,511.02,3.5,0,0,0
MCH-020,P02,L04,2026-04-21,52.9,2.149,3.507,0,6,571.05,3.5,0,0,0
MCH-020,P02,L04,2026-04-22,49.857,2.063,3.031,0,5,566.28,3.5,0,0,0
MCH-020,P02,L04,2026-04-23,53.416,2.084,2.791,0,6,533.87,3.5,0,0,0
MCH-020,P02,L04,2026-04-24,51.782,2.079,2.616,0,5,586.42,3.5,0,0,0
MCH-020,P02,L04,2026-04-25,45.516,1.991,2.726,0,4,694.77,3.5,0,0,0
MCH-020,P02,L04,2026-04-26,47.205,1.837,2.859,0,4,579.52,3.5,0,0,0
MCH-020,P02,L04,2026-04-27,50.432,2.106,2.718,0,5,645.55,3.5,0,0,0
MCH-020,P02,L04,2026-04-28,55.453,2.622,3.583,1,6,656.45,3.5,0,0,1
MCH-020,P02,L04,2026-04-29,55.726,3.169,4.047,0,5,670.69,3.5,0,0,1
MCH-020,P02,L04,2026-04-30,59.223,3.825,4.758,1,5,673.71,3.5,0,0,1
MCH-020,P02,L04,2026-05-01,61.867,4.636,5.443,0,5,724.24,3.5,0,0,1
MCH-020,P02,L04,2026-05-02,58.088,5.507,17.047,1,5,681.25,3.5,0,0,1
MCH-020,P02,L04,2026-05-03,61.066,5.742,6.816,0,4,765.71,3.5,0,0,1
MCH-020,P02,L04,2026-05-04,71.627,6.367,7.146,1,4,711.16,3.5,0,1,1
MCH-020,P02,L04,2026-05-05,67.205,6.835,7.758,0,2,0.0,3.5,0,1,1
MCH-020,P02,L04,2026-05-06,51.484,1.995,2.844,0,3,17.13,3.5,0,0,0
MCH-020,P02,L04,2026-05-07,49.838,2.087,2.936,0,2,29.83,3.5,0,0,0
MCH-020,P02,L04,2026-05-08,51.733,1.995,3.233,0,3,40.87,3.5,0,0,0
MCH-020,P02,L04,2026-05-09,47.722,1.733,2.635,0,3,63.94,3.5,0,0,0
MCH-020,P02,L04,2026-05-10,48.725,1.941,2.855,0,3,73.32,3.5,0,0,0
MCH-020,P02,L04,2026-05-11,53.946,2.248,3.028,0,4,91.87,3.5,0,0,0
MCH-020,P02,L04,2026-05-12,48.504,1.894,3.174,0,4,101.88,3.5,0,0,0
MCH-020,P02,L04,2026-05-13,52.683,2.145,2.922,0,5,122.39,3.5,0,0,0
MCH-020,P02,L04,2026-05-14,52.564,2.15,2.923,0,5,153.4,3.5,0,0,0
MCH-020,P02,L04,2026-05-15,50.809,2.133,2.75,0,7,138.62,3.5,0,0,0
MCH-020,P02,L04,2026-05-16,45.173,1.904,2.68,0,7,186.82,3.5,0,0,0
MCH-020,P02,L04,2026-05-17,43.594,1.884,2.835,0,7,198.27,3.5,0,0,0
MCH-020,P02,L04,2026-05-18,52.769,2.259,3.299,1,5,221.47,3.5,0,0,0
MCH-020,P02,L04,2026-05-19,47.42,2.0,5.707,1,6,206.9,3.5,0,0,0
MCH-020,P02,L04,2026-05-20,50.028,1.892,2.828,0,4,263.14,3.5,0,0,0
MCH-020,P02,L04,2026-05-21,50.851,2.041,3.018,0,7,237.73,3.5,0,0,0
MCH-020,P02,L04,2026-05-22,53.222,2.101,3.141,0,6,257.44,3.5,0,0,0
MCH-020,P02,L04,2026-05-23,48.859,2.142,3.196,1,7,264.7,3.5,0,0,0
MCH-020,P02,L04,2026-05-24,46.693,2.01,2.978,0,8,304.52,3.5,0,0,0
MCH-020,P02,L04,2026-05-25,49.187,2.125,2.97,0,9,308.0,3.5,0,0,0
MCH-020,P02,L04,2026-05-26,52.434,1.856,2.714,0,9,368.03,3.5,0,0,0
MCH-020,P02,L04,2026-05-27,50.844,2.123,2.839,0,10,340.81,3.5,0,0,0
MCH-020,P02,L04,2026-05-28,48.741,2.167,2.94,0,7,320.81,3.5,0,0,0
MCH-020,P02,L04,2026-05-29,52.995,1.956,3.118,0,6,363.17,3.5,0,0,0
MCH-020,P02,L04,2026-05-30,48.587,2.043,3.361,0,6,362.19,3.5,0,0,0
MCH-020,P02,L04,2026-05-31,46.961,1.922,2.572,0,6,430.09,3.5,0,0,0
MCH-020,P02,L04,2026-06-01,52.754,2.012,3.088,0,5,394.03,3.5,0,0,0
MCH-020,P02,L04,2026-06-02,52.145,2.165,3.108,0,6,420.52,3.5,0,0,0
MCH-020,P02,L04,2026-06-03,51.532,2.102,3.191,0,5,506.01,3.5,0,0,0
MCH-020,P02,L04,2026-06-04,50.38,2.072,3.187,0,5,476.27,3.5,0,0,0
MCH-020,P02,L04,2026-06-05,49.967,2.099,3.066,0,4,441.61,3.5,0,0,0
MCH-020,P02,L04,2026-06-06,48.124,1.999,3.028,0,3,483.4,3.5,0,0,0
MCH-020,P02,L04,2026-06-07,46.73,1.756,2.811,0,2,461.68,3.5,0,0,0
MCH-020,P02,L04,2026-06-08,50.277,2.056,3.201,0,2,462.61,3.5,0,0,0
MCH-020,P02,L04,2026-06-09,52.184,2.254,3.449,0,2,581.3,3.5,0,0,0
MCH-020,P02,L04,2026-06-10,46.666,1.975,3.014,0,4,491.33,3.5,0,0,0
MCH-020,P02,L04,2026-06-11,51.145,2.583,10.168,1,6,640.24,3.5,0,0,0
MCH-020,P02,L04,2026-06-12,51.164,1.929,2.879,0,6,571.92,3.5,0,0,0
MCH-020,P02,L04,2026-06-13,47.44,1.716,2.6,0,7,583.81,3.5,0,0,0
MCH-020,P02,L04,2026-06-14,49.609,1.952,2.993,0,7,668.18,3.5,0,0,0
MCH-020,P02,L04,2026-06-15,53.693,2.075,3.049,0,8,714.23,3.5,0,0,0
MCH-020,P02,L04,2026-06-16,51.641,2.032,3.027,0,6,736.86,3.5,0,0,0
MCH-020,P02,L04,2026-06-17,51.677,1.857,2.743,0,4,648.72,3.5,0,0,0
MCH-020,P02,L04,2026-06-18,52.61,2.32,3.025,0,3,601.07,3.5,0,0,0
MCH-020,P02,L04,2026-06-19,50.791,2.026,3.563,0,5,723.9,3.5,0,0,0
MCH-020,P02,L04,2026-06-20,47.493,1.869,2.903,0,5,651.06,3.5,0,0,0
MCH-020,P02,L04,2026-06-21,48.471,1.828,2.473,0,5,784.38,3.5,0,0,0
MCH-020,P02,L04,2026-06-22,53.502,2.045,3.222,0,4,813.27,3.5,0,0,0
MCH-020,P02,L04,2026-06-23,51.917,2.097,2.683,0,5,0.0,3.5,0,0,0
MCH-020,P02,L04,2026-06-24,50.743,2.298,3.239,0,7,15.64,3.5,0,0,0
MCH-020,P02,L04,2026-06-25,50.026,2.05,2.73,0,9,27.67,3.5,0,0,0
MCH-020,P02,L04,2026-06-26,53.109,2.189,3.228,0,8,41.63,3.5,0,0,0
MCH-020,P02,L04,2026-06-27,51.43,2.088,2.954,0,7,60.64,3.5,0,0,0
MCH-020,P02,L04,2026-06-28,45.749,1.646,2.679,0,7,76.61,3.5,0,0,0
MCH-020,P02,L04,2026-06-29,49.962,2.235,3.351,0,7,89.5,3.5,0,0,0
MCH-020,P02,L04,2026-06-30,49.308,2.24,7.413,1,6,95.21,3.5,0,0,0
MCH-020,P02,L04,2026-07-01,50.777,2.131,3.481,0,5,132.7,3.5,0,0,0
MCH-020,P02,L04,2026-07-02,50.557,1.915,2.73,0,2,131.66,3.5,0,0,0
MCH-020,P02,L04,2026-07-03,51.592,2.071,3.274,0,1,149.03,3.5,0,0,0
MCH-020,P02,L04,2026-07-04,46.852,1.743,2.925,0,2,159.78,3.5,0,0,0
MCH-020,P02,L04,2026-07-05,46.358,2.043,2.766,0,3,206.41,3.5,0,0,0
MCH-020,P02,L04,2026-07-06,52.176,2.056,2.927,0,3,191.01,3.5,0,0,0
MCH-020,P02,L04,2026-07-07,50.054,2.235,6.969,1,3,206.65,3.5,0,0,0
MCH-020,P02,L04,2026-07-08,53.574,2.276,6.043,1,2,260.99,3.5,0,0,0
MCH-020,P02,L04,2026-07-09,52.534,2.178,3.076,0,3,221.44,3.5,0,0,0
MCH-020,P02,L04,2026-07-10,49.664,1.997,3.184,0,4,257.8,3.5,0,0,0
MCH-020,P02,L04,2026-07-11,47.988,1.901,2.926,0,4,255.55,3.5,0,0,0
MCH-020,P02,L04,2026-07-12,43.92,1.689,2.996,0,3,301.44,3.5,0,0,0
MCH-020,P02,L04,2026-07-13,51.846,2.042,2.85,0,3,328.13,3.5,0,0,0
MCH-020,P02,L04,2026-07-14,55.16,2.176,3.299,0,3,299.04,3.5,0,0,0
MCH-020,P02,L04,2026-07-15,53.296,2.272,3.201,0,5,351.64,3.5,0,0,0
MCH-020,P02,L04,2026-07-16,53.609,2.479,9.564,1,4,341.78,3.5,0,0,0
MCH-020,P02,L04,2026-07-17,49.215,1.953,2.99,0,5,392.71,3.5,0,0,0
MCH-020,P02,L04,2026-07-18,49.542,1.904,2.879,0,5,387.94,3.5,0,0,0
MCH-020,P02,L04,2026-07-19,47.737,2.245,3.072,0,5,417.54,3.5,0,0,0
MCH-020,P02,L04,2026-07-20,53.996,2.164,2.849,0,5,438.11,3.5,0,0,0
MCH-020,P02,L04,2026-07-21,51.697,2.271,3.123,0,6,435.02,3.5,0,0,0
MCH-020,P02,L04,2026-07-22,50.721,2.071,3.508,0,5,440.06,3.5,0,0,0
MCH-020,P02,L04,2026-07-23,51.534,2.396,5.638,1,6,494.25,3.5,0,0,0
MCH-020,P02,L04,2026-07-24,53.105,2.218,3.237,0,4,457.63,3.5,0,0,0
MCH-020,P02,L04,2026-07-25,45.597,1.771,2.715,0,3,556.3,3.5,0,0,0
MCH-020,P02,L04,2026-07-26,45.545,2.037,3.3,0,4,481.84,3.5,0,0,0
MCH-020,P02,L04,2026-07-27,51.312,2.173,2.849,0,5,467.93,3.5,0,0,0
MCH-020,P02,L04,2026-07-28,51.985,2.236,3.192,0,5,548.81,3.5,0,0,0
MCH-020,P02,L04,2026-07-29,49.852,2.124,3.126,0,4,568.83,3.5,0,0,0
MCH-020,P02,L04,2026-07-30,50.489,1.937,2.668,0,4,624.42,3.5,0,0,0
MCH-020,P02,L04,2026-07-31,52.792,2.154,3.221,0,5,618.1,3.5,0,0,0
MCH-021,P02,L04,2025-08-01,52.501,2.085,2.823,0,1,885.02,3.4,0,0,0
MCH-021,P02,L04,2025-08-02,47.379,1.829,2.844,0,1,1063.85,3.4,0,0,0
MCH-021,P02,L04,2025-08-03,45.055,1.817,2.878,0,1,870.97,3.4,0,0,0
MCH-021,P02,L04,2025-08-04,54.121,1.958,2.78,1,2,1025.0,3.4,0,0,0
MCH-021,P02,L04,2025-08-05,52.496,2.255,3.163,0,2,1048.3,3.4,0,0,0
MCH-021,P02,L04,2025-08-06,49.725,2.079,5.347,1,4,895.46,3.4,0,0,0
MCH-021,P02,L04,2025-08-07,52.057,2.084,2.839,0,6,1114.98,3.4,1,0,0
MCH-021,P02,L04,2025-08-08,49.993,1.845,2.803,0,6,1151.49,3.4,1,0,0
MCH-021,P02,L04,2025-08-09,48.773,1.653,2.667,0,6,1126.51,3.4,1,0,0
MCH-021,P02,L04,2025-08-10,48.657,1.865,2.933,0,6,955.08,3.4,1,0,0
MCH-021,P02,L04,2025-08-11,52.886,1.98,3.115,0,6,1148.42,3.4,1,0,0
MCH-021,P02,L04,2025-08-12,53.365,1.914,2.767,0,6,1196.91,3.4,1,0,0
MCH-021,P02,L04,2025-08-13,51.589,2.159,2.835,0,5,1077.26,3.4,1,0,0
MCH-021,P02,L04,2025-08-14,52.581,2.206,3.062,0,4,1002.75,3.4,1,0,0
MCH-021,P02,L04,2025-08-15,49.715,1.97,3.05,0,3,1152.23,3.4,1,0,0
MCH-021,P02,L04,2025-08-16,48.006,1.903,2.723,0,4,1287.26,3.4,1,0,0
MCH-021,P02,L04,2025-08-17,46.326,1.92,2.997,0,5,1295.97,3.4,1,0,0
MCH-021,P02,L04,2025-08-18,51.11,2.051,2.656,0,4,1165.59,3.4,1,0,0
MCH-021,P02,L04,2025-08-19,51.979,1.972,2.982,0,4,1274.6,3.4,1,0,0
MCH-021,P02,L04,2025-08-20,49.624,2.17,6.014,1,4,1105.61,3.4,1,0,0
MCH-021,P02,L04,2025-08-21,51.388,2.027,3.359,0,4,1123.72,3.4,1,0,0
MCH-021,P02,L04,2025-08-22,49.102,2.116,3.191,0,6,1292.87,3.4,1,0,0
MCH-021,P02,L04,2025-08-23,48.684,1.708,2.718,0,6,1383.28,3.4,1,0,0
MCH-021,P02,L04,2025-08-24,48.031,1.987,3.201,0,6,1266.29,3.4,1,0,0
MCH-021,P02,L04,2025-08-25,53.657,2.022,3.135,0,6,1476.1,3.4,1,0,0
MCH-021,P02,L04,2025-08-26,51.112,2.112,2.78,0,6,1371.26,3.4,1,0,0
MCH-021,P02,L04,2025-08-27,49.595,1.974,3.337,0,5,1291.04,3.4,1,0,0
