downtime_id,event_id,machine_id,line_id,downtime_start,downtime_end,downtime_minutes,reason_code,severity,linked_work_order_id,recorded_by
DT-0003867,EVT-00015967,MCH-001,L01,2025-12-19 23:32:00,2025-12-20 00:18:27,46.45,QUALITY_HOLD,medium,WO-002192,OP-0015
DT-0003868,EVT-00015971,MCH-002,L01,2025-12-19 18:48:00,2025-12-19 19:34:27,46.45,QUALITY_HOLD,medium,WO-002192,OP-0016
DT-0003869,EVT-00015975,MCH-002,L01,2025-12-19 02:10:00,2025-12-19 02:47:59,37.99,SENSOR_FAULT,medium,WO-002193,OP-0033
DT-0003870,EVT-00015979,MCH-005,L01,2025-12-19 06:21:00,2025-12-19 06:58:59,37.99,JAM,medium,WO-002193,OP-0057
DT-0003871,EVT-00015987,MCH-011,L02,2025-12-20 00:33:00,2025-12-20 01:08:08,35.14,SENSOR_FAULT,medium,WO-002195,OP-0008
DT-0003872,EVT-00015990,MCH-010,L02,2025-12-20 02:01:00,2025-12-20 02:36:08,35.14,,medium,WO-002195,OP-0032
DT-0003873,EVT-00015993,MCH-008,L02,2025-12-19 07:41:00,2025-12-19 08:11:53,30.88,JAM,medium,WO-002196,OP-0019
DT-0003874,EVT-00015997,MCH-007,L02,2025-12-19 09:13:00,2025-12-19 09:43:53,30.88,JAM,medium,WO-002196,OP-0069
DT-0003875,EVT-00016001,MCH-015,L03,2025-12-19 17:05:00,2025-12-19 17:24:07,19.12,MATERIAL_WAIT,medium,WO-002197,OP-0038
DT-0003876,EVT-00016005,MCH-013,L03,2025-12-19 15:12:00,2025-12-19 15:31:07,19.12,,medium,WO-002197,OP-0014
DT-0003877,EVT-00016009,MCH-016,L03,2025-12-19 19:01:00,2025-12-19 19:14:52,13.87,MATERIAL_WAIT,medium,WO-002198,OP-0003
DT-0003878,EVT-00016013,MCH-013,L03,2025-12-19 19:51:00,2025-12-19 20:04:52,13.87,JAM,medium,WO-002198,OP-0053
DT-0003879,EVT-00016017,MCH-015,L03,2025-12-19 02:13:00,2025-12-19 02:27:51,14.86,SENSOR_FAULT,medium,WO-002199,OP-0027
DT-0003880,EVT-00016021,MCH-013,L03,2025-12-19 06:37:00,2025-12-19 06:51:51,14.86,JAM,medium,WO-002199,OP-0006
DT-0003881,EVT-00016037,MCH-024,L04,2025-12-19 05:30:00,2025-12-19 05:57:04,27.07,,medium,WO-002202,OP-0045
DT-0003882,EVT-00016041,MCH-019,L04,2025-12-19 01:55:00,2025-12-19 02:22:04,27.07,MICRO_STOP,medium,WO-002202,OP-0024
DT-0003883,EVT-00016045,MCH-028,L05,2025-12-19 13:54:00,2025-12-19 14:37:12,43.2,SENSOR_FAULT,medium,WO-002203,OP-0006
DT-0003884,EVT-00016049,MCH-025,L05,2025-12-19 14:29:00,2025-12-19 15:12:12,43.2,JAM,medium,WO-002203,OP-0025
DT-0003885,EVT-00016053,MCH-027,L05,2025-12-20 00:54:00,2025-12-20 01:11:34,17.57,,medium,WO-002204,OP-0069
DT-0003886,EVT-00016056,MCH-030,L05,2025-12-19 21:54:00,2025-12-19 22:11:34,17.57,JAM,medium,WO-002204,OP-0067
DT-0003887,EVT-00016059,MCH-026,L05,2025-12-19 08:57:00,2025-12-19 09:25:07,28.13,SENSOR_FAULT,medium,WO-002205,OP-0033
DT-0003888,EVT-00016063,MCH-027,L05,2025-12-19 10:18:00,2025-12-19 10:46:07,28.13,,medium,WO-002205,OP-0059
DT-0003889,EVT-00016067,MCH-035,L06,2025-12-19 10:59:00,2025-12-19 11:12:35,13.58,MATERIAL_WAIT,medium,WO-002206,OP-0001
DT-0003890,EVT-00016071,MCH-034,L06,2025-12-19 12:23:00,2025-12-19 12:36:35,13.58,JAM,medium,WO-002206,OP-0053
DT-0003891,EVT-00016075,MCH-036,L06,2025-12-19 21:25:00,2025-12-19 21:44:15,19.26,SENSOR_FAULT,medium,WO-002207,OP-0041
DT-0003892,EVT-00016079,MCH-031,L06,2025-12-19 23:39:00,2025-12-19 23:58:15,19.26,UNKNOWN,medium,WO-002207,OP-0041
DT-0003893,EVT-00016083,MCH-032,L06,2025-12-19 02:26:00,2025-12-19 02:56:07,30.12,JAM,medium,WO-002208,OP-0067
DT-0003894,EVT-00016086,MCH-034,L06,2025-12-19 01:46:00,2025-12-19 02:16:07,30.12,MICRO_STOP,medium,WO-002208,OP-0067
DT-0003895,EVT-00016095,MCH-006,L01,2025-12-20 03:26:00,2025-12-20 03:54:10,28.18,SENSOR_FAULT,medium,WO-002210,OP-0002
DT-0003896,EVT-00016099,MCH-003,L01,2025-12-20 04:52:00,2025-12-20 05:20:10,28.18,JAM,medium,WO-002210,OP-0054
DT-0003897,EVT-00016103,MCH-012,L02,2025-12-20 17:18:00,2025-12-20 17:40:41,22.69,QUALITY_HOLD,medium,WO-002211,OP-0052
DT-0003898,EVT-00016107,MCH-008,L02,2025-12-20 12:57:00,2025-12-20 13:19:41,22.69,MATERIAL_WAIT,medium,WO-002211,OP-0026
DT-0003899,EVT-00016111,MCH-010,L02,2025-12-21 01:16:00,2025-12-21 01:33:01,17.03,QUALITY_HOLD,medium,WO-002212,
DT-0003900,EVT-00016115,MCH-008,L02,2025-12-21 00:20:00,2025-12-21 00:37:01,17.03,MICRO_STOP,medium,WO-002212,
DT-0003901,EVT-00016119,MCH-010,L02,2025-12-20 07:58:00,2025-12-20 08:19:48,21.8,MATERIAL_WAIT,medium,WO-002213,OP-0062
DT-0003902,EVT-00016122,MCH-007,L02,2025-12-20 08:37:00,2025-12-20 08:58:48,21.8,MICRO_STOP,medium,WO-002213,OP-0041
DT-0003903,EVT-00016125,MCH-018,L03,2025-12-20 16:45:00,2025-12-20 17:12:28,27.47,JAM,medium,WO-002214,OP-0072
DT-0003904,EVT-00016128,MCH-017,L03,2025-12-20 15:10:00,2025-12-20 15:37:28,27.47,JAM,medium,WO-002214,OP-0024
DT-0003905,EVT-00016131,MCH-017,L03,2025-12-20 04:28:00,2025-12-20 04:45:40,17.67,,medium,WO-002215,OP-0030
DT-0003906,EVT-00016135,MCH-015,L03,2025-12-20 04:42:00,2025-12-20 04:59:40,17.67,,medium,WO-002215,OP-0025
DT-0003907,EVT-00016139,MCH-020,L04,2025-12-20 12:38:00,2025-12-20 13:30:59,52.99,QUALITY_HOLD,medium,WO-002216,OP-0059
DT-0003908,EVT-00016142,MCH-021,L04,2025-12-20 11:01:00,2025-12-20 11:53:59,52.99,,medium,WO-002216,OP-0057
DT-0003909,EVT-00016145,MCH-023,L04,2025-12-20 07:07:00,2025-12-20 07:23:22,16.37,QUALITY_HOLD,medium,WO-002217,OP-0067
DT-0003910,EVT-00016148,MCH-024,L04,2025-12-20 05:57:00,2025-12-20 06:13:22,16.37,SENSOR_FAULT,medium,WO-002217,OP-0048
DT-0003911,EVT-00016151,MCH-026,L05,2025-12-20 17:36:00,2025-12-20 17:49:50,13.85,MATERIAL_WAIT,medium,WO-002218,OP-0060
DT-0003912,EVT-00016154,MCH-025,L05,2025-12-20 16:35:00,2025-12-20 16:48:50,13.85,MATERIAL_WAIT,medium,WO-002218,
DT-0003913,EVT-00016157,MCH-025,L05,2025-12-21 04:39:00,2025-12-21 04:53:44,14.75,JAM,medium,WO-002219,OP-0043
DT-0003914,EVT-00016161,MCH-026,L05,2025-12-21 04:12:00,2025-12-21 04:26:44,14.75,SENSOR_FAULT,medium,WO-002219,OP-0071
DT-0003915,EVT-00016171,MCH-006,L01,2025-12-22 00:53:00,2025-12-22 01:19:52,26.88,JAM,medium,WO-002221,OP-0011
DT-0003916,EVT-00016175,MCH-002,L01,2025-12-22 02:11:00,2025-12-22 02:37:52,26.88,JAM,medium,WO-002221,OP-0012
DT-0003917,EVT-00016179,MCH-010,L02,2025-12-21 15:29:00,2025-12-21 15:59:15,30.26,,medium,WO-002222,OP-0036
DT-0003918,EVT-00016182,MCH-011,L02,2025-12-21 18:17:00,2025-12-21 18:47:15,30.26,MICRO_STOP,medium,WO-002222,OP-0055
DT-0003919,EVT-00016185,MCH-008,L02,2025-12-21 23:03:00,2025-12-21 23:38:34,35.58,QUALITY_HOLD,medium,WO-002223,OP-0033
DT-0003920,EVT-00016188,MCH-012,L02,2025-12-21 21:45:00,2025-12-21 22:20:34,35.58,MATERIAL_WAIT,medium,WO-002223,OP-0031
DT-0003921,EVT-00016203,MCH-013,L03,2025-12-21 10:20:00,2025-12-21 10:47:54,27.91,SENSOR_FAULT,medium,WO-002226,OP-0027
DT-0003922,EVT-00016206,MCH-015,L03,2025-12-21 09:28:00,2025-12-21 09:55:54,27.91,QUALITY_HOLD,medium,WO-002226,OP-0053
DT-0003923,EVT-00016215,MCH-028,L05,2025-12-21 15:04:00,2025-12-21 15:15:21,11.36,MATERIAL_WAIT,medium,WO-002228,OP-0034
DT-0003924,EVT-00016218,MCH-029,L05,2025-12-21 12:48:00,2025-12-21 12:59:21,11.36,SENSOR_FAULT,medium,WO-002228,
DT-0003925,EVT-00016221,MCH-028,L05,2025-12-22 00:38:00,2025-12-22 01:06:15,28.25,MICRO_STOP,medium,WO-002229,OP-0035
DT-0003926,EVT-00016225,MCH-025,L05,2025-12-21 23:14:00,2025-12-21 23:42:15,28.25,MATERIAL_WAIT,medium,WO-002229,OP-0012
DT-0003927,EVT-00016229,MCH-027,L05,2025-12-21 02:10:00,2025-12-21 02:31:51,21.86,UNKNOWN,medium,WO-002230,OP-0068
DT-0003928,EVT-00016232,MCH-026,L05,2025-12-21 01:59:00,2025-12-21 02:20:51,21.86,MICRO_STOP,medium,WO-002230,OP-0071
DT-0003929,EVT-00016241,MCH-005,L01,2025-12-22 13:45:00,2025-12-22 14:04:57,19.95,SENSOR_FAULT,medium,WO-002232,OP-0070
DT-0003930,EVT-00016245,MCH-004,L01,2025-12-22 15:21:00,2025-12-22 15:40:57,19.95,MATERIAL_WAIT,medium,WO-002232,OP-0022
DT-0003931,EVT-00016249,MCH-004,L01,2025-12-22 22:02:00,2025-12-22 22:35:46,33.78,MATERIAL_WAIT,medium,WO-002233,OP-0049
DT-0003932,EVT-00016253,MCH-006,L01,2025-12-22 23:03:00,2025-12-22 23:36:46,33.78,SENSOR_FAULT,medium,WO-002233,OP-0052
DT-0003933,EVT-00016257,MCH-006,L01,2025-12-22 04:39:00,2025-12-22 04:52:35,13.58,SENSOR_FAULT,medium,WO-002234,OP-0030
DT-0003934,EVT-00016261,MCH-002,L01,2025-12-22 08:46:00,2025-12-22 08:59:35,13.58,,medium,WO-002234,OP-0049
DT-0003935,EVT-00016265,MCH-011,L02,2025-12-22 16:11:00,2025-12-22 16:30:26,19.44,MATERIAL_WAIT,medium,WO-002235,OP-0019
DT-0003936,EVT-00016268,MCH-010,L02,2025-12-22 15:52:00,2025-12-22 16:11:26,19.44,MATERIAL_WAIT,medium,WO-002235,OP-0046
DT-0003937,EVT-00016271,MCH-009,L02,2025-12-22 21:11:00,2025-12-22 21:29:54,18.91,MICRO_STOP,medium,WO-002236,OP-0062
DT-0003938,EVT-00016275,MCH-011,L02,2025-12-22 18:36:00,2025-12-22 18:54:54,18.91,MICRO_STOP,medium,WO-002236,OP-0015
DT-0003939,EVT-00016289,MCH-014,L03,2025-12-23 00:58:00,2025-12-23 01:24:20,26.34,QUALITY_HOLD,medium,WO-002239,OP-0025
DT-0003940,EVT-00016293,MCH-017,L03,2025-12-23 00:59:00,2025-12-23 01:25:20,26.34,,medium,WO-002239,OP-0049
DT-0003941,EVT-00016297,MCH-014,L03,2025-12-22 05:59:00,2025-12-22 06:10:57,11.96,MATERIAL_WAIT,medium,WO-002240,OP-0028
DT-0003942,EVT-00016301,MCH-015,L03,2025-12-22 05:17:00,2025-12-22 05:28:57,11.96,SENSOR_FAULT,medium,WO-002240,OP-0050
DT-0003943,EVT-00016311,MCH-022,L04,2025-12-22 21:18:00,2025-12-22 21:57:47,39.8,MICRO_STOP,medium,WO-002242,OP-0025
DT-0003944,EVT-00016315,MCH-021,L04,2025-12-22 21:07:00,2025-12-22 21:46:47,39.8,MICRO_STOP,medium,WO-002242,OP-0051
DT-0003945,EVT-00016319,MCH-022,L04,2025-12-22 07:25:00,2025-12-22 07:58:24,33.41,,medium,WO-002243,OP-0006
DT-0003946,EVT-00016322,MCH-021,L04,2025-12-22 05:55:00,2025-12-22 06:28:24,33.41,MATERIAL_WAIT,medium,WO-002243,OP-0053
DT-0003947,EVT-00016325,MCH-028,L05,2025-12-22 12:52:00,2025-12-22 13:30:41,38.69,MICRO_STOP,medium,WO-002244,
DT-0003948,EVT-00016329,MCH-025,L05,2025-12-22 12:53:00,2025-12-22 13:31:41,38.69,MATERIAL_WAIT,medium,WO-002244,OP-0056
DT-0003949,EVT-00016333,MCH-025,L05,2025-12-22 20:29:00,2025-12-22 20:55:08,26.14,QUALITY_HOLD,medium,WO-002245,
DT-0003950,EVT-00016337,MCH-028,L05,2025-12-22 19:39:00,2025-12-22 20:05:08,26.14,QUALITY_HOLD,medium,WO-002245,OP-0040
DT-0003951,EVT-00016341,MCH-026,L05,2025-12-22 08:33:00,2025-12-22 08:46:40,13.68,,medium,WO-002246,OP-0058
DT-0003952,EVT-00016345,MCH-027,L05,2025-12-22 10:17:00,2025-12-22 10:30:40,13.68,MATERIAL_WAIT,medium,WO-002246,OP-0008
DT-0003953,EVT-00016349,MCH-035,L06,2025-12-22 11:46:00,2025-12-22 12:05:44,19.75,MICRO_STOP,medium,WO-002247,OP-0009
DT-0003954,EVT-00016353,MCH-036,L06,2025-12-22 11:46:00,2025-12-22 12:05:44,19.75,MATERIAL_WAIT,medium,WO-002247,OP-0033
DT-0003955,EVT-00016361,MCH-033,L06,2025-12-22 08:34:00,2025-12-22 08:53:45,19.76,QUALITY_HOLD,medium,WO-002249,OP-0042
DT-0003956,EVT-00016365,MCH-032,L06,2025-12-22 08:44:00,2025-12-22 09:03:45,19.76,SENSOR_FAULT,medium,WO-002249,OP-0016
DT-0003957,EVT-00016369,MCH-001,L01,2025-12-23 13:43:00,2025-12-23 14:16:29,33.5,,medium,WO-002250,OP-0028
DT-0003958,EVT-00016373,MCH-002,L01,2025-12-23 12:54:00,2025-12-23 13:27:29,33.5,,medium,WO-002250,OP-0003
DT-0003959,EVT-00016377,MCH-004,L01,2025-12-23 19:24:00,2025-12-23 19:52:15,28.26,JAM,medium,WO-002251,OP-0065
DT-0003960,EVT-00016381,MCH-005,L01,2025-12-23 21:42:00,2025-12-23 22:10:15,28.26,UNKNOWN,medium,WO-002251,OP-0015
DT-0003961,EVT-00016385,MCH-006,L01,2025-12-23 04:56:00,2025-12-23 05:19:45,23.76,UNKNOWN,medium,WO-002252,OP-0048
DT-0003962,EVT-00016389,MCH-003,L01,2025-12-23 08:05:00,2025-12-23 08:28:45,23.76,MATERIAL_WAIT,medium,WO-002252,OP-0045
DT-0003963,EVT-00016393,MCH-007,L02,2025-12-23 13:19:00,2025-12-23 13:36:09,17.16,MATERIAL_WAIT,medium,WO-002253,OP-0071
DT-0003964,EVT-00016397,MCH-010,L02,2025-12-23 11:28:00,2025-12-23 11:45:09,17.16,JAM,medium,WO-002253,OP-0047
DT-0003965,EVT-00016401,MCH-007,L02,2025-12-23 21:30:00,2025-12-23 22:09:10,39.18,JAM,medium,WO-002254,OP-0031
DT-0003966,EVT-00016405,MCH-012,L02,2025-12-23 21:20:00,2025-12-23 21:59:10,39.18,UNKNOWN,medium,WO-002254,OP-0034
DT-0003967,EVT-00016415,MCH-018,L03,2025-12-23 15:06:00,2025-12-23 15:31:27,25.45,MICRO_STOP,medium,WO-002256,OP-0049
DT-0003968,EVT-00016419,MCH-014,L03,2025-12-23 13:12:00,2025-12-23 13:37:27,25.45,JAM,medium,WO-002256,
DT-0003969,EVT-00016423,MCH-018,L03,2025-12-23 17:22:00,2025-12-23 17:52:51,30.85,QUALITY_HOLD,medium,WO-002257,OP-0032
DT-0003970,EVT-00016427,MCH-017,L03,2025-12-23 20:43:00,2025-12-23 21:13:51,30.85,MICRO_STOP,medium,WO-002257,OP-0058
DT-0003971,EVT-00016431,MCH-014,L03,2025-12-23 11:27:00,2025-12-23 11:49:10,22.17,QUALITY_HOLD,medium,WO-002258,OP-0012
DT-0003972,EVT-00016435,MCH-013,L03,2025-12-23 10:02:00,2025-12-23 10:24:10,22.17,QUALITY_HOLD,medium,WO-002258,OP-0059
DT-0003973,EVT-00016439,MCH-020,L04,2025-12-23 12:01:00,2025-12-23 12:24:13,23.22,MATERIAL_WAIT,medium,WO-002259,OP-0008
DT-0003974,EVT-00016443,MCH-019,L04,2025-12-23 13:27:00,2025-12-23 13:50:13,23.22,UNKNOWN,medium,WO-002259,OP-0056
DT-0003975,EVT-00016447,MCH-020,L04,2025-12-23 23:31:00,2025-12-24 00:07:42,36.71,SENSOR_FAULT,medium,WO-002260,OP-0041
DT-0003976,EVT-00016450,MCH-022,L04,2025-12-24 01:27:00,2025-12-24 02:03:42,36.71,JAM,medium,WO-002260,OP-0066
DT-0003977,EVT-00016453,MCH-024,L04,2025-12-24 02:31:00,2025-12-24 02:57:59,26.99,SENSOR_FAULT,medium,WO-002261,OP-0050
DT-0003978,EVT-00016457,MCH-019,L04,2025-12-24 02:10:00,2025-12-24 02:36:59,26.99,QUALITY_HOLD,medium,WO-002261,OP-0002
DT-0003979,EVT-00016461,MCH-030,L05,2025-12-23 09:19:00,2025-12-23 10:02:56,43.95,MICRO_STOP,medium,WO-002262,OP-0030
DT-0003980,EVT-00016465,MCH-026,L05,2025-12-23 09:34:00,2025-12-23 10:17:56,43.95,UNKNOWN,medium,WO-002262,OP-0006
DT-0003981,EVT-00016475,MCH-030,L05,2025-12-23 11:06:00,2025-12-23 11:22:05,16.09,QUALITY_HOLD,medium,WO-002264,OP-0008
DT-0003982,EVT-00016479,MCH-029,L05,2025-12-23 08:19:00,2025-12-23 08:35:05,16.09,JAM,medium,WO-002264,OP-0010
DT-0003983,EVT-00016483,MCH-035,L06,2025-12-23 11:07:00,2025-12-23 11:46:58,39.98,JAM,medium,WO-002265,OP-0055
DT-0003984,EVT-00016487,MCH-034,L06,2025-12-23 10:03:00,2025-12-23 10:42:58,39.98,,medium,WO-002265,OP-0008
DT-0003985,EVT-00016491,MCH-032,L06,2025-12-23 17:44:00,2025-12-23 18:25:41,41.69,JAM,medium,WO-002266,OP-0047
DT-0003986,EVT-00016495,MCH-034,L06,2025-12-23 20:06:00,2025-12-23 20:47:41,41.69,,medium,WO-002266,OP-0048
DT-0003987,EVT-00016499,MCH-033,L06,2025-12-23 06:19:00,2025-12-23 06:30:21,11.35,UNKNOWN,medium,WO-002267,OP-0051
DT-0003988,EVT-00016503,MCH-035,L06,2025-12-23 03:41:00,2025-12-23 03:52:21,11.35,,medium,WO-002267,OP-0054
DT-0003989,EVT-00016511,MCH-003,L01,2025-12-24 19:12:00,2025-12-24 19:47:05,35.09,MICRO_STOP,medium,WO-002269,
DT-0003990,EVT-00016515,MCH-002,L01,2025-12-24 16:52:00,2025-12-24 17:27:05,35.09,QUALITY_HOLD,medium,WO-002269,OP-0023
DT-0003991,EVT-00016519,MCH-002,L01,2025-12-24 07:57:00,2025-12-24 08:12:45,15.75,MATERIAL_WAIT,medium,WO-002270,OP-0004
DT-0003992,EVT-00016523,MCH-004,L01,2025-12-24 07:36:00,2025-12-24 07:51:45,15.75,MATERIAL_WAIT,medium,WO-002270,OP-0004
DT-0003993,EVT-00016527,MCH-009,L02,2025-12-24 10:47:00,2025-12-24 11:18:34,31.58,MICRO_STOP,medium,WO-002271,OP-0049
DT-0003994,EVT-00016531,MCH-012,L02,2025-12-24 13:14:00,2025-12-24 13:45:34,31.58,SENSOR_FAULT,medium,WO-002271,OP-0030
DT-0003995,EVT-00016535,MCH-009,L02,2025-12-24 18:54:00,2025-12-24 19:25:33,31.56,JAM,medium,WO-002272,OP-0054
DT-0003996,EVT-00016538,MCH-008,L02,2025-12-24 20:06:00,2025-12-24 20:37:33,31.56,JAM,medium,WO-002272,OP-0027
DT-0003997,EVT-00016541,MCH-012,L02,2025-12-24 03:30:00,2025-12-24 03:52:09,22.16,MICRO_STOP,medium,WO-002273,OP-0019
DT-0003998,EVT-00016544,MCH-007,L02,2025-12-24 04:37:00,2025-12-24 04:59:09,22.16,,medium,WO-002273,OP-0048
DT-0003999,EVT-00016547,MCH-018,L03,2025-12-24 13:21:00,2025-12-24 13:38:17,17.29,MATERIAL_WAIT,medium,WO-002274,OP-0011
DT-0004000,EVT-00016551,MCH-015,L03,2025-12-24 14:36:00,2025-12-24 14:53:17,17.29,,medium,WO-002274,OP-0034
DT-0004001,EVT-00016555,MCH-014,L03,2025-12-24 22:53:00,2025-12-24 23:04:54,11.92,SENSOR_FAULT,medium,WO-002275,OP-0026
DT-0004002,EVT-00016559,MCH-017,L03,2025-12-25 00:12:00,2025-12-25 00:23:54,11.92,UNKNOWN,medium,WO-002275,OP-0001
DT-0004003,EVT-00016563,MCH-018,L03,2025-12-24 04:46:00,2025-12-24 05:15:40,29.68,MICRO_STOP,medium,WO-002276,OP-0051
DT-0004004,EVT-00016566,MCH-016,L03,2025-12-24 04:50:00,2025-12-24 05:19:40,29.68,JAM,medium,WO-002276,OP-0005
DT-0004005,EVT-00016569,MCH-024,L04,2025-12-24 17:06:00,2025-12-24 17:55:24,49.41,,medium,WO-002277,OP-0058
DT-0004006,EVT-00016573,MCH-021,L04,2025-12-24 19:20:00,2025-12-24 20:09:24,49.41,QUALITY_HOLD,medium,WO-002277,OP-0009
DT-0004007,EVT-00016577,MCH-023,L04,2025-12-25 02:22:00,2025-12-25 02:36:52,14.88,MICRO_STOP,medium,WO-002278,
DT-0004008,EVT-00016581,MCH-020,L04,2025-12-25 01:54:00,2025-12-25 02:08:52,14.88,MICRO_STOP,medium,WO-002278,OP-0026
DT-0004009,EVT-00016585,MCH-024,L04,2025-12-25 00:43:00,2025-12-25 01:10:56,27.95,MATERIAL_WAIT,medium,WO-002279,OP-0067
DT-0004010,EVT-00016588,MCH-021,L04,2025-12-25 04:03:00,2025-12-25 04:30:56,27.95,,medium,WO-002279,
DT-0004011,EVT-00016591,MCH-027,L05,2025-12-24 13:39:00,2025-12-24 14:16:09,37.16,,medium,WO-002280,OP-0063
DT-0004012,EVT-00016595,MCH-029,L05,2025-12-24 14:56:00,2025-12-24 15:33:09,37.16,MATERIAL_WAIT,medium,WO-002280,OP-0013
DT-0004013,EVT-00016599,MCH-026,L05,2025-12-24 21:12:00,2025-12-24 21:34:30,22.51,MICRO_STOP,medium,WO-002281,OP-0041
DT-0004014,EVT-00016603,MCH-028,L05,2025-12-24 22:05:00,2025-12-24 22:27:30,22.51,SENSOR_FAULT,medium,WO-002281,OP-0064
DT-0004015,EVT-00016607,MCH-026,L05,2025-12-24 09:54:00,2025-12-24 10:20:47,26.8,MICRO_STOP,medium,WO-002282,OP-0066
DT-0004016,EVT-00016611,MCH-028,L05,2025-12-24 06:19:00,2025-12-24 06:45:47,26.8,QUALITY_HOLD,medium,WO-002282,OP-0041
DT-0004017,EVT-00016627,MCH-035,L06,2025-12-24 06:55:00,2025-12-24 07:23:11,28.18,MICRO_STOP,medium,WO-002285,OP-0037
DT-0004018,EVT-00016631,MCH-032,L06,2025-12-24 10:38:00,2025-12-24 11:06:11,28.18,,medium,WO-002285,OP-0063
DT-0004019,EVT-00016635,MCH-006,L01,2025-12-25 11:46:00,2025-12-25 12:01:54,15.9,MATERIAL_WAIT,medium,WO-002286,OP-0010
DT-0004020,EVT-00016639,MCH-004,L01,2025-12-25 11:24:00,2025-12-25 11:39:54,15.9,SENSOR_FAULT,medium,WO-002286,OP-0058
DT-0004021,EVT-00016643,MCH-003,L01,2025-12-25 19:57:00,2025-12-25 20:32:39,35.65,SENSOR_FAULT,medium,WO-002287,OP-0015
DT-0004022,EVT-00016646,MCH-006,L01,2025-12-25 19:57:00,2025-12-25 20:32:39,35.65,SENSOR_FAULT,medium,WO-002287,OP-0014
DT-0004023,EVT-00016649,MCH-001,L01,2025-12-25 08:30:00,2025-12-25 09:05:51,35.86,MICRO_STOP,medium,WO-002288,OP-0023
DT-0004024,EVT-00016653,MCH-005,L01,2025-12-25 07:35:00,2025-12-25 08:10:51,35.86,,medium,WO-002288,OP-0021
DT-0004025,EVT-00016657,MCH-011,L02,2025-12-25 15:42:00,2025-12-25 15:56:46,14.77,JAM,medium,WO-002289,OP-0049
DT-0004026,EVT-00016661,MCH-009,L02,2025-12-25 14:12:00,2025-12-25 14:26:46,14.77,,medium,WO-002289,OP-0003
DT-0004027,EVT-00016665,MCH-009,L02,2025-12-25 18:24:00,2025-12-25 18:36:54,12.9,MICRO_STOP,medium,WO-002290,OP-0039
DT-0004028,EVT-00016668,MCH-008,L02,2025-12-25 17:38:00,2025-12-25 17:50:54,12.9,QUALITY_HOLD,medium,WO-002290,OP-0015
DT-0004029,EVT-00016671,MCH-007,L02,2025-12-25 06:40:00,2025-12-25 07:06:17,26.29,SENSOR_FAULT,medium,WO-002291,OP-0066
DT-0004030,EVT-00016675,MCH-009,L02,2025-12-25 07:35:00,2025-12-25 08:01:17,26.29,MICRO_STOP,medium,WO-002291,OP-0013
DT-0004031,EVT-00016679,MCH-014,L03,2025-12-25 15:50:00,2025-12-25 16:24:35,34.59,QUALITY_HOLD,medium,WO-002292,OP-0045
DT-0004032,EVT-00016683,MCH-017,L03,2025-12-25 15:20:00,2025-12-25 15:54:35,34.59,SENSOR_FAULT,medium,WO-002292,OP-0023
DT-0004033,EVT-00016687,MCH-014,L03,2025-12-25 20:48:00,2025-12-25 21:26:25,38.42,MATERIAL_WAIT,medium,WO-002293,OP-0070
DT-0004034,EVT-00016691,MCH-013,L03,2025-12-25 20:51:00,2025-12-25 21:29:25,38.42,,medium,WO-002293,OP-0069
DT-0004035,EVT-00016695,MCH-014,L03,2025-12-26 01:55:00,2025-12-26 02:26:32,31.54,SENSOR_FAULT,medium,WO-002294,OP-0060
DT-0004036,EVT-00016698,MCH-017,L03,2025-12-26 01:09:00,2025-12-26 01:40:32,31.54,SENSOR_FAULT,medium,WO-002294,OP-0060
DT-0004037,EVT-00016701,MCH-022,L04,2025-12-25 13:33:00,2025-12-25 14:15:52,42.88,MICRO_STOP,medium,WO-002295,OP-0015
DT-0004038,EVT-00016705,MCH-021,L04,2025-12-25 14:06:00,2025-12-25 14:48:52,42.88,MICRO_STOP,medium,WO-002295,OP-0037
DT-0004039,EVT-00016709,MCH-024,L04,2025-12-25 20:34:00,2025-12-25 20:52:04,18.07,MATERIAL_WAIT,medium,WO-002296,OP-0013
DT-0004040,EVT-00016713,MCH-019,L04,2025-12-25 21:41:00,2025-12-25 21:59:04,18.07,JAM,medium,WO-002296,OP-0015
DT-0004041,EVT-00016723,MCH-028,L05,2025-12-25 19:03:00,2025-12-25 19:26:01,23.02,QUALITY_HOLD,medium,WO-002298,OP-0024
DT-0004042,EVT-00016727,MCH-027,L05,2025-12-25 15:18:00,2025-12-25 15:41:01,23.02,,medium,WO-002298,OP-0069
DT-0004043,EVT-00016731,MCH-030,L05,2025-12-26 02:57:00,2025-12-26 03:19:42,22.7,MATERIAL_WAIT,medium,WO-002299,OP-0019
DT-0004044,EVT-00016735,MCH-026,L05,2025-12-25 23:32:00,2025-12-25 23:54:42,22.7,JAM,medium,WO-002299,OP-0020
DT-0004045,EVT-00016739,MCH-030,L05,2025-12-25 07:16:00,2025-12-25 07:42:20,26.35,JAM,medium,WO-002300,
DT-0004046,EVT-00016743,MCH-025,L05,2025-12-25 10:38:00,2025-12-25 11:04:20,26.35,MATERIAL_WAIT,medium,WO-002300,OP-0018
DT-0004047,EVT-00016747,MCH-033,L06,2025-12-25 11:57:00,2025-12-25 12:16:36,19.6,JAM,medium,WO-002301,OP-0055
