work_order_id,sales_order_id,plant_id,line_id,product_id,planned_start_datetime,planned_end_datetime,actual_start_datetime,actual_end_datetime,planned_quantity,actual_quantity,rejected_quantity,rework_quantity,work_order_status,priority_level,operator_team_id,source_system,load_timestamp
WO-003342,SO-003683,P03,L05,PRD-071,2026-03-02 07:00:00,2026-03-02 14:45:00,2026-03-02 06:45:00,2026-03-02 15:07:00,10586,10395,335,112,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003343,SO-004843,P03,L05,PRD-009,2026-03-02 18:00:00,2026-03-03 01:45:00,2026-03-02 18:00:00,2026-03-03 02:17:00,11876,11581,223,113,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003344,SO-005010,P03,L05,PRD-009,2026-03-02 05:00:00,2026-03-02 12:45:00,2026-03-02 04:45:00,2026-03-02 13:31:00,14617,14251,480,100,completed,urgent,TEAM-D,MES,2026-07-09 13:20:35
WO-003345,SO-000393,P03,L06,PRD-067,2026-03-02 08:00:00,2026-03-02 15:45:00,2026-03-02 07:54:00,2026-03-02 17:23:00,27695,26932,795,323,completed,urgent,TEAM-B,MES,2026-07-09 13:20:35
WO-003346,SO-002391,P03,L06,PRD-037,2026-03-02 18:00:00,2026-03-03 01:45:00,2026-03-02 18:02:00,2026-03-03 02:54:00,24420,21826,584,240,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003347,,P03,L06,PRD-043,2026-03-02 06:00:00,2026-03-02 13:45:00,2026-03-02 05:45:00,2026-03-02 15:01:00,18816,17632,797,306,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003348,SO-003181,P01,L01,PRD-016,2026-03-03 07:00:00,2026-03-03 14:45:00,2026-03-03 06:58:00,2026-03-03 15:43:00,15577,15290,122,39,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003349,SO-001258,P01,L01,PRD-016,2026-03-03 16:00:00,2026-03-03 23:45:00,2026-03-03 16:08:00,2026-03-04 00:19:00,14560,13324,271,110,completed,urgent,TEAM-C,MES,2026-07-09 13:20:35
WO-003350,,P01,L01,PRD-016,2026-03-03 05:00:00,2026-03-03 12:45:00,2026-03-03 05:39:00,2026-03-03 14:55:00,12547,11326,287,125,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003351,SO-005057,P01,L02,PRD-002,2026-03-03 10:00:00,2026-03-03 17:45:00,2026-03-03 10:36:00,2026-03-03 19:15:00,20571,21135,586,309,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003352,SO-004239,P01,L02,PRD-039,2026-03-03 17:00:00,2026-03-04 00:45:00,2026-03-03 16:45:00,2026-03-04 01:12:00,24644,24229,675,190,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003353,,P01,L02,PRD-039,2026-03-03 02:00:00,2026-03-03 09:45:00,2026-03-03 02:06:00,2026-03-03 11:19:00,23027,21655,1037,371,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003354,SO-003304,P02,L03,PRD-028,2026-03-03 13:00:00,2026-03-03 20:45:00,2026-03-03 13:42:00,2026-03-03 21:59:00,13036,12287,471,136,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003355,SO-001581,P02,L03,PRD-069,2026-03-03 17:00:00,2026-03-04 00:45:00,2026-03-03 17:00:00,2026-03-04 01:53:00,12729,11362,605,274,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003356,SO-002372,P02,L03,PRD-015,2026-03-03 01:00:00,2026-03-03 08:45:00,2026-03-03 00:45:00,2026-03-03 08:48:00,9629,8968,543,266,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003357,,P02,L04,PRD-002,2026-03-03 12:00:00,2026-03-03 19:45:00,2026-03-03 11:59:00,,10058,10337,195,85,open,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003358,,P02,L04,PRD-002,2026-03-03 22:00:00,2026-03-04 05:45:00,2026-03-03 21:47:00,2026-03-04 06:47:00,9626,9593,228,100,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003359,,P02,L04,PRD-002,2026-03-03 02:00:00,2026-03-03 09:45:00,2026-03-03 02:17:00,2026-03-03 10:51:00,11717,10229,308,136,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003360,SO-005144,P03,L05,PRD-079,2026-03-03 14:00:00,2026-03-03 21:45:00,2026-03-03 13:45:00,2026-03-03 21:43:00,9959,10353,141,65,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003361,SO-002972,P03,L05,PRD-033,2026-03-03 18:00:00,2026-03-04 01:45:00,2026-03-03 18:25:00,2026-03-04 03:27:00,9934,8715,279,135,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003362,SO-004883,P03,L05,PRD-054,2026-03-03 02:00:00,2026-03-03 09:45:00,2026-03-03 01:45:00,2026-03-03 09:32:00,12596,12136,469,221,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003363,SO-002554,P03,L06,PRD-045,2026-03-03 13:00:00,2026-03-03 20:45:00,2026-03-03 13:35:00,2026-03-03 22:41:00,27139,27962,348,183,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003364,SO-004268,P03,L06,PRD-045,2026-03-03 16:00:00,2026-03-03 23:45:00,2026-03-03 15:45:00,2026-03-04 01:04:00,27466,26609,1109,256,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003365,,P03,L06,PRD-045,2026-03-03 03:00:00,2026-03-03 10:45:00,2026-03-03 02:45:00,2026-03-03 11:40:00,20523,17691,147,30,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003366,SO-000401,P01,L01,PRD-023,2026-03-04 11:00:00,2026-03-04 18:45:00,2026-03-04 10:58:00,2026-03-04 19:56:00,13052,12666,499,213,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003367,SO-001306,P01,L01,PRD-044,2026-03-04 21:00:00,2026-03-05 04:45:00,2026-03-04 22:10:00,2026-03-05 06:59:00,18826,16868,239,53,completed,urgent,TEAM-D,MES,2026-07-09 13:20:35
WO-003368,,P01,L01,PRD-023,2026-03-04 02:00:00,2026-03-04 09:45:00,2026-03-04 02:13:00,2026-03-04 10:50:00,13776,12215,447,211,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003369,SO-003905,P01,L02,PRD-005,2026-03-04 14:00:00,2026-03-04 21:45:00,2026-03-04 13:45:00,2026-03-04 22:07:00,18372,19080,655,305,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003370,,P01,L02,PRD-005,2026-03-04 19:00:00,2026-03-05 02:45:00,2026-03-04 19:00:00,2026-03-05 03:52:00,23233,20784,743,390,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003371,SO-004574,P01,L02,PRD-005,2026-03-04 23:00:00,2026-03-05 06:45:00,2026-03-04 23:16:00,2026-03-05 08:12:00,17765,17420,756,371,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003372,SO-003448,P02,L03,PRD-024,2026-03-04 11:00:00,2026-03-04 18:45:00,2026-03-04 10:58:00,2026-03-04 19:36:00,18778,18325,442,233,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003373,SO-001257,P02,L03,PRD-024,2026-03-04 19:00:00,2026-03-05 02:45:00,2026-03-04 19:50:00,2026-03-05 05:21:00,14486,14221,368,118,completed,urgent,TEAM-D,MES,2026-07-09 13:20:35
WO-003374,,P02,L03,PRD-024,2026-03-04 05:00:00,2026-03-04 12:45:00,2026-03-04 05:17:00,2026-03-04 14:06:00,15223,13999,485,135,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003375,SO-003753,P02,L04,PRD-006,2026-03-04 13:00:00,2026-03-04 20:45:00,2026-03-04 14:03:00,2026-03-04 22:54:00,7818,7082,266,88,completed,urgent,TEAM-A,MES,2026-07-09 13:20:35
WO-003376,SO-000193,P02,L04,PRD-006,2026-03-04 20:00:00,2026-03-05 03:45:00,2026-03-04 19:57:00,2026-03-05 04:44:00,10067,9823,444,139,completed,urgent,TEAM-D,MES,2026-07-09 13:20:35
WO-003377,SO-002117,P02,L04,PRD-006,2026-03-04 02:00:00,2026-03-04 09:45:00,2026-03-04 02:51:00,2026-03-04 12:32:00,9572,9859,392,208,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003378,SO-003068,P03,L05,PRD-063,2026-03-04 09:00:00,2026-03-04 16:45:00,2026-03-04 09:04:00,2026-03-04 16:47:00,13999,14550,341,71,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003379,SO-002298,P03,L05,PRD-063,2026-03-04 20:00:00,2026-03-05 03:45:00,2026-03-04 19:45:00,2026-03-05 04:12:00,12877,12518,411,172,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003380,SO-002224,P03,L05,PRD-063,2026-03-04 02:00:00,2026-03-04 09:45:00,2026-03-04 02:36:00,2026-03-04 11:17:00,14148,14201,462,101,completed,urgent,TEAM-A,MES,2026-07-09 13:20:35
WO-003381,SO-003513,P03,L06,PRD-022,2026-03-04 10:00:00,2026-03-04 17:45:00,2026-03-04 10:38:00,2026-03-04 19:18:00,22860,23014,515,211,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003382,SO-002118,P03,L06,PRD-022,2026-03-04 22:00:00,2026-03-05 05:45:00,2026-03-04 21:45:00,2026-03-05 05:52:00,19413,18058,706,385,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003383,,P03,L06,PRD-022,2026-03-04 00:00:00,2026-03-04 07:45:00,2026-03-04 00:06:00,2026-03-04 08:34:00,24923,22178,658,135,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003384,SO-002688,P01,L01,PRD-064,2026-03-05 09:00:00,2026-03-05 16:45:00,2026-03-05 09:00:00,2026-03-05 16:57:00,14294,12743,489,140,completed,urgent,TEAM-C,MES,2026-07-09 13:20:35
WO-003385,SO-003197,P01,L01,PRD-025,2026-03-05 19:00:00,2026-03-06 02:45:00,2026-03-05 19:24:00,2026-03-06 03:49:00,18098,16300,499,175,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003386,,P01,L01,PRD-064,2026-03-05 00:00:00,2026-03-05 07:45:00,05/03/2026 00:32,2026-03-05 08:55:00,12728,12955,282,114,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003387,SO-001563,P01,L02,PRD-060,2026-03-05 13:00:00,2026-03-05 20:45:00,2026-03-05 13:02:00,2026-03-05 21:48:00,19062,16799,554,205,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003388,SO-004751,P01,L02,PRD-060,2026-03-05 17:00:00,2026-03-06 00:45:00,05/03/2026 18:05,2026-03-06 02:14:00,21932,20534,795,346,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003389,SO-002172,P01,L02,PRD-031,2026-03-05 06:00:00,2026-03-05 13:45:00,2026-03-05 06:37:00,2026-03-05 15:03:00,23974,21722,924,365,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003390,SO-004590,P02,L03,PRD-045,2026-03-05 12:00:00,2026-03-05 19:45:00,2026-03-05 12:22:00,,19025,17418,6,3,open,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003391,,P02,L03,PRD-003,2026-03-05 19:00:00,2026-03-06 02:45:00,2026-03-05 18:45:00,2026-03-06 03:46:00,14095,13845,422,190,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003392,SO-004107,P02,L03,PRD-003,2026-03-05 02:00:00,2026-03-05 09:45:00,2026-03-05 03:04:00,2026-03-05 12:24:00,17557,17509,373,182,completed,urgent,TEAM-D,MES,2026-07-09 13:20:35
WO-003393,SO-004416,P02,L04,PRD-079,2026-03-05 12:00:00,2026-03-05 19:45:00,2026-03-05 11:45:00,2026-03-05 20:50:00,8701,7490,0,0,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003394,,P02,L04,PRD-003,2026-03-05 19:00:00,2026-03-06 02:45:00,2026-03-05 19:15:00,2026-03-06 04:17:00,8981,7837,324,106,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003395,SO-000283,P02,L04,PRD-036,2026-03-05 05:00:00,2026-03-05 12:45:00,2026-03-05 05:59:00,2026-03-05 13:36:00,6655,6087,209,92,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003396,SO-000241,P03,L05,PRD-010,2026-03-05 10:00:00,2026-03-05 17:45:00,2026-03-05 10:19:00,2026-03-05 18:14:00,9664,9518,202,69,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003397,,P03,L05,PRD-010,2026-03-05 21:00:00,2026-03-06 04:45:00,2026-03-05 20:45:00,2026-03-06 06:12:00,14414,14515,414,223,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003398,,P03,L05,PRD-010,2026-03-05 00:00:00,2026-03-05 07:45:00,2026-03-05 00:52:00,2026-03-05 08:20:00,12117,11730,349,105,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003399,SO-000792,P03,L06,PRD-080,2026-03-05 10:00:00,2026-03-05 17:45:00,2026-03-05 09:45:00,2026-03-05 18:27:00,17449,16776,393,129,completed,urgent,TEAM-B,MES,2026-07-09 13:20:35
WO-003400,SO-004398,P03,L06,PRD-070,2026-03-05 21:00:00,2026-03-06 04:45:00,2026-03-05 21:23:00,2026-03-06 05:56:00,17560,17743,491,198,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003401,SO-001068,P03,L06,PRD-035,2026-03-05 02:00:00,2026-03-05 09:45:00,2026-03-05 02:36:00,2026-03-05 10:48:00,17915,17371,781,176,completed,urgent,TEAM-D,MES,2026-07-09 13:20:35
WO-003402,SO-001271,P01,L01,PRD-007,2026-03-06 07:00:00,2026-03-06 14:45:00,2026-03-06 07:25:00,2026-03-06 16:31:00,15254,13922,245,51,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003403,SO-004954,P01,L01,PRD-007,2026-03-06 22:00:00,2026-03-07 05:45:00,2026-03-06 21:45:00,2026-03-07 06:55:00,14866,14413,118,60,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003404,SO-002060,P01,L01,PRD-001,2026-03-06 23:00:00,2026-03-07 06:45:00,2026-03-06 22:45:00,2026-03-07 07:43:00,13842,12097,604,180,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003405,SO-001684,P01,L02,PRD-029,2026-03-06 07:00:00,2026-03-06 14:45:00,2026-03-06 07:16:00,2026-03-06 15:52:00,15852,13760,587,169,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003406,SO-005126,P01,L02,PRD-062,2026-03-06 20:00:00,2026-03-07 03:45:00,2026-03-06 20:39:00,2026-03-07 04:51:00,16612,15666,606,287,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003407,SO-002887,P01,L02,PRD-029,2026-03-06 23:00:00,2026-03-07 06:45:00,2026-03-06 23:43:00,2026-03-07 08:41:00,22373,20826,764,371,completed,urgent,TEAM-D,MES,2026-07-09 13:20:35
WO-003408,,P02,L03,PRD-002,2026-03-06 11:00:00,2026-03-06 18:45:00,2026-03-06 10:45:00,2026-03-06 19:38:00,10291,9065,244,126,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003409,SO-003894,P02,L03,PRD-015,2026-03-06 20:00:00,2026-03-07 03:45:00,2026-03-06 19:48:00,2026-03-07 04:37:00,14276,12852,559,250,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003410,SO-004576,P02,L03,PRD-002,2026-03-06 04:00:00,2026-03-06 11:45:00,2026-03-06 04:10:00,2026-03-06 12:53:00,15878,16075,394,81,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003411,SO-004680,P02,L04,PRD-051,2026-03-06 12:00:00,2026-03-06 19:45:00,2026-03-06 11:49:00,2026-03-06 20:07:00,9252,8572,410,110,cancelled,urgent,TEAM-C,MES,2026-07-09 13:20:35
WO-003412,SO-000562,P02,L04,PRD-051,2026-03-06 22:00:00,2026-03-07 05:45:00,2026-03-06 21:45:00,2026-03-07 07:00:00,7125,6897,254,138,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003413,SO-004740,P02,L04,PRD-013,2026-03-06 23:00:00,2026-03-07 06:45:00,2026-03-06 22:45:00,2026-03-07 07:22:00,9344,8883,331,66,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003414,SO-005090,P03,L05,PRD-008,2026-03-06 08:00:00,2026-03-06 15:45:00,2026-03-06 07:45:00,2026-03-06 16:21:00,10212,8868,154,83,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003415,SO-004740,P03,L05,PRD-013,2026-03-06 17:00:00,2026-03-07 00:45:00,2026-03-06 16:46:00,2026-03-07 01:14:00,9560,9585,176,96,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003416,SO-002654,P03,L05,PRD-063,2026-03-06 23:00:00,2026-03-07 06:45:00,2026-03-07 00:10:00,2026-03-07 08:23:00,11756,11000,518,261,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003417,,P03,L06,PRD-062,2026-03-06 08:00:00,2026-03-06 15:45:00,2026-03-06 07:45:00,2026-03-06 15:38:00,21662,22165,866,219,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003418,SO-003252,P03,L06,PRD-062,2026-03-06 15:00:00,2026-03-06 22:45:00,2026-03-06 15:24:00,2026-03-06 23:56:00,22437,19360,589,259,completed,urgent,TEAM-A,MES,2026-07-09 13:20:35
WO-003419,SO-004155,P03,L06,PRD-062,2026-03-06 00:00:00,2026-03-06 07:45:00,2026-03-05 23:45:00,2026-03-06 08:35:00,14752,14026,356,96,completed,urgent,TEAM-D,MES,2026-07-09 13:20:35
WO-003420,SO-000032,P01,L01,PRD-020,2026-03-07 16:00:00,2026-03-07 23:45:00,2026-03-07 16:08:00,2026-03-08 00:01:00,11763,11537,456,152,completed,urgent,TEAM-A,MES,2026-07-09 13:20:35
WO-003421,,P01,L01,PRD-001,2026-03-07 05:00:00,2026-03-07 12:45:00,2026-03-07 04:53:00,2026-03-07 12:34:00,8873,8500,492,260,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003422,SO-001883,P01,L02,PRD-037,2026-03-07 14:00:00,2026-03-07 21:45:00,2026-03-07 14:51:00,2026-03-07 23:01:00,12966,11346,246,102,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003423,SO-001391,P01,L02,PRD-037,2026-03-07 22:00:00,2026-03-08 05:45:00,2026-03-07 23:03:00,2026-03-08 08:03:00,14171,13102,142,29,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003424,,P02,L03,PRD-071,2026-03-07 18:00:00,2026-03-08 01:45:00,2026-03-07 18:17:00,2026-03-08 01:49:00,11071,9882,497,172,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003425,SO-000776,P02,L04,PRD-005,2026-03-07 09:00:00,2026-03-07 16:45:00,2026-03-07 08:45:00,2026-03-07 17:29:00,9061,8257,179,78,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003426,SO-001685,P02,L04,PRD-005,2026-03-07 00:00:00,2026-03-07 07:45:00,2026-03-07 00:00:00,2026-03-07 08:39:00,6423,6631,307,75,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003427,SO-001453,P03,L05,PRD-043,2026-03-07 13:00:00,2026-03-07 20:45:00,2026-03-07 12:45:00,2026-03-07 21:29:00,10057,10088,343,137,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003428,SO-002893,P03,L05,PRD-080,2026-03-07 00:00:00,2026-03-07 07:45:00,2026-03-06 23:51:00,2026-03-07 08:39:00,8223,7945,170,52,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003429,SO-002150,P01,L01,PRD-023,2026-03-08 09:00:00,2026-03-08 16:45:00,2026-03-08 08:45:00,2026-03-08 16:40:00,13311,11966,402,200,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003430,SO-003830,P01,L01,PRD-074,2026-03-08 16:00:00,2026-03-08 23:45:00,2026-03-08 15:52:00,2026-03-09 00:14:00,14312,13554,441,213,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003431,SO-003194,P01,L02,PRD-061,2026-03-08 17:00:00,2026-03-09 00:45:00,2026-03-08 17:16:00,2026-03-09 02:20:00,11822,11235,374,148,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003432,SO-003162,P02,L03,PRD-003,2026-03-08 08:00:00,2026-03-08 15:45:00,2026-03-08 09:07:00,2026-03-08 17:15:00,7670,7578,286,140,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003433,SO-000104,P02,L03,PRD-019,2026-03-08 15:00:00,2026-03-08 22:45:00,2026-03-08 15:05:00,2026-03-08 23:50:00,10688,9759,341,127,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003434,SO-000921,P02,L04,PRD-035,2026-03-08 16:00:00,2026-03-08 23:45:00,2026-03-08 15:45:00,2026-03-09 01:42:00,6640,5750,193,82,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003435,SO-000411,P03,L05,PRD-063,2026-03-08 07:00:00,2026-03-08 14:45:00,2026-03-08 07:33:00,2026-03-08 16:26:00,11365,10480,438,187,completed,urgent,TEAM-A,MES,2026-07-09 13:20:35
WO-003436,SO-004355,P03,L05,PRD-063,2026-03-08 21:00:00,2026-03-09 04:45:00,2026-03-08 20:53:00,2026-03-09 05:28:00,10182,9236,200,109,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003437,SO-001149,P03,L05,PRD-063,2026-03-08 05:00:00,2026-03-08 12:45:00,2026-03-08 05:37:00,2026-03-08 14:41:00,9618,8957,385,90,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003438,SO-003533,P03,L06,PRD-067,2026-03-08 15:00:00,2026-03-08 22:45:00,2026-03-08 14:45:00,2026-03-08 23:14:00,15270,13511,557,305,completed,urgent,TEAM-D,MES,2026-07-09 13:20:35
WO-003439,,P03,L06,PRD-067,2026-03-08 06:00:00,2026-03-08 13:45:00,2026-03-08 06:40:00,2026-03-08 14:58:00,13180,13429,123,27,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003440,,P01,L01,PRD-050,2026-03-09 07:00:00,2026-03-09 14:45:00,2026-03-09 06:59:00,2026-03-09 15:19:00,15057,13873,251,92,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003441,,P01,L01,PRD-050,2026-03-09 20:00:00,2026-03-10 03:45:00,2026-03-09 19:45:00,2026-03-10 04:39:00,15808,14689,805,414,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003442,SO-004454,P01,L01,PRD-079,2026-03-09 02:00:00,2026-03-09 09:45:00,2026-03-09 02:00:00,2026-03-09 11:06:00,12273,10959,481,254,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003443,SO-005191,P01,L02,PRD-004,2026-03-09 11:00:00,2026-03-09 18:45:00,2026-03-09 11:58:00,2026-03-09 20:24:00,22502,21490,625,217,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003444,SO-000056,P01,L02,PRD-063,2026-03-09 21:00:00,2026-03-10 04:45:00,2026-03-09 21:00:00,2026-03-10 05:58:00,25663,26662,504,134,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003445,SO-003631,P01,L02,PRD-005,2026-03-09 00:00:00,2026-03-09 07:45:00,2026-03-09 00:31:00,2026-03-09 08:47:00,20172,20599,916,202,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003446,SO-001279,P02,L03,PRD-002,2026-03-09 12:00:00,2026-03-09 19:45:00,2026-03-09 12:08:00,,11319,10245,324,72,open,urgent,TEAM-A,MES,2026-07-09 13:20:35
WO-003447,SO-000044,P02,L03,PRD-066,2026-03-09 21:00:00,2026-03-10 04:45:00,2026-03-09 21:50:00,2026-03-10 06:36:00,12727,13165,222,69,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003448,,P02,L03,PRD-002,2026-03-09 01:00:00,2026-03-09 08:45:00,2026-03-09 01:17:00,2026-03-09 10:05:00,13269,11822,303,137,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003449,SO-000105,P02,L04,PRD-005,2026-03-09 12:00:00,2026-03-09 19:45:00,2026-03-09 12:19:00,2026-03-09 21:08:00,8781,8050,349,156,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003450,SO-004886,P02,L04,PRD-017,2026-03-09 21:00:00,2026-03-10 04:45:00,2026-03-09 21:14:00,2026-03-10 06:14:00,9709,8543,265,141,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003451,SO-003803,P02,L04,PRD-005,2026-03-09 00:00:00,2026-03-09 07:45:00,2026-03-08 23:45:00,2026-03-09 07:42:00,10168,9838,342,83,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003452,,P03,L05,PRD-062,2026-03-09 14:00:00,2026-03-09 21:45:00,2026-03-09 14:42:00,2026-03-10 00:04:00,13405,12967,421,111,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003453,SO-001756,P03,L05,PRD-062,2026-03-09 19:00:00,2026-03-10 02:45:00,2026-03-09 18:45:00,2026-03-10 03:25:00,11172,11016,257,61,completed,urgent,TEAM-B,MES,2026-07-09 13:20:35
WO-003454,SO-000956,P03,L05,PRD-062,2026-03-09 00:00:00,2026-03-09 07:45:00,2026-03-08 23:48:00,2026-03-09 08:09:00,11895,12153,279,108,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003455,,P03,L06,PRD-064,2026-03-09 09:00:00,2026-03-09 16:45:00,2026-03-09 09:00:00,2026-03-09 17:33:00,22786,22591,1031,543,completed,normal,TEAM-B,MES,2026-07-09 13:20:35
WO-003456,SO-001507,P03,L06,PRD-064,2026-03-09 20:00:00,2026-03-10 03:45:00,2026-03-09 19:48:00,2026-03-10 04:58:00,18130,17845,939,393,completed,normal,TEAM-C,MES,2026-07-09 13:20:35
WO-003457,SO-000900,P03,L06,PRD-064,2026-03-09 05:00:00,2026-03-09 12:45:00,2026-03-09 05:17:00,2026-03-09 13:53:00,26465,22859,1081,363,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003458,SO-002027,P01,L01,PRD-061,2026-03-10 10:00:00,2026-03-10 17:45:00,2026-03-10 10:40:00,2026-03-10 18:33:00,13217,13384,436,185,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003459,SO-002865,P01,L01,PRD-061,2026-03-10 18:00:00,2026-03-11 01:45:00,2026-03-10 17:51:00,2026-03-11 01:40:00,15542,13370,441,137,completed,normal,TEAM-A,MES,2026-07-09 13:20:35
WO-003460,SO-003779,P01,L01,PRD-052,2026-03-10 03:00:00,2026-03-10 10:45:00,2026-03-10 03:20:00,2026-03-10 12:34:00,15037,13775,969,513,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003461,SO-000498,P01,L02,PRD-017,2026-03-10 08:00:00,2026-03-10 15:45:00,2026-03-10 07:45:00,2026-03-10 16:25:00,23545,21310,609,289,completed,normal,TEAM-D,MES,2026-07-09 13:20:35
WO-003462,SO-003437,P01,L02,PRD-045,2026-03-10 20:00:00,2026-03-11 03:45:00,2026-03-10 20:56:00,2026-03-11 04:40:00,21447,20195,246,97,completed,urgent,TEAM-C,MES,2026-07-09 13:20:35
