plan_id,plan_date,plant_id,line_id,product_id,planned_quantity,planned_capacity_units,capacity_utilization_plan,plan_version,planner_id,source_system
PLAN-20251027-L02,2025-10-27,P01,L02,PRD-048,80912,82062,0.986,v1,PLN-003,APS
PLAN-20251027-L03,2025-10-27,P02,L03,PRD-022,62895,52992,1.187,v3,PLN-010,APS
PLAN-20251027-L04,2025-10-27,P02,L04,PRD-021,31111,34380,0.905,v3,PLN-007,APS
PLAN-20251027-L05,2025-10-27,P03,L05,PRD-022,40695,44946,0.905,v1,PLN-005,APS
PLAN-20251027-L06,2025-10-27,P03,L06,PRD-048,84959,84438,1.006,v1,PLN-007,APS
PLAN-20251028-L01,2025-10-28,P01,L01,PRD-023,56010,58068,0.965,v1,PLN-004,APS
PLAN-20251028-L02,2025-10-28,P01,L02,PRD-051,97047,82062,1.183,v3,PLN-006,APS
PLAN-20251028-L03,2025-10-28,P02,L03,PRD-044,50061,52992,0.945,v2,PLN-010,APS
PLAN-20251028-L04,2025-10-28,P02,L04,PRD-036,33587,34380,0.977,v2,PLN-007,APS
PLAN-20251028-L05,2025-10-28,P03,L05,PRD-050,46072,44946,1.025,v1,PLN-010,APS
PLAN-20251028-L06,2025-10-28,P03,L06,PRD-024,74988,84438,0.888,v1,PLN-011,APS
PLAN-20251029-L01,2025-10-29,P01,L01,PRD-064,56205,58068,0.968,v1,PLN-005,APS
PLAN-20251029-L02,2025-10-29,P01,L02,PRD-048,91698,82062,1.117,v1,PLN-009,APS
PLAN-20251029-L03,2025-10-29,P02,L03,PRD-023,62228,52992,1.174,v1,PLN-003,APS
PLAN-20251029-L04,2025-10-29,P02,L04,PRD-031,30841,34380,0.897,v2,PLN-007,APS
PLAN-20251029-L05,2025-10-29,P03,L05,PRD-056,51629,44946,1.149,v1,PLN-007,APS
PLAN-20251029-L06,2025-10-29,P03,L06,PRD-024,101896,84438,1.207,v2,PLN-005,APS
PLAN-20251030-L01,2025-10-30,P01,L01,PRD-072,65971,58068,1.136,v2,PLN-008,APS
PLAN-20251030-L02,2025-10-30,P01,L02,PRD-039,82180,82062,1.001,v1,PLN-002,APS
PLAN-20251030-L03,2025-10-30,P02,L03,PRD-043,61546,52992,1.161,v1,PLN-001,APS
PLAN-20251030-L04,2025-10-30,P02,L04,PRD-024,30456,34380,0.886,v1,PLN-003,APS
PLAN-20251030-L05,2025-10-30,P03,L05,PRD-063,46319,44946,1.031,v3,PLN-011,APS
PLAN-20251030-L06,2025-10-30,P03,L06,PRD-017,86001,84438,1.019,v3,PLN-003,APS
PLAN-20251031-L01,2025-10-31,P01,L01,PRD-047,59602,58068,1.026,v1,PLN-002,APS
PLAN-20251031-L02,2025-10-31,P01,L02,PRD-071,80341,82062,0.979,v1,PLN-008,APS
PLAN-20251031-L03,2025-10-31,P02,L03,PRD-027,47128,52992,0.889,v3,PLN-011,APS
PLAN-20251031-L04,2025-10-31,P02,L04,PRD-049,34902,34380,1.015,v3,PLN-011,APS
PLAN-20251031-L05,2025-10-31,P03,L05,PRD-062,46852,44946,1.042,v1,PLN-009,APS
PLAN-20251031-L06,2025-10-31,P03,L06,PRD-045,80207,84438,0.95,v1,PLN-007,APS
PLAN-20251101-L01,2025-11-01,P01,L01,PRD-025,41328,58068,0.712,v3,PLN-002,APS
PLAN-20251101-L02,2025-11-01,P01,L02,PRD-069,58333,82062,0.711,v2,PLN-004,APS
PLAN-20251101-L03,2025-11-01,P02,L03,PRD-042,48184,52992,0.909,v2,PLN-007,APS
PLAN-20251101-L04,2025-11-01,P02,L04,PRD-042,27859,34380,0.81,v2,PLN-010,APS
PLAN-20251101-L05,2025-11-01,P03,L05,PRD-064,39401,44946,0.877,v2,PLN-011,APS
PLAN-20251101-L06,2025-11-01,P03,L06,PRD-070,60633,84438,0.718,v2,PLN-010,APS
PLAN-20251102-L01,2025-11-02,P01,L01,PRD-016,39629,58068,0.682,v1,PLN-010,APS
PLAN-20251102-L02,2025-11-02,P01,L02,PRD-053,63703,82062,0.776,v1,PLN-005,APS
PLAN-20251102-L03,2025-11-02,P02,L03,PRD-028,40957,52992,0.773,v2,PLN-003,APS
PLAN-20251102-L04,2025-11-02,P02,L04,PRD-032,30423,34380,0.885,v1,PLN-008,APS
PLAN-20251102-L05,2025-11-02,P03,L05,PRD-052,32249,44946,0.718,v3,PLN-008,APS
PLAN-20251102-L06,2025-11-02,P03,L06,PRD-017,70181,84438,0.831,v3,PLN-008,APS
PLAN-20251103-L01,2025-11-03,P01,L01,PRD-025,63970,58068,1.102,v3,PLN-005,APS
PLAN-20251103-L02,2025-11-03,P01,L02,PRD-029,96000,82062,1.17,v1,PLN-005,APS
PLAN-20251103-L03,2025-11-03,P02,L03,PRD-045,54885,52992,1.036,v1,PLN-009,APS
PLAN-20251103-L04,2025-11-03,P02,L04,PRD-048,38762,34380,1.127,v2,PLN-003,APS
PLAN-20251103-L05,2025-11-03,P03,L05,PRD-078,46834,44946,1.042,v1,PLN-002,APS
PLAN-20251103-L06,2025-11-03,P03,L06,PRD-056,93060,84438,1.102,v1,PLN-012,APS
PLAN-20251104-L01,2025-11-04,P01,L01,PRD-072,67119,58068,1.156,v2,PLN-006,APS
PLAN-20251104-L02,2025-11-04,P01,L02,PRD-039,77249,82062,0.941,v3,PLN-007,APS
PLAN-20251104-L03,2025-11-04,P02,L03,PRD-057,50190,52992,0.947,v2,PLN-006,APS
PLAN-20251104-L04,2025-11-04,P02,L04,PRD-046,34832,34380,1.013,v3,PLN-011,APS
PLAN-20251104-L05,2025-11-04,P03,L05,PRD-039,51124,44946,1.137,v3,PLN-006,APS
PLAN-20251104-L06,2025-11-04,P03,L06,PRD-045,101101,84438,1.197,v1,PLN-006,APS
PLAN-20251105-L01,2025-11-05,P01,L01,PRD-066,63534,58068,1.094,v3,PLN-012,APS
PLAN-20251105-L02,2025-11-05,P01,L02,PRD-029,75039,82062,0.914,v1,PLN-004,APS
PLAN-20251105-L03,2025-11-05,P02,L03,PRD-073,58013,52992,1.095,v3,PLN-006,APS
PLAN-20251105-L04,2025-11-05,P02,L04,PRD-029,35318,34380,1.027,v2,PLN-002,APS
PLAN-20251105-L05,2025-11-05,P03,L05,PRD-062,45270,44946,1.007,v1,PLN-012,APS
PLAN-20251105-L06,2025-11-05,P03,L06,PRD-024,86917,84438,1.029,v1,PLN-002,APS
PLAN-20251106-L01,2025-11-06,P01,L01,PRD-051,60849,58068,1.048,v1,PLN-008,APS
PLAN-20251106-L02,2025-11-06,P01,L02,PRD-036,91841,82062,1.119,v3,PLN-007,APS
PLAN-20251106-L03,2025-11-06,P02,L03,PRD-071,53743,52992,1.014,v2,PLN-010,APS
PLAN-20251106-L04,2025-11-06,P02,L04,PRD-032,32886,34380,0.957,v1,PLN-010,APS
PLAN-20251106-L05,2025-11-06,P03,L05,PRD-080,43394,44946,0.965,v3,PLN-002,APS
PLAN-20251106-L06,2025-11-06,P03,L06,PRD-064,86170,84438,1.021,v3,PLN-004,APS
PLAN-20251107-L01,2025-11-07,P01,L01,PRD-007,70065,58068,1.207,v1,PLN-001,APS
PLAN-20251107-L02,2025-11-07,P01,L02,PRD-022,77878,82062,0.949,v2,PLN-001,APS
PLAN-20251107-L03,2025-11-07,P02,L03,PRD-002,48171,52992,0.909,v2,PLN-009,APS
PLAN-20251107-L04,2025-11-07,P02,L04,PRD-040,38491,34380,1.12,v3,PLN-008,APS
PLAN-20251107-L05,2025-11-07,P03,L05,PRD-007,45517,44946,1.013,v1,PLN-004,APS
PLAN-20251107-L06,2025-11-07,P03,L06,PRD-003,102263,84438,1.211,v3,PLN-003,APS
PLAN-20251108-L01,2025-11-08,P01,L01,PRD-034,52393,58068,0.902,v1,PLN-012,APS
PLAN-20251108-L02,2025-11-08,P01,L02,PRD-045,64763,82062,0.789,v1,PLN-006,APS
PLAN-20251108-L03,2025-11-08,P02,L03,PRD-023,41020,52992,0.774,v3,PLN-008,APS
PLAN-20251108-L04,2025-11-08,P02,L04,PRD-021,28684,34380,0.834,v1,PLN-005,APS
PLAN-20251108-L05,2025-11-08,P03,L05,PRD-052,35952,44946,0.8,v1,PLN-011,APS
PLAN-20251108-L06,2025-11-08,P03,L06,PRD-054,60889,84438,0.721,v3,PLN-003,APS
PLAN-20251109-L01,2025-11-09,P01,L01,PRD-064,51452,58068,0.886,v2,PLN-010,APS
PLAN-20251109-L02,2025-11-09,P01,L02,PRD-053,64651,82062,0.788,v2,PLN-010,APS
PLAN-20251109-L03,2025-11-09,P02,L03,PRD-019,43456,52992,0.82,v3,PLN-001,APS
PLAN-20251109-L04,2025-11-09,P02,L04,PRD-046,26864,34380,0.781,v2,PLN-003,APS
PLAN-20251109-L05,2025-11-09,P03,L05,PRD-022,32972,44946,0.734,v1,PLN-002,APS
PLAN-20251109-L06,2025-11-09,P03,L06,PRD-078,60509,84438,0.717,v3,PLN-009,APS
PLAN-20251110-L01,2025-11-10,P01,L01,PRD-079,57583,58068,0.992,v1,PLN-008,APS
PLAN-20251110-L02,2025-11-10,P01,L02,PRD-048,89716,82062,1.093,v2,PLN-012,APS
PLAN-20251110-L03,2025-11-10,P02,L03,PRD-057,48183,52992,0.909,v3,PLN-002,APS
PLAN-20251110-L04,2025-11-10,P02,L04,PRD-079,39732,34380,1.156,v2,PLN-005,APS
PLAN-20251110-L05,2025-11-10,P03,L05,PRD-055,50067,44946,1.114,v1,PLN-011,APS
PLAN-20251110-L06,2025-11-10,P03,L06,PRD-070,94062,84438,1.114,v1,PLN-007,APS
PLAN-20251111-L01,2025-11-11,P01,L01,PRD-025,58295,58068,1.004,v2,PLN-005,APS
PLAN-20251111-L02,2025-11-11,P01,L02,PRD-031,86835,82062,1.058,v3,PLN-004,APS
PLAN-20251111-L03,2025-11-11,P02,L03,PRD-069,53835,52992,1.016,v2,PLN-006,APS
PLAN-20251111-L04,2025-11-11,P02,L04,PRD-036,31143,34380,0.906,v3,PLN-002,APS
PLAN-20251111-L05,2025-11-11,P03,L05,PRD-007,52502,44946,1.168,v2,PLN-003,APS
PLAN-20251111-L06,2025-11-11,P03,L06,PRD-066,99214,84438,1.175,v2,PLN-003,APS
PLAN-20251112-L01,2025-11-12,P01,L01,PRD-059,56878,58068,0.98,v2,PLN-007,APS
PLAN-20251112-L02,2025-11-12,P01,L02,PRD-008,82958,82062,1.011,v3,PLN-010,APS
PLAN-20251112-L03,2025-11-12,P02,L03,PRD-073,51798,52992,0.977,v3,PLN-009,APS
PLAN-20251112-L04,2025-11-12,P02,L04,PRD-005,32510,34380,0.946,v2,PLN-004,APS
PLAN-20251112-L05,2025-11-12,P03,L05,PRD-043,43737,44946,0.973,v1,PLN-010,APS
PLAN-20251112-L06,2025-11-12,P03,L06,PRD-058,92740,84438,1.098,v2,PLN-007,APS
PLAN-20251113-L01,2025-11-13,P01,L01,PRD-046,56813,58068,0.978,v2,PLN-010,APS
PLAN-20251113-L02,2025-11-13,P01,L02,PRD-020,90707,82062,1.105,v1,PLN-010,APS
PLAN-20251113-L03,2025-11-13,P02,L03,PRD-066,63499,52992,1.198,v1,PLN-007,APS
PLAN-20251113-L04,2025-11-13,P02,L04,PRD-077,34046,34380,0.99,v2,PLN-004,APS
PLAN-20251113-L05,2025-11-13,P03,L05,PRD-075,47246,44946,1.051,v3,PLN-005,APS
PLAN-20251113-L06,2025-11-13,P03,L06,PRD-059,101083,84438,1.197,v1,PLN-012,APS
PLAN-20251114-L01,2025-11-14,P01,L01,PRD-025,60307,58068,1.039,v1,PLN-012,APS
PLAN-20251114-L02,2025-11-14,P01,L02,PRD-064,77316,82062,0.942,v1,PLN-011,APS
PLAN-20251114-L03,2025-11-14,P02,L03,PRD-024,56256,52992,1.062,v2,PLN-003,APS
PLAN-20251114-L04,2025-11-14,P02,L04,PRD-035,39518,34380,1.149,v1,PLN-006,APS
PLAN-20251114-L05,2025-11-14,P03,L05,PRD-045,46526,44946,1.035,v1,PLN-003,APS
PLAN-20251114-L06,2025-11-14,P03,L06,PRD-054,84508,84438,1.001,v3,PLN-004,APS
PLAN-20251115-L01,2025-11-15,P01,L01,PRD-028,40842,58068,0.703,v2,PLN-007,APS
PLAN-20251115-L02,2025-11-15,P01,L02,PRD-053,57201,82062,0.697,v2,PLN-002,APS
PLAN-20251115-L03,2025-11-15,P02,L03,PRD-066,35250,52992,0.665,v2,PLN-002,APS
PLAN-20251115-L04,2025-11-15,P02,L04,PRD-049,27886,34380,0.811,v3,PLN-001,APS
PLAN-20251115-L05,2025-11-15,P03,L05,PRD-015,39228,44946,0.873,v3,PLN-010,APS
PLAN-20251115-L06,2025-11-15,P03,L06,PRD-048,56653,84438,0.671,v2,PLN-005,APS
PLAN-20251116-L01,2025-11-16,P01,L01,PRD-032,43640,58068,0.752,v1,PLN-001,APS
PLAN-20251116-L02,2025-11-16,P01,L02,PRD-020,67113,82062,0.818,v2,PLN-010,APS
PLAN-20251116-L03,2025-11-16,P02,L03,PRD-028,44281,52992,0.836,v2,PLN-004,APS
PLAN-20251116-L04,2025-11-16,P02,L04,PRD-037,24077,34380,0.7,v3,PLN-006,APS
PLAN-20251116-L05,2025-11-16,P03,L05,PRD-019,37443,44946,0.833,v1,PLN-012,APS
PLAN-20251116-L06,2025-11-16,P03,L06,PRD-062,75121,84438,0.89,v3,PLN-001,APS
PLAN-20251117-L01,2025-11-17,P01,L01,PRD-064,57119,58068,0.984,v2,PLN-003,APS
PLAN-20251117-L02,2025-11-17,P01,L02,PRD-035,94518,82062,1.152,v3,PLN-010,APS
PLAN-20251117-L03,2025-11-17,P02,L03,PRD-017,57338,52992,1.082,v2,PLN-006,APS
PLAN-20251117-L04,2025-11-17,P02,L04,PRD-037,34053,34380,0.99,v3,PLN-008,APS
PLAN-20251117-L05,2025-11-17,P03,L05,PRD-012,43399,44946,0.966,v1,PLN-001,APS
PLAN-20251117-L06,2025-11-17,P03,L06,PRD-048,77124,84438,0.913,v1,PLN-003,APS
PLAN-20251118-L01,2025-11-18,P01,L01,PRD-074,56408,58068,0.971,v1,PLN-012,APS
PLAN-20251118-L02,2025-11-18,P01,L02,PRD-061,93005,82062,1.133,v1,PLN-009,APS
PLAN-20251118-L03,2025-11-18,P02,L03,PRD-073,60956,52992,1.15,v1,PLN-010,APS
PLAN-20251118-L04,2025-11-18,P02,L04,PRD-072,36102,34380,1.05,v1,PLN-005,APS
PLAN-20251118-L05,2025-11-18,P03,L05,PRD-080,40929,44946,0.911,v3,PLN-012,APS
PLAN-20251118-L06,2025-11-18,P03,L06,PRD-056,96566,84438,1.144,v2,PLN-001,APS
PLAN-20251119-L01,2025-11-19,P01,L01,PRD-013,62097,58068,1.069,v2,PLN-003,APS
PLAN-20251119-L02,2025-11-19,P01,L02,PRD-052,87313,82062,1.064,v3,PLN-011,APS
PLAN-20251119-L03,2025-11-19,P02,L03,PRD-057,48308,52992,0.912,v1,PLN-001,APS
PLAN-20251119-L04,2025-11-19,P02,L04,PRD-078,37780,34380,1.099,v1,PLN-010,APS
PLAN-20251119-L05,2025-11-19,P03,L05,PRD-068,48740,44946,1.084,v3,PLN-007,APS
PLAN-20251119-L06,2025-11-19,P03,L06,PRD-035,84317,84438,0.999,v1,PLN-009,APS
PLAN-20251120-L01,2025-11-20,P01,L01,PRD-080,63110,58068,1.087,v2,PLN-004,APS
PLAN-20251120-L02,2025-11-20,P01,L02,PRD-004,82941,82062,1.011,v3,PLN-009,APS
PLAN-20251120-L03,2025-11-20,P02,L03,PRD-028,48453,52992,0.914,v2,PLN-002,APS
PLAN-20251120-L04,2025-11-20,P02,L04,PRD-079,32447,34380,0.944,v3,PLN-011,APS
PLAN-20251120-L05,2025-11-20,P03,L05,PRD-008,53935,44946,1.2,v3,PLN-007,APS
PLAN-20251120-L06,2025-11-20,P03,L06,PRD-013,75566,84438,0.895,v1,PLN-007,APS
PLAN-20251121-L01,2025-11-21,P01,L01,PRD-020,68812,58068,1.185,v2,PLN-006,APS
PLAN-20251121-L02,2025-11-21,P01,L02,PRD-015,72307,82062,0.881,v3,PLN-007,APS
PLAN-20251121-L03,2025-11-21,P02,L03,PRD-077,63589,52992,1.2,v3,PLN-005,APS
PLAN-20251121-L04,2025-11-21,P02,L04,PRD-051,30317,34380,0.882,v2,PLN-010,APS
PLAN-20251121-L05,2025-11-21,P03,L05,PRD-077,53292,44946,1.186,v3,PLN-002,APS
PLAN-20251121-L06,2025-11-21,P03,L06,PRD-061,75104,84438,0.889,v1,PLN-006,APS
PLAN-20251122-L01,2025-11-22,P01,L01,PRD-052,44987,58068,0.775,v1,PLN-002,APS
PLAN-20251122-L02,2025-11-22,P01,L02,PRD-022,66514,82062,0.811,v3,PLN-012,APS
PLAN-20251122-L03,2025-11-22,P02,L03,PRD-012,42074,52992,0.794,v2,PLN-007,APS
PLAN-20251122-L04,2025-11-22,P02,L04,PRD-052,26759,34380,0.778,v2,PLN-011,APS
PLAN-20251122-L05,2025-11-22,P03,L05,PRD-031,33690,44946,0.75,v3,PLN-007,APS
PLAN-20251122-L06,2025-11-22,P03,L06,PRD-070,71756,84438,0.85,v3,PLN-009,APS
PLAN-20251123-L01,2025-11-23,P01,L01,PRD-023,46901,58068,0.808,v3,PLN-010,APS
PLAN-20251123-L02,2025-11-23,P01,L02,PRD-017,64319,82062,0.784,v2,PLN-005,APS
PLAN-20251123-L03,2025-11-23,P02,L03,PRD-022,45456,52992,0.858,v3,PLN-008,APS
PLAN-20251123-L04,2025-11-23,P02,L04,PRD-077,24615,34380,0.716,v3,PLN-007,APS
PLAN-20251123-L05,2025-11-23,P03,L05,PRD-013,36813,44946,0.819,v1,PLN-003,APS
PLAN-20251123-L06,2025-11-23,P03,L06,PRD-078,73514,84438,0.871,v1,PLN-003,APS
PLAN-20251124-L01,2025-11-24,P01,L01,PRD-047,53811,58068,0.927,v1,PLN-007,APS
PLAN-20251124-L02,2025-11-24,P01,L02,PRD-075,72736,82062,0.886,v2,PLN-012,APS
PLAN-20251124-L03,2025-11-24,P02,L03,PRD-019,55681,52992,1.051,v3,PLN-011,APS
PLAN-20251124-L04,2025-11-24,P02,L04,PRD-062,31408,34380,0.914,v1,PLN-007,APS
PLAN-20251124-L05,2025-11-24,P03,L05,PRD-020,51141,44946,1.138,v1,PLN-007,APS
PLAN-20251124-L06,2025-11-24,P03,L06,PRD-012,83964,84438,0.994,v3,PLN-011,APS
PLAN-20251125-L01,2025-11-25,P01,L01,PRD-068,63824,58068,1.099,v2,PLN-004,APS
PLAN-20251125-L02,2025-11-25,P01,L02,PRD-004,72720,82062,0.886,v3,PLN-007,APS
PLAN-20251125-L03,2025-11-25,P02,L03,PRD-045,50329,52992,0.95,v3,PLN-010,APS
PLAN-20251125-L04,2025-11-25,P02,L04,PRD-041,32030,34380,0.932,v3,PLN-009,APS
PLAN-20251125-L05,2025-11-25,P03,L05,PRD-022,42803,44946,0.952,v1,PLN-006,APS
PLAN-20251125-L06,2025-11-25,P03,L06,PRD-024,94149,84438,1.115,v1,PLN-009,APS
PLAN-20251126-L01,2025-11-26,P01,L01,PRD-023,52963,58068,0.912,v2,PLN-004,APS
PLAN-20251126-L02,2025-11-26,P01,L02,PRD-053,73754,82062,0.899,v1,PLN-009,APS
PLAN-20251126-L03,2025-11-26,P02,L03,PRD-023,53668,52992,1.013,v1,PLN-007,APS
PLAN-20251126-L04,2025-11-26,P02,L04,PRD-078,31983,34380,0.93,v1,PLN-005,APS
PLAN-20251126-L05,2025-11-26,P03,L05,PRD-071,42525,44946,0.946,v2,PLN-003,APS
PLAN-20251126-L06,2025-11-26,P03,L06,PRD-051,74354,84438,0.881,v1,PLN-008,APS
PLAN-20251127-L01,2025-11-27,P01,L01,PRD-032,64858,58068,1.117,v3,PLN-008,APS
PLAN-20251127-L02,2025-11-27,P01,L02,PRD-001,95158,82062,1.16,v2,PLN-002,APS
PLAN-20251127-L03,2025-11-27,P02,L03,PRD-069,62257,52992,1.175,v2,PLN-004,APS
PLAN-20251127-L04,2025-11-27,P02,L04,PRD-037,34713,34380,1.01,v3,PLN-012,APS
PLAN-20251127-L05,2025-11-27,P03,L05,PRD-068,45767,44946,1.018,v2,PLN-008,APS
PLAN-20251127-L06,2025-11-27,P03,L06,PRD-013,75612,84438,0.895,v1,PLN-007,APS
PLAN-20251128-L01,2025-11-28,P01,L01,PRD-047,61652,58068,1.062,v1,PLN-003,APS
PLAN-20251128-L02,2025-11-28,P01,L02,PRD-017,86230,82062,1.051,v1,PLN-004,APS
PLAN-20251128-L03,2025-11-28,P02,L03,PRD-044,58697,52992,1.108,v3,PLN-005,APS
PLAN-20251128-L04,2025-11-28,P02,L04,PRD-079,39771,34380,1.157,v3,PLN-005,APS
PLAN-20251128-L05,2025-11-28,P03,L05,PRD-044,39502,44946,0.879,v2,PLN-010,APS
PLAN-20251128-L06,2025-11-28,P03,L06,PRD-034,88988,84438,1.054,v2,PLN-003,APS
PLAN-20251129-L01,2025-11-29,P01,L01,PRD-001,47806,58068,0.823,v1,PLN-011,APS
PLAN-20251129-L02,2025-11-29,P01,L02,PRD-022,53755,82062,0.655,v3,PLN-002,APS
PLAN-20251129-L03,2025-11-29,P02,L03,PRD-002,46896,52992,0.885,v1,PLN-010,APS
PLAN-20251129-L04,2025-11-29,P02,L04,PRD-010,23477,34380,0.683,v3,PLN-010,APS
PLAN-20251129-L05,2025-11-29,P03,L05,PRD-070,38434,44946,0.855,v1,PLN-012,APS
PLAN-20251129-L06,2025-11-29,P03,L06,PRD-078,67358,84438,0.798,v1,PLN-003,APS
PLAN-20251130-L01,2025-11-30,P01,L01,PRD-023,46281,58068,0.797,v1,PLN-007,APS
PLAN-20251130-L02,2025-11-30,P01,L02,PRD-030,64618,82062,0.787,v3,PLN-001,APS
PLAN-20251130-L03,2025-11-30,P02,L03,PRD-045,42043,52992,0.793,v1,PLN-011,APS
PLAN-20251130-L04,2025-11-30,P02,L04,PRD-040,23125,34380,0.673,v1,PLN-002,APS
PLAN-20251130-L05,2025-11-30,P03,L05,PRD-022,34426,44946,0.766,v3,PLN-011,APS
PLAN-20251130-L06,2025-11-30,P03,L06,PRD-066,55331,84438,0.655,v2,PLN-004,APS
PLAN-20251201-L01,2025-12-01,P01,L01,PRD-077,63539,58068,1.094,v1,PLN-005,APS
PLAN-20251201-L02,2025-12-01,P01,L02,PRD-008,81010,82062,0.987,v1,PLN-008,APS
PLAN-20251201-L03,2025-12-01,P02,L03,PRD-044,56287,52992,1.062,v3,PLN-007,APS
PLAN-20251201-L04,2025-12-01,P02,L04,PRD-013,38388,34380,1.117,v2,PLN-009,APS
PLAN-20251201-L05,2025-12-01,P03,L05,PRD-012,40564,44946,0.903,v2,PLN-008,APS
PLAN-20251201-L06,2025-12-01,P03,L06,PRD-071,86661,84438,1.026,v3,PLN-011,APS
PLAN-20251202-L01,2025-12-02,P01,L01,PRD-077,66412,58068,1.144,v2,PLN-005,APS
PLAN-20251202-L02,2025-12-02,P01,L02,PRD-007,75677,82062,0.922,v3,PLN-005,APS
PLAN-20251202-L03,2025-12-02,P02,L03,PRD-023,62103,52992,1.172,v2,PLN-011,APS
PLAN-20251202-L04,2025-12-02,P02,L04,PRD-029,32720,34380,0.952,v1,PLN-012,APS
PLAN-20251202-L05,2025-12-02,P03,L05,PRD-020,44229,44946,0.984,v3,PLN-001,APS
PLAN-20251202-L06,2025-12-02,P03,L06,PRD-073,100040,84438,1.185,v2,PLN-006,APS
PLAN-20251203-L01,2025-12-03,P01,L01,PRD-059,68594,58068,1.181,v3,PLN-004,APS
PLAN-20251203-L02,2025-12-03,P01,L02,PRD-066,74573,82062,0.909,v2,PLN-005,APS
PLAN-20251203-L03,2025-12-03,P02,L03,PRD-027,54131,52992,1.021,v3,PLN-012,APS
PLAN-20251203-L04,2025-12-03,P02,L04,PRD-002,31393,34380,0.913,v1,PLN-003,APS
PLAN-20251203-L05,2025-12-03,P03,L05,PRD-039,39173,44946,0.872,v2,PLN-006,APS
PLAN-20251203-L06,2025-12-03,P03,L06,PRD-071,92119,84438,1.091,v2,PLN-001,APS
PLAN-20251204-L01,2025-12-04,P01,L01,PRD-008,50678,58068,0.873,v2,PLN-002,APS
PLAN-20251204-L02,2025-12-04,P01,L02,PRD-012,79650,82062,0.971,v2,PLN-008,APS
PLAN-20251204-L03,2025-12-04,P02,L03,PRD-045,45785,52992,0.864,v1,PLN-001,APS
PLAN-20251204-L04,2025-12-04,P02,L04,PRD-040,36735,34380,1.068,v3,PLN-011,APS
PLAN-20251204-L05,2025-12-04,P03,L05,PRD-029,43739,44946,0.973,v1,PLN-001,APS
PLAN-20251204-L06,2025-12-04,P03,L06,PRD-058,88934,84438,1.053,v2,PLN-008,APS
PLAN-20251205-L01,2025-12-05,P01,L01,PRD-031,58345,58068,1.005,v1,PLN-010,APS
PLAN-20251205-L02,2025-12-05,P01,L02,PRD-007,73046,82062,0.89,v3,PLN-006,APS
PLAN-20251205-L03,2025-12-05,P02,L03,PRD-077,58082,52992,1.096,v3,PLN-007,APS
PLAN-20251205-L04,2025-12-05,P02,L04,PRD-066,38801,34380,1.129,v3,PLN-009,APS
PLAN-20251205-L05,2025-12-05,P03,L05,PRD-071,44556,44946,0.991,v1,PLN-008,APS
PLAN-20251205-L06,2025-12-05,P03,L06,PRD-006,96278,84438,1.14,v3,PLN-004,APS
PLAN-20251206-L01,2025-12-06,P01,L01,PRD-016,42165,58068,0.726,v3,PLN-009,APS
PLAN-20251206-L02,2025-12-06,P01,L02,PRD-001,65667,82062,0.8,v2,PLN-009,APS
PLAN-20251206-L03,2025-12-06,P02,L03,PRD-063,38136,52992,0.72,v1,PLN-012,APS
PLAN-20251206-L04,2025-12-06,P02,L04,PRD-066,24303,34380,0.707,v3,PLN-006,APS
PLAN-20251206-L05,2025-12-06,P03,L05,PRD-044,34629,44946,0.77,v1,PLN-010,APS
PLAN-20251206-L06,2025-12-06,P03,L06,PRD-061,56064,84438,0.664,v3,PLN-006,APS
PLAN-20251207-L01,2025-12-07,P01,L01,PRD-077,49351,58068,0.85,v2,PLN-012,APS
PLAN-20251207-L02,2025-12-07,P01,L02,PRD-029,57619,82062,0.702,v1,PLN-011,APS
PLAN-20251207-L03,2025-12-07,P02,L03,PRD-058,46608,52992,0.88,v3,PLN-008,APS
PLAN-20251207-L04,2025-12-07,P02,L04,PRD-037,26274,34380,0.764,v2,PLN-002,APS
PLAN-20251207-L05,2025-12-07,P03,L05,PRD-021,29178,44946,0.649,v2,PLN-003,APS
PLAN-20251207-L06,2025-12-07,P03,L06,PRD-004,68196,84438,0.808,v2,PLN-002,APS
PLAN-20251208-L01,2025-12-08,P01,L01,PRD-028,50953,58068,0.877,v1,PLN-003,APS
PLAN-20251208-L02,2025-12-08,P01,L02,PRD-008,76769,82062,0.935,v3,PLN-012,APS
PLAN-20251208-L03,2025-12-08,P02,L03,PRD-044,50923,52992,0.961,v1,PLN-008,APS
PLAN-20251208-L04,2025-12-08,P02,L04,PRD-077,37616,34380,1.094,v3,PLN-010,APS
PLAN-20251208-L05,2025-12-08,P03,L05,PRD-079,45134,44946,1.004,v2,PLN-012,APS
PLAN-20251208-L06,2025-12-08,P03,L06,PRD-073,79919,84438,0.946,v3,PLN-001,APS
PLAN-20251209-L01,2025-12-09,P01,L01,PRD-052,63244,58068,1.089,v3,PLN-006,APS
PLAN-20251209-L02,2025-12-09,P01,L02,PRD-060,79807,82062,0.973,v2,PLN-002,APS
PLAN-20251209-L03,2025-12-09,P02,L03,PRD-024,54170,52992,1.022,v3,PLN-007,APS
PLAN-20251209-L04,2025-12-09,P02,L04,PRD-051,33031,34380,0.961,v3,PLN-012,APS
PLAN-20251209-L05,2025-12-09,P03,L05,PRD-020,45003,44946,1.001,v3,PLN-008,APS
