invoice_id,sales_order_id,invoice_date,customer_id,product_id,quantity,gross_amount,discount_amount,net_amount,standard_cost,margin_amount,payment_status
INV-002491,SO-002491,9/10/2025,CUST-0094,PRD-057,683,356983.61,8924.59,348059.02,248338.8,99720.22,open
INV-002492,SO-002492,13/4/2026,CUST-0066,PRD-024,1190,1052697.8,105269.78,947428.02,586539.1,360888.92,paid
INV-002493,SO-002493,6/1/2026,CUST-0085,PRD-023,2651,1106739.48,11067.39,1095672.09,984899.52,110772.57,paid
INV-002494,SO-002494,1/1/2026,CUST-0119,PRD-039,8373,5533297.05,0,5533297.05,3251235.9,2282061.15,paid
INV-002495,SO-002495,8/6/2026,CUST-0099,PRD-076,2361,1282849.35,38485.48,1244363.87,679424.97,564938.9,open
INV-002496,SO-002496,30/5/2026,CUST-0068,PRD-073,9329,6303512.01,315175.6,5988336.41,4255609.93,1732726.48,open
INV-002497,SO-002497,14/7/2026,CUST-0003,PRD-051,966,441983.64,35358.69,406624.95,295914.78,110710.17,paid
INV-002498,SO-002498,8/2/2026,CUST-0072,PRD-035,14604,3589079.04,358907.9,3230171.14,2605791.72,624379.42,paid
INV-002499,SO-002499,14/6/2026,CUST-0029,PRD-075,2095,1394096.8,111527.74,1282569.06,783550.95,499018.11,paid
INV-002500,SO-002500,30/10/2025,CUST-0004,PRD-054,3333,1442522.4,144252.24,1298270.16,1094023.92,204246.24,paid
INV-002501,SO-002501,28/2/2026,CUST-0033,PRD-032,5026,3232220.6,0,3232220.6,2743592.88,488627.72,paid
INV-002502,SO-002502,16/2/2026,CUST-0058,PRD-005,1810,390887.6,19544.38,371343.22,291482.4,79860.82,paid
INV-002503,SO-002503,4/3/2026,CUST-0111,PRD-053,3634,1744392.68,139551.41,1604841.27,1431614.3,173226.97,paid
INV-002504,SO-002504,22/12/2025,CUST-0048,PRD-047,7035,7208905.2,72089.05,7136816.15,4154378.55,2982437.6,open
INV-002505,SO-002505,31/1/2026,CUST-0035,PRD-002,1762,1109249.48,110924.95,998324.53,828280.96,170043.57,paid
INV-002506,SO-002506,17/5/2026,CUST-0007,PRD-013,5720,2132416,213241.6,1919174.4,1171913.6,747260.8,open
INV-002507,SO-002507,23/6/2026,CUST-0094,PRD-047,3634,3689018.76,184450.94,3504567.82,2145986.02,1358581.8,paid
INV-002508,SO-002508,2/12/2025,CUST-0048,PRD-032,4256,3124414.72,31244.15,3093170.57,2323265.28,769905.29,overdue
INV-002509,SO-002509,3/7/2026,CUST-0089,PRD-013,2441,889183.07,88918.31,800264.76,500112.08,300152.68,paid
INV-002510,SO-002510,17/2/2026,CUST-0035,PRD-022,3274,1454867.38,145486.74,1309380.64,872422.78,436957.86,paid
INV-002511,SO-002511,13/2/2026,CUST-0105,PRD-040,16102,9678912.2,483945.61,9194966.59,7699976.4,1494990.19,overdue
INV-002512,SO-002512,2/9/2025,CUST-0101,PRD-067,11400,540816,43265.28,497550.72,335502,162048.72,overdue
INV-002513,SO-002513,19/6/2026,CUST-0014,PRD-023,5635,2661185.1,133059.26,2528125.84,2093515.2,434610.64,open
INV-002514,SO-002514,3/5/2026,CUST-0110,PRD-012,8587,3751746.17,75034.92,3676711.25,2690908.19,985803.06,overdue
INV-002515,SO-002515,13/7/2026,CUST-0092,PRD-045,4042,1911704.32,57351.13,1854353.19,1537819.32,316533.87,paid
INV-002516,SO-002516,28/4/2026,CUST-0060,PRD-026,1559,460341.52,46034.15,414307.37,419043.61,-4736.24,paid
INV-002517,SO-002517,20/11/2025,CUST-0115,PRD-072,2552,1626159.92,0,1626159.92,1012199.76,613960.16,paid
INV-002518,SO-002518,10/10/2025,CUST-0037,PRD-074,12164,4198282.96,62974.24,4135308.72,2930672.52,1204636.2,paid
INV-002519,SO-002519,29/10/2025,CUST-0053,PRD-021,4529,2594618.81,25946.19,2568672.62,1347377.5,1221295.12,paid
INV-002520,SO-002520,16/2/2026,CUST-0104,PRD-028,5821,3783242.53,302659.4,3480583.13,2202841.03,1277742.1,open
INV-002521,SO-002521,10/5/2026,CUST-0023,PRD-001,12971,4476162.39,89523.25,4386639.14,2600944.92,1785694.22,paid
INV-002522,SO-002522,7/1/2026,CUST-0093,PRD-040,3170,1926821.1,96341.05,1830480.04,1515894,314586.04,open
INV-002523,SO-002523,5/12/2025,CUST-0071,PRD-077,3308,744763.12,74476.31,670286.81,619125.28,51161.53,paid
INV-002524,SO-002524,29/4/2026,CUST-0003,PRD-004,1947,1006209.6,80496.77,925712.83,633845.85,291866.98,paid
INV-002525,SO-002525,22/6/2026,CUST-0036,PRD-038,5774,2284829.54,182786.36,2102043.18,1673824.86,428218.32,overdue
INV-002527,SO-002527,16/12/2025,CUST-0010,PRD-078,2791,1492012.78,44760.38,1447252.4,948493.44,498758.96,open
INV-002528,SO-002528,7/7/2026,CUST-0112,PRD-018,1470,204388.8,2043.89,202344.91,126199.5,76145.41,paid
INV-002529,SO-002529,1/12/2025,CUST-0089,PRD-011,2569,1185850.4,59292.52,1126557.88,1012186,114371.88,open
INV-002530,SO-002530,4/3/2026,CUST-0050,PRD-078,6661,4123958.32,0,4123958.32,2263674.24,1860284.08,paid
INV-002531,SO-002531,2/5/2026,CUST-0055,PRD-028,3364,2082248.72,41644.97,2040603.75,1273038.52,767565.23,open
INV-002532,SO-002532,3/1/2026,CUST-0051,PRD-068,2272,650564.48,6505.64,644058.84,507837.44,136221.4,paid
INV-002533,SO-002533,28/1/2026,CUST-0044,PRD-048,4655,1125765.2,90061.22,1035703.98,704208.4,331495.58,paid
INV-002534,SO-002534,5/6/2026,CUST-0115,PRD-039,1806,1126077.12,5630.39,1120446.73,701269.8,419176.93,paid
INV-002536,SO-002536,13/11/2025,CUST-0095,PRD-006,5847,3340624.98,66812.5,3273812.48,1767665.04,1506147.44,paid
INV-002537,SO-002537,30/10/2025,CUST-0100,PRD-056,1967,705149.83,28205.99,676943.84,492536.8,184407.04,overdue
INV-002538,SO-002538,3/9/2025,CUST-0063,PRD-074,2249,695683.17,17392.08,678291.09,541851.57,136439.52,open
INV-002539,SO-002539,27/6/2026,CUST-0103,PRD-063,6438,4937817.24,148134.52,4789682.72,3341128.86,1448553.86,overdue
INV-002541,SO-002541,20/9/2025,CUST-0108,PRD-049,2817,942371.01,0,942371.01,699038.55,243332.46,overdue
INV-002542,SO-002542,18/10/2025,CUST-0113,PRD-023,12461,5669131.95,0,5669131.95,4629510.72,1039621.23,paid
INV-002543,SO-002543,8/12/2025,CUST-0091,PRD-041,2673,2295625.86,183650.07,2111975.79,1372451.85,739523.94,paid
INV-002544,SO-002544,25/3/2026,CUST-0095,PRD-031,27942,22022207.88,1761776.63,20260431.25,14567002.86,5693428.39,paid
INV-002545,SO-002545,11/2/2026,CUST-0106,PRD-064,3170,336241.9,10087.26,326154.64,197364.2,128790.44,paid
INV-002547,SO-002547,27/11/2025,CUST-0008,PRD-020,4340,2861926.2,28619.26,2833306.94,1790423.6,1042883.34,paid
INV-002548,SO-002548,24/11/2025,CUST-0013,PRD-038,3001,1064154.6,42566.18,1021588.42,869959.89,151628.53,paid
INV-002549,SO-002549,19/1/2026,CUST-0044,PRD-021,1585,819872.95,16397.46,803475.49,471537.5,331937.99,paid
INV-002550,SO-002550,30/10/2025,CUST-0052,PRD-055,5678,3291877.28,98756.32,3193120.96,2166554.46,1026566.5,paid
INV-002551,SO-002551,30/8/2025,CUST-0111,PRD-007,5984,1748764.16,174876.42,1573887.74,1410488.64,163399.1,paid
INV-002552,SO-002552,3/5/2026,CUST-0102,PRD-026,5865,1947883.8,38957.68,1908926.12,1576453.35,332472.77,paid
INV-002553,SO-002553,14/6/2026,CUST-0086,PRD-038,1636,648510.4,32425.52,616084.88,474260.04,141824.84,paid
INV-002554,SO-002554,19/1/2026,CUST-0114,PRD-045,2241,1135671.57,28391.79,1107279.78,852610.86,254668.92,paid
INV-002555,SO-002555,28/12/2025,CUST-0007,PRD-034,4228,2185114.96,43702.3,2141412.66,1114627.64,1026785.02,paid
INV-002556,SO-002556,7/6/2026,CUST-0050,PRD-033,14365,7095160.8,354758.04,6740402.76,3993182.7,2747220.06,paid
INV-002558,SO-002558,13/1/2026,CUST-0049,PRD-046,1158,857163.18,25714.9,831448.28,550779.54,280668.74,open
INV-002559,SO-002559,20/7/2026,CUST-0071,PRD-069,2390,2309241.9,115462.1,2193779.8,1467961.9,725817.9,paid
INV-002560,SO-002560,22/7/2026,CUST-0009,PRD-062,1600,84160,0,84160,65664,18496,paid
INV-002561,SO-002561,3/7/2026,CUST-0036,PRD-045,2252,1082896.72,21657.93,1061238.79,856795.92,204442.87,paid
INV-002562,SO-002562,12/4/2026,CUST-0025,PRD-008,2949,533710.02,8005.65,525704.37,329344.32,196360.05,paid
INV-002563,SO-002563,5/12/2025,CUST-0011,PRD-054,6979,2938089.21,0,2938089.21,2290786.96,647302.25,paid
INV-002564,SO-002564,1/4/2026,CUST-0093,PRD-038,3087,1190871.99,47634.88,1143237.11,894890.43,248346.68,paid
INV-002565,SO-002565,15/5/2026,CUST-0031,PRD-073,1351,940377.06,47018.85,893358.21,616285.67,277072.54,paid
INV-002566,SO-002566,13/2/2026,CUST-0027,PRD-053,4766,2293208.56,229320.86,2063887.7,1877565.7,186322,open
INV-002567,SO-002567,25/10/2025,CUST-0114,PRD-069,2129,2091018.64,83640.75,2007377.89,1307653.09,699724.8,paid
INV-002568,SO-002568,25/10/2025,CUST-0081,PRD-005,3332,731374,0,731374,536585.28,194788.72,paid
INV-002569,SO-002569,14/3/2026,CUST-0119,PRD-076,536,297222.72,2972.23,294250.49,154244.72,140005.77,paid
INV-002570,SO-002570,17/11/2025,CUST-0117,PRD-007,6784,1875165.44,9375.83,1865789.61,1599056.64,266732.97,overdue
INV-002572,SO-002572,16/10/2025,CUST-0115,PRD-016,3192,702112.32,35105.62,667006.7,418183.92,248822.78,open
INV-002573,SO-002573,16/6/2026,CUST-0059,PRD-053,6654,3237104.46,0,3237104.46,2621343.3,615761.16,paid
INV-002574,SO-002574,3/9/2025,CUST-0018,PRD-056,4226,1532643.42,0,1532643.42,1058190.4,474453.02,paid
INV-002575,SO-002575,5/1/2026,CUST-0064,PRD-015,843,814295.85,0,814295.85,503009.67,311286.18,paid
INV-002576,SO-002576,3/6/2026,CUST-0102,PRD-031,2887,2252581.75,112629.09,2139952.66,1505079.71,634872.95,paid
INV-002577,SO-002577,13/5/2026,CUST-0059,PRD-033,2362,1057798.08,10577.98,1047220.1,656588.76,390631.34,paid
INV-002578,SO-002578,16/12/2025,CUST-0105,PRD-063,3517,2710868.43,271086.84,2439781.59,1825217.49,614564.1,paid
INV-002579,SO-002579,22/3/2026,CUST-0068,PRD-035,5033,1298564.33,129856.43,1168707.9,898038.19,270669.71,paid
INV-002580,SO-002580,10/12/2025,CUST-0083,PRD-041,3671,3027180.02,151359,2875821.02,1884874.95,990946.07,paid
INV-002581,SO-002581,28/9/2025,CUST-0057,PRD-035,571,143109.73,1431.1,141678.63,101883.53,39795.1,paid
INV-002582,SO-002582,7/7/2026,CUST-0019,PRD-052,5082,3576254.22,286100.34,3290153.88,2317646.1,972507.78,paid
INV-002583,SO-002583,31/10/2025,CUST-0039,PRD-078,4487,2416518.72,120825.94,2295692.78,1524862.08,770830.7,open
INV-002584,SO-002584,17/1/2026,CUST-0067,PRD-032,3567,2276637.75,68299.13,2208338.62,1947153.96,261184.66,overdue
INV-002585,SO-002585,8/3/2026,CUST-0087,PRD-071,1552,85685.92,856.86,84829.06,63321.6,21507.46,open
INV-002586,SO-002586,7/10/2025,CUST-0079,PRD-077,3401,814675.54,0,814675.54,636531.16,178144.38,paid
INV-002587,SO-002587,18/1/2026,CUST-0088,PRD-002,3975,2420139,36302.08,2383836.92,1868568,515268.92,paid
INV-002588,SO-002588,8/4/2026,CUST-0086,PRD-045,2628,1325931.12,106074.49,1219856.63,999848.88,220007.75,paid
INV-002589,SO-002589,11/3/2026,CUST-0107,PRD-010,1663,714823.92,35741.2,679082.72,451105.38,227977.34,paid
INV-002590,SO-002590,20/12/2025,CUST-0036,PRD-025,7127,1219287.16,36578.61,1182708.55,817609.44,365099.11,overdue
INV-002591,SO-002591,15/1/2026,CUST-0034,PRD-078,3142,1891232.64,151298.61,1739934.03,1067777.28,672156.75,paid
INV-002592,SO-002592,19/5/2026,CUST-0111,PRD-055,6602,4015138.34,401513.83,3613624.51,2519125.14,1094499.37,paid
INV-002594,SO-002594,10/11/2025,CUST-0001,PRD-068,787,221280.79,2212.81,219067.98,175910.24,43157.74,open
INV-002595,SO-002595,2/1/2026,CUST-0030,PRD-066,2100,209937,0,209937,147714,62223,open
INV-002596,SO-002596,19/4/2026,CUST-0109,PRD-080,1887,1220002.11,0,1220002.11,971521.95,248480.16,paid
INV-002597,SO-002597,17/3/2026,CUST-0055,PRD-049,1800,641916,6419.16,635496.84,446670,188826.84,paid
INV-002598,SO-002598,17/9/2025,CUST-0083,PRD-007,4838,1326240.94,26524.82,1299716.12,1140364.98,159351.14,paid
INV-002599,SO-002599,19/10/2025,CUST-0006,PRD-035,3744,857712.96,8577.13,849135.83,668041.92,181093.91,open
INV-002600,SO-002600,10/3/2026,CUST-0072,PRD-065,4776,5065282.32,50652.82,5014629.5,2967567.6,2047061.9,paid
INV-002601,SO-002601,26/10/2025,CUST-0054,PRD-017,10540,2234269.2,178741.54,2055527.66,1628640.8,426886.86,paid
INV-002602,SO-002602,3/12/2025,CUST-0021,PRD-051,2570,1137764.7,0,1137764.7,787268.1,350496.6,paid
INV-002603,SO-002603,27/9/2025,CUST-0086,PRD-057,4657,2498014.8,0,2498014.8,1693285.2,804729.6,paid
INV-002604,SO-002604,14/2/2026,CUST-0102,PRD-034,7264,3712339.84,0,3712339.84,1915008.32,1797331.52,paid
INV-002605,SO-002605,23/10/2025,CUST-0012,PRD-057,4096,2058813.44,102940.67,1955872.77,1489305.6,466567.17,paid
INV-002606,SO-002606,8/5/2026,CUST-0079,PRD-007,2359,693003.43,69300.34,623703.09,556039.89,67663.2,open
INV-002607,SO-002607,29/11/2025,CUST-0049,PRD-062,5615,316910.6,3169.11,313741.49,230439.6,83301.89,open
INV-002608,SO-002608,12/11/2025,CUST-0006,PRD-023,4755,2222059.05,111102.95,2110956.1,1766577.6,344378.5,paid
INV-002609,SO-002609,22/9/2025,CUST-0016,PRD-034,3622,1891263.52,94563.18,1796700.34,954867.86,841832.48,paid
INV-002610,SO-002610,5/9/2025,CUST-0104,PRD-062,4557,231131.04,18490.48,212640.56,187019.28,25621.28,paid
INV-002611,SO-002611,30/1/2026,CUST-0012,PRD-067,3140,137689,4130.67,133558.33,92410.2,41148.13,overdue
INV-002612,SO-002612,2/11/2025,CUST-0099,PRD-017,1937,397569.25,11927.08,385642.17,299305.24,86336.93,open
INV-002613,SO-002613,4/5/2026,CUST-0056,PRD-061,3792,1584904.32,79245.22,1505659.1,1290645.12,215013.98,open
INV-002614,SO-002614,30/3/2026,CUST-0111,PRD-030,4334,2407016.92,48140.34,2358876.58,1737370.58,621506,open
INV-002615,SO-002615,12/6/2026,CUST-0049,PRD-057,2540,1216152,12161.52,1203990.48,923544,280446.48,open
INV-002616,SO-002616,29/6/2026,CUST-0070,PRD-036,3137,219872.33,10993.62,208878.71,169084.3,39794.41,paid
INV-002617,SO-002617,27/2/2026,CUST-0042,PRD-052,4401,2926532.97,146326.65,2780206.32,2007076.05,773130.27,paid
INV-002619,SO-002619,19/12/2025,CUST-0025,PRD-040,5613,3509303.73,0,3509303.73,2684136.6,825167.13,paid
INV-002620,SO-002620,18/2/2026,CUST-0077,PRD-044,1805,1192617.65,23852.35,1168765.3,774453.3,394312,open
INV-002621,SO-002621,8/6/2026,CUST-0085,PRD-049,3464,1206234.08,120623.41,1085610.67,859591.6,226019.07,paid
INV-002622,SO-002622,23/6/2026,CUST-0022,PRD-075,9493,6285979.81,62859.8,6223120.01,3550476.93,2672643.08,open
INV-002623,SO-002623,10/9/2025,CUST-0083,PRD-079,7634,2595712.68,25957.13,2569755.55,1483057.18,1086698.37,open
INV-002624,SO-002624,29/10/2025,CUST-0103,PRD-073,5861,4169280.96,333542.48,3835738.48,2673612.37,1162126.11,paid
INV-002625,SO-002625,24/5/2026,CUST-0053,PRD-052,1281,821966.46,20549.16,801417.3,584200.05,217217.25,paid
INV-002626,SO-002626,2/3/2026,CUST-0035,PRD-051,3126,1403105.1,28062.1,1375043,957587.58,417455.42,paid
INV-002627,SO-002627,22/6/2026,CUST-0098,PRD-040,4610,2832015.2,84960.46,2747054.74,2204502,542552.74,paid
INV-002628,SO-002628,26/12/2025,CUST-0113,PRD-059,2971,828938.71,8289.39,820649.32,654065.65,166583.67,paid
INV-002629,SO-002629,4/11/2025,CUST-0050,PRD-018,6522,951755.46,9517.55,942237.91,559913.7,382324.21,open
INV-002630,SO-002630,17/10/2025,CUST-0043,PRD-075,3373,2323625.97,23236.26,2300389.71,1261535.73,1038853.98,paid
INV-002631,SO-002631,13/10/2025,CUST-0035,PRD-062,6947,400077.73,0,400077.73,285104.88,114972.85,paid
INV-002632,SO-002632,31/1/2026,CUST-0066,PRD-038,2497,944365.4,18887.31,925478.09,723855.33,201622.76,paid
INV-002633,SO-002633,13/12/2025,CUST-0083,PRD-062,5738,309392.96,3093.93,306299.03,235487.52,70811.51,open
INV-002634,SO-002634,4/12/2025,CUST-0093,PRD-002,4507,2948749.82,147437.49,2801312.33,2118650.56,682661.77,paid
INV-002635,SO-002635,6/2/2026,CUST-0106,PRD-042,3865,175586.95,8779.35,166807.6,117418.7,49388.9,open
INV-002636,SO-002636,6/12/2025,CUST-0036,PRD-076,10723,6036405.62,603640.56,5432765.06,3085757.71,2347007.35,paid
INV-002637,SO-002637,14/4/2026,CUST-0105,PRD-042,4757,200697.83,20069.78,180628.05,144517.66,36110.39,paid
INV-002638,SO-002638,15/7/2026,CUST-0025,PRD-042,2964,121672.2,608.36,121063.84,90046.32,31017.52,open
INV-002639,SO-002639,1/6/2026,CUST-0120,PRD-060,2514,1293000.48,129300.05,1163700.43,923819.58,239880.85,paid
INV-002640,SO-002640,3/10/2025,CUST-0068,PRD-065,4377,4640276.55,0,4640276.55,2719648.95,1920627.6,open
INV-002641,SO-002641,28/3/2026,CUST-0099,PRD-011,756,350836.92,10525.11,340311.81,297864,42447.81,paid
INV-002642,SO-002642,14/10/2025,CUST-0023,PRD-055,5321,3338022.93,33380.23,3304642.7,2030333.97,1274308.73,overdue
INV-002643,SO-002643,29/10/2025,CUST-0080,PRD-033,3450,1601869.5,32037.39,1569832.11,959031,610801.11,open
INV-002644,SO-002644,20/8/2025,CUST-0042,PRD-049,12315,4036487.55,322919,3713568.55,3055967.25,657601.3,paid
INV-002645,SO-002645,11/2/2026,CUST-0078,PRD-006,5845,3003803.95,30038.04,2973765.91,1767060.4,1206705.51,overdue
INV-002646,SO-002646,16/3/2026,CUST-0039,PRD-010,2785,1199945.1,119994.51,1079950.59,755459.1,324491.49,paid
INV-002647,SO-002647,13/3/2026,CUST-0055,PRD-065,2317,2536790.62,0,2536790.62,1439667.95,1097122.67,open
INV-002648,SO-002648,24/8/2025,CUST-0029,PRD-076,4407,2176925.79,65307.77,2111618.02,1268202.39,843415.63,open
INV-002649,SO-002649,21/9/2025,CUST-0110,PRD-019,2008,648804.88,6488.05,642316.83,374953.84,267362.99,paid
INV-002650,SO-002650,2/2/2026,CUST-0092,PRD-068,2878,860119.08,86011.91,774107.17,643290.56,130816.61,paid
INV-002651,SO-002651,16/10/2025,CUST-0027,PRD-007,2398,731222.14,0,731222.14,565232.58,165989.56,paid
INV-002652,SO-002652,8/5/2026,CUST-0039,PRD-075,14143,8755224.15,175104.48,8580119.67,5289623.43,3290496.24,paid
INV-002653,SO-002653,16/2/2026,CUST-0014,PRD-056,3442,1365992.12,40979.76,1325012.36,861876.8,463135.56,paid
INV-002654,SO-002654,25/11/2025,CUST-0009,PRD-063,2670,1964238.9,19642.39,1944596.51,1385649.9,558946.61,paid
INV-002655,SO-002655,10/6/2026,CUST-0044,PRD-064,4781,500905.37,50090.54,450814.83,297665.06,153149.77,open
INV-002656,SO-002656,13/10/2025,CUST-0097,PRD-029,1249,414255.83,12427.67,401828.16,280263.11,121565.05,paid
INV-002657,SO-002657,26/11/2025,CUST-0089,PRD-035,3730,856557.2,0,856557.2,665543.9,191013.3,open
INV-002658,SO-002658,11/7/2026,CUST-0074,PRD-028,1300,797706,63816.48,733889.52,491959,241930.52,paid
INV-002659,SO-002659,6/10/2025,CUST-0055,PRD-031,3816,3135836.16,31358.36,3104477.8,1989395.28,1115082.52,paid
INV-002660,SO-002660,10/10/2025,CUST-0008,PRD-007,4785,1446792.6,28935.85,1417856.75,1127872.35,289984.4,open
INV-002661,SO-002661,27/10/2025,CUST-0103,PRD-056,11434,4331542.22,86630.84,4244911.38,2863073.6,1381837.78,paid
INV-002662,SO-002662,2/4/2026,CUST-0098,PRD-058,2089,881599.78,88159.98,793439.8,631609.15,161830.65,paid
INV-002663,SO-002663,12/2/2026,CUST-0044,PRD-032,3107,2072027.23,103601.36,1968425.87,1696049.16,272376.71,paid
INV-002664,SO-002664,8/7/2026,CUST-0021,PRD-045,3769,1804107.23,36082.14,1768025.09,1433953.74,334071.35,overdue
INV-002666,SO-002666,15/4/2026,CUST-0110,PRD-080,3969,2422717.29,193817.38,2228899.91,2043439.65,185460.26,paid
INV-002667,SO-002667,18/9/2025,CUST-0118,PRD-057,7079,3632447.27,181622.36,3450824.91,2573924.4,876900.51,overdue
INV-002668,SO-002668,11/5/2026,CUST-0032,PRD-059,1531,422433.52,4224.34,418209.18,337049.65,81159.53,open
INV-002669,SO-002669,5/7/2026,CUST-0119,PRD-064,4290,480308.4,4803.08,475505.32,267095.4,208409.92,paid
INV-002670,SO-002670,8/3/2026,CUST-0046,PRD-072,3721,2168673.22,32530.1,2136143.12,1475860.23,660282.89,paid
INV-002671,SO-002671,23/3/2026,CUST-0102,PRD-060,1911,921541.53,92154.15,829387.38,702235.17,127152.21,paid
INV-002672,SO-002672,25/11/2025,CUST-0080,PRD-032,5087,3507486.5,350748.65,3156737.85,2776891.56,379846.29,paid
INV-002673,SO-002673,9/5/2026,CUST-0026,PRD-028,4287,2792723.28,0,2792723.28,1622329.41,1170393.87,paid
INV-002674,SO-002674,6/6/2026,CUST-0098,PRD-049,5808,1863148.32,37262.97,1825885.35,1441255.2,384630.15,paid
INV-002675,SO-002675,27/8/2025,CUST-0055,PRD-008,9211,1701087.48,34021.75,1667065.73,1028684.48,638381.25,open
INV-002677,SO-002677,29/11/2025,CUST-0022,PRD-074,3389,1138432.88,56921.64,1081511.24,816511.77,264999.47,open
INV-002678,SO-002678,24/6/2026,CUST-0002,PRD-009,1357,350024.58,28001.97,322022.61,226374.74,95647.87,paid
INV-002679,SO-002679,31/8/2025,CUST-0032,PRD-064,1135,128050.7,3841.52,124209.18,70665.1,53544.08,paid
INV-002681,SO-002681,27/11/2025,CUST-0017,PRD-064,7974,951776.64,47588.83,904187.81,496461.24,407726.57,paid
INV-002682,SO-002682,29/9/2025,CUST-0037,PRD-062,10091,572563.34,2862.82,569700.52,414134.64,155565.88,paid
INV-002683,SO-002683,29/11/2025,CUST-0035,PRD-059,4018,1155496.44,92439.72,1063056.72,884562.7,178494.02,paid
INV-002684,SO-002684,23/4/2026,CUST-0118,PRD-018,3834,506701.44,0,506701.44,329148.9,177552.54,paid
INV-002685,SO-002685,16/10/2025,CUST-0026,PRD-046,1889,1377949.94,68897.5,1309052.44,898465.07,410587.37,overdue
INV-002686,SO-002686,17/10/2025,CUST-0038,PRD-044,6035,4154614.7,207730.73,3946883.96,2589377.1,1357506.86,paid
INV-002687,SO-002687,2/10/2025,CUST-0044,PRD-054,6287,2553087.83,25530.88,2527556.95,2063644.88,463912.07,paid
INV-002688,SO-002688,7/6/2026,CUST-0077,PRD-064,2406,291126,0,291126,149797.56,141328.44,paid
INV-002689,SO-002689,30/5/2026,CUST-0009,PRD-038,1925,691055.75,20731.67,670324.08,558038.25,112285.83,paid
INV-002690,SO-002690,14/2/2026,CUST-0060,PRD-007,3592,1071026.64,53551.33,1017475.31,846670.32,170804.99,open
INV-002691,SO-002691,3/5/2026,CUST-0014,PRD-077,1136,240139.04,24013.9,216125.14,212613.76,3511.38,open
INV-002692,SO-002692,1/7/2026,CUST-0005,PRD-053,3795,2035448.25,20354.48,2015093.77,1495040.25,520053.52,paid
INV-002693,SO-002693,17/8/2025,CUST-0102,PRD-057,7506,3839769.36,307181.55,3532587.81,2729181.6,803406.21,paid
INV-002694,SO-002694,18/9/2025,CUST-0099,PRD-041,3840,3029529.6,90885.89,2938643.71,1971648,966995.71,overdue
INV-002695,SO-002695,28/2/2026,CUST-0040,PRD-052,6112,3977628.48,119328.85,3858299.63,2787377.6,1070922.03,paid
INV-002696,SO-002696,17/9/2025,CUST-0025,PRD-035,2403,583184.07,0,583184.07,428767.29,154416.78,open
INV-002697,SO-002697,26/1/2026,CUST-0092,PRD-031,1673,1326103.45,66305.17,1259798.28,872185.09,387613.19,open
INV-002698,SO-002698,6/4/2026,CUST-0004,PRD-039,1610,982389.8,29471.69,952918.11,625163,327755.11,open
INV-002699,SO-002699,1/7/2026,CUST-0105,PRD-074,4026,1385105.04,13851.05,1371253.99,969984.18,401269.81,paid
INV-002700,SO-002700,24/3/2026,CUST-0047,PRD-007,2924,796029.76,23880.89,772148.87,689216.04,82932.83,open
INV-002701,SO-002701,17/9/2025,CUST-0111,PRD-067,14929,631645.99,31582.3,600063.69,439360.47,160703.22,paid
INV-002702,SO-002702,20/10/2025,CUST-0038,PRD-012,5131,2210126.94,176810.16,2033316.78,1607901.47,425415.31,paid
INV-002703,SO-002703,12/1/2026,CUST-0091,PRD-074,1687,528351.53,52835.15,475516.38,406448.91,69067.47,paid
INV-002704,SO-002704,21/9/2025,CUST-0090,PRD-070,3668,2107449.4,84297.98,2023151.42,1201380.04,821771.38,paid
INV-002705,SO-002705,31/3/2026,CUST-0065,PRD-039,2817,1883502.54,56505.08,1826997.46,1093841.1,733156.36,paid
INV-002706,SO-002706,25/11/2025,CUST-0037,PRD-047,10433,10172800.98,508640.05,9664160.93,6160999.49,3503161.44,paid
INV-002707,SO-002707,10/2/2026,CUST-0065,PRD-080,1628,992998.6,19859.97,973138.63,838175.8,134962.83,paid
INV-002708,SO-002708,30/4/2026,CUST-0094,PRD-039,15803,9799282.27,489964.11,9309318.16,6136304.9,3173013.26,paid
INV-002709,SO-002709,18/4/2026,CUST-0070,PRD-006,1092,612535.56,12250.71,600284.85,330133.44,270151.41,open
INV-002710,SO-002710,20/5/2026,CUST-0035,PRD-034,1518,733710.12,7337.1,726373.02,400190.34,326182.68,overdue
INV-002711,SO-002711,6/9/2025,CUST-0085,PRD-013,10199,3658891.25,73177.82,3585713.42,2089571.12,1496142.3,open
INV-002712,SO-002712,25/4/2026,CUST-0067,PRD-079,3401,1234426.96,123442.7,1110984.26,660712.27,450271.99,open
INV-002713,SO-002713,4/10/2025,CUST-0095,PRD-045,4777,2482320.28,248232.03,2234088.25,1817457.42,416630.83,open
INV-002714,SO-002714,21/6/2026,CUST-0113,PRD-012,5794,2673699.24,40105.49,2633593.75,1815665.78,817927.97,paid
INV-002715,SO-002715,31/12/2025,CUST-0030,PRD-050,2527,964606.44,96460.64,868145.8,683629.31,184516.49,paid
INV-002716,SO-002716,2/4/2026,CUST-0114,PRD-021,2255,1279509.55,19192.64,1260316.91,670862.5,589454.41,paid
INV-002717,SO-002717,2/10/2025,CUST-0105,PRD-052,1205,860153.1,8601.53,851551.57,549540.25,302011.32,open
INV-002719,SO-002719,22/4/2026,CUST-0001,PRD-032,2312,1679552.4,16795.52,1662756.88,1262074.56,400682.32,open
