date,product_id,machine_id,inspection_count,sample_size,defect_count,fail_count,defect_rate
2026-02-05,PRD-071,MCH-012,1,200,12,0,0.06
2026-02-04,PRD-071,MCH-012,1,80,6,1,0.075
2026-02-04,PRD-037,MCH-017,2,225,8,0,0.03556
2026-02-04,PRD-037,MCH-014,1,125,4,0,0.032
2026-02-05,PRD-037,MCH-014,1,125,2,0,0.016
2026-02-04,PRD-037,MCH-016,1,80,3,0,0.0375
2026-02-04,PRD-037,MCH-018,1,80,3,0,0.0375
2026-02-04,PRD-059,MCH-020,1,200,10,0,0.05
2026-02-04,PRD-059,MCH-023,1,200,13,1,0.065
2026-02-04,PRD-010,MCH-023,1,50,3,0,0.06
2026-02-05,PRD-010,MCH-022,1,80,3,1,0.0375
2026-02-04,PRD-059,MCH-019,1,50,2,1,0.04
2026-02-04,PRD-059,MCH-022,1,125,6,0,0.048
2026-02-04,PRD-049,MCH-030,1,125,15,1,0.12
2026-02-04,PRD-049,MCH-028,1,50,5,1,0.1
2026-02-05,PRD-049,MCH-026,1,100,12,1,0.12
2026-02-05,PRD-049,MCH-025,1,50,5,1,0.1
2026-02-04,PRD-039,MCH-030,1,200,5,0,0.025
2026-02-04,PRD-039,MCH-027,1,50,2,0,0.04
2026-02-04,PRD-038,MCH-035,1,100,3,0,0.03
2026-02-04,PRD-038,MCH-036,1,50,1,0,0.02
2026-02-05,PRD-038,MCH-035,1,125,3,0,0.024
2026-02-05,PRD-038,MCH-032,1,100,1,0,0.01
2026-02-04,PRD-038,MCH-034,1,100,1,0,0.01
2026-02-04,PRD-038,MCH-032,1,50,1,0,0.02
2026-02-05,PRD-047,MCH-003,1,80,3,0,0.0375
2026-02-05,PRD-047,MCH-002,2,250,8,0,0.032
2026-02-05,PRD-023,MCH-002,1,200,4,0,0.02
2026-02-06,PRD-023,MCH-006,1,100,3,0,0.03
2026-02-05,PRD-047,MCH-001,1,50,2,0,0.04
2026-02-05,PRD-029,MCH-008,1,50,3,0,0.06
2026-02-05,PRD-029,MCH-007,1,80,4,0,0.05
2026-02-05,PRD-029,MCH-009,2,225,12,1,0.05333
2026-02-06,PRD-029,MCH-010,1,200,11,0,0.055
2026-02-05,PRD-029,MCH-012,1,80,5,1,0.0625
2026-02-05,PRD-066,MCH-014,1,80,6,1,0.075
2026-02-05,PRD-066,MCH-013,1,125,10,1,0.08
2026-02-05,PRD-023,MCH-017,2,200,8,0,0.04
2026-02-05,PRD-023,MCH-014,1,125,3,0,0.024
2026-02-05,PRD-023,MCH-018,1,50,1,0,0.02
2026-02-05,PRD-078,MCH-023,2,300,12,0,0.04
2026-02-05,PRD-078,MCH-019,2,160,8,0,0.05
2026-02-06,PRD-078,MCH-022,1,100,3,0,0.03
2026-02-06,PRD-078,MCH-019,1,80,3,0,0.0375
2026-02-05,PRD-079,MCH-030,2,150,8,0,0.05333
2026-02-05,PRD-079,MCH-026,2,400,26,1,0.065
2026-02-05,PRD-079,MCH-027,1,200,15,1,0.075
2026-02-06,PRD-079,MCH-030,1,100,6,0,0.06
2026-02-05,PRD-048,MCH-035,1,80,2,0,0.025
2026-02-05,PRD-048,MCH-032,1,100,1,0,0.01
2026-02-05,PRD-078,MCH-032,1,50,1,0,0.02
2026-02-06,PRD-078,MCH-031,1,200,2,0,0.01
2026-02-05,PRD-059,MCH-033,1,50,3,0,0.06
2026-02-05,PRD-059,MCH-035,1,100,8,1,0.08
2026-02-06,PRD-032,MCH-004,2,280,10,0,0.03571
2026-02-06,PRD-032,MCH-002,1,100,2,0,0.02
2026-02-06,PRD-008,MCH-003,1,50,2,0,0.04
2026-02-07,PRD-008,MCH-004,1,125,2,0,0.016
2026-02-06,PRD-032,MCH-005,1,100,2,0,0.02
2026-02-06,PRD-063,MCH-011,1,80,6,1,0.075
2026-02-06,PRD-063,MCH-007,1,80,4,0,0.05
2026-02-07,PRD-063,MCH-010,1,50,3,0,0.06
2026-02-07,PRD-063,MCH-012,1,200,10,0,0.05
2026-02-07,PRD-015,MCH-011,1,80,6,1,0.075
2026-02-07,PRD-015,MCH-007,1,125,10,1,0.08
2026-02-06,PRD-012,MCH-016,1,80,2,0,0.025
2026-02-06,PRD-012,MCH-013,3,450,7,0,0.01556
2026-02-07,PRD-012,MCH-018,1,100,0,0,0.0
2026-02-06,PRD-012,MCH-014,1,200,2,0,0.01
2026-02-06,PRD-002,MCH-024,1,125,7,0,0.056
2026-02-06,PRD-002,MCH-020,1,80,3,0,0.0375
2026-02-07,PRD-002,MCH-021,1,200,9,1,0.045
2026-02-07,PRD-002,MCH-020,1,80,1,0,0.0125
2026-02-06,PRD-002,MCH-021,1,80,3,0,0.0375
2026-02-06,PRD-002,MCH-022,1,125,7,0,0.056
2026-02-06,PRD-015,MCH-030,2,280,21,2,0.075
2026-02-06,PRD-015,MCH-027,1,200,18,1,0.09
2026-02-06,PRD-015,MCH-026,2,180,15,2,0.08333
2026-02-07,PRD-015,MCH-027,1,80,7,1,0.0875
2026-02-06,PRD-067,MCH-034,1,50,4,1,0.08
2026-02-06,PRD-067,MCH-036,1,100,8,1,0.08
2026-02-07,PRD-067,MCH-031,1,80,7,1,0.0875
2026-02-07,PRD-067,MCH-036,1,200,19,1,0.095
2026-02-06,PRD-015,MCH-033,1,100,6,0,0.06
2026-02-06,PRD-015,MCH-031,1,100,6,0,0.06
2026-02-07,PRD-032,MCH-001,1,100,4,0,0.04
2026-02-08,PRD-032,MCH-002,1,100,3,0,0.03
2026-02-07,PRD-035,MCH-012,1,100,1,0,0.01
2026-02-08,PRD-035,MCH-007,1,50,2,0,0.04
2026-02-07,PRD-019,MCH-013,1,100,11,1,0.11
2026-02-07,PRD-019,MCH-015,2,175,18,2,0.10286
2026-02-08,PRD-019,MCH-017,1,125,15,1,0.12
2026-02-07,PRD-036,MCH-021,2,175,3,0,0.01714
2026-02-07,PRD-036,MCH-022,1,100,2,0,0.02
2026-02-07,PRD-023,MCH-019,1,80,2,0,0.025
2026-02-07,PRD-023,MCH-024,1,100,3,0,0.03
2026-02-07,PRD-036,MCH-023,1,125,1,0,0.008
2026-02-07,PRD-075,MCH-026,1,80,2,0,0.025
2026-02-07,PRD-075,MCH-029,1,50,2,0,0.04
2026-02-08,PRD-050,MCH-025,1,80,2,0,0.025
2026-02-08,PRD-050,MCH-026,1,125,3,0,0.024
2026-02-07,PRD-079,MCH-025,1,100,5,0,0.05
2026-02-07,PRD-079,MCH-028,1,125,9,1,0.072
2026-02-07,PRD-074,MCH-031,1,50,3,0,0.06
2026-02-07,PRD-074,MCH-032,1,125,3,0,0.024
2026-02-08,PRD-060,MCH-003,1,200,18,1,0.09
2026-02-08,PRD-060,MCH-002,1,80,4,0,0.05
2026-02-08,PRD-069,MCH-016,1,80,10,1,0.125
2026-02-08,PRD-069,MCH-017,1,80,8,1,0.1
2026-02-08,PRD-075,MCH-016,1,100,4,0,0.04
2026-02-08,PRD-075,MCH-014,1,50,3,0,0.06
2026-02-08,PRD-072,MCH-019,1,100,5,0,0.05
2026-02-08,PRD-072,MCH-024,1,100,3,0,0.03
2026-02-09,PRD-072,MCH-021,1,125,4,0,0.032
2026-02-09,PRD-072,MCH-022,1,100,4,0,0.04
2026-02-08,PRD-064,MCH-025,1,100,3,1,0.03
2026-02-08,PRD-064,MCH-026,1,50,1,0,0.02
2026-02-08,PRD-064,MCH-030,1,100,3,0,0.03
2026-02-08,PRD-064,MCH-027,1,200,3,0,0.015
2026-02-08,PRD-070,MCH-031,1,50,1,0,0.02
2026-02-08,PRD-070,MCH-034,1,200,3,0,0.015
2026-02-09,PRD-070,MCH-031,1,50,0,0,0.0
2026-02-09,PRD-070,MCH-035,1,50,1,0,0.02
2026-02-08,PRD-017,MCH-035,1,100,5,0,0.05
2026-02-08,PRD-017,MCH-034,1,50,2,0,0.04
2026-02-09,PRD-077,MCH-004,1,50,0,0,0.0
2026-02-09,PRD-077,MCH-005,1,80,2,0,0.025
2026-02-10,PRD-077,MCH-005,1,80,0,0,0.0
2026-02-10,PRD-077,MCH-003,1,80,1,0,0.0125
2026-02-09,PRD-034,MCH-003,1,100,0,0,0.0
2026-02-09,PRD-034,MCH-001,1,100,0,0,0.0
2026-02-09,PRD-064,MCH-012,1,50,1,0,0.02
2026-02-09,PRD-064,MCH-007,2,180,6,0,0.03333
2026-02-09,PRD-064,MCH-009,1,200,5,0,0.025
2026-02-09,PRD-064,MCH-011,1,50,2,0,0.04
2026-02-09,PRD-064,MCH-008,1,125,2,0,0.016
2026-02-09,PRD-043,MCH-018,1,200,8,0,0.04
2026-02-09,PRD-043,MCH-015,1,125,0,0,0.0
2026-02-09,PRD-050,MCH-014,1,100,5,0,0.05
2026-02-10,PRD-050,MCH-016,1,100,3,0,0.03
2026-02-09,PRD-050,MCH-018,1,80,4,0,0.05
2026-02-09,PRD-050,MCH-013,1,50,3,0,0.06
2026-02-09,PRD-049,MCH-021,1,80,10,1,0.125
2026-02-09,PRD-049,MCH-023,1,80,10,1,0.125
2026-02-09,PRD-013,MCH-020,1,100,4,0,0.04
2026-02-09,PRD-013,MCH-022,1,50,0,0,0.0
2026-02-09,PRD-049,MCH-022,1,100,15,1,0.15
2026-02-09,PRD-049,MCH-020,1,125,13,1,0.104
2026-02-09,PRD-050,MCH-029,1,200,13,1,0.065
2026-02-09,PRD-050,MCH-027,1,50,3,0,0.06
2026-02-10,PRD-079,MCH-029,1,125,4,0,0.032
2026-02-10,PRD-079,MCH-026,1,50,3,0,0.06
2026-02-09,PRD-079,MCH-028,1,80,3,0,0.0375
2026-02-09,PRD-079,MCH-029,1,100,5,0,0.05
2026-02-09,PRD-056,MCH-032,1,100,2,0,0.02
2026-02-09,PRD-056,MCH-035,1,50,0,0,0.0
2026-02-10,PRD-071,MCH-034,1,200,12,0,0.06
2026-02-10,PRD-071,MCH-031,1,50,3,0,0.06
2026-02-09,PRD-078,MCH-034,1,50,2,0,0.04
2026-02-09,PRD-078,MCH-031,1,80,2,0,0.025
2026-02-10,PRD-025,MCH-006,1,50,1,0,0.02
2026-02-10,PRD-025,MCH-002,1,80,3,0,0.0375
2026-02-10,PRD-050,MCH-006,1,100,6,0,0.06
2026-02-10,PRD-050,MCH-001,1,200,8,0,0.04
2026-02-10,PRD-029,MCH-001,1,125,8,1,0.064
2026-02-10,PRD-029,MCH-005,1,125,10,1,0.08
2026-02-10,PRD-069,MCH-011,1,125,16,1,0.128
2026-02-10,PRD-069,MCH-008,1,200,22,1,0.11
2026-02-11,PRD-069,MCH-009,1,50,7,1,0.14
2026-02-11,PRD-069,MCH-008,1,125,14,1,0.112
2026-02-10,PRD-061,MCH-008,1,200,12,0,0.06
2026-02-10,PRD-061,MCH-007,1,200,16,1,0.08
2026-02-10,PRD-015,MCH-017,1,125,11,1,0.088
2026-02-10,PRD-015,MCH-014,2,280,23,2,0.08214
2026-02-11,PRD-015,MCH-014,1,100,10,1,0.1
2026-02-11,PRD-015,MCH-017,1,100,8,1,0.08
2026-02-10,PRD-015,MCH-013,1,50,2,0,0.04
2026-02-10,PRD-039,MCH-023,1,80,4,0,0.05
2026-02-10,PRD-039,MCH-024,2,205,5,0,0.02439
2026-02-10,PRD-004,MCH-022,1,200,2,0,0.01
2026-02-11,PRD-004,MCH-019,1,80,2,0,0.025
2026-02-10,PRD-039,MCH-020,1,125,4,0,0.032
2026-02-10,PRD-064,MCH-029,1,100,3,0,0.03
2026-02-10,PRD-064,MCH-027,1,80,2,0,0.025
2026-02-10,PRD-064,MCH-025,1,80,5,1,0.0625
2026-02-11,PRD-064,MCH-027,1,200,11,0,0.055
2026-02-10,PRD-050,MCH-025,1,50,3,0,0.06
2026-02-10,PRD-050,MCH-029,1,50,2,0,0.04
2026-02-10,PRD-009,MCH-033,1,100,4,0,0.04
2026-02-10,PRD-009,MCH-035,1,50,4,1,0.08
2026-02-10,PRD-024,MCH-033,1,80,5,1,0.0625
2026-02-11,PRD-024,MCH-031,1,80,6,1,0.075
2026-02-10,PRD-064,MCH-031,1,200,4,0,0.02
2026-02-10,PRD-064,MCH-033,1,125,5,0,0.04
2026-02-11,PRD-064,MCH-002,1,50,3,0,0.06
2026-02-11,PRD-064,MCH-003,1,80,3,0,0.0375
2026-02-12,PRD-064,MCH-002,1,100,2,0,0.02
2026-02-12,PRD-064,MCH-001,1,50,0,0,0.0
2026-02-11,PRD-059,MCH-002,1,200,8,0,0.04
2026-02-11,PRD-059,MCH-004,1,200,7,0,0.035
2026-02-11,PRD-051,MCH-012,2,150,3,0,0.02
2026-02-11,PRD-051,MCH-008,1,50,3,0,0.06
2026-02-12,PRD-037,MCH-008,1,200,2,0,0.01
2026-02-12,PRD-037,MCH-012,1,200,3,0,0.015
2026-02-11,PRD-051,MCH-007,1,125,5,0,0.04
2026-02-11,PRD-012,MCH-014,1,80,2,0,0.025
2026-02-11,PRD-012,MCH-016,1,125,4,0,0.032
2026-02-11,PRD-075,MCH-016,1,50,2,0,0.04
2026-02-12,PRD-075,MCH-018,1,200,6,0,0.03
2026-02-11,PRD-012,MCH-018,1,125,2,0,0.016
2026-02-11,PRD-012,MCH-017,1,50,0,0,0.0
2026-02-11,PRD-002,MCH-021,1,100,6,0,0.06
2026-02-11,PRD-002,MCH-023,1,125,3,0,0.024
2026-02-12,PRD-002,MCH-024,1,200,9,0,0.045
2026-02-12,PRD-002,MCH-019,1,200,8,0,0.04
2026-02-11,PRD-059,MCH-022,1,125,5,0,0.04
2026-02-11,PRD-059,MCH-019,1,100,6,0,0.06
2026-02-11,PRD-055,MCH-026,1,125,4,0,0.032
2026-02-11,PRD-055,MCH-029,1,80,5,1,0.0625
2026-02-12,PRD-073,MCH-026,1,125,3,0,0.024
2026-02-12,PRD-073,MCH-025,1,100,1,0,0.01
2026-02-11,PRD-015,MCH-025,1,50,5,1,0.1
2026-02-11,PRD-015,MCH-027,1,125,11,1,0.088
2026-02-11,PRD-073,MCH-034,1,200,7,0,0.035
2026-02-11,PRD-073,MCH-032,1,80,2,0,0.025
2026-02-11,PRD-035,MCH-036,1,80,4,0,0.05
2026-02-11,PRD-035,MCH-032,1,80,4,0,0.05
2026-02-11,PRD-080,MCH-036,1,50,3,0,0.06
2026-02-11,PRD-080,MCH-035,1,100,7,1,0.07
2026-02-12,PRD-077,MCH-005,1,100,3,0,0.03
2026-02-12,PRD-077,MCH-004,1,100,1,0,0.01
2026-02-13,PRD-051,MCH-001,1,80,4,0,0.05
2026-02-13,PRD-051,MCH-006,1,200,9,0,0.045
2026-02-12,PRD-051,MCH-005,1,100,3,0,0.03
2026-02-12,PRD-051,MCH-001,1,80,4,0,0.05
2026-02-12,PRD-045,MCH-007,1,50,1,0,0.02
2026-02-12,PRD-045,MCH-012,2,180,1,0,0.00556
2026-02-13,PRD-045,MCH-009,1,80,1,0,0.0125
2026-02-13,PRD-045,MCH-011,1,125,0,0,0.0
2026-02-12,PRD-045,MCH-010,1,125,2,0,0.016
2026-02-12,PRD-044,MCH-015,1,80,2,0,0.025
2026-02-12,PRD-044,MCH-018,1,100,1,0,0.01
2026-02-12,PRD-071,MCH-013,1,100,4,0,0.04
2026-02-13,PRD-071,MCH-017,1,100,8,1,0.08
2026-02-13,PRD-071,MCH-015,1,80,6,1,0.075
2026-02-13,PRD-071,MCH-014,1,125,9,1,0.072
2026-02-12,PRD-031,MCH-023,1,125,5,0,0.04
2026-02-12,PRD-031,MCH-022,1,200,5,0,0.025
2026-02-12,PRD-031,MCH-020,1,50,1,0,0.02
2026-02-13,PRD-031,MCH-023,1,200,12,0,0.06
2026-02-12,PRD-041,MCH-021,1,80,4,0,0.05
2026-02-12,PRD-041,MCH-022,1,100,7,1,0.07
2026-02-12,PRD-052,MCH-027,1,50,3,1,0.06
2026-02-12,PRD-052,MCH-026,2,250,12,1,0.048
2026-02-12,PRD-052,MCH-029,1,200,17,1,0.085
2026-02-13,PRD-052,MCH-028,1,50,4,1,0.08
2026-02-12,PRD-052,MCH-030,1,80,5,1,0.0625
2026-02-12,PRD-051,MCH-032,1,50,2,0,0.04
2026-02-12,PRD-051,MCH-031,1,100,5,0,0.05
2026-02-13,PRD-051,MCH-036,1,50,2,0,0.04
2026-02-13,PRD-051,MCH-035,1,100,5,0,0.05
2026-02-12,PRD-051,MCH-035,1,125,6,0,0.048
2026-02-12,PRD-051,MCH-033,1,50,2,0,0.04
2026-02-13,PRD-060,MCH-002,1,50,3,0,0.06
2026-02-13,PRD-060,MCH-003,1,50,4,1,0.08
2026-02-13,PRD-060,MCH-005,1,80,7,1,0.0875
2026-02-13,PRD-060,MCH-004,1,50,4,1,0.08
2026-02-13,PRD-014,MCH-002,1,200,7,0,0.035
2026-02-13,PRD-014,MCH-001,1,200,9,0,0.045
2026-02-13,PRD-022,MCH-009,2,100,1,0,0.01
2026-02-13,PRD-022,MCH-010,1,80,4,0,0.05
2026-02-14,PRD-022,MCH-011,1,125,1,0,0.008
2026-02-14,PRD-022,MCH-008,1,80,3,0,0.0375
2026-02-13,PRD-022,MCH-011,1,100,2,0,0.02
2026-02-13,PRD-023,MCH-016,2,160,7,0,0.04375
2026-02-13,PRD-023,MCH-015,1,80,2,0,0.025
2026-02-13,PRD-023,MCH-013,1,100,4,0,0.04
2026-02-13,PRD-023,MCH-017,1,100,6,0,0.06
2026-02-13,PRD-023,MCH-018,1,125,5,0,0.04
2026-02-13,PRD-052,MCH-024,2,175,12,1,0.06857
2026-02-13,PRD-052,MCH-019,1,80,6,1,0.075
2026-02-13,PRD-052,MCH-022,1,125,6,0,0.048
2026-02-14,PRD-052,MCH-019,1,100,8,1,0.08
2026-02-13,PRD-052,MCH-020,1,125,10,1,0.08
2026-02-13,PRD-054,MCH-030,1,200,23,1,0.115
2026-02-13,PRD-054,MCH-025,1,80,9,1,0.1125
2026-02-14,PRD-054,MCH-029,1,80,8,1,0.1
2026-02-14,PRD-054,MCH-025,1,125,15,1,0.12
2026-02-13,PRD-054,MCH-027,1,125,16,1,0.128
2026-02-13,PRD-054,MCH-028,1,50,5,1,0.1
2026-02-13,PRD-071,MCH-033,1,50,3,0,0.06
2026-02-13,PRD-071,MCH-036,1,50,4,1,0.08
2026-02-13,PRD-054,MCH-033,1,50,6,1,0.12
2026-02-13,PRD-054,MCH-031,1,125,15,1,0.12
2026-02-13,PRD-061,MCH-031,1,50,3,0,0.06
2026-02-13,PRD-061,MCH-034,1,50,2,0,0.04
2026-02-14,PRD-029,MCH-004,1,50,3,0,0.06
2026-02-14,PRD-029,MCH-002,2,250,18,2,0.072
2026-02-14,PRD-029,MCH-001,1,50,3,0,0.06
2026-02-15,PRD-029,MCH-006,1,125,9,1,0.072
2026-02-14,PRD-029,MCH-006,1,50,4,1,0.08
2026-02-14,PRD-051,MCH-010,1,200,11,0,0.055
2026-02-14,PRD-051,MCH-009,1,80,4,0,0.05
2026-02-15,PRD-051,MCH-010,1,200,14,1,0.07
2026-02-15,PRD-051,MCH-009,1,50,1,0,0.02
2026-02-14,PRD-017,MCH-016,1,125,3,0,0.024
2026-02-14,PRD-017,MCH-014,1,125,5,0,0.04
2026-02-14,PRD-051,MCH-019,1,80,3,0,0.0375
2026-02-14,PRD-051,MCH-021,1,125,3,0,0.024
2026-02-14,PRD-039,MCH-024,1,100,3,0,0.03
2026-02-15,PRD-039,MCH-019,1,100,1,0,0.01
2026-02-14,PRD-044,MCH-027,1,80,2,0,0.025
2026-02-14,PRD-044,MCH-028,1,100,3,0,0.03
2026-02-14,PRD-071,MCH-036,1,200,3,0,0.015
2026-02-14,PRD-071,MCH-034,1,50,3,0,0.06
2026-02-14,PRD-071,MCH-032,1,200,11,0,0.055
2026-02-15,PRD-071,MCH-034,1,100,7,1,0.07
2026-02-15,PRD-001,MCH-002,1,80,7,1,0.0875
2026-02-15,PRD-001,MCH-004,1,100,8,1,0.08
2026-02-16,PRD-050,MCH-001,1,200,5,0,0.025
2026-02-16,PRD-050,MCH-005,1,125,3,0,0.024
2026-02-15,PRD-071,MCH-012,1,125,9,1,0.072
2026-02-16,PRD-071,MCH-011,1,125,7,0,0.056
2026-02-15,PRD-023,MCH-015,1,100,3,0,0.03
2026-02-15,PRD-023,MCH-014,1,80,2,0,0.025
2026-02-15,PRD-075,MCH-013,1,125,6,0,0.048
2026-02-16,PRD-075,MCH-016,1,80,4,0,0.05
2026-02-15,PRD-075,MCH-018,1,100,3,0,0.03
2026-02-15,PRD-075,MCH-015,1,125,4,0,0.032
2026-02-15,PRD-077,MCH-022,1,100,0,0,0.0
2026-02-15,PRD-077,MCH-019,1,80,3,0,0.0375
2026-02-15,PRD-021,MCH-024,1,100,1,0,0.01
2026-02-16,PRD-021,MCH-023,1,50,1,0,0.02
2026-02-15,PRD-021,MCH-022,1,100,1,0,0.01
2026-02-15,PRD-021,MCH-021,1,125,0,0,0.0
2026-02-15,PRD-079,MCH-026,1,80,5,1,0.0625
2026-02-15,PRD-079,MCH-028,1,100,6,0,0.06
2026-02-15,PRD-056,MCH-029,1,100,4,0,0.04
2026-02-15,PRD-056,MCH-028,1,100,2,0,0.02
2026-02-15,PRD-038,MCH-034,1,100,4,0,0.04
2026-02-15,PRD-038,MCH-033,1,50,0,0,0.0
2026-02-16,PRD-009,MCH-002,2,150,13,2,0.08667
2026-02-16,PRD-009,MCH-003,2,180,12,2,0.06667
2026-02-17,PRD-009,MCH-002,1,100,6,0,0.06
2026-02-17,PRD-009,MCH-003,1,200,9,0,0.045
2026-02-16,PRD-022,MCH-009,1,50,1,0,0.02
2026-02-16,PRD-022,MCH-011,1,100,4,0,0.04
2026-02-16,PRD-022,MCH-012,1,50,3,0,0.06
2026-02-16,PRD-022,MCH-008,1,80,3,0,0.0375
2026-02-16,PRD-022,MCH-007,1,50,2,0,0.04
2026-02-16,PRD-022,MCH-010,1,80,2,0,0.025
2026-02-16,PRD-069,MCH-018,1,200,21,1,0.105
2026-02-16,PRD-069,MCH-014,1,125,14,1,0.112
2026-02-17,PRD-069,MCH-016,1,125,11,1,0.088
2026-02-17,PRD-069,MCH-017,1,200,24,1,0.12
2026-02-16,PRD-002,MCH-018,1,80,3,0,0.0375
2026-02-16,PRD-002,MCH-016,1,100,5,0,0.05
2026-02-16,PRD-031,MCH-020,1,125,5,0,0.04
2026-02-16,PRD-031,MCH-023,1,200,9,0,0.045
2026-02-16,PRD-006,MCH-024,1,200,11,0,0.055
2026-02-17,PRD-006,MCH-023,1,200,8,0,0.04
2026-02-16,PRD-031,MCH-019,1,125,2,0,0.016
2026-02-16,PRD-031,MCH-022,1,80,3,0,0.0375
2026-02-16,PRD-019,MCH-025,1,125,15,1,0.12
2026-02-16,PRD-019,MCH-027,1,125,12,1,0.096
2026-02-17,PRD-019,MCH-030,1,100,11,1,0.11
2026-02-17,PRD-019,MCH-027,1,80,9,1,0.1125
2026-02-16,PRD-008,MCH-025,1,100,2,0,0.02
2026-02-16,PRD-008,MCH-029,1,200,2,0,0.01
2026-02-16,PRD-051,MCH-033,1,50,2,0,0.04
2026-02-16,PRD-051,MCH-035,1,80,3,0,0.0375
2026-02-17,PRD-051,MCH-031,1,200,8,0,0.04
2026-02-17,PRD-051,MCH-033,1,125,6,0,0.048
2026-02-17,PRD-051,MCH-036,1,200,10,0,0.05
2026-02-17,PRD-051,MCH-035,1,80,3,0,0.0375
2026-02-17,PRD-029,MCH-005,1,100,8,1,0.08
2026-02-17,PRD-029,MCH-003,3,300,16,1,0.05333
2026-02-17,PRD-029,MCH-004,1,100,5,0,0.05
2026-02-17,PRD-029,MCH-001,1,100,6,0,0.06
2026-02-17,PRD-004,MCH-008,1,100,2,0,0.02
2026-02-17,PRD-004,MCH-007,1,80,0,0,0.0
2026-02-18,PRD-004,MCH-008,1,50,1,0,0.02
2026-02-18,PRD-004,MCH-011,1,125,3,0,0.024
2026-02-18,PRD-017,MCH-012,1,50,1,0,0.02
2026-02-18,PRD-017,MCH-008,1,100,3,0,0.03
2026-02-17,PRD-019,MCH-015,1,80,8,1,0.1
2026-02-17,PRD-019,MCH-017,1,50,5,1,0.1
2026-02-17,PRD-066,MCH-016,2,400,33,2,0.0825
2026-02-18,PRD-066,MCH-015,1,125,5,0,0.04
2026-02-17,PRD-066,MCH-014,1,125,9,1,0.072
2026-02-17,PRD-078,MCH-022,1,50,3,0,0.06
2026-02-17,PRD-078,MCH-023,1,200,8,0,0.04
2026-02-17,PRD-048,MCH-020,1,125,0,0,0.0
2026-02-18,PRD-048,MCH-022,1,125,1,0,0.008
2026-02-17,PRD-078,MCH-021,1,200,14,1,0.07
2026-02-17,PRD-078,MCH-020,1,200,15,1,0.075
2026-02-17,PRD-040,MCH-029,1,200,20,1,0.1
2026-02-17,PRD-040,MCH-026,1,50,5,1,0.1
2026-02-17,PRD-068,MCH-025,1,100,4,0,0.04
2026-02-18,PRD-068,MCH-028,1,100,5,0,0.05
2026-02-17,PRD-007,MCH-026,1,125,3,0,0.024
2026-02-17,PRD-007,MCH-028,1,50,1,0,0.02
2026-02-17,PRD-009,MCH-033,3,425,30,2,0.07059
2026-02-17,PRD-009,MCH-031,2,225,13,0,0.05778
2026-02-18,PRD-009,MCH-034,1,100,4,0,0.04
2026-02-18,PRD-044,MCH-005,1,200,1,0,0.005
2026-02-18,PRD-044,MCH-006,2,150,5,0,0.03333
2026-02-18,PRD-044,MCH-004,1,125,3,0,0.024
2026-02-18,PRD-014,MCH-005,1,200,8,0,0.04
2026-02-18,PRD-014,MCH-006,1,125,5,0,0.04
2026-02-18,PRD-008,MCH-007,1,80,3,0,0.0375
2026-02-18,PRD-008,MCH-008,1,200,5,0,0.025
2026-02-19,PRD-008,MCH-010,1,125,5,0,0.04
2026-02-19,PRD-008,MCH-011,1,125,3,0,0.024
2026-02-18,PRD-052,MCH-010,1,50,4,1,0.08
2026-02-18,PRD-052,MCH-009,1,80,7,1,0.0875
2026-02-18,PRD-075,MCH-013,2,280,9,0,0.03214
2026-02-18,PRD-075,MCH-014,2,250,11,0,0.044
2026-02-19,PRD-063,MCH-014,1,80,4,0,0.05
2026-02-19,PRD-063,MCH-018,1,80,5,1,0.0625
2026-02-18,PRD-005,MCH-023,1,80,3,0,0.0375
2026-02-18,PRD-005,MCH-019,2,250,11,0,0.044
2026-02-18,PRD-051,MCH-023,1,200,9,0,0.045
2026-02-18,PRD-051,MCH-020,1,100,3,0,0.03
2026-02-18,PRD-005,MCH-024,1,80,1,0,0.0125
2026-02-18,PRD-056,MCH-029,1,100,1,0,0.01
2026-02-18,PRD-056,MCH-027,1,200,3,0,0.015
2026-02-18,PRD-056,MCH-030,1,50,0,0,0.0
2026-02-19,PRD-056,MCH-028,1,200,3,0,0.015
2026-02-18,PRD-056,MCH-026,1,80,1,0,0.0125
2026-02-18,PRD-056,MCH-025,1,200,5,0,0.025
2026-02-18,PRD-042,MCH-036,1,50,1,0,0.02
2026-02-18,PRD-042,MCH-034,1,125,0,0,0.0
2026-02-19,PRD-064,MCH-031,1,80,3,0,0.0375
2026-02-19,PRD-064,MCH-033,1,80,0,0,0.0
2026-02-18,PRD-004,MCH-032,1,200,3,0,0.015
2026-02-18,PRD-004,MCH-034,1,50,1,0,0.02
2026-02-19,PRD-078,MCH-004,1,100,5,0,0.05
2026-02-19,PRD-078,MCH-005,1,125,1,0,0.008
2026-02-20,PRD-077,MCH-005,1,200,3,0,0.015
2026-02-20,PRD-077,MCH-002,1,50,0,0,0.0
2026-02-19,PRD-077,MCH-002,1,125,0,0,0.0
2026-02-19,PRD-077,MCH-001,1,50,1,0,0.02
2026-02-19,PRD-066,MCH-007,1,125,10,1,0.08
2026-02-19,PRD-066,MCH-011,1,100,6,0,0.06
2026-02-19,PRD-066,MCH-008,1,125,10,1,0.08
2026-02-20,PRD-066,MCH-009,1,50,3,0,0.06
2026-02-19,PRD-066,MCH-010,1,125,7,0,0.056
