event_id,machine_id,line_id,event_start,event_end,state_code,reason_code,operator_id,linked_work_order_id,source_system
EVT-00022341,MCH-026,L05,2026-02-12 10:52:02,2026-02-12 17:19:23,RUNNING,NORMAL,OP-0041,WO-003068,SCADA
EVT-00022342,MCH-026,L05,2026-02-12 15:00:00,2026-02-12 15:13:17,DOWN,JAM,OP-0041,WO-003068,SCADA
EVT-00022343,MCH-029,L05,2026-02-12 18:49:00,2026-02-12 19:30:07,SETUP,TOOL_CHANGE,OP-0042,WO-003069,SCADA
EVT-00022344,MCH-029,L05,2026-02-12 19:30:07,2026-02-12 22:13:54,RUNNING,NORMAL,OP-0042,WO-003069,SCADA
EVT-00022345,MCH-029,L05,2026-02-12 21:11:00,2026-02-12 21:40:01,DOWN,JAM,OP-0042,WO-003069,SCADA
EVT-00022346,MCH-029,L05,2026-02-12 22:13:54,2026-02-12 22:24:44,IDLE,NO_DEMAND,OP-0042,WO-003069,SCADA
EVT-00022347,MCH-028,L05,2026-02-12 18:49:00,2026-02-12 19:30:07,SETUP,TOOL_CHANGE,OP-0064,WO-003069,SCADA
EVT-00022348,MCH-028,L05,2026-02-12 19:30:07,2026-02-13 02:03:48,RUNNING,NORMAL,OP-0064,WO-003069,SCADA
EVT-00022349,MCH-028,L05,2026-02-12 19:50:00,2026-02-12 20:19:01,DOWN,JAM,OP-0064,WO-003069,SCADA
EVT-00022350,MCH-028,L05,2026-02-13 02:03:48,2026-02-13 02:14:38,IDLE,NO_DEMAND,OP-0064,WO-003069,SCADA
EVT-00022351,MCH-030,L05,2026-02-12 06:39:00,2026-02-12 07:38:43,SETUP,TOOL_CHANGE,OP-0062,WO-003070,SCADA
EVT-00022352,MCH-030,L05,2026-02-12 07:38:43,2026-02-12 10:03:55,RUNNING,NORMAL,OP-0062,WO-003070,SCADA
EVT-00022353,MCH-030,L05,2026-02-12 08:53:00,2026-02-12 09:26:43,DOWN,MICRO_STOP,OP-0062,WO-003070,SCADA
EVT-00022354,MCH-030,L05,2026-02-12 10:03:55,2026-02-12 10:09:58,IDLE,NO_DEMAND,OP-0062,WO-003070,SCADA
EVT-00022355,MCH-026,L05,2026-02-12 06:39:00,2026-02-12 07:38:43,SETUP,TOOL_CHANGE,OP-0062,WO-003070,SCADA
EVT-00022356,MCH-026,L05,2026-02-12 07:38:43,2026-02-12 13:53:50,RUNNING,NORMAL,OP-0062,WO-003070,SCADA
EVT-00022357,MCH-026,L05,2026-02-12 12:26:00,2026-02-12 12:59:43,DOWN,JAM,OP-0062,WO-003070,SCADA
EVT-00022358,MCH-026,L05,2026-02-12 13:53:50,2026-02-12 13:59:53,IDLE,NO_DEMAND,OP-0062,WO-003070,SCADA
EVT-00022359,MCH-032,L06,2026-02-12 13:29:00,2026-02-12 14:27:58,SETUP,TOOL_CHANGE,OP-0007,WO-003071,SCADA
EVT-00022360,MCH-032,L06,2026-02-12 14:27:58,2026-02-12 16:41:28,RUNNING,NORMAL,OP-0007,WO-003071,SCADA
EVT-00022361,MCH-032,L06,2026-02-12 17:11:00,2026-02-12 17:47:32,DOWN,MICRO_STOP,OP-0007,WO-003071,SCADA
EVT-00022362,MCH-032,L06,2026-02-12 16:41:28,2026-02-12 17:05:41,IDLE,NO_DEMAND,OP-0007,WO-003071,SCADA
EVT-00022363,MCH-031,L06,2026-02-12 13:29:00,2026-02-12 14:27:58,SETUP,TOOL_CHANGE,OP-0059,WO-003071,SCADA
EVT-00022364,MCH-031,L06,2026-02-12 14:27:58,2026-02-12 20:01:56,RUNNING,NORMAL,OP-0059,WO-003071,SCADA
EVT-00022365,MCH-031,L06,2026-02-12 16:37:00,2026-02-12 17:13:32,DOWN,MICRO_STOP,OP-0059,WO-003071,SCADA
EVT-00022366,MCH-031,L06,2026-02-12 20:01:56,2026-02-12 20:26:09,IDLE,NO_DEMAND,OP-0059,WO-003071,SCADA
EVT-00022367,MCH-036,L06,2026-02-12 21:10:00,2026-02-12 21:54:34,SETUP,TOOL_CHANGE,OP-0060,WO-003072,SCADA
EVT-00022368,MCH-036,L06,2026-02-12 21:54:34,2026-02-13 00:38:47,RUNNING,NORMAL,OP-0060,WO-003072,SCADA
EVT-00022369,MCH-036,L06,2026-02-13 01:56:00,2026-02-13 02:37:55,DOWN,MATERIAL_WAIT,OP-0060,WO-003072,SCADA
EVT-00022370,MCH-036,L06,2026-02-13 00:38:47,2026-02-13 00:46:54,IDLE,NO_DEMAND,OP-0060,WO-003072,SCADA
EVT-00022371,MCH-035,L06,2026-02-12 21:10:00,2026-02-12 21:54:34,SETUP,TOOL_CHANGE,OP-0034,WO-003072,SCADA
EVT-00022372,MCH-035,L06,2026-02-12 21:54:34,2026-02-13 04:14:34,RUNNING,NORMAL,OP-0034,WO-003072,SCADA
EVT-00022373,MCH-035,L06,2026-02-12 22:56:00,2026-02-12 23:37:55,DOWN,,OP-0034,WO-003072,SCADA
EVT-00022374,MCH-035,L06,2026-02-13 04:14:34,2026-02-13 04:22:41,IDLE,NO_DEMAND,OP-0034,WO-003072,SCADA
EVT-00022375,MCH-035,L06,2026-02-12 05:49:00,2026-02-12 06:38:55,SETUP,TOOL_CHANGE,OP-0014,WO-003073,SCADA
EVT-00022376,MCH-035,L06,2026-02-12 06:38:55,2026-02-12 09:01:38,RUNNING,NORMAL,OP-0014,WO-003073,SCADA
EVT-00022377,MCH-035,L06,2026-02-12 10:34:00,2026-02-12 11:10:53,DOWN,JAM,OP-0014,WO-003073,SCADA
EVT-00022378,MCH-033,L06,2026-02-12 05:49:00,2026-02-12 06:38:55,SETUP,TOOL_CHANGE,OP-0017,WO-003073,SCADA
EVT-00022379,MCH-033,L06,2026-02-12 06:38:55,2026-02-12 12:46:17,RUNNING,NORMAL,OP-0017,WO-003073,SCADA
EVT-00022380,MCH-033,L06,2026-02-12 08:54:00,2026-02-12 09:30:53,DOWN,UNKNOWN,OP-0017,WO-003073,SCADA
EVT-00022381,MCH-002,L01,2026-02-13 08:45:00,2026-02-13 09:41:13,SETUP,TOOL_CHANGE,OP-0048,WO-003074,SCADA
EVT-00022382,MCH-002,L01,2026-02-13 09:41:13,2026-02-13 12:30:36,RUNNING,NORMAL,OP-0048,WO-003074,SCADA
EVT-00022383,MCH-002,L01,2026-02-13 14:06:00,2026-02-13 14:19:16,DOWN,MICRO_STOP,OP-0048,WO-003074,SCADA
EVT-00022384,MCH-003,L01,2026-02-13 08:45:00,2026-02-13 09:41:13,SETUP,TOOL_CHANGE,OP-0022,WO-003074,SCADA
EVT-00022385,MCH-003,L01,2026-02-13 09:41:13,2026-02-13 16:23:13,RUNNING,NORMAL,OP-0022,WO-003074,SCADA
EVT-00022386,MCH-003,L01,2026-02-13 09:53:00,2026-02-13 10:06:16,DOWN,MICRO_STOP,OP-0022,WO-003074,SCADA
EVT-00022387,MCH-005,L01,2026-02-13 15:21:00,2026-02-13 15:55:35,SETUP,TOOL_CHANGE,OP-0068,WO-003075,SCADA
EVT-00022388,MCH-005,L01,2026-02-13 15:55:35,2026-02-13 19:10:49,RUNNING,NORMAL,OP-0068,WO-003075,SCADA
EVT-00022389,MCH-005,L01,2026-02-13 20:27:00,2026-02-13 20:48:22,DOWN,MATERIAL_WAIT,OP-0068,WO-003075,SCADA
EVT-00022390,MCH-005,L01,2026-02-13 19:10:49,2026-02-13 19:17:52,IDLE,NO_DEMAND,OP-0068,WO-003075,SCADA
EVT-00022391,MCH-004,L01,2026-02-13 15:21:00,2026-02-13 15:55:35,SETUP,TOOL_CHANGE,OP-0021,WO-003075,SCADA
EVT-00022392,MCH-004,L01,2026-02-13 15:55:35,2026-02-13 22:49:39,RUNNING,NORMAL,OP-0021,WO-003075,SCADA
EVT-00022393,MCH-004,L01,2026-02-13 18:31:00,2026-02-13 18:52:22,DOWN,,OP-0021,WO-003075,SCADA
EVT-00022394,MCH-004,L01,2026-02-13 22:49:39,2026-02-13 22:56:42,IDLE,NO_DEMAND,OP-0021,WO-003075,SCADA
EVT-00022395,MCH-002,L01,2026-02-13 05:25:00,2026-02-13 06:16:56,SETUP,TOOL_CHANGE,OP-0030,WO-003076,SCADA
EVT-00022396,MCH-002,L01,2026-02-13 06:16:56,2026-02-13 09:01:08,RUNNING,NORMAL,OP-0030,WO-003076,SCADA
EVT-00022397,MCH-002,L01,2026-02-13 09:01:08,2026-02-13 09:23:54,IDLE,NO_DEMAND,OP-0030,WO-003076,SCADA
EVT-00022398,MCH-001,L01,2026-02-13 05:25:00,2026-02-13 06:16:56,SETUP,TOOL_CHANGE,OP-0030,WO-003076,SCADA
EVT-00022399,MCH-001,L01,2026-02-13 06:16:56,2026-02-13 12:41:16,RUNNING,NORMAL,OP-0030,WO-003076,SCADA
EVT-00022400,MCH-001,L01,2026-02-13 12:41:16,2026-02-13 13:04:02,IDLE,NO_DEMAND,OP-0030,WO-003076,SCADA
EVT-00022401,MCH-009,L02,2026-02-13 14:22:00,2026-02-13 15:14:54,SETUP,TOOL_CHANGE,OP-0062,WO-003077,SCADA
EVT-00022402,MCH-009,L02,2026-02-13 15:14:54,2026-02-13 17:39:08,RUNNING,NORMAL,OP-0062,WO-003077,SCADA
EVT-00022403,MCH-009,L02,2026-02-13 16:17:00,2026-02-13 16:52:24,DOWN,QUALITY_HOLD,OP-0062,WO-003077,SCADA
EVT-00022404,MCH-009,L02,2026-02-13 17:39:08,2026-02-13 17:50:35,IDLE,NO_DEMAND,OP-0062,WO-003077,SCADA
EVT-00022405,MCH-010,L02,2026-02-13 14:22:00,2026-02-13 15:14:54,SETUP,TOOL_CHANGE,OP-0013,WO-003077,SCADA
EVT-00022406,MCH-010,L02,2026-02-13 15:14:54,2026-02-13 21:19:16,RUNNING,NORMAL,OP-0013,WO-003077,SCADA
EVT-00022407,MCH-010,L02,2026-02-13 16:59:00,2026-02-13 17:34:24,DOWN,QUALITY_HOLD,OP-0013,WO-003077,SCADA
EVT-00022408,MCH-010,L02,2026-02-13 21:19:16,2026-02-13 21:30:43,IDLE,NO_DEMAND,OP-0013,WO-003077,SCADA
EVT-00022409,MCH-011,L02,2026-02-13 21:02:00,2026-02-13 21:57:15,SETUP,TOOL_CHANGE,OP-0011,WO-003078,SCADA
EVT-00022410,MCH-011,L02,2026-02-13 21:57:15,2026-02-14 00:23:44,RUNNING,NORMAL,OP-0011,WO-003078,SCADA
EVT-00022411,MCH-011,L02,2026-02-14 01:52:00,2026-02-14 01:59:38,DOWN,JAM,OP-0011,WO-003078,SCADA
EVT-00022412,MCH-011,L02,2026-02-14 00:23:44,2026-02-14 00:48:32,IDLE,NO_DEMAND,OP-0011,WO-003078,SCADA
EVT-00022413,MCH-008,L02,2026-02-13 21:02:00,2026-02-13 21:57:15,SETUP,TOOL_CHANGE,OP-0011,WO-003078,SCADA
EVT-00022414,MCH-008,L02,2026-02-13 21:57:15,2026-02-14 03:37:28,RUNNING,NORMAL,OP-0011,WO-003078,SCADA
EVT-00022415,MCH-008,L02,2026-02-14 00:16:00,2026-02-14 00:23:38,DOWN,MATERIAL_WAIT,OP-0011,WO-003078,SCADA
EVT-00022416,MCH-008,L02,2026-02-14 03:37:28,2026-02-14 04:02:16,IDLE,NO_DEMAND,OP-0011,WO-003078,SCADA
EVT-00022417,MCH-011,L02,2026-02-13 04:23:00,2026-02-13 05:17:45,SETUP,TOOL_CHANGE,OP-0036,WO-003079,SCADA
EVT-00022418,MCH-011,L02,2026-02-13 05:17:45,2026-02-13 08:15:55,RUNNING,NORMAL,OP-0036,WO-003079,SCADA
EVT-00022419,MCH-011,L02,2026-02-13 07:53:00,2026-02-13 08:12:42,DOWN,JAM,OP-0036,WO-003079,SCADA
EVT-00022420,MCH-011,L02,2026-02-13 08:15:55,2026-02-13 08:34:24,IDLE,NO_DEMAND,OP-0036,WO-003079,SCADA
EVT-00022421,MCH-009,L02,2026-02-13 04:23:00,2026-02-13 05:17:45,SETUP,TOOL_CHANGE,OP-0055,WO-003079,SCADA
EVT-00022422,MCH-009,L02,2026-02-13 05:17:45,2026-02-13 12:17:50,RUNNING,NORMAL,OP-0055,WO-003079,SCADA
EVT-00022423,MCH-009,L02,2026-02-13 07:54:00,2026-02-13 08:13:42,DOWN,,OP-0055,WO-003079,SCADA
EVT-00022424,MCH-009,L02,2026-02-13 12:17:50,2026-02-13 12:36:19,IDLE,NO_DEMAND,OP-0055,WO-003079,SCADA
EVT-00022425,MCH-016,L03,2026-02-13 08:49:00,2026-02-13 09:50:24,SETUP,TOOL_CHANGE,OP-0052,WO-003080,SCADA
EVT-00022426,MCH-016,L03,2026-02-13 09:50:24,2026-02-13 12:36:35,RUNNING,NORMAL,OP-0052,WO-003080,SCADA
EVT-00022427,MCH-016,L03,2026-02-13 10:29:00,2026-02-13 10:44:12,DOWN,MICRO_STOP,OP-0052,WO-003080,SCADA
EVT-00022428,MCH-016,L03,2026-02-13 12:36:35,2026-02-13 12:43:19,IDLE,NO_DEMAND,OP-0052,WO-003080,SCADA
EVT-00022429,MCH-015,L03,2026-02-13 08:49:00,2026-02-13 09:50:24,SETUP,TOOL_CHANGE,OP-0025,WO-003080,SCADA
EVT-00022430,MCH-015,L03,2026-02-13 09:50:24,2026-02-13 16:24:10,RUNNING,NORMAL,OP-0025,WO-003080,SCADA
EVT-00022431,MCH-015,L03,2026-02-13 11:01:00,2026-02-13 11:16:12,DOWN,QUALITY_HOLD,OP-0025,WO-003080,SCADA
EVT-00022432,MCH-015,L03,2026-02-13 16:24:10,2026-02-13 16:30:55,IDLE,NO_DEMAND,OP-0025,WO-003080,SCADA
EVT-00022433,MCH-013,L03,2026-02-13 14:45:00,2026-02-13 15:37:34,SETUP,TOOL_CHANGE,OP-0009,WO-003081,SCADA
EVT-00022434,MCH-013,L03,2026-02-13 15:37:34,2026-02-13 18:38:42,RUNNING,NORMAL,OP-0009,WO-003081,SCADA
EVT-00022435,MCH-013,L03,2026-02-13 18:10:00,2026-02-13 18:25:30,DOWN,MICRO_STOP,OP-0009,WO-003081,SCADA
EVT-00022436,MCH-013,L03,2026-02-13 18:38:42,2026-02-13 18:51:05,IDLE,NO_DEMAND,OP-0009,WO-003081,SCADA
EVT-00022437,MCH-017,L03,2026-02-13 14:45:00,2026-02-13 15:37:34,SETUP,TOOL_CHANGE,OP-0057,WO-003081,SCADA
EVT-00022438,MCH-017,L03,2026-02-13 15:37:34,2026-02-13 22:36:24,RUNNING,NORMAL,OP-0057,WO-003081,SCADA
EVT-00022439,MCH-017,L03,2026-02-13 17:27:00,2026-02-13 17:42:30,DOWN,JAM,OP-0057,WO-003081,SCADA
EVT-00022440,MCH-017,L03,2026-02-13 22:36:24,2026-02-13 22:48:47,IDLE,NO_DEMAND,OP-0057,WO-003081,SCADA
EVT-00022441,MCH-016,L03,2026-02-13 02:13:00,2026-02-13 03:13:38,SETUP,TOOL_CHANGE,OP-0001,WO-003082,SCADA
EVT-00022442,MCH-016,L03,2026-02-13 03:13:38,2026-02-13 05:31:36,RUNNING,NORMAL,OP-0001,WO-003082,SCADA
EVT-00022443,MCH-016,L03,2026-02-13 06:37:00,2026-02-13 06:57:34,DOWN,MATERIAL_WAIT,OP-0001,WO-003082,SCADA
EVT-00022444,MCH-016,L03,2026-02-13 05:31:36,2026-02-13 05:42:58,IDLE,NO_DEMAND,OP-0001,WO-003082,SCADA
EVT-00022445,MCH-018,L03,2026-02-13 02:13:00,2026-02-13 03:13:38,SETUP,TOOL_CHANGE,OP-0050,WO-003082,SCADA
EVT-00022446,MCH-018,L03,2026-02-13 03:13:38,2026-02-13 09:09:12,RUNNING,NORMAL,OP-0050,WO-003082,SCADA
EVT-00022447,MCH-018,L03,2026-02-13 06:46:00,2026-02-13 07:06:34,DOWN,MICRO_STOP,OP-0050,WO-003082,SCADA
EVT-00022448,MCH-018,L03,2026-02-13 09:09:12,2026-02-13 09:20:34,IDLE,NO_DEMAND,OP-0050,WO-003082,SCADA
EVT-00022449,MCH-024,L04,2026-02-13 11:04:00,2026-02-13 11:58:16,SETUP,TOOL_CHANGE,OP-0053,WO-003083,SCADA
EVT-00022450,MCH-024,L04,2026-02-13 11:58:16,2026-02-13 14:28:02,RUNNING,NORMAL,OP-0053,WO-003083,SCADA
EVT-00022451,MCH-024,L04,2026-02-13 13:56:00,2026-02-13 14:16:49,DOWN,SENSOR_FAULT,OP-0053,WO-003083,SCADA
EVT-00022452,MCH-024,L04,2026-02-13 14:28:02,2026-02-13 14:36:59,IDLE,NO_DEMAND,OP-0053,WO-003083,SCADA
EVT-00022453,MCH-019,L04,2026-02-13 11:04:00,2026-02-13 11:58:16,SETUP,TOOL_CHANGE,OP-0004,WO-003083,SCADA
EVT-00022454,MCH-019,L04,2026-02-13 11:58:16,2026-02-13 17:57:04,RUNNING,NORMAL,OP-0004,WO-003083,SCADA
EVT-00022455,MCH-019,L04,2026-02-13 14:06:00,2026-02-13 14:26:49,DOWN,QUALITY_HOLD,OP-0004,WO-003083,SCADA
EVT-00022456,MCH-019,L04,2026-02-13 17:57:04,2026-02-13 18:06:01,IDLE,NO_DEMAND,OP-0004,WO-003083,SCADA
EVT-00022457,MCH-022,L04,2026-02-13 15:47:00,2026-02-13 16:56:08,SETUP,TOOL_CHANGE,OP-0039,WO-003084,SCADA
EVT-00022458,MCH-022,L04,2026-02-13 16:56:08,2026-02-13 19:31:30,RUNNING,NORMAL,OP-0039,WO-003084,SCADA
EVT-00022459,MCH-022,L04,2026-02-13 18:33:00,2026-02-13 19:01:55,DOWN,MICRO_STOP,OP-0039,WO-003084,SCADA
EVT-00022460,MCH-022,L04,2026-02-13 19:31:30,2026-02-13 20:03:08,IDLE,NO_DEMAND,OP-0039,WO-003084,SCADA
EVT-00022461,MCH-019,L04,2026-02-13 15:47:00,2026-02-13 16:56:08,SETUP,TOOL_CHANGE,,WO-003084,SCADA
EVT-00022462,MCH-019,L04,2026-02-13 16:56:08,2026-02-13 23:19:01,RUNNING,NORMAL,,WO-003084,SCADA
EVT-00022463,MCH-019,L04,2026-02-13 19:33:00,2026-02-13 20:01:55,DOWN,SENSOR_FAULT,,WO-003084,SCADA
EVT-00022464,MCH-019,L04,2026-02-13 23:19:01,2026-02-13 23:50:39,IDLE,NO_DEMAND,,WO-003084,SCADA
EVT-00022465,MCH-020,L04,2026-02-13 04:55:00,2026-02-13 05:42:47,SETUP,TOOL_CHANGE,OP-0030,WO-003085,SCADA
EVT-00022466,MCH-020,L04,2026-02-13 05:42:47,2026-02-13 08:37:43,RUNNING,NORMAL,OP-0030,WO-003085,SCADA
EVT-00022467,MCH-020,L04,2026-02-13 09:36:00,2026-02-13 09:46:52,DOWN,,OP-0030,WO-003085,SCADA
EVT-00022468,MCH-020,L04,2026-02-13 08:37:43,2026-02-13 09:00:20,IDLE,NO_DEMAND,OP-0030,WO-003085,SCADA
EVT-00022469,MCH-024,L04,2026-02-13 04:55:00,2026-02-13 05:42:47,SETUP,TOOL_CHANGE,OP-0054,WO-003085,SCADA
EVT-00022470,MCH-024,L04,2026-02-13 05:42:47,2026-02-13 12:32:27,RUNNING,NORMAL,OP-0054,WO-003085,SCADA
EVT-00022471,MCH-024,L04,2026-02-13 06:32:00,2026-02-13 06:42:52,DOWN,JAM,OP-0054,WO-003085,SCADA
EVT-00022472,MCH-024,L04,2026-02-13 12:32:27,2026-02-13 12:55:04,IDLE,NO_DEMAND,OP-0054,WO-003085,SCADA
EVT-00022473,MCH-030,L05,2026-02-13 12:45:00,2026-02-13 13:41:47,SETUP,TOOL_CHANGE,OP-0009,WO-003086,SCADA
EVT-00022474,MCH-030,L05,2026-02-13 13:41:47,2026-02-13 15:54:13,RUNNING,NORMAL,OP-0009,WO-003086,SCADA
EVT-00022475,MCH-030,L05,2026-02-13 14:38:00,2026-02-13 14:50:23,DOWN,SENSOR_FAULT,OP-0009,WO-003086,SCADA
EVT-00022476,MCH-030,L05,2026-02-13 15:54:13,2026-02-13 16:03:30,IDLE,NO_DEMAND,OP-0009,WO-003086,SCADA
EVT-00022477,MCH-025,L05,2026-02-13 12:45:00,2026-02-13 13:41:47,SETUP,TOOL_CHANGE,OP-0034,WO-003086,SCADA
EVT-00022478,MCH-025,L05,2026-02-13 13:41:47,2026-02-13 19:14:26,RUNNING,NORMAL,OP-0034,WO-003086,SCADA
EVT-00022479,MCH-025,L05,2026-02-13 16:33:00,2026-02-13 16:45:23,DOWN,JAM,OP-0034,WO-003086,SCADA
EVT-00022480,MCH-025,L05,2026-02-13 19:14:26,2026-02-13 19:23:43,IDLE,NO_DEMAND,OP-0034,WO-003086,SCADA
EVT-00022481,MCH-029,L05,2026-02-13 20:45:00,2026-02-13 21:40:32,SETUP,TOOL_CHANGE,OP-0049,WO-003087,SCADA
EVT-00022482,MCH-029,L05,2026-02-13 21:40:32,2026-02-14 00:40:08,RUNNING,NORMAL,OP-0049,WO-003087,SCADA
EVT-00022483,MCH-029,L05,2026-02-14 00:40:08,2026-02-14 00:50:28,IDLE,NO_DEMAND,OP-0049,WO-003087,SCADA
EVT-00022484,MCH-025,L05,2026-02-13 20:45:00,2026-02-13 21:40:32,SETUP,TOOL_CHANGE,OP-0049,WO-003087,SCADA
EVT-00022485,MCH-025,L05,2026-02-13 21:40:32,2026-02-14 04:11:17,RUNNING,NORMAL,OP-0049,WO-003087,SCADA
EVT-00022486,MCH-025,L05,2026-02-14 04:11:17,2026-02-14 04:21:37,IDLE,NO_DEMAND,OP-0049,WO-003087,SCADA
EVT-00022487,MCH-027,L05,2026-02-13 01:00:00,2026-02-13 01:58:06,SETUP,TOOL_CHANGE,OP-0036,WO-003088,SCADA
EVT-00022488,MCH-027,L05,2026-02-13 01:58:06,2026-02-13 04:18:28,RUNNING,NORMAL,OP-0036,WO-003088,SCADA
EVT-00022489,MCH-027,L05,2026-02-13 02:23:00,2026-02-13 02:39:28,DOWN,SENSOR_FAULT,OP-0036,WO-003088,SCADA
EVT-00022490,MCH-027,L05,2026-02-13 04:18:28,2026-02-13 04:35:24,IDLE,NO_DEMAND,OP-0036,WO-003088,SCADA
EVT-00022491,MCH-028,L05,2026-02-13 01:00:00,2026-02-13 01:58:06,SETUP,TOOL_CHANGE,OP-0059,WO-003088,SCADA
EVT-00022492,MCH-028,L05,2026-02-13 01:58:06,2026-02-13 07:40:56,RUNNING,NORMAL,OP-0059,WO-003088,SCADA
EVT-00022493,MCH-028,L05,2026-02-13 04:18:00,2026-02-13 04:34:28,DOWN,,OP-0059,WO-003088,SCADA
EVT-00022494,MCH-028,L05,2026-02-13 07:40:56,2026-02-13 07:57:53,IDLE,NO_DEMAND,OP-0059,WO-003088,SCADA
EVT-00022495,MCH-033,L06,2026-02-13 06:45:00,2026-02-13 07:40:40,SETUP,TOOL_CHANGE,OP-0068,WO-003089,SCADA
EVT-00022496,MCH-033,L06,2026-02-13 07:40:40,2026-02-13 10:18:31,RUNNING,NORMAL,OP-0068,WO-003089,SCADA
EVT-00022497,MCH-033,L06,2026-02-13 08:34:00,2026-02-13 08:47:38,DOWN,JAM,OP-0068,WO-003089,SCADA
EVT-00022498,MCH-033,L06,2026-02-13 10:18:31,2026-02-13 10:30:54,IDLE,NO_DEMAND,OP-0068,WO-003089,SCADA
EVT-00022499,MCH-036,L06,2026-02-13 06:45:00,2026-02-13 07:40:40,SETUP,TOOL_CHANGE,OP-0068,WO-003089,SCADA
EVT-00022500,MCH-036,L06,2026-02-13 07:40:40,2026-02-13 14:19:02,RUNNING,NORMAL,OP-0068,WO-003089,SCADA
EVT-00022501,MCH-036,L06,2026-02-13 08:39:00,2026-02-13 08:52:38,DOWN,JAM,OP-0068,WO-003089,SCADA
EVT-00022502,MCH-036,L06,2026-02-13 14:19:02,2026-02-13 14:31:25,IDLE,NO_DEMAND,OP-0068,WO-003089,SCADA
EVT-00022503,MCH-033,L06,2026-02-13 15:01:00,2026-02-13 16:13:26,SETUP,TOOL_CHANGE,OP-0058,WO-003090,SCADA
EVT-00022504,MCH-033,L06,2026-02-13 16:13:26,2026-02-13 18:39:00,RUNNING,NORMAL,OP-0058,WO-003090,SCADA
EVT-00022505,MCH-033,L06,2026-02-13 18:35:00,2026-02-13 18:46:46,DOWN,MICRO_STOP,OP-0058,WO-003090,SCADA
EVT-00022506,MCH-033,L06,2026-02-13 18:39:00,2026-02-13 19:08:09,IDLE,NO_DEMAND,OP-0058,WO-003090,SCADA
EVT-00022507,MCH-031,L06,2026-02-13 15:01:00,2026-02-13 16:13:26,SETUP,TOOL_CHANGE,OP-0010,WO-003090,SCADA
EVT-00022508,MCH-031,L06,2026-02-13 16:13:26,2026-02-13 22:27:00,RUNNING,NORMAL,OP-0010,WO-003090,SCADA
EVT-00022509,MCH-031,L06,2026-02-13 16:14:00,2026-02-13 16:25:46,DOWN,SENSOR_FAULT,OP-0010,WO-003090,SCADA
EVT-00022510,MCH-031,L06,2026-02-13 22:27:00,2026-02-13 22:56:09,IDLE,NO_DEMAND,OP-0010,WO-003090,SCADA
EVT-00022511,MCH-031,L06,2026-02-13 02:55:00,2026-02-13 03:36:41,SETUP,TOOL_CHANGE,OP-0063,WO-003091,SCADA
EVT-00022512,MCH-031,L06,2026-02-13 03:36:41,2026-02-13 06:40:03,RUNNING,NORMAL,OP-0063,WO-003091,SCADA
EVT-00022513,MCH-031,L06,2026-02-13 06:04:00,2026-02-13 06:31:35,DOWN,SENSOR_FAULT,OP-0063,WO-003091,SCADA
EVT-00022514,MCH-031,L06,2026-02-13 06:40:03,2026-02-13 07:03:57,IDLE,NO_DEMAND,OP-0063,WO-003091,SCADA
EVT-00022515,MCH-034,L06,2026-02-13 02:55:00,2026-02-13 03:36:41,SETUP,TOOL_CHANGE,OP-0038,WO-003091,SCADA
EVT-00022516,MCH-034,L06,2026-02-13 03:36:41,2026-02-13 10:54:07,RUNNING,NORMAL,OP-0038,WO-003091,SCADA
EVT-00022517,MCH-034,L06,2026-02-13 06:16:00,2026-02-13 06:43:35,DOWN,QUALITY_HOLD,OP-0038,WO-003091,SCADA
EVT-00022518,MCH-034,L06,2026-02-13 10:54:07,2026-02-13 11:18:01,IDLE,NO_DEMAND,OP-0038,WO-003091,SCADA
EVT-00022519,MCH-004,L01,2026-02-14 12:46:00,2026-02-14 13:45:11,SETUP,TOOL_CHANGE,OP-0013,WO-003092,SCADA
EVT-00022520,MCH-004,L01,2026-02-14 13:45:11,2026-02-14 16:04:12,RUNNING,NORMAL,OP-0013,WO-003092,SCADA
EVT-00022521,MCH-004,L01,2026-02-14 17:45:00,2026-02-14 18:04:41,DOWN,MICRO_STOP,OP-0013,WO-003092,SCADA
EVT-00022522,MCH-004,L01,2026-02-14 16:04:12,2026-02-14 16:21:04,IDLE,NO_DEMAND,OP-0013,WO-003092,SCADA
EVT-00022523,MCH-002,L01,2026-02-14 12:46:00,2026-02-14 13:45:11,SETUP,TOOL_CHANGE,OP-0061,WO-003092,SCADA
EVT-00022524,MCH-002,L01,2026-02-14 13:45:11,2026-02-14 19:43:25,RUNNING,NORMAL,OP-0061,WO-003092,SCADA
EVT-00022525,MCH-002,L01,2026-02-14 14:13:00,2026-02-14 14:32:41,DOWN,,OP-0061,WO-003092,SCADA
EVT-00022526,MCH-002,L01,2026-02-14 19:43:25,2026-02-14 20:00:16,IDLE,NO_DEMAND,OP-0061,WO-003092,SCADA
EVT-00022527,MCH-001,L01,2026-02-14 17:34:00,2026-02-14 18:27:10,SETUP,TOOL_CHANGE,OP-0056,WO-003093,SCADA
EVT-00022528,MCH-001,L01,2026-02-14 18:27:10,2026-02-14 20:56:39,RUNNING,NORMAL,OP-0056,WO-003093,SCADA
EVT-00022529,MCH-001,L01,2026-02-14 19:02:00,2026-02-14 19:42:45,DOWN,QUALITY_HOLD,OP-0056,WO-003093,SCADA
