table_name,business_key,issue_type,severity,description
machine_state_event,EVT-00023392,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00023395,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-003213,invalid_negative_quantity,high,Actual quantity is negative in raw MES export.
machine_state_event,EVT-00023507,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006457,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00023565,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00023575,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006498,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00023693,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00023697,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00023715,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006522,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00023771,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00023810,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006546,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-006554,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00023889,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00023909,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-003281,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00023989,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024017,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024023,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024069,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006613,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00024105,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006620,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00024131,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006627,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00024173,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024183,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-003320,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
production_run,RUN-006648,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00024249,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024256,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024259,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024307,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024328,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006683,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00024363,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024395,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006696,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00024501,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006729,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00024563,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024571,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024591,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024607,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024625,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024685,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006770,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00024689,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-003386,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
work_order,WO-003388,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00024707,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024711,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024748,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024793,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024797,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024836,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024845,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024877,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00024917,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006837,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00024959,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025013,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025037,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025070,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025177,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025211,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025225,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025247,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006933,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00025303,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006950,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00025345,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025369,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025379,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025394,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025411,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025433,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025449,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006983,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00025481,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025497,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025501,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-006996,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00025567,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025575,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007017,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00025579,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007032,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00025645,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025661,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025686,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025689,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025698,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025761,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025769,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025781,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025819,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025823,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007089,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00025837,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025861,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00025955,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007140,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00026029,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026075,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007158,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00026090,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026105,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026109,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007173,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00026181,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026219,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026245,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026249,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026261,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026275,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026279,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026289,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026305,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026317,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026406,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026471,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026474,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007277,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00026543,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026547,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026555,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026614,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007311,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00026630,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007315,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00026655,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026659,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007330,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00026701,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026766,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026805,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026817,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026829,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026847,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026859,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026865,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007397,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00026929,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026959,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00026989,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007416,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00026993,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027005,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027008,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-003716,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00027051,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007453,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00027147,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027163,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007466,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00027200,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027229,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007486,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00027332,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027349,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027361,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027365,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027435,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027451,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027467,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027497,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007557,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00027501,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027517,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027541,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007571,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00027573,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027585,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027675,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027709,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-003809,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00027751,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027767,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027784,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007649,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00027827,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027831,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027837,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027843,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027855,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-003831,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00027863,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027881,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027889,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027901,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027909,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00027924,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007692,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-007698,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00028007,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028025,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028033,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028037,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028059,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028071,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007724,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00028125,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028135,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028155,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028159,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007748,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-007749,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00028187,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028211,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028271,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028291,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028309,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028313,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028361,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028493,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007840,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00028575,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028586,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028607,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-003934,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00028615,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028661,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028676,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028683,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028725,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028735,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007910,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00028793,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028813,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028817,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007927,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00028835,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028847,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028855,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028873,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028909,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007956,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00028949,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00028961,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007978,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00029015,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029019,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029033,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029036,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-007987,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00029051,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-003996,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00029063,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-003998,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
machine_state_event,EVT-00029085,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-008004,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00029109,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029113,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029125,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029129,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029159,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029181,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029184,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029187,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029201,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029213,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029229,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029245,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029261,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029281,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029289,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029296,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-008065,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00029319,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-008070,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00029345,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029394,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029397,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029441,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029449,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029453,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-008105,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-008106,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00029476,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-008109,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00029543,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029546,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029589,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029609,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029625,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029667,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029671,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-008164,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00029681,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029689,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-008174,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00029715,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029752,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029755,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029771,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-008199,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00029827,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029830,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00029841,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-008214,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-008216,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00030094,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030163,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030167,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030179,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030213,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-008315,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00030233,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030259,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-008327,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00030277,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030281,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030303,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030318,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030337,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030356,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030391,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030395,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030431,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030449,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030453,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030467,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030471,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030511,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-008397,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00030519,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-008422,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00030629,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030633,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030653,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030695,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030727,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00030753,missing_reason_code,medium,Downtime reason code missing from SCADA event.
