shipment_id,sales_order_id,order_line_id,customer_id,product_id,ship_date,promised_delivery_date,shipped_quantity,carrier,distance_km,late_delivery_flag,delay_days,root_cause,source_system
SHP-003007,SO-003007,SOL-003007-01,CUST-0118,PRD-060,2026-05-28,2026-05-24,2197,DHL,3623,1,4,production_delay,TMS
SHP-003008,SO-003008,SOL-003008-01,CUST-0076,PRD-013,2026-05-25,2026-05-20,3005,OceanForwarder,3348,1,5,production_delay,TMS
SHP-003009,SO-003009,SOL-003009-01,CUST-0094,PRD-011,2026-01-26,2026-01-27,1530,LocalTruck,6312,0,0,on_time,TMS
SHP-003010,SO-003010,SOL-003010-01,CUST-0026,PRD-047,2026-05-19,2026-05-12,3983,DHL,8634,1,7,production_delay,TMS
SHP-003011,SO-003011,SOL-003011-01,CUST-0044,PRD-016,2025-09-19,2025-09-16,1652,Kerry,588,1,3,quality_hold,TMS
SHP-003012,SO-003012,SOL-003012-01,CUST-0036,PRD-016,2025-12-02,2025-11-29,5125,Kerry,6667,1,3,production_delay,TMS
SHP-003013,SO-003013,SOL-003013-01,CUST-0035,PRD-045,2026-06-20,2026-06-23,5064,FedEx,8160,0,0,on_time,TMS
SHP-003014,SO-003014,SOL-003014-01,CUST-0102,PRD-044,2026-02-05,2026-02-01,11442,LocalTruck,636,1,4,quality_hold,TMS
SHP-003015,SO-003015,SOL-003015-01,CUST-0013,PRD-003,2025-09-14,2025-09-13,5653,LocalTruck,3772,1,1,quality_hold,TMS
SHP-003016,SO-003016,SOL-003016-01,CUST-0008,PRD-079,2026-07-13,2026-07-09,2220,DHL,7789,1,4,production_delay,TMS
SHP-003017,SO-003017,SOL-003017-01,CUST-0055,PRD-020,2026-01-29,2026-01-26,3169,Kerry,7538,1,3,material_shortage,TMS
SHP-003018,SO-003018,SOL-003018-01,CUST-0090,PRD-011,2026-01-08,2026-01-05,2416,DHL,458,1,3,production_delay,TMS
SHP-003019,SO-003019,SOL-003019-01,CUST-0104,PRD-020,2025-11-24,2025-11-22,4328,LocalTruck,5629,1,2,production_delay,TMS
SHP-003020,SO-003020,SOL-003020-01,CUST-0100,PRD-042,2026-01-23,2026-01-17,2215,DHL,2711,1,6,production_delay,TMS
SHP-003021,SO-003021,SOL-003021-01,CUST-0044,PRD-038,2025-09-13,2025-09-07,734,LocalTruck,4197,1,6,production_delay,TMS
SHP-003022,SO-003022,SOL-003022-01,CUST-0030,PRD-057,2026-04-27,2026-04-26,4204,Kerry,5021,1,1,production_delay,TMS
SHP-003023,SO-003023,SOL-003023-01,CUST-0056,PRD-049,2026-02-18,2026-02-15,3120,LocalTruck,2842,1,3,production_delay,TMS
SHP-003024,SO-003024,SOL-003024-01,CUST-0059,PRD-016,2026-05-18,2026-05-13,2968,Kerry,8683,1,5,logistics,TMS
SHP-003025,SO-003025,SOL-003025-01,CUST-0053,PRD-019,2025-09-06,2025-08-30,5086,DHL,2939,1,7,quality_hold,TMS
SHP-003026,SO-003026,SOL-003026-01,CUST-0081,PRD-016,2026-04-20,2026-04-23,1992,OceanForwarder,8011,0,0,on_time,TMS
SHP-003027,SO-003027,SOL-003027-01,CUST-0043,PRD-060,2025-11-27,2025-11-22,2282,Kerry,2867,1,5,production_delay,TMS
SHP-003028,SO-003028,SOL-003028-01,CUST-0001,PRD-044,2025-10-03,2025-10-05,3691,LocalTruck,6595,0,0,on_time,TMS
SHP-003029,SO-003029,SOL-003029-01,CUST-0098,PRD-017,2025-11-07,2025-11-07,8314,DHL,2537,0,0,on_time,TMS
SHP-003030,SO-003030,SOL-003030-01,CUST-0072,PRD-067,2026-04-02,2026-03-26,1993,Kerry,5326,1,7,production_delay,TMS
SHP-003031,SO-003031,SOL-003031-01,CUST-0003,PRD-011,2025-09-08,2025-09-06,3736,FedEx,1063,1,2,production_delay,TMS
SHP-003032,SO-003032,SOL-003032-01,CUST-0067,PRD-067,2025-10-04,2025-10-04,1338,DHL,1233,0,0,on_time,TMS
SHP-003033,SO-003033,SOL-003033-01,CUST-0009,PRD-046,2025-11-22,2025-11-16,2051,LocalTruck,4480,1,6,production_delay,TMS
SHP-003034,SO-003034,SOL-003034-01,CUST-0046,PRD-076,2025-10-07,2025-10-01,6857,OceanForwarder,3052,1,6,material_shortage,TMS
SHP-003035,SO-003035,SOL-003035-01,CUST-0007,PRD-063,2025-10-13,2025-10-11,8705,Kerry,5636,1,2,production_delay,TMS
SHP-003036,SO-003036,SOL-003036-01,CUST-0031,PRD-031,2025-08-26,2025-08-21,2180,LocalTruck,5444,1,5,production_delay,TMS
SHP-003037,SO-003037,SOL-003037-01,CUST-0052,PRD-028,2025-09-19,2025-09-20,14742,DHL,5679,0,0,on_time,TMS
SHP-003038,SO-003038,SOL-003038-01,CUST-0096,PRD-004,2026-04-08,2026-04-05,2163,FedEx,756,1,3,logistics,TMS
SHP-003039,SO-003039,SOL-003039-01,CUST-0005,PRD-080,2025-09-24,2025-09-23,3889,OceanForwarder,8314,1,1,production_delay,TMS
SHP-003040,SO-003040,SOL-003040-01,CUST-0030,PRD-038,2026-05-03,2026-04-26,4353,OceanForwarder,578,1,7,logistics,TMS
SHP-003041,SO-003041,SOL-003041-01,CUST-0033,PRD-013,2026-01-09,2026-01-09,2035,OceanForwarder,2104,0,0,on_time,TMS
SHP-003042,SO-003042,SOL-003042-01,CUST-0075,PRD-070,2026-04-29,2026-04-20,3746,OceanForwarder,7208,1,9,logistics,TMS
SHP-003043,SO-003043,SOL-003043-01,CUST-0080,PRD-019,2026-04-21,2026-04-14,2190,LocalTruck,7442,1,7,material_shortage,TMS
SHP-003044,SO-003044,SOL-003044-01,CUST-0045,PRD-011,2026-04-28,2026-04-25,3045,FedEx,7390,1,3,material_shortage,TMS
SHP-003045,SO-003045,SOL-003045-01,CUST-0086,PRD-001,2025-10-07,2025-10-02,5731,DHL,1567,1,5,logistics,TMS
SHP-003046,SO-003046,SOL-003046-01,CUST-0001,PRD-080,2025-09-11,2025-09-07,1590,DHL,7339,1,4,production_delay,TMS
SHP-003047,SO-003047,SOL-003047-01,CUST-0088,PRD-020,2025-09-20,2025-09-15,1925,DHL,8075,1,5,production_delay,TMS
SHP-003048,SO-003048,SOL-003048-01,CUST-0054,PRD-033,2025-10-27,2025-10-21,8266,OceanForwarder,1209,1,6,quality_hold,TMS
SHP-003049,SO-003049,SOL-003049-01,CUST-0059,PRD-060,2026-03-09,2026-03-03,1930,OceanForwarder,8539,1,6,material_shortage,TMS
SHP-003050,SO-003050,SOL-003050-01,CUST-0012,PRD-021,2026-01-30,2026-01-26,4308,LocalTruck,6595,1,4,quality_hold,TMS
SHP-003051,SO-003051,SOL-003051-01,CUST-0106,PRD-006,2026-04-30,2026-04-26,2417,OceanForwarder,769,1,4,production_delay,TMS
SHP-003052,SO-003052,SOL-003052-01,CUST-0094,PRD-053,2025-09-27,2025-09-29,4288,Kerry,8697,0,0,on_time,TMS
SHP-003053,SO-003053,SOL-003053-01,CUST-0005,PRD-020,2026-03-05,2026-03-01,8094,LocalTruck,8316,1,4,production_delay,TMS
SHP-003054,SO-003054,SOL-003054-01,CUST-0036,PRD-073,2026-02-26,2026-02-22,17150,DHL,2032,1,4,material_shortage,TMS
SHP-003055,SO-003055,SOL-003055-01,CUST-0080,PRD-076,2025-10-17,2025-10-12,2566,Kerry,6953,1,5,production_delay,TMS
SHP-003056,SO-003056,SOL-003056-01,CUST-0060,PRD-045,2026-04-06,2026-04-02,1142,FedEx,1208,1,4,logistics,TMS
SHP-003058,SO-003058,SOL-003058-01,CUST-0116,PRD-015,2026-04-10,2026-04-02,2520,Kerry,7834,1,8,logistics,TMS
SHP-003059,SO-003059,SOL-003059-01,CUST-0097,PRD-061,2026-06-04,2026-05-29,3850,FedEx,2969,1,6,logistics,TMS
SHP-003060,SO-003060,SOL-003060-01,CUST-0086,PRD-020,2026-06-06,2026-06-03,5230,LocalTruck,3516,1,3,production_delay,TMS
SHP-003061,SO-003061,SOL-003061-01,CUST-0119,PRD-026,2025-09-15,2025-09-11,8386,LocalTruck,4054,1,4,production_delay,TMS
SHP-003062,SO-003062,SOL-003062-01,CUST-0002,PRD-019,2026-03-28,2026-03-23,3739,OceanForwarder,8321,1,5,quality_hold,TMS
SHP-003063,SO-003063,SOL-003063-01,CUST-0070,PRD-027,2026-01-31,2026-02-02,911,Kerry,4658,0,0,on_time,TMS
SHP-003064,SO-003064,SOL-003064-01,CUST-0033,PRD-060,2026-04-06,2026-03-30,4631,LocalTruck,7737,1,7,production_delay,TMS
SHP-003065,SO-003065,SOL-003065-01,CUST-0094,PRD-074,2026-04-07,2026-03-31,2270,LocalTruck,3701,1,7,quality_hold,TMS
SHP-003066,SO-003066,SOL-003066-01,CUST-0018,PRD-067,2025-12-28,2025-12-27,1106,LocalTruck,4509,1,1,material_shortage,TMS
SHP-003067,SO-003067,SOL-003067-01,CUST-0057,PRD-059,2026-05-17,2026-05-12,19798,DHL,4834,1,5,logistics,TMS
SHP-003068,SO-003068,SOL-003068-01,CUST-0081,PRD-063,2026-03-28,2026-03-26,1647,OceanForwarder,4107,1,2,production_delay,TMS
SHP-003069,SO-003069,SOL-003069-01,CUST-0104,PRD-046,2026-06-14,2026-06-06,2588,OceanForwarder,6194,1,8,production_delay,TMS
SHP-003070,SO-003070,SOL-003070-01,CUST-0065,PRD-032,2025-12-11,2025-12-03,911,OceanForwarder,6792,1,8,quality_hold,TMS
SHP-003071,SO-003071,SOL-003071-01,CUST-0082,PRD-040,2025-12-10,2025-12-04,2282,LocalTruck,9028,1,6,logistics,TMS
SHP-003072,SO-003072,SOL-003072-01,CUST-0014,PRD-026,2026-07-12,2026-07-08,3774,FedEx,5697,1,4,logistics,TMS
SHP-003073,SO-003073,SOL-003073-01,CUST-0063,PRD-031,2026-06-01,2026-05-22,7204,OceanForwarder,2879,1,10,material_shortage,TMS
SHP-003074,SO-003074,SOL-003074-01,CUST-0015,PRD-052,2026-03-03,2026-03-03,4374,Kerry,4222,0,0,on_time,TMS
SHP-003075,SO-003075,SOL-003075-01,CUST-0022,PRD-068,2026-01-16,2026-01-15,2095,Kerry,3375,1,1,production_delay,TMS
SHP-003076,SO-003076,SOL-003076-01,CUST-0088,PRD-006,2025-10-31,2025-10-31,2935,OceanForwarder,2231,0,0,on_time,TMS
SHP-003077,SO-003077,SOL-003077-01,CUST-0039,PRD-018,2026-01-22,2026-01-19,8529,LocalTruck,6429,1,3,logistics,TMS
SHP-003078,SO-003078,SOL-003078-01,CUST-0041,PRD-053,2025-09-02,2025-08-28,2772,FedEx,6776,1,5,quality_hold,TMS
SHP-003079,SO-003079,SOL-003079-01,CUST-0090,PRD-055,2025-12-23,2025-12-20,5311,FedEx,8852,1,3,production_delay,TMS
SHP-003080,SO-003080,SOL-003080-01,CUST-0011,PRD-024,2026-01-07,2026-01-06,5018,OceanForwarder,2427,1,1,material_shortage,TMS
SHP-003081,SO-003081,SOL-003081-01,CUST-0077,PRD-011,2026-03-19,2026-03-10,2879,Kerry,5334,1,9,production_delay,TMS
SHP-003082,SO-003082,SOL-003082-01,CUST-0091,PRD-057,2025-12-28,2025-12-30,1550,LocalTruck,4770,0,0,on_time,TMS
SHP-003083,SO-003083,SOL-003083-01,CUST-0093,PRD-052,2025-12-11,2025-12-01,3327,Kerry,1829,1,10,production_delay,TMS
SHP-003084,SO-003084,SOL-003084-01,CUST-0026,PRD-036,2026-05-30,2026-05-31,4962,LocalTruck,7120,0,0,on_time,TMS
SHP-003085,SO-003085,SOL-003085-01,CUST-0066,PRD-054,2026-02-27,2026-02-20,3052,LocalTruck,9044,1,7,logistics,TMS
SHP-003086,SO-003086,SOL-003086-01,CUST-0095,PRD-025,2026-04-12,2026-04-12,7343,OceanForwarder,2891,0,0,on_time,TMS
SHP-003087,SO-003087,SOL-003087-01,CUST-0022,PRD-057,2025-12-15,2025-12-12,3228,Kerry,7143,1,3,logistics,TMS
SHP-003088,SO-003088,SOL-003088-01,CUST-0089,PRD-039,2026-03-29,2026-03-25,9495,DHL,3665,1,4,production_delay,TMS
SHP-003089,SO-003089,SOL-003089-01,CUST-0101,PRD-025,2026-01-26,2026-01-26,1285,FedEx,7046,0,0,on_time,TMS
SHP-003090,SO-003090,SOL-003090-01,CUST-0115,PRD-020,2026-04-27,2026-04-24,1063,FedEx,85,1,3,production_delay,TMS
SHP-003091,SO-003091,SOL-003091-01,CUST-0009,PRD-058,2025-09-22,2025-09-19,3821,Kerry,4536,1,3,quality_hold,TMS
SHP-003092,SO-003092,SOL-003092-01,CUST-0060,PRD-005,2026-06-13,2026-06-13,4705,Kerry,7707,0,0,on_time,TMS
SHP-003093,SO-003093,SOL-003093-01,CUST-0098,PRD-002,2026-01-01,2025-12-26,1178,Kerry,2697,1,6,production_delay,TMS
SHP-003094,SO-003094,SOL-003094-01,CUST-0043,PRD-057,2025-11-21,2025-11-16,3060,OceanForwarder,2007,1,5,production_delay,TMS
SHP-003095,SO-003095,SOL-003095-01,CUST-0118,PRD-050,2025-09-12,2025-09-04,1895,LocalTruck,8522,1,8,production_delay,TMS
SHP-003096,SO-003096,SOL-003096-01,CUST-0022,PRD-002,2025-09-22,2025-09-14,1613,DHL,646,1,8,quality_hold,TMS
SHP-003097,SO-003097,SOL-003097-01,CUST-0084,PRD-072,2026-04-22,2026-04-20,2037,LocalTruck,861,1,2,material_shortage,TMS
SHP-003098,SO-003098,SOL-003098-01,CUST-0031,PRD-016,2026-07-02,2026-07-01,3047,DHL,6334,1,1,logistics,TMS
SHP-003099,SO-003099,SOL-003099-01,CUST-0010,PRD-064,2025-09-30,2025-09-25,1409,Kerry,6177,1,5,production_delay,TMS
SHP-003100,SO-003100,SOL-003100-01,CUST-0073,PRD-022,2026-01-19,2026-01-11,2396,LocalTruck,5518,1,8,production_delay,TMS
SHP-003101,SO-003101,SOL-003101-01,CUST-0008,PRD-074,2026-01-11,2026-01-04,3116,FedEx,7152,1,7,logistics,TMS
SHP-003102,SO-003102,SOL-003102-01,CUST-0115,PRD-030,2026-07-06,2026-07-02,5496,OceanForwarder,2664,1,4,production_delay,TMS
SHP-003103,SO-003103,SOL-003103-01,CUST-0039,PRD-077,2026-02-04,2026-01-30,3624,LocalTruck,4521,1,5,quality_hold,TMS
SHP-003104,SO-003104,SOL-003104-01,CUST-0109,PRD-005,2025-12-14,2025-12-14,4206,DHL,3432,0,0,on_time,TMS
SHP-003105,SO-003105,SOL-003105-01,CUST-0101,PRD-058,2026-04-02,2026-03-30,2878,OceanForwarder,3837,1,3,production_delay,TMS
SHP-003106,SO-003106,SOL-003106-01,CUST-0002,PRD-022,2025-10-26,2025-10-20,3974,Kerry,534,1,6,quality_hold,TMS
SHP-003107,SO-003107,SOL-003107-01,CUST-0049,PRD-063,2026-02-23,2026-02-24,1816,LocalTruck,1637,0,0,on_time,TMS
SHP-003108,SO-003108,SOL-003108-01,CUST-0029,PRD-043,2025-10-06,2025-09-30,3990,DHL,6688,1,6,production_delay,TMS
SHP-003109,SO-003109,SOL-003109-01,CUST-0088,PRD-026,2026-04-01,2026-03-27,952,DHL,2967,1,5,production_delay,TMS
SHP-003110,SO-003110,SOL-003110-01,CUST-0074,PRD-017,2025-11-05,2025-11-04,2537,FedEx,4777,1,1,logistics,TMS
SHP-003111,SO-003111,SOL-003111-01,CUST-0056,PRD-007,2025-12-10,2025-12-06,2403,LocalTruck,3945,1,4,production_delay,TMS
SHP-003112,SO-003112,SOL-003112-01,CUST-0025,PRD-030,2025-12-16,2025-12-12,1790,OceanForwarder,6989,1,4,production_delay,TMS
SHP-003113,SO-003113,SOL-003113-01,CUST-0087,PRD-044,2026-01-16,2026-01-16,5702,DHL,7707,0,0,on_time,TMS
SHP-003114,SO-003114,SOL-003114-01,CUST-0052,PRD-052,2026-05-17,2026-05-15,9047,FedEx,4386,1,2,production_delay,TMS
SHP-003115,SO-003115,SOL-003115-01,CUST-0043,PRD-025,2025-10-04,2025-09-28,2157,DHL,8360,1,6,production_delay,TMS
SHP-003116,SO-003116,SOL-003116-01,CUST-0090,PRD-059,2025-12-25,2025-12-23,1381,LocalTruck,1792,1,2,quality_hold,TMS
SHP-003117,SO-003117,SOL-003117-01,CUST-0011,PRD-039,2025-10-26,2025-10-20,3834,FedEx,7841,1,6,production_delay,TMS
SHP-003118,SO-003118,SOL-003118-01,CUST-0014,PRD-067,2025-09-06,2025-09-05,10833,LocalTruck,1565,1,1,logistics,TMS
SHP-003119,SO-003119,SOL-003119-01,CUST-0071,PRD-066,2026-03-01,2026-02-25,4534,Kerry,835,1,4,quality_hold,TMS
SHP-003120,SO-003120,SOL-003120-01,CUST-0084,PRD-037,2025-10-23,2025-10-19,2046,DHL,6102,1,4,production_delay,TMS
SHP-003121,SO-003121,SOL-003121-01,CUST-0063,PRD-026,2026-03-24,2026-03-20,11246,Kerry,5968,1,4,production_delay,TMS
SHP-003123,SO-003123,SOL-003123-01,CUST-0024,PRD-079,2026-06-19,2026-06-17,4709,FedEx,8398,1,2,production_delay,TMS
SHP-003124,SO-003124,SOL-003124-01,CUST-0042,PRD-024,2026-05-16,2026-05-12,4035,Kerry,5194,1,4,production_delay,TMS
SHP-003125,SO-003125,SOL-003125-01,CUST-0119,PRD-080,2026-05-31,2026-05-21,5190,OceanForwarder,5260,1,10,production_delay,TMS
SHP-003126,SO-003126,SOL-003126-01,CUST-0016,PRD-056,2025-09-11,2025-09-07,3340,Kerry,2668,1,4,logistics,TMS
SHP-003127,SO-003127,SOL-003127-01,CUST-0042,PRD-028,2026-04-26,2026-04-26,4577,OceanForwarder,646,0,0,on_time,TMS
SHP-003128,SO-003128,SOL-003128-01,CUST-0088,PRD-078,2026-05-17,2026-05-18,2077,Kerry,7779,0,0,on_time,TMS
SHP-003129,SO-003129,SOL-003129-01,CUST-0108,PRD-016,2026-03-07,2026-03-01,2571,Kerry,879,1,6,logistics,TMS
SHP-003130,SO-003130,SOL-003130-01,CUST-0014,PRD-075,2025-11-29,2025-11-27,6910,Kerry,3629,1,2,material_shortage,TMS
SHP-003131,SO-003131,SOL-003131-01,CUST-0116,PRD-011,2026-06-30,2026-06-24,1329,Kerry,4878,1,6,production_delay,TMS
SHP-003132,SO-003132,SOL-003132-01,CUST-0102,PRD-039,2026-02-04,2026-02-02,2054,LocalTruck,3941,1,2,production_delay,TMS
SHP-003133,SO-003133,SOL-003133-01,CUST-0103,PRD-063,2026-06-13,2026-06-12,6277,OceanForwarder,6429,1,1,production_delay,TMS
SHP-003134,SO-003134,SOL-003134-01,CUST-0104,PRD-080,2025-12-10,2025-12-08,4704,DHL,7318,1,2,production_delay,TMS
SHP-003135,SO-003135,SOL-003135-01,CUST-0113,PRD-051,2025-10-25,2025-10-24,3132,Kerry,7843,1,1,quality_hold,TMS
SHP-003136,SO-003136,SOL-003136-01,CUST-0104,PRD-037,2025-12-19,2025-12-17,1543,FedEx,7277,1,2,production_delay,TMS
SHP-003137,SO-003137,SOL-003137-01,CUST-0088,PRD-020,2026-03-30,2026-03-26,1620,OceanForwarder,4723,1,4,production_delay,TMS
SHP-003138,SO-003138,SOL-003138-01,CUST-0096,PRD-028,2025-11-04,2025-10-26,5032,LocalTruck,3172,1,9,production_delay,TMS
SHP-003139,SO-003139,SOL-003139-01,CUST-0119,PRD-016,2025-11-26,2025-11-29,928,OceanForwarder,149,0,0,on_time,TMS
SHP-003140,SO-003140,SOL-003140-01,CUST-0019,PRD-009,2026-05-27,2026-05-22,3633,DHL,6655,1,5,logistics,TMS
SHP-003142,SO-003142,SOL-003142-01,CUST-0029,PRD-025,2026-04-02,2026-03-26,4513,FedEx,8343,1,7,material_shortage,TMS
SHP-003143,SO-003143,SOL-003143-01,CUST-0112,PRD-004,2026-03-16,2026-03-17,3535,Kerry,5340,0,0,on_time,TMS
SHP-003144,SO-003144,SOL-003144-01,CUST-0056,PRD-007,2025-09-16,2025-09-08,1771,LocalTruck,5872,1,8,material_shortage,TMS
SHP-003145,SO-003145,SOL-003145-01,CUST-0054,PRD-021,2026-04-28,2026-04-26,4801,Kerry,7442,1,2,production_delay,TMS
SHP-003146,SO-003146,SOL-003146-01,CUST-0024,PRD-037,2026-06-20,2026-06-14,2743,OceanForwarder,2655,1,6,logistics,TMS
SHP-003147,SO-003147,SOL-003147-01,CUST-0049,PRD-064,2026-03-31,2026-03-31,2116,OceanForwarder,5953,0,0,on_time,TMS
SHP-003148,SO-003148,SOL-003148-01,CUST-0077,PRD-075,2026-06-17,2026-06-16,4833,FedEx,2354,1,1,quality_hold,TMS
SHP-003149,SO-003149,SOL-003149-01,CUST-0066,PRD-068,2026-03-04,2026-03-02,2814,Kerry,1226,1,2,logistics,TMS
SHP-003150,SO-003150,SOL-003150-01,CUST-0119,PRD-041,2026-03-16,2026-03-18,4421,DHL,9137,0,0,on_time,TMS
SHP-003151,SO-003151,SOL-003151-01,CUST-0105,PRD-052,2025-09-01,2025-08-24,2519,OceanForwarder,7135,1,8,quality_hold,TMS
SHP-003152,SO-003152,SOL-003152-01,CUST-0081,PRD-019,2025-10-26,2025-10-27,2706,DHL,1972,0,0,on_time,TMS
SHP-003153,SO-003153,SOL-003153-01,CUST-0082,PRD-042,2025-10-05,2025-09-30,4076,Kerry,3351,1,5,production_delay,TMS
SHP-003154,SO-003154,SOL-003154-01,CUST-0101,PRD-072,2025-12-23,2025-12-16,885,LocalTruck,9182,1,7,production_delay,TMS
SHP-003155,SO-003155,SOL-003155-01,CUST-0034,PRD-071,2026-06-30,2026-06-25,4265,LocalTruck,7876,1,5,production_delay,TMS
SHP-003156,SO-003156,SOL-003156-01,CUST-0014,PRD-001,2025-10-30,2025-10-28,2695,Kerry,6499,1,2,logistics,TMS
SHP-003157,SO-003157,SOL-003157-01,CUST-0072,PRD-015,2025-10-31,2025-10-27,4164,OceanForwarder,5472,1,4,production_delay,TMS
SHP-003158,SO-003158,SOL-003158-01,CUST-0104,PRD-006,2026-04-08,2026-04-01,6795,Kerry,7974,1,7,production_delay,TMS
SHP-003159,SO-003159,SOL-003159-01,CUST-0048,PRD-059,2026-02-22,2026-02-23,768,OceanForwarder,8896,0,0,on_time,TMS
SHP-003160,SO-003160,SOL-003160-01,CUST-0101,PRD-072,2025-09-08,2025-09-05,8181,DHL,6601,1,3,production_delay,TMS
SHP-003161,SO-003161,SOL-003161-01,CUST-0077,PRD-068,2026-06-13,2026-06-08,3548,DHL,3927,1,5,logistics,TMS
SHP-003162,SO-003162,SOL-003162-01,CUST-0015,PRD-003,2026-01-10,2026-01-01,7087,Kerry,9089,1,9,logistics,TMS
SHP-003163,SO-003163,SOL-003163-01,CUST-0077,PRD-074,2026-07-09,2026-07-08,576,FedEx,8028,1,1,production_delay,TMS
SHP-003164,SO-003164,SOL-003164-01,CUST-0120,PRD-068,2025-09-10,2025-09-03,2409,FedEx,6707,1,7,quality_hold,TMS
SHP-003165,SO-003165,SOL-003165-01,CUST-0060,PRD-034,2026-07-05,2026-06-23,1461,OceanForwarder,3037,1,12,production_delay,TMS
SHP-003166,SO-003166,SOL-003166-01,CUST-0017,PRD-035,2025-10-16,2025-10-12,5436,FedEx,5304,1,4,material_shortage,TMS
SHP-003167,SO-003167,SOL-003167-01,CUST-0087,PRD-040,2025-10-12,2025-10-09,3975,LocalTruck,5892,1,3,logistics,TMS
SHP-003168,SO-003168,SOL-003168-01,CUST-0039,PRD-016,2025-12-31,2026-01-01,5002,Kerry,1338,0,0,on_time,TMS
SHP-003169,SO-003169,SOL-003169-01,CUST-0087,PRD-014,2025-10-14,2025-10-13,2506,OceanForwarder,5656,1,1,material_shortage,TMS
SHP-003170,SO-003170,SOL-003170-01,CUST-0076,PRD-022,2026-05-15,2026-05-12,2762,OceanForwarder,7660,1,3,logistics,TMS
SHP-003171,SO-003171,SOL-003171-01,CUST-0011,PRD-059,2025-12-29,2025-12-26,2377,FedEx,6280,1,3,quality_hold,TMS
SHP-003172,SO-003172,SOL-003172-01,CUST-0100,PRD-037,2026-05-15,2026-05-08,9376,Kerry,7331,1,7,material_shortage,TMS
SHP-003174,SO-003174,SOL-003174-01,CUST-0083,PRD-036,2026-01-20,2026-01-21,3019,DHL,147,0,0,on_time,TMS
SHP-003175,SO-003175,SOL-003175-01,CUST-0055,PRD-011,2026-06-10,2026-06-05,4367,Kerry,3945,1,5,quality_hold,TMS
SHP-003176,SO-003176,SOL-003176-01,CUST-0105,PRD-028,2025-09-22,2025-09-19,5967,FedEx,549,1,3,logistics,TMS
SHP-003177,SO-003177,SOL-003177-01,CUST-0059,PRD-065,2026-05-11,2026-05-09,2406,Kerry,7384,1,2,logistics,TMS
SHP-003178,SO-003178,SOL-003178-01,CUST-0009,PRD-026,2026-04-01,2026-03-31,11893,LocalTruck,1995,1,1,material_shortage,TMS
SHP-003179,SO-003179,SOL-003179-01,CUST-0049,PRD-019,2025-12-07,2025-12-06,22438,Kerry,7660,1,1,production_delay,TMS
SHP-003180,SO-003180,SOL-003180-01,CUST-0005,PRD-051,2026-01-09,2026-01-05,2683,LocalTruck,5209,1,4,logistics,TMS
SHP-003181,SO-003181,SOL-003181-01,CUST-0009,PRD-016,2025-09-06,2025-09-05,3606,Kerry,2608,1,1,production_delay,TMS
SHP-003182,SO-003182,SOL-003182-01,CUST-0013,PRD-063,2025-12-06,2025-12-01,6963,FedEx,4543,1,5,production_delay,TMS
SHP-003183,SO-003183,SOL-003183-01,CUST-0075,PRD-038,2026-03-13,2026-03-14,2064,FedEx,1496,0,0,on_time,TMS
SHP-003184,SO-003184,SOL-003184-01,CUST-0097,PRD-080,2025-11-10,2025-11-03,1296,LocalTruck,3361,1,7,material_shortage,TMS
SHP-003185,SO-003185,SOL-003185-01,CUST-0085,PRD-014,2025-09-06,2025-08-30,1836,OceanForwarder,8654,1,7,production_delay,TMS
SHP-003186,SO-003186,SOL-003186-01,CUST-0064,PRD-029,2026-03-19,2026-03-12,8223,DHL,6476,1,7,production_delay,TMS
SHP-003187,SO-003187,SOL-003187-01,CUST-0076,PRD-002,2025-09-25,2025-09-19,1962,FedEx,403,1,6,production_delay,TMS
SHP-003188,SO-003188,SOL-003188-01,CUST-0047,PRD-074,2026-04-10,2026-04-04,2190,DHL,5750,1,6,logistics,TMS
SHP-003189,SO-003189,SOL-003189-01,CUST-0107,PRD-069,2025-09-17,2025-09-11,842,OceanForwarder,7685,1,6,production_delay,TMS
SHP-003190,SO-003190,SOL-003190-01,CUST-0105,PRD-017,2026-01-22,2026-01-21,2244,FedEx,2424,1,1,production_delay,TMS
SHP-003191,SO-003191,SOL-003191-01,CUST-0011,PRD-057,2026-04-20,2026-04-18,1251,DHL,6428,1,2,material_shortage,TMS
SHP-003192,SO-003192,SOL-003192-01,CUST-0075,PRD-061,2026-04-18,2026-04-17,3797,LocalTruck,7232,1,1,production_delay,TMS
SHP-003193,SO-003193,SOL-003193-01,CUST-0059,PRD-066,2025-09-27,2025-09-23,2843,OceanForwarder,1899,1,4,logistics,TMS
SHP-003194,SO-003194,SOL-003194-01,CUST-0094,PRD-061,2026-05-07,2026-05-06,5120,Kerry,3467,1,1,quality_hold,TMS
SHP-003195,SO-003195,SOL-003195-01,CUST-0002,PRD-056,2026-06-10,2026-06-04,1266,FedEx,745,1,6,quality_hold,TMS
SHP-003196,SO-003196,SOL-003196-01,CUST-0118,PRD-019,2025-12-26,2025-12-19,3466,FedEx,7581,1,7,logistics,TMS
SHP-003197,SO-003197,SOL-003197-01,CUST-0009,PRD-025,2026-03-09,2026-03-02,2236,DHL,4921,1,7,logistics,TMS
SHP-003198,SO-003198,SOL-003198-01,CUST-0042,PRD-028,2025-12-24,2025-12-17,3150,FedEx,1269,1,7,logistics,TMS
SHP-003199,SO-003199,SOL-003199-01,CUST-0016,PRD-073,2026-03-11,2026-03-04,4549,Kerry,2518,1,7,logistics,TMS
