case_id,run_id,operator_fairness_group,true_high_defect_risk,model_score_unmitigated,model_score_mitigated,prediction_threshold,human_review_required
FAIR-003076,RUN-002412,G3_junior,0,0.4836,0.3636,0.5,0
FAIR-003077,RUN-006841,G3_junior,1,0.6638,0.5438,0.5,1
FAIR-003078,RUN-003209,G3_junior,1,0.564,0.444,0.5,0
FAIR-003079,RUN-000606,G3_junior,1,0.9017,0.7817,0.5,1
FAIR-003080,RUN-000470,G2_mid,0,0.1858,0.1858,0.5,0
FAIR-003081,RUN-001379,G3_junior,0,0.3235,0.2035,0.5,0
FAIR-003082,RUN-007869,G1_senior,0,0,0,0.5,0
FAIR-003083,RUN-005946,G1_senior,0,0.1537,0.1937,0.5,0
FAIR-003084,RUN-004461,G3_junior,0,0.382,0.262,0.5,0
FAIR-003085,RUN-001526,G2_mid,1,0.3256,0.3256,0.5,0
FAIR-003086,RUN-011176,G3_junior,0,0.4066,0.2866,0.5,0
FAIR-003087,RUN-005094,G1_senior,0,0.0465,0.0865,0.5,0
FAIR-003088,RUN-001259,G3_junior,0,0.1316,0.0116,0.5,0
FAIR-003089,RUN-002126,G1_senior,0,0.3647,0.4047,0.5,0
FAIR-003090,RUN-003531,G1_senior,1,0.5489,0.5889,0.5,0
FAIR-003091,RUN-008227,G3_junior,1,0.781,0.661,0.5,1
FAIR-003092,RUN-009991,G3_junior,0,0.2438,0.1238,0.5,0
FAIR-003093,RUN-002025,G3_junior,1,1,0.8934,0.5,1
FAIR-003094,RUN-000935,G2_mid,0,0.1446,0.1446,0.5,0
FAIR-003095,RUN-010422,G3_junior,0,0.3627,0.2427,0.5,0
FAIR-003096,RUN-010244,G3_junior,1,0.6949,0.5749,0.5,1
FAIR-003097,RUN-004087,G3_junior,1,0.6208,0.5008,0.5,0
FAIR-003098,RUN-003036,G3_junior,1,0.8566,0.7366,0.5,1
FAIR-003099,RUN-001390,G3_junior,1,0.7766,0.6566,0.5,1
FAIR-003100,RUN-004075,G3_junior,1,0.7747,0.6547,0.5,1
FAIR-003101,RUN-001025,G3_junior,1,0.8833,0.7633,0.5,1
FAIR-003102,RUN-001087,G3_junior,1,0.8447,0.7247,0.5,1
FAIR-003103,RUN-005408,G3_junior,0,0.2552,0.1352,0.5,0
FAIR-003104,RUN-001054,G2_mid,0,0.069,0.069,0.5,0
FAIR-003105,RUN-004469,G3_junior,1,0.611,0.491,0.5,0
FAIR-003106,RUN-003459,G1_senior,1,0.5426,0.5826,0.5,0
FAIR-003107,RUN-011139,G2_mid,0,0,0,0.5,0
FAIR-003108,RUN-006723,G1_senior,1,0.6887,0.7287,0.5,1
FAIR-003109,RUN-008742,G1_senior,0,0,0,0.5,0
FAIR-003110,RUN-005468,G1_senior,0,0.2233,0.2633,0.5,0
FAIR-003111,RUN-007414,G3_junior,0,0.1331,0.0131,0.5,0
FAIR-003112,RUN-004039,G3_junior,0,0.3419,0.2219,0.5,0
FAIR-003113,RUN-007395,G1_senior,0,0.1046,0.1446,0.5,0
FAIR-003114,RUN-006435,G1_senior,1,0.6081,0.6481,0.5,0
FAIR-003115,RUN-000961,G3_junior,1,0.6827,0.5627,0.5,1
FAIR-003116,RUN-008434,G2_mid,1,0.8362,0.8362,0.5,1
FAIR-003117,RUN-008752,G3_junior,1,1,1,0.5,1
FAIR-003118,RUN-006641,G2_mid,1,0.7002,0.7002,0.5,1
FAIR-003119,RUN-006549,G3_junior,0,0.3593,0.2393,0.5,0
FAIR-003120,RUN-007140,G0_unknown,1,0.6755,0.6755,0.5,1
FAIR-003121,RUN-005681,G3_junior,0,0.3409,0.2209,0.5,0
FAIR-003122,RUN-007450,G3_junior,0,0.3566,0.2366,0.5,0
FAIR-003123,RUN-007334,G3_junior,1,0.6815,0.5615,0.5,1
FAIR-003124,RUN-001921,G1_senior,0,0.1147,0.1547,0.5,0
FAIR-003125,RUN-006622,G2_mid,0,0.1452,0.1452,0.5,0
FAIR-003126,RUN-008462,G2_mid,0,0.0385,0.0385,0.5,0
FAIR-003127,RUN-011138,G3_junior,0,0.3165,0.1965,0.5,0
FAIR-003128,RUN-002648,G3_junior,1,0.91,0.79,0.5,1
FAIR-003129,RUN-006678,G3_junior,0,0.3041,0.1841,0.5,0
FAIR-003130,RUN-009324,G3_junior,1,0.8376,0.7176,0.5,1
FAIR-003131,RUN-000052,G1_senior,0,0.13,0.17,0.5,0
FAIR-003132,RUN-009011,G2_mid,0,0.3111,0.3111,0.5,0
FAIR-003133,RUN-006378,G1_senior,0,0.0332,0.0732,0.5,0
FAIR-003134,RUN-009772,G3_junior,0,0.271,0.151,0.5,0
FAIR-003135,RUN-000769,G3_junior,1,0.7399,0.6199,0.5,1
FAIR-003136,RUN-007569,G1_senior,0,0,0.0199,0.5,0
FAIR-003137,RUN-001653,G3_junior,1,0.7979,0.6779,0.5,1
FAIR-003138,RUN-005507,G2_mid,0,0.1742,0.1742,0.5,0
FAIR-003139,RUN-006575,G2_mid,0,0.1852,0.1852,0.5,0
FAIR-003140,RUN-005311,G3_junior,1,0.5425,0.4225,0.5,0
FAIR-003141,RUN-001391,G3_junior,0,0.3222,0.2022,0.5,0
FAIR-003142,RUN-000706,G3_junior,1,0.6622,0.5422,0.5,1
FAIR-003143,RUN-001321,G2_mid,1,0.5566,0.5566,0.5,0
FAIR-003144,RUN-008887,G3_junior,0,0.2182,0.0982,0.5,0
FAIR-003145,RUN-002293,G2_mid,1,0.4713,0.4713,0.5,0
FAIR-003146,RUN-006082,G3_junior,1,0.5597,0.4397,0.5,0
FAIR-003147,RUN-005116,G3_junior,1,0.6608,0.5408,0.5,1
FAIR-003148,RUN-003886,G3_junior,1,1,0.8872,0.5,1
FAIR-003149,RUN-003379,G3_junior,0,0.363,0.243,0.5,0
FAIR-003150,RUN-001553,G0_unknown,0,0.4318,0.4318,0.5,0
FAIR-003151,RUN-010348,G3_junior,0,0.2964,0.1764,0.5,0
FAIR-003152,RUN-003137,G3_junior,1,0.8117,0.6917,0.5,1
FAIR-003153,RUN-007079,G3_junior,0,0.4434,0.3234,0.5,0
FAIR-003154,RUN-009380,G3_junior,1,0.9631,0.8431,0.5,1
FAIR-003155,RUN-006855,G2_mid,0,0.3666,0.3666,0.5,0
FAIR-003156,RUN-000013,G3_junior,1,0.6856,0.5656,0.5,1
FAIR-003157,RUN-011105,G3_junior,1,0.9971,0.8771,0.5,1
FAIR-003158,RUN-006847,G1_senior,0,0.077,0.117,0.5,0
FAIR-003159,RUN-008536,G3_junior,0,0.12,0,0.5,0
FAIR-003160,RUN-004335,G3_junior,0,0.5359,0.4159,0.5,0
FAIR-003161,RUN-005864,G3_junior,1,0.8406,0.7206,0.5,1
FAIR-003162,RUN-003522,G2_mid,1,0.852,0.852,0.5,1
FAIR-003163,RUN-004819,G3_junior,1,0.9131,0.7931,0.5,1
FAIR-003164,RUN-003188,G3_junior,0,0.2511,0.1311,0.5,0
FAIR-003165,RUN-010183,G2_mid,1,0.5963,0.5963,0.5,0
FAIR-003166,RUN-008058,G3_junior,1,0.7572,0.6372,0.5,1
FAIR-003167,RUN-002233,G3_junior,1,0.7623,0.6423,0.5,1
FAIR-003168,RUN-003873,G3_junior,0,0.224,0.104,0.5,0
FAIR-003169,RUN-002615,G2_mid,1,0.8604,0.8604,0.5,1
FAIR-003170,RUN-002924,G3_junior,1,0.761,0.641,0.5,1
FAIR-003171,RUN-003898,G3_junior,0,0.3238,0.2038,0.5,0
FAIR-003172,RUN-005971,G3_junior,0,0.4676,0.3476,0.5,0
FAIR-003173,RUN-009746,G3_junior,1,0.86,0.74,0.5,1
FAIR-003174,RUN-003313,G1_senior,0,0.1661,0.2061,0.5,0
FAIR-003175,RUN-007528,G2_mid,1,0.8282,0.8282,0.5,1
FAIR-003176,RUN-005868,G1_senior,0,0.0463,0.0863,0.5,0
FAIR-003177,RUN-005020,G2_mid,0,0.2241,0.2241,0.5,0
FAIR-003178,RUN-010698,G3_junior,0,0.12,0,0.5,0
FAIR-003179,RUN-007795,G2_mid,1,0.6904,0.6904,0.5,1
FAIR-003180,RUN-006337,G3_junior,0,0.4189,0.2989,0.5,0
FAIR-003181,RUN-004903,G1_senior,1,0.5847,0.6247,0.5,0
FAIR-003182,RUN-008384,G3_junior,1,0.6856,0.5656,0.5,1
FAIR-003183,RUN-006122,G3_junior,0,0.1886,0.0686,0.5,0
FAIR-003184,RUN-000365,G1_senior,0,0.3339,0.3739,0.5,0
FAIR-003185,RUN-000106,G2_mid,0,0.1381,0.1381,0.5,0
FAIR-003186,RUN-005018,G3_junior,0,0.2026,0.0826,0.5,0
FAIR-003187,RUN-001430,G3_junior,1,0.6107,0.4907,0.5,0
FAIR-003188,RUN-002295,G2_mid,0,0.1011,0.1011,0.5,0
FAIR-003189,RUN-004612,G3_junior,1,1,0.9167,0.5,1
FAIR-003190,RUN-009552,G3_junior,1,0.7133,0.5933,0.5,1
FAIR-003191,RUN-006616,G1_senior,0,0,0,0.5,0
FAIR-003192,RUN-001371,G3_junior,1,0.7516,0.6316,0.5,1
FAIR-003193,RUN-005399,G3_junior,0,0.133,0.013,0.5,0
FAIR-003194,RUN-003623,G2_mid,0,0.2502,0.2502,0.5,0
FAIR-003195,RUN-004083,G3_junior,0,0.3546,0.2346,0.5,0
FAIR-003196,RUN-002130,G3_junior,0,0.4645,0.3445,0.5,0
FAIR-003197,RUN-005994,G2_mid,0,0.3628,0.3628,0.5,0
FAIR-003198,RUN-001564,G1_senior,1,0.6868,0.7268,0.5,1
FAIR-003199,RUN-005748,G3_junior,1,0.8901,0.7701,0.5,1
FAIR-003200,RUN-008355,G3_junior,1,0.7213,0.6013,0.5,1
FAIR-003201,RUN-010114,G2_mid,1,0.6711,0.6711,0.5,1
FAIR-003202,RUN-002006,G3_junior,0,0.1218,0.0018,0.5,0
FAIR-003203,RUN-000512,G2_mid,0,0.0912,0.0912,0.5,0
FAIR-003204,RUN-006087,G0_unknown,0,0.1782,0.1782,0.5,0
FAIR-003205,RUN-008800,G3_junior,0,0.2438,0.1238,0.5,0
FAIR-003206,RUN-001405,G2_mid,0,0.0435,0.0435,0.5,0
FAIR-003207,RUN-004992,G3_junior,0,0.1649,0.0449,0.5,0
FAIR-003208,RUN-010589,G2_mid,0,0.2342,0.2342,0.5,0
FAIR-003209,RUN-001973,G3_junior,0,0.12,0,0.5,0
FAIR-003210,RUN-006633,G3_junior,1,0.8543,0.7343,0.5,1
FAIR-003211,RUN-006747,G1_senior,1,0.71,0.75,0.5,1
FAIR-003212,RUN-006595,G3_junior,1,0.9085,0.7885,0.5,1
FAIR-003213,RUN-005685,G2_mid,1,0.5174,0.5174,0.5,0
FAIR-003214,RUN-006806,G3_junior,0,0.2298,0.1098,0.5,0
FAIR-003215,RUN-007102,G3_junior,0,0.12,0,0.5,0
FAIR-003216,RUN-000071,G2_mid,0,0.1507,0.1507,0.5,0
FAIR-003217,RUN-002789,G3_junior,0,0.4552,0.3352,0.5,0
FAIR-003218,RUN-003083,G3_junior,1,0.7458,0.6258,0.5,1
FAIR-003219,RUN-001234,G3_junior,0,0.5747,0.4547,0.5,0
FAIR-003220,RUN-007105,G2_mid,0,0.1913,0.1913,0.5,0
FAIR-003221,RUN-008847,G3_junior,1,0.832,0.712,0.5,1
FAIR-003222,RUN-006957,G3_junior,0,0.2907,0.1707,0.5,0
FAIR-003223,RUN-007813,G3_junior,1,0.7504,0.6304,0.5,1
FAIR-003224,RUN-004374,G3_junior,1,0.831,0.711,0.5,1
FAIR-003225,RUN-000774,G2_mid,1,0.6776,0.6776,0.5,1
FAIR-003226,RUN-003079,G3_junior,0,0.3065,0.1865,0.5,0
FAIR-003227,RUN-001938,G1_senior,0,0.2454,0.2854,0.5,0
FAIR-003228,RUN-003791,G3_junior,0,0.2176,0.0976,0.5,0
FAIR-003229,RUN-004387,G3_junior,1,0.8666,0.7466,0.5,1
FAIR-003230,RUN-010961,G1_senior,0,0.0203,0.0603,0.5,0
FAIR-003231,RUN-008510,G3_junior,1,0.9756,0.8556,0.5,1
FAIR-003232,RUN-008254,G3_junior,0,0.6723,0.5523,0.5,1
FAIR-003233,RUN-009170,G3_junior,1,0.6673,0.5473,0.5,1
FAIR-003234,RUN-009547,G3_junior,1,0.9161,0.7961,0.5,1
FAIR-003235,RUN-011294,G3_junior,0,0.3746,0.2546,0.5,0
FAIR-003236,RUN-006318,G3_junior,0,0.3139,0.1939,0.5,0
FAIR-003237,RUN-007906,G3_junior,1,0.7072,0.5872,0.5,1
FAIR-003238,RUN-008404,G3_junior,0,0.12,0,0.5,0
FAIR-003239,RUN-010460,G3_junior,0,0.4232,0.3032,0.5,0
FAIR-003240,RUN-009603,G2_mid,0,0.2732,0.2732,0.5,0
FAIR-003241,RUN-003617,G2_mid,0,0.0636,0.0636,0.5,0
FAIR-003242,RUN-001352,G3_junior,1,1,0.9183,0.5,1
FAIR-003243,RUN-009134,G3_junior,1,0.9762,0.8562,0.5,1
FAIR-003244,RUN-009687,G3_junior,1,0.8483,0.7283,0.5,1
FAIR-003245,RUN-007270,G3_junior,1,0.8907,0.7707,0.5,1
FAIR-003246,RUN-009577,G2_mid,1,0.4953,0.4953,0.5,0
FAIR-003247,RUN-000551,G3_junior,1,0.7366,0.6166,0.5,1
FAIR-003248,RUN-003874,G1_senior,0,0.0978,0.1378,0.5,0
FAIR-003249,RUN-005663,G3_junior,1,0.9104,0.7904,0.5,1
FAIR-003250,RUN-004649,G3_junior,0,0.2797,0.1597,0.5,0
FAIR-003251,RUN-001148,G3_junior,0,0.4464,0.3264,0.5,0
FAIR-003252,RUN-007375,G3_junior,0,0.234,0.114,0.5,0
FAIR-003253,RUN-007970,G3_junior,0,0.4669,0.3469,0.5,0
FAIR-003254,RUN-007007,G3_junior,0,0.2437,0.1237,0.5,0
FAIR-003255,RUN-000694,G3_junior,1,0.8665,0.7465,0.5,1
FAIR-003256,RUN-007307,G3_junior,1,0.6304,0.5104,0.5,0
FAIR-003257,RUN-006387,G2_mid,0,0.0524,0.0524,0.5,0
FAIR-003258,RUN-009100,G3_junior,1,0.7708,0.6508,0.5,1
FAIR-003259,RUN-008006,G3_junior,0,0.2437,0.1237,0.5,0
FAIR-003260,RUN-007309,G3_junior,1,0.7657,0.6457,0.5,1
FAIR-003261,RUN-006897,G2_mid,0,0.0956,0.0956,0.5,0
FAIR-003262,RUN-001118,G3_junior,1,0.8289,0.7089,0.5,1
FAIR-003263,RUN-010473,G1_senior,0,0.1042,0.1442,0.5,0
FAIR-003264,RUN-002493,G3_junior,0,0.2865,0.1665,0.5,0
FAIR-003265,RUN-000328,G3_junior,1,0.8027,0.6827,0.5,1
FAIR-003266,RUN-001187,G3_junior,1,0.7388,0.6188,0.5,1
FAIR-003267,RUN-011243,G3_junior,1,0.8075,0.6875,0.5,1
FAIR-003268,RUN-004966,G0_unknown,1,0.6757,0.6757,0.5,1
FAIR-003269,RUN-004303,G3_junior,0,0.12,0,0.5,0
FAIR-003270,RUN-009617,G2_mid,0,0,0,0.5,0
FAIR-003271,RUN-007872,G1_senior,0,0,0,0.5,0
FAIR-003272,RUN-001665,G3_junior,0,0.4272,0.3072,0.5,0
FAIR-003273,RUN-003705,G3_junior,0,0.1507,0.0307,0.5,0
FAIR-003274,RUN-008523,G3_junior,0,0.12,0,0.5,0
FAIR-003275,RUN-010824,G0_unknown,0,0.1783,0.1783,0.5,0
FAIR-003276,RUN-001378,G3_junior,0,0.3662,0.2462,0.5,0
FAIR-003277,RUN-009341,G2_mid,1,0.5467,0.5467,0.5,0
FAIR-003278,RUN-007291,G2_mid,0,0.2827,0.2827,0.5,0
FAIR-003279,RUN-000607,G3_junior,1,0.6874,0.5674,0.5,1
FAIR-003280,RUN-006992,G3_junior,1,0.765,0.645,0.5,1
FAIR-003281,RUN-008972,G3_junior,0,0.3161,0.1961,0.5,0
FAIR-003282,RUN-005493,G3_junior,1,0.6906,0.5706,0.5,1
FAIR-003283,RUN-005597,G3_junior,1,0.7218,0.6018,0.5,1
FAIR-003284,RUN-003989,G3_junior,1,0.9031,0.7831,0.5,1
FAIR-003285,RUN-002002,G3_junior,1,0.8171,0.6971,0.5,1
FAIR-003286,RUN-002787,G1_senior,0,0,0.0077,0.5,0
FAIR-003287,RUN-008105,G0_unknown,0,0.494,0.494,0.5,0
FAIR-003288,RUN-007378,G3_junior,0,0.4926,0.3726,0.5,0
FAIR-003289,RUN-006802,G3_junior,0,0.3641,0.2441,0.5,0
FAIR-003290,RUN-011077,G3_junior,1,0.5174,0.3974,0.5,0
FAIR-003291,RUN-003062,G3_junior,1,0.9169,0.7969,0.5,1
FAIR-003292,RUN-008791,G1_senior,0,0.2425,0.2825,0.5,0
FAIR-003293,RUN-002363,G1_senior,1,0.5616,0.6016,0.5,0
FAIR-003294,RUN-006547,G3_junior,1,0.9006,0.7806,0.5,1
FAIR-003295,RUN-002730,G3_junior,0,0.4385,0.3185,0.5,0
FAIR-003296,RUN-005387,G3_junior,0,0.5473,0.4273,0.5,0
FAIR-003297,RUN-005317,G2_mid,0,0,0,0.5,0
FAIR-003298,RUN-006978,G2_mid,1,0.7704,0.7704,0.5,1
FAIR-003299,RUN-005126,G3_junior,0,0.4105,0.2905,0.5,0
FAIR-003300,RUN-003380,G3_junior,0,0.2786,0.1586,0.5,0
FAIR-003301,RUN-010276,G1_senior,0,0,0,0.5,0
FAIR-003302,RUN-007742,G2_mid,0,0.2383,0.2383,0.5,0
FAIR-003303,RUN-001092,G2_mid,0,0.0793,0.0793,0.5,0
FAIR-003304,RUN-000594,G3_junior,0,0.39,0.27,0.5,0
FAIR-003305,RUN-001940,G3_junior,1,0.8208,0.7008,0.5,1
FAIR-003306,RUN-007258,G2_mid,0,0.3182,0.3182,0.5,0
FAIR-003307,RUN-002972,G0_unknown,0,0.1072,0.1072,0.5,0
FAIR-003308,RUN-002477,G3_junior,0,0.2462,0.1262,0.5,0
FAIR-003309,RUN-008080,G3_junior,1,1,0.8915,0.5,1
FAIR-003310,RUN-007155,G2_mid,0,0.0018,0.0018,0.5,0
FAIR-003311,RUN-000970,G3_junior,1,0.5144,0.3944,0.5,0
FAIR-003312,RUN-009798,G2_mid,0,0.3032,0.3032,0.5,0
FAIR-003313,RUN-009118,G3_junior,1,0.7609,0.6409,0.5,1
FAIR-003314,RUN-009629,G3_junior,1,0.976,0.856,0.5,1
FAIR-003315,RUN-007231,G3_junior,1,0.7162,0.5962,0.5,1
FAIR-003316,RUN-007413,G3_junior,0,0.3419,0.2219,0.5,0
FAIR-003317,RUN-007955,G3_junior,0,0.3244,0.2044,0.5,0
FAIR-003318,RUN-009753,G2_mid,0,0.1577,0.1577,0.5,0
FAIR-003319,RUN-008578,G3_junior,0,0.335,0.215,0.5,0
FAIR-003320,RUN-000618,G2_mid,0,0.0188,0.0188,0.5,0
FAIR-003321,RUN-005753,G3_junior,0,0.304,0.184,0.5,0
FAIR-003322,RUN-010425,G2_mid,0,0.2924,0.2924,0.5,0
FAIR-003323,RUN-003738,G3_junior,0,0.2902,0.1702,0.5,0
FAIR-003324,RUN-006137,G3_junior,1,0.8886,0.7686,0.5,1
FAIR-003325,RUN-008851,G3_junior,0,0.12,0,0.5,0
FAIR-003326,RUN-003030,G3_junior,0,0.12,0,0.5,0
FAIR-003327,RUN-006428,G1_senior,0,0.1825,0.2225,0.5,0
FAIR-003328,RUN-010595,G3_junior,1,0.5822,0.4622,0.5,0
FAIR-003329,RUN-005357,G3_junior,0,0.3386,0.2186,0.5,0
FAIR-003330,RUN-004162,G2_mid,1,0.8349,0.8349,0.5,1
FAIR-003331,RUN-007109,G3_junior,0,0.2186,0.0986,0.5,0
FAIR-003332,RUN-006952,G3_junior,0,0.3598,0.2398,0.5,0
FAIR-003333,RUN-004906,G2_mid,0,0.343,0.343,0.5,0
FAIR-003334,RUN-008877,G3_junior,1,0.7685,0.6485,0.5,1
FAIR-003335,RUN-006473,G3_junior,1,0.6635,0.5435,0.5,1
FAIR-003336,RUN-000009,G1_senior,0,0.057,0.097,0.5,0
FAIR-003337,RUN-007256,G2_mid,0,0.1871,0.1871,0.5,0
FAIR-003338,RUN-001950,G3_junior,1,0.7604,0.6404,0.5,1
FAIR-003339,RUN-008225,G3_junior,1,0.8034,0.6834,0.5,1
FAIR-003340,RUN-006489,G3_junior,0,0.3949,0.2749,0.5,0
FAIR-003341,RUN-002136,G3_junior,0,0.2721,0.1521,0.5,0
FAIR-003342,RUN-009218,G3_junior,0,0.2636,0.1436,0.5,0
FAIR-003343,RUN-007587,G3_junior,0,0.1623,0.0423,0.5,0
FAIR-003344,RUN-006698,G3_junior,0,0.3083,0.1883,0.5,0
FAIR-003345,RUN-005977,G1_senior,0,0.2439,0.2839,0.5,0
FAIR-003346,RUN-002863,G3_junior,1,0.9455,0.8255,0.5,1
FAIR-003347,RUN-000708,G3_junior,1,0.7842,0.6642,0.5,1
FAIR-003348,RUN-004778,G3_junior,0,0.2204,0.1004,0.5,0
FAIR-003349,RUN-004174,G3_junior,1,0.7831,0.6631,0.5,1
FAIR-003350,RUN-004389,G1_senior,0,0.0235,0.0635,0.5,0
FAIR-003351,RUN-000345,G3_junior,1,0.6431,0.5231,0.5,0
FAIR-003352,RUN-001311,G2_mid,0,0.3345,0.3345,0.5,0
FAIR-003353,RUN-006153,G1_senior,0,0.2978,0.3378,0.5,0
FAIR-003354,RUN-000554,G3_junior,0,0.6248,0.5048,0.5,0
FAIR-003355,RUN-010766,G3_junior,1,0.7844,0.6644,0.5,1
FAIR-003356,RUN-009271,G3_junior,0,0.12,0,0.5,0
FAIR-003357,RUN-009956,G3_junior,0,0.2931,0.1731,0.5,0
FAIR-003358,RUN-006421,G2_mid,1,0.749,0.749,0.5,1
FAIR-003359,RUN-004537,G0_unknown,0,0.0047,0.0047,0.5,0
FAIR-003360,RUN-000803,G3_junior,1,0.5759,0.4559,0.5,0
FAIR-003361,RUN-003092,G2_mid,0,0,0,0.5,0
FAIR-003362,RUN-006288,G3_junior,1,0.8488,0.7288,0.5,1
FAIR-003363,RUN-003597,G3_junior,1,0.8437,0.7237,0.5,1
FAIR-003364,RUN-009268,G2_mid,0,0.1547,0.1547,0.5,0
FAIR-003365,RUN-010193,G3_junior,0,0.3407,0.2207,0.5,0
FAIR-003366,RUN-000114,G1_senior,0,0.2448,0.2848,0.5,0
FAIR-003367,RUN-004158,G1_senior,0,0.2698,0.3098,0.5,0
FAIR-003368,RUN-007252,G3_junior,0,0.17,0.05,0.5,0
FAIR-003369,RUN-007396,G3_junior,0,0.3644,0.2444,0.5,0
FAIR-003370,RUN-005512,G3_junior,0,0.1476,0.0276,0.5,0
FAIR-003371,RUN-000144,G3_junior,1,0.9974,0.8774,0.5,1
FAIR-003372,RUN-005473,G1_senior,0,0.2112,0.2512,0.5,0
FAIR-003373,RUN-010760,G3_junior,0,0.4023,0.2823,0.5,0
FAIR-003374,RUN-007682,G3_junior,1,0.6839,0.5639,0.5,1
FAIR-003375,RUN-010323,G3_junior,0,0.7818,0.6618,0.5,1
FAIR-003376,RUN-008616,G2_mid,0,0.0558,0.0558,0.5,0
FAIR-003377,RUN-008677,G1_senior,0,0.1888,0.2288,0.5,0
FAIR-003378,RUN-000212,G3_junior,0,0.12,0,0.5,0
FAIR-003379,RUN-010079,G3_junior,1,0.613,0.493,0.5,0
FAIR-003380,RUN-002623,G3_junior,0,0.2826,0.1626,0.5,0
FAIR-003381,RUN-000093,G3_junior,1,0.7088,0.5888,0.5,1
FAIR-003382,RUN-008441,G3_junior,0,0.2234,0.1034,0.5,0
FAIR-003383,RUN-002255,G3_junior,1,0.6007,0.4807,0.5,0
FAIR-003384,RUN-010890,G2_mid,1,0.5547,0.5547,0.5,0
FAIR-003385,RUN-009712,G3_junior,0,0.1639,0.0439,0.5,0
FAIR-003386,RUN-000836,G2_mid,0,0.4697,0.4697,0.5,0
FAIR-003387,RUN-002027,G3_junior,0,0.375,0.255,0.5,0
FAIR-003388,RUN-006941,G1_senior,0,0.3634,0.4034,0.5,0
FAIR-003389,RUN-007481,G3_junior,0,0.3373,0.2173,0.5,0
FAIR-003390,RUN-002584,G0_unknown,1,0.8807,0.8807,0.5,1
FAIR-003391,RUN-006026,G1_senior,1,0.8423,0.8823,0.5,1
FAIR-003392,RUN-009814,G3_junior,1,0.6846,0.5646,0.5,1
FAIR-003393,RUN-011106,G3_junior,1,0.6584,0.5384,0.5,1
FAIR-003394,RUN-002189,G1_senior,0,0.2127,0.2527,0.5,0
FAIR-003395,RUN-001786,G1_senior,0,0.016,0.056,0.5,0
FAIR-003396,RUN-010428,G3_junior,1,0.815,0.695,0.5,1
FAIR-003397,RUN-002450,G3_junior,0,0.2804,0.1604,0.5,0
FAIR-003398,RUN-008410,G2_mid,0,0.1389,0.1389,0.5,0
FAIR-003399,RUN-007020,G2_mid,0,0.0714,0.0714,0.5,0
FAIR-003400,RUN-000444,G3_junior,0,0.345,0.225,0.5,0
FAIR-003401,RUN-004477,G1_senior,1,0.7761,0.8161,0.5,1
FAIR-003402,RUN-007457,G1_senior,0,0.1905,0.2305,0.5,0
FAIR-003403,RUN-008309,G3_junior,0,0.2759,0.1559,0.5,0
FAIR-003404,RUN-009582,G3_junior,1,1,0.9966,0.5,1
FAIR-003405,RUN-007298,G3_junior,0,0.3796,0.2596,0.5,0
FAIR-003406,RUN-011095,G3_junior,1,0.7307,0.6107,0.5,1
FAIR-003407,RUN-006129,G3_junior,0,0.4837,0.3637,0.5,0
FAIR-003408,RUN-008904,G3_junior,0,0.3232,0.2032,0.5,0
FAIR-003409,RUN-003484,G3_junior,1,0.7814,0.6614,0.5,1
FAIR-003410,RUN-001652,G1_senior,0,0,0,0.5,0
FAIR-003411,RUN-009273,G3_junior,1,0.7784,0.6584,0.5,1
FAIR-003412,RUN-007054,G2_mid,0,0.396,0.396,0.5,0
FAIR-003413,RUN-001163,G3_junior,1,0.6594,0.5394,0.5,1
FAIR-003414,RUN-005182,G2_mid,0,0.1197,0.1197,0.5,0
FAIR-003415,RUN-008650,G3_junior,0,0.1468,0.0268,0.5,0
FAIR-003416,RUN-002897,G2_mid,0,0.1789,0.1789,0.5,0
FAIR-003417,RUN-008239,G3_junior,1,0.8692,0.7492,0.5,1
FAIR-003418,RUN-006626,G2_mid,1,0.5742,0.5742,0.5,0
FAIR-003419,RUN-001898,G3_junior,0,0.3181,0.1981,0.5,0
FAIR-003420,RUN-000231,G3_junior,0,0.317,0.197,0.5,0
FAIR-003421,RUN-006403,G3_junior,0,0.154,0.034,0.5,0
FAIR-003422,RUN-006663,G3_junior,1,0.8065,0.6865,0.5,1
FAIR-003423,RUN-003385,G3_junior,1,0.7575,0.6375,0.5,1
FAIR-003424,RUN-001176,G3_junior,0,0.1328,0.0128,0.5,0
FAIR-003425,RUN-003836,G3_junior,1,0.6296,0.5096,0.5,0
FAIR-003426,RUN-007667,G2_mid,1,0.695,0.695,0.5,1
FAIR-003427,RUN-006145,G3_junior,0,0.4773,0.3573,0.5,0
FAIR-003428,RUN-002078,G2_mid,0,0.1863,0.1863,0.5,0
FAIR-003429,RUN-000889,G3_junior,0,0.546,0.426,0.5,0
FAIR-003430,RUN-001935,G3_junior,1,0.8781,0.7581,0.5,1
FAIR-003431,RUN-002374,G3_junior,0,0.4768,0.3568,0.5,0
FAIR-003432,RUN-010534,G3_junior,0,0.4691,0.3491,0.5,0
FAIR-003433,RUN-001905,G3_junior,1,0.8464,0.7264,0.5,1
FAIR-003434,RUN-009723,G1_senior,0,0.1277,0.1677,0.5,0
FAIR-003435,RUN-006404,G2_mid,0,0.0022,0.0022,0.5,0
FAIR-003436,RUN-008352,G3_junior,0,0.5048,0.3848,0.5,0
FAIR-003437,RUN-003407,G3_junior,0,0.235,0.115,0.5,0
